"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Result Home HT";"Result Visitor HT";"Odds";"Odds";"Odds";"Global";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Casa";"Fora";"Global";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Global"
"Iran";"IRN";"Azadegan League";"15-06-2026 13:00";"NS";"Pars Jonoubi Jam";"";"";"Saipa";"";"";"";"2.76";"2.76";"40";"1.4";"1.3";"2";"41";"27";"80";"70";"5";"";"0.6";"";"";"";"";"";"20";"50";"40";"40";"30";"50";"40";"";"";"47";"43";"30";"40";"10";"10";"1.2";"0.8";"0.7";"1";"1.8";"0.4";"0.3";"0.4";"0.3";"0.7";"1.5";"80";"45";"40";"55";"30";"10";"85";"85";"100";"50";"60";"60";"70";""
"Iran";"IRN";"Azadegan League";"15-06-2026 13:00";"NS";"Shenavarsazi Qeshm";"";"";"Damash Gilanian";"";"";"";"1.67";"5.50";"35";"1";"0.4";"1";"20";"10";"74";"49";"1";"0.6";"0.3";"19.2";"16.7";"30";"48";"100";"0";"40";"30";"40";"70";"50";"60";"";"";"33";"13";"20";"0";"10";"10";"0.6";"0.3";"0.9";"1.6";"1.7";"0.1";"0";"0.3";"0.5";"0.4";"1.5";"75";"55";"30";"45";"0";"0";"90";"100";"100";"60";"70";"60";"30";""
"Iceland";"ISL";"Besta deild";"15-06-2026 15:00";"NS";"KA Akureyri";"";"";"Fram";"";"";"1.09";"2.81";"2.13";"45";"0.6";"1.8";"4";"34";"61";"49";"52";"5";"0.4";"0.7";"11.2";"6.8";"36";"45";"40";"50";"20";"25";"40";"25";"40";"50";"";"";"20";"58";"20";"50";"5";"4";"1";"1.8";"1.6";"1.5";"2.9";"0.6";"0.5";"0.8";"1";"1.4";"4";"100";"65";"45";"65";"40";"50";"65";"55";"78";"80";"75";"60";"75";""
"Iceland";"ISL";"2. Deild";"15-06-2026 16:15";"NS";"Selfoss";"";"";"Thróttur Vogar";"";"";"";"1.59";"4.32";"66";"2";"0";"3";"78";"10";"35";"35";"1";"0.3";"0.6";"4.8";"42.3";"48";"50";"33";"33";"0";"0";"0";"67";"33";"33";"";"";"67";"0";"67";"0";"3";"3";"2.3";"0.3";"2";"2";"3.3";"1.3";"0";"1.3";"0.3";"1.5";"4";"100";"84";"66";"66";"100";"0";"50";"66";"84";"100";"100";"100";"33";""
"Iceland";"ISL";"2. Deild";"15-06-2026 16:15";"NS";"Fjölnir";"";"";"Kári";"";"";"";"1.74";"3.47";"100";"2.2";"1.3";"5";"100";"92";"52";"0";"1";"0.6";"0.4";"4.4";"4.1";"49";"41";"100";"0";"0";"0";"0";"0";"75";"67";"";"";"75";"44";"75";"33";"4";"3";"3.2";"2.7";"1.5";"3";"5.2";"1.2";"1";"0.8";"1.3";"2.2";"4";"100";"100";"100";"100";"100";"67";"12";"25";"58";"100";"100";"100";"100";""
"Iceland";"ISL";"3. Deild";"15-06-2026 16:15";"NS";"KV";"";"";"KH Hlidarendi";"";"";"";"2.12";"2.46";"75";"2.2";"2";"4";"95";"85";"18";"88";"5";"0.5";"";"";"";"";"";"0";"";"0";"50";"0";"0";"25";"50";"";"";"75";"67";"75";"50";"4";"2";"2.8";"2.5";"2.5";"0.5";"4.1";"1.5";"2";"0.8";"0.5";"2.4";"4.1";"100";"100";"75";"100";"75";"50";"38";"12";"62";"100";"50";"100";"100";""
"Iceland";"ISL";"3. Deild";"15-06-2026 16:15";"NS";"Árbær";"";"";"Ýmir";"";"";"";"1.67";"3.45";"88";"1.3";"0.5";"4";"92";"34";"2";"18";"1";"";"0.4";"";"";"";"";"";"0";"0";"25";"0";"25";"67";"75";"";"";"44";"17";"33";"0";"3";"4";"2.7";"1";"3.3";"2.5";"4.8";"1.7";"0.8";"1.3";"1.2";"2.5";"4.1";"88";"88";"88";"88";"67";"25";"12";"12";"25";"100";"75";"100";"75";""
"Kuwait";"KUW";"Zain Premier League";"15-06-2026 21:00";"NS";"Al Kuwait";"";"";"Al Fahaheel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Kuwait";"KUW";"Zain Premier League";"15-06-2026 21:00";"NS";"Kazma";"";"";"Al Arabi SC";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Kuwait";"KUW";"Zain Premier League";"15-06-2026 21:00";"NS";"Al Qadsia";"";"";"Al Salmiyah";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Norway";"NOR";"3. Division - Group 2";"15-06-2026 14:00";"NS";"Ranheim II";"";"";"Kvik Trondheim";"";"";"";"";"";"70";"1.6";"1.8";"4";"100";"82";"7";"28";"";"0.6";"0.3";"3.2";"2.8";"75";"61";"33";"20";"0";"40";"0";"20";"60";"40";"";"";"53";"60";"40";"60";"5";"5";"3.2";"2.4";"2.8";"2.2";"5.3";"1.6";"1";"1.2";"0.8";"2.3";"4.2";"100";"100";"90";"90";"80";"80";"20";"20";"60";"100";"60";"100";"80";""
"Norway";"NOR";"3. Division - Group 3";"15-06-2026 14:00";"NS";"Åsane II";"";"";"Stord";"";"";"";"";"";"75";"0.8";"1";"4";"41";"51";"35";"18";"";"0.6";"0.4";"6.1";"4.9";"45";"27";"67";"0";"0";"0";"25";"25";"25";"50";"";"";"25";"33";"0";"25";"4";"4";"1.2";"1.5";"2";"2.5";"3.6";"0.8";"0.8";"1.5";"1.2";"2.1";"4.3";"100";"100";"50";"88";"25";"25";"62";"25";"62";"100";"100";"75";"75";""
"Norway";"NOR";"3. Division - Group 4";"15-06-2026 13:00";"NS";"Våg";"";"";"Stabæk II";"";"";"";"";"";"48";"1.2";"0.8";"4";"41";"61";"56";"2";"";"0.7";"0.7";"7.7";"6.7";"43";"44";"25";"67";"40";"0";"40";"25";"40";"50";"";"";"40";"25";"40";"25";"5";"4";"1.2";"1.8";"1.4";"3.8";"4";"0.2";"0.5";"0.6";"2";"1.6";"3.8";"100";"80";"70";"60";"40";"75";"52";"52";"65";"60";"100";"60";"75";""
"Norway";"NOR";"3. Division - Group 4";"15-06-2026 13:00";"NS";"Staal Jørpeland";"";"";"Odd II";"";"";"";"";"";"80";"0.8";"1.4";"4";"41";"48";"21";"35";"";"";"0.5";"";"";"";"";"";"40";"0";"0";"20";"20";"40";"40";"";"";"27";"47";"20";"40";"5";"5";"1.2";"1.4";"2.4";"2";"3.5";"0.4";"0.4";"0.8";"0.8";"1.2";"3.8";"100";"100";"80";"90";"20";"40";"60";"70";"100";"100";"100";"80";"80";""
"Norway";"NOR";"3. Division - Group 5";"15-06-2026 15:00";"NS";"Kongsvinger II";"";"";"Skjetten";"";"";"";"";"";"100";"2";"1";"4";"75";"41";"52";"42";"";"0.7";"";"";"";"";"";"33";"";"0";"0";"0";"0";"50";"75";"";"";"67";"33";"50";"25";"4";"4";"2.2";"1.2";"1.5";"1.8";"3.4";"1";"1";"1";"0.5";"1.8";"4";"100";"100";"75";"100";"75";"25";"62";"50";"88";"100";"100";"100";"100";""
"Norway";"NOR";"3. Division - Group 6";"15-06-2026 13:00";"NS";"Fram";"";"";"Lyn II";"";"";"";"";"";"75";"1.2";"0.8";"4";"68";"51";"52";"0";"";"0.6";"0.6";"8.8";"9.3";"36";"37";"67";"25";"0";"0";"25";"25";"50";"25";"";"";"42";"25";"25";"25";"4";"4";"2";"1.5";"1.5";"3";"4";"1";"1.2";"0.5";"1.2";"2";"4";"100";"100";"75";"100";"50";"50";"62";"38";"88";"100";"100";"75";"75";""
"Sweden";"SWE";"Superettan";"15-06-2026 14:00";"NS";"GIF Sundsvall";"";"";"Öster";"";"";"1.22";"3.32";"2.04";"82";"1";"0.8";"4";"44";"48";"25";"14";"5";"0.4";"0.4";"4.9";"7.3";"44";"39";"17";"40";"0";"0";"17";"20";"50";"60";"";"";"33";"27";"33";"20";"6";"5";"1.3";"1.4";"2.3";"2.6";"3.8";"0.2";"0.6";"0.8";"1.6";"1.6";"3";"100";"100";"90";"100";"33";"60";"45";"60";"80";"100";"100";"83";"80";""
"Sweden";"SWE";"Superettan";"15-06-2026 14:05";"NS";"Norrköping";"";"";"Varberg BoIS";"";"";"1.20";"2.07";"3.22";"65";"1.8";"2.2";"4";"85";"88";"70";"63";"5";"0.5";"0.5";"5.7";"3.9";"46";"51";"100";"60";"50";"20";"0";"0";"50";"80";"";"";"58";"73";"50";"60";"4";"5";"2.5";"2.6";"1";"1.2";"3.6";"1.8";"1.4";"0.2";"0.4";"1.9";"3";"100";"100";"75";"78";"50";"100";"35";"22";"78";"50";"80";"100";"100";""
"Sweden";"SWE";"Division 2: Norra Gotaland";"15-06-2026 14:30";"NS";"Vänersborgs IF";"";"";"Herrestads";"";"";"1.12";"3.69";"1.74";"70";"0";"1";"4";"20";"41";"7";"28";"2";"0.4";"0.5";"18.7";"9.6";"36";"48";"25";"25";"0";"0";"40";"20";"60";"40";"";"";"0";"33";"0";"20";"5";"5";"0.6";"1.2";"2.8";"2.2";"3.4";"0.2";"1";"1.6";"0.8";"1.8";"3.3";"100";"90";"80";"90";"0";"40";"50";"30";"90";"100";"100";"60";"80";""
"Sweden";"SWE";"Division 2: Norrland";"15-06-2026 14:45";"NS";"Umeå FC Akademi";"";"";"IFK Umeå";"";"";"";"1.15";"13.00";"70";"1";"0";"3";"41";"14";"28";"2";"3";"";"0.2";"";"";"";"";"";"0";"0";"0";"0";"60";"40";"40";"";"";"33";"0";"20";"0";"5";"5";"1.2";"0.4";"2.2";"3.2";"3.5";"0.2";"0";"1.2";"1.2";"1.3";"3.8";"100";"100";"60";"70";"20";"0";"60";"60";"90";"100";"100";"100";"40";""
"Sweden";"SWE";"Division 2: Sodra Svealand";"15-06-2026 14:15";"NS";"Nyköping";"";"";"Smedby";"";"";"1.15";"2.10";"2.86";"56";"2.5";"1.4";"4";"85";"88";"80";"35";"5";"0.5";"0.7";"4.2";"4.5";"52";"52";"100";"20";"50";"20";"17";"0";"33";"40";"";"";"83";"47";"83";"40";"6";"5";"2.5";"2.6";"0.7";"2";"3.9";"1";"1.2";"0.2";"1.2";"1.8";"3.4";"100";"92";"55";"92";"67";"60";"64";"44";"80";"50";"80";"83";"100";""
"Tanzania";"TAN";"Ligi kuu Bara";"15-06-2026 10:00";"NS";"KMC";"";"";"Coastal Union";"";"";"";"";"";"25";"0.5";"0.7";"2";"14";"31";"63";"42";"";"0.8";"0.7";"20.2";"7.9";"36";"32";"50";"30";"20";"10";"70";"60";"30";"50";"";"";"17";"23";"10";"20";"10";"10";"0.4";"0.9";"1.2";"1.8";"2.2";"0.3";"0.5";"0.6";"1";"1.2";"2.1";"95";"55";"35";"65";"10";"30";"85";"60";"85";"80";"90";"30";"40";""
"United States";"USA";"USL League Two";"15-06-2026 20:00";"FT";"Christos";"0";"1";"Annapolis Blues";"0";"0";"1.14";"3.00";"1.94";"54";"2";"2";"4";"68";"68";"63";"80";"2";"0.7";"0.8";"6.6";"8.5";"45";"44";"50";"50";"25";"67";"0";"0";"50";"67";"";"";"67";"67";"50";"67";"4";"3";"2";"2";"1.2";"0.7";"3";"1.2";"0.3";"0.5";"0";"1";"3.5";"100";"84";"71";"66";"100";"33";"58";"75";"88";"75";"33";"100";"100";""
"United States";"USA";"USL League Two";"15-06-2026 22:00";"NS";"Real Colorado";"";"";"Atlético Unión";"";"";"";"";"";"";"1.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"0";"";"50";"";"";"";"50";"";"50";"";"2";"";"2.5";"";"3.5";"";"";"0.5";"";"1";"";"";"";"";"";"";"";"50";"";"";"";"";"100";"";"100";"";""
"United States";"USA";"WPSL";"15-06-2026 20:00";"NS";"West-Mont United W";"";"";"Keystone W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"USL W League";"15-06-2026 20:00";"NS";"Hartford Athletic";"";"";"New England Mutiny W";"";"";"";"";"";"50";"2.3";"0";"3";"100";"24";"100";"35";"";"";"";"";"";"";"";"";"";"67";"0";"33";"33";"33";"67";"";"";"78";"0";"67";"0";"3";"3";"3";"0.7";"0.3";"2";"3";"0.3";"0.5";"0";"0.5";"0.5";"3.5";"84";"84";"67";"66";"67";"0";"84";"100";"100";"33";"100";"67";"67";""
"United States";"USA";"USL W League";"15-06-2026 20:30";"NS";"Birmingham Legion W";"";"";"Chattanooga Red Wolves W";"";"";"";"";"";"16";"2.3";"0.3";"3";"58";"0";"80";"46";"";"";"";"";"";"";"";"";"";"67";"33";"0";"100";"33";"67";"";"";"78";"11";"67";"0";"3";"3";"1.7";"0";"0.7";"1.7";"2";"0.7";"0";"0.7";"0.5";"0.8";"3.5";"84";"67";"33";"75";"67";"0";"84";"84";"100";"33";"67";"100";"0";""
"United States";"USA";"USL W League";"15-06-2026 22:00";"NS";"Flatirons II W";"";"";"Colorado Storm W";"";"";"";"";"";"";"";"1.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50";"";"50";"";"50";"";"";"";"50";"";"50";"";"2";"";"4.5";"";"1";"";"";"2.5";"";"0.5";"";"";"";"";"";"";"";"50";"";"";"";"";"50";"";"50";""
"Argentina";"ARG";"Primera Division Women";"15-06-2026 15:00";"NS";"Banfield W";"";"";"Racing Club W";"";"";"";"";"";"58";"1.5";"2.3";"2";"41";"58";"70";"70";"";"0.7";"0.7";"11.2";"8.4";"46";"37";"75";"33";"25";"33";"25";"0";"50";"33";"";"";"50";"78";"50";"67";"4";"3";"1.2";"1.7";"1";"1";"2.4";"0.5";"0.3";"0";"0.3";"0.6";"2.2";"100";"71";"42";"42";"50";"33";"84";"84";"100";"75";"67";"75";"100";""
"Argentina";"ARG";"Primera Division Women";"15-06-2026 15:00";"NS";"Huracán W";"";"";"Ferro Carril Oeste W";"";"";"";"";"";"0";"1.3";"0.5";"2";"10";"0";"100";"77";"";"0.7";"0.5";"33.3";"70";"70";"43";"67";"0";"67";"50";"67";"100";"67";"50";"";"";"44";"17";"33";"0";"3";"4";"0.3";"0";"0.3";"0.8";"0.8";"0";"0";"0.3";"0.2";"0.2";"2.2";"58";"12";"0";"29";"0";"0";"100";"100";"100";"33";"50";"33";"0";""
"Argentina";"ARG";"Primera Division Women";"15-06-2026 15:00";"NS";"Independiente W";"";"";"Boca Juniors W";"";"";"";"";"";"38";"1";"1.8";"2";"10";"41";"70";"70";"";"0.8";"0.7";"24.3";"9.2";"41";"41";"67";"75";"33";"0";"67";"25";"33";"50";"";"";"33";"58";"33";"50";"3";"4";"0.3";"1.2";"1";"1";"1.8";"0.3";"0.8";"0";"0.2";"0.6";"2.2";"100";"54";"25";"54";"0";"50";"100";"88";"100";"67";"100";"33";"75";""
"Australia";"AUS";"QLD FQPL 1 Women";"15-06-2026 07:00";"NS";"Mitchelton W";"";"";"Peninsula Power W";"";"";"";"";"";"68";"1";"1";"4";"61";"51";"56";"7";"";"0.9";"0.4";"6.3";"5.2";"56";"58";"60";"50";"20";"0";"20";"25";"60";"50";"";"";"33";"33";"20";"25";"5";"4";"1.8";"1.5";"1.4";"2.8";"3.7";"1";"0.8";"0.2";"1.5";"1.7";"3.9";"100";"90";"68";"78";"60";"50";"32";"52";"65";"80";"100";"80";"75";""
"Finland";"FIN";"Women's Cup";"15-06-2026 11:00";"NS";"HJK T18 W";"";"";"HJK W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Kazakhstan";"KAZ";"Womens Championship";"15-06-2026 07:00";"NS";"Tobol Kostanay W";"";"";"Okzhetpes W";"";"";"";"";"";"42";"2";"0";"6";"68";"17";"70";"2";"";"";"";"";"";"";"";"";"";"67";"0";"0";"50";"67";"50";"";"";"67";"0";"67";"0";"3";"2";"2";"0.5";"1";"8";"5.8";"1.3";"0.5";"0.7";"4";"3.2";"4.9";"100";"84";"84";"100";"33";"0";"16";"16";"34";"33";"100";"100";"50";""
"Kazakhstan";"KAZ";"Womens Championship";"15-06-2026 08:00";"NS";"Shakhter Karagandy W";"";"";"Zhenys Astana W";"";"";"";"29.00";"1.03";"25";"0";"1.5";"5";"0";"68";"2";"2";"4";"";"";"";"";"";"";"";"";"0";"50";"100";"0";"50";"50";"";"";"0";"50";"0";"50";"2";"2";"0";"2";"9";"6.5";"8.8";"0";"1";"3.5";"4";"4.2";"4.9";"100";"100";"100";"100";"0";"50";"25";"25";"25";"100";"50";"0";"100";""
"Kazakhstan";"KAZ";"Womens Championship";"15-06-2026 09:00";"NS";"Ulytau Zhezkazgan W";"";"";"BIIK Shymkent W";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"67";"";"33";"";"";"";"0";"";"0";"";"3";"";"0.3";"";"4.7";"";"";"0";"";"1.3";"";"";"";"";"";"";"";"0";"";"";"";"";"100";"";"33";"";""
"Kazakhstan";"KAZ";"Womens Championship";"15-06-2026 09:00";"NS";"Atyrau W";"";"";"Kairat W";"";"";"";"";"";"";"";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"100";"";"33";"";"0";"";"67";"";"";"";"67";"";"67";"";"3";"";"4";"";"1";"";"";"2";"";"0.7";"";"";"";"";"";"";"";"67";"";"";"";"";"67";"";"100";""
"Kazakhstan";"KAZ";"Womens Championship";"15-06-2026 11:00";"NS";"FC Kaysar W";"";"";"Zhetysu W";"";"";"";"";"";"34";"2";"1.5";"4";"44";"100";"35";"52";"";"";"";"";"";"";"";"";"";"0";"50";"33";"50";"33";"50";"";"";"67";"50";"67";"50";"3";"2";"1.3";"3";"2";"1.5";"3.9";"1";"2.5";"2.5";"0.5";"2.6";"4.9";"100";"100";"100";"100";"67";"50";"58";"25";"25";"100";"50";"67";"50";""
"Russia";"RUS";"Women's Cup";"15-06-2026 10:00";"NS";"Sochi W";"";"";"Alaniya Vladikavkaz W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"15-06-2026 21:00";"NS";"FK Nizjni Novgorod";"";"";"Ufa";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"50";"";"50";"";"";"";"0";"";"0";"";"2";"";"0.5";"";"2";"";"";"0.5";"";"0.5";"";"";"";"";"";"";"";"0";"";"";"";"";"100";"";"50";""
"Peru";"PER";"Copa de La Liga";"15-06-2026 15:00";"NS";"Deportivo Llacuabamba";"";"";"UTC Cajamarca";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Peru";"PER";"Copa de La Liga";"15-06-2026 17:15";"NS";"Estudiantil CNI";"";"";"Unión Comercio";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
