"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Result Home HT";"Result Visitor HT";"Odds";"Odds";"Odds";"Odds";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Global";"Global";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Global"
"Iran";"IRN";"Azadegan League";"15-06-2026 13:00";"NS";"Pars Jonoubi Jam";"";"";"Saipa";"";"";"2.76";"2.76";"";"";"5";"4";"47";"43";"5";"41";"27";"45";"";"1.8";"2";"1.2";"0.8";"0.7";"1";"40";"55";"40";"85";"1.5";"";"";"";"1.4";"1.3";"";"80";"70";"50";"40";"";"";"0.4";"0.3";"0.4";"0.3";"1.2";"0.7";"0.3";"0.7";"0.8";"0.5";"";"30";"40";"";"3.6";"";"3.8";"6.9";"";""
"Iran";"IRN";"Azadegan League";"15-06-2026 13:00";"NS";"Shenavarsazi Qeshm";"";"";"Damash Gilanian";"";"";"1.67";"5.50";"";"";"14";"18";"33";"13";"1";"20";"10";"55";"";"1.7";"1";"0.6";"0.3";"0.9";"1.6";"35";"45";"30";"90";"1.5";"20.6";"8.7";"6.1";"1";"0.4";"6";"74";"49";"50";"60";"";"";"0.1";"0";"0.3";"0.5";"1.2";"0.4";"0.6";"1.1";"0.5";"0.3";"";"20";"0";"4.5";"1";"1.5";"5.2";"6.9";"45";"20"
"Iceland";"ISL";"Besta deild";"15-06-2026 15:00";"NS";"KA Akureyri";"";"";"Fram";"";"";"2.81";"2.13";"1.09";"1.79";"8";"3";"20";"58";"5";"34";"61";"65";"";"2.9";"4";"1";"1.8";"1.6";"1.5";"45";"65";"45";"65";"4";"28";"9.2";"11.5";"0.6";"1.8";"12";"49";"52";"40";"50";"";"";"0.6";"0.5";"0.8";"1";"1.5";"1.4";"0.8";"0.5";"0.4";"1.2";"";"20";"50";"5.2";"9";"6";"2.8";"12.6";"88";"88"
"Iceland";"ISL";"2. Deild";"15-06-2026 16:15";"NS";"Selfoss";"";"";"Thróttur Vogar";"";"";"1.59";"4.32";"";"";"4";"11";"67";"0";"1";"78";"10";"84";"";"3.3";"3";"2.3";"0.3";"2";"2";"66";"66";"66";"50";"4";"24.5";"11.4";"13.5";"2";"0";"12";"35";"35";"33";"33";"";"";"1.3";"0";"1.3";"0.3";"1.8";"1.5";"0.7";"1.7";"1";"0.3";"";"67";"0";"6";"6.3";"8.3";"6.3";"10.9";"100";"100"
"Iceland";"ISL";"2. Deild";"15-06-2026 16:15";"NS";"Fjölnir";"";"";"Kári";"";"";"1.74";"3.47";"";"";"3";"2";"75";"44";"1";"100";"92";"100";"";"5.2";"5";"3.2";"2.7";"1.5";"3";"100";"100";"100";"12";"4";"26.2";"12.4";"12";"2.2";"1.3";"12";"52";"0";"75";"67";"";"";"1.2";"1";"0.8";"1.3";"3";"2.2";"0.8";"1.7";"2";"1.7";"";"75";"33";"4.5";"6.5";"6";"7";"10.9";"100";"75"
"Iceland";"ISL";"3. Deild";"15-06-2026 16:15";"NS";"KV";"";"";"KH Hlidarendi";"";"";"2.12";"2.46";"";"";"6";"4";"75";"67";"5";"95";"85";"100";"";"4.1";"4";"2.8";"2.5";"2.5";"0.5";"75";"100";"75";"38";"4.1";"";"";"";"2.2";"2";"";"18";"88";"25";"50";"";"";"1.5";"2";"0.8";"0.5";"1.8";"2.4";"1.8";"0";"1.2";"0.5";"";"75";"50";"5.8";"";"8.5";"";"12.1";"";""
"Iceland";"ISL";"3. Deild";"15-06-2026 16:15";"NS";"Árbær";"";"";"Ýmir";"";"";"1.67";"3.45";"";"";"12";"7";"44";"17";"1";"92";"34";"88";"";"4.8";"4";"2.7";"1";"3.3";"2.5";"88";"88";"88";"12";"4.1";"";"";"";"1.3";"0.5";"";"2";"18";"67";"75";"";"";"1.7";"0.8";"1.3";"1.2";"2.2";"2.5";"2";"1.2";"1";"0.2";"";"33";"0";"";"5";"";"7";"12.1";"";""
"Kuwait";"KUW";"Zain Premier League";"15-06-2026 21:00";"NS";"Al Kuwait";"";"";"Al Fahaheel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Kuwait";"KUW";"Zain Premier League";"15-06-2026 21:00";"NS";"Kazma";"";"";"Al Arabi SC";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Kuwait";"KUW";"Zain Premier League";"15-06-2026 21:00";"NS";"Al Qadsia";"";"";"Al Salmiyah";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Norway";"NOR";"3. Division - Group 2";"15-06-2026 14:00";"NS";"Ranheim II";"";"";"Kvik Trondheim";"";"";"";"";"";"";"13";"4";"53";"60";"";"100";"82";"100";"";"5.3";"4";"3.2";"2.4";"2.8";"2.2";"70";"90";"90";"20";"4.2";"26.2";"14.4";"11.8";"1.6";"1.8";"11";"7";"28";"60";"40";"";"";"1.6";"1";"1.2";"0.8";"3";"2.3";"1.6";"1.4";"1.6";"1.4";"";"40";"60";"2";"4";"8.7";"8.8";"10.6";"100";"100"
"Norway";"NOR";"3. Division - Group 3";"15-06-2026 14:00";"NS";"Åsane II";"";"";"Stord";"";"";"";"";"";"";"9";"12";"25";"33";"";"41";"51";"100";"";"3.6";"4";"1.2";"1.5";"2";"2.5";"75";"88";"50";"62";"4.3";"21.6";"8.2";"9.8";"0.8";"1";"10";"35";"18";"25";"50";"";"";"0.8";"0.8";"1.5";"1.2";"1.5";"2.1";"0.5";"1.2";"0.5";"0.8";"";"0";"25";"5.7";"2.7";"5.7";"5.7";"10.4";"84";"84"
"Norway";"NOR";"3. Division - Group 4";"15-06-2026 13:00";"NS";"Våg";"";"";"Stabæk II";"";"";"";"";"";"";"12";"7";"40";"25";"";"41";"61";"80";"";"4";"4";"1.2";"1.8";"1.4";"3.8";"48";"60";"70";"52";"3.8";"22.9";"10.4";"12.9";"1.2";"0.8";"12";"56";"2";"40";"50";"";"";"0.2";"0.5";"0.6";"2";"2.4";"1.6";"0.8";"1.8";"1";"1.2";"";"40";"25";"7.8";"8.3";"5";"4.7";"11";"100";"100"
"Norway";"NOR";"3. Division - Group 4";"15-06-2026 13:00";"NS";"Staal Jørpeland";"";"";"Odd II";"";"";"";"";"";"";"8";"13";"27";"47";"";"41";"48";"100";"";"3.5";"4";"1.2";"1.4";"2.4";"2";"80";"90";"80";"60";"3.8";"";"";"";"0.8";"1.4";"";"21";"35";"40";"40";"";"";"0.4";"0.4";"0.8";"0.8";"2.3";"1.2";"1.6";"1.2";"0.8";"1";"";"20";"40";"";"6.6";"";"5";"11";"";""
"Norway";"NOR";"3. Division - Group 5";"15-06-2026 15:00";"NS";"Kongsvinger II";"";"";"Skjetten";"";"";"";"";"";"";"7";"12";"67";"33";"";"75";"41";"100";"";"3.4";"4";"2.2";"1.2";"1.5";"1.8";"100";"100";"75";"62";"4";"";"";"";"2";"1";"";"52";"42";"50";"75";"";"";"1";"1";"1";"0.5";"1.6";"1.8";"0.5";"1.2";"1.2";"0.2";"";"50";"25";"3.3";"";"5";"";"9.3";"";""
"Norway";"NOR";"3. Division - Group 6";"15-06-2026 13:00";"NS";"Fram";"";"";"Lyn II";"";"";"";"";"";"";"11";"10";"42";"25";"";"68";"51";"100";"";"4";"4";"2";"1.5";"1.5";"3";"75";"100";"75";"62";"4";"30.4";"10.4";"11.2";"1.2";"0.8";"10";"52";"0";"50";"25";"";"";"1";"1.2";"0.5";"1.2";"2";"2";"1";"1.8";"1";"0.2";"";"25";"25";"4.7";"7";"4.7";"6.2";"9.7";"84";"71"
"Sweden";"SWE";"Superettan";"15-06-2026 14:00";"NS";"GIF Sundsvall";"";"";"Öster";"";"";"3.32";"2.04";"1.22";"1.39";"16";"6";"33";"27";"5";"44";"48";"100";"";"3.8";"4";"1.3";"1.4";"2.3";"2.6";"82";"100";"90";"45";"3";"21";"9.6";"10.3";"1";"0.8";"10";"25";"14";"50";"60";"";"";"0.2";"0.6";"0.8";"1.6";"2.2";"1.6";"1.5";"1";"1.2";"0.8";"";"33";"20";"4";"6";"5.4";"5.2";"9.8";"90";"90"
"Sweden";"SWE";"Superettan";"15-06-2026 14:05";"NS";"Norrköping";"";"";"Varberg BoIS";"";"";"2.07";"3.22";"1.20";"1.42";"3";"1";"58";"73";"5";"85";"88";"100";"";"3.6";"4";"2.5";"2.6";"1";"1.2";"65";"78";"75";"35";"3";"20.3";"9.6";"9";"1.8";"2.2";"10";"70";"63";"50";"80";"";"";"1.8";"1.4";"0.2";"0.4";"1.8";"1.9";"0.8";"0.8";"0.8";"1.2";"";"50";"60";"7";"4.4";"3.8";"2.8";"9.8";"70";"58"
"Sweden";"SWE";"Division 2: Norra Gotaland";"15-06-2026 14:30";"NS";"Vänersborgs IF";"";"";"Herrestads";"";"";"3.69";"1.74";"1.12";"1.62";"14";"6";"0";"33";"2";"20";"41";"90";"";"3.4";"4";"0.6";"1.2";"2.8";"2.2";"70";"90";"80";"50";"3.3";"23";"9.8";"12.2";"0";"1";"11";"7";"28";"60";"40";"";"";"0.2";"1";"1.6";"0.8";"1.6";"1.8";"1.2";"1.4";"0.4";"0.2";"";"0";"20";"6.8";"5.2";"5.8";"6.8";"10";"100";"75"
"Sweden";"SWE";"Division 2: Norrland";"15-06-2026 14:45";"NS";"Umeå FC Akademi";"";"";"IFK Umeå";"";"";"1.15";"13.00";"";"";"5";"7";"33";"0";"3";"41";"14";"100";"";"3.5";"3";"1.2";"0.4";"2.2";"3.2";"70";"70";"60";"60";"3.8";"";"";"";"1";"0";"";"28";"2";"40";"40";"";"";"0.2";"0";"1.2";"1.2";"2.2";"1.3";"1";"2";"1";"0.4";"";"20";"0";"";"3.5";"";"7.5";"9.3";"";""
"Sweden";"SWE";"Division 2: Sodra Svealand";"15-06-2026 14:15";"NS";"Nyköping";"";"";"Smedby";"";"";"2.10";"2.86";"1.15";"1.57";"1";"6";"83";"47";"5";"85";"88";"92";"";"3.9";"4";"2.5";"2.6";"0.7";"2";"56";"92";"55";"64";"3.4";"20.9";"9.8";"8";"2.5";"1.4";"8";"80";"35";"33";"40";"";"";"1";"1.2";"0.2";"1.2";"2.1";"1.8";"0.5";"0.8";"1.5";"1.4";"";"83";"40";"4";"3.6";"4";"4.4";"9.5";"55";"45"
"Tanzania";"TAN";"Ligi kuu Bara";"15-06-2026 10:00";"NS";"KMC";"";"";"Coastal Union";"";"";"";"";"";"";"16";"9";"17";"23";"";"14";"31";"55";"";"2.2";"2";"0.4";"0.9";"1.2";"1.8";"25";"65";"35";"85";"2.1";"17.9";"7";"8.6";"0.5";"0.7";"8";"63";"42";"30";"50";"";"";"0.3";"0.5";"0.6";"1";"1";"1.2";"0.6";"0.8";"0.1";"0.4";"";"10";"20";"4.4";"2.6";"4.6";"5.5";"8";"70";"55"
"United States";"USA";"USL League Two";"15-06-2026 20:00";"FT";"Christos";"0";"1";"Annapolis Blues";"0";"0";"3.00";"1.94";"1.14";"1.62";"4";"6";"67";"67";"2";"68";"68";"84";"";"3";"4";"2";"2";"1.2";"0.7";"54";"66";"71";"58";"3.5";"24.8";"10.2";"10.4";"2";"2";"10";"63";"80";"50";"67";"";"";"1.2";"0.3";"0.5";"0";"1.9";"1";"0.8";"0.7";"0.8";"1.7";"";"50";"67";"3.5";"8";"5.8";"3.5";"8.9";"88";"88"
"United States";"USA";"USL League Two";"15-06-2026 22:00";"NS";"Real Colorado";"";"";"Atlético Unión";"";"";"";"";"";"";"4";"";"50";"";"";"";"";"";"";"";"";"2.5";"";"3.5";"";"";"";"";"";"";"";"";"";"1.5";"";"";"";"";"50";"";"";"";"0.5";"";"1";"";"";"";"2.5";"";"2";"";"";"50";"";"";"";"";"";"";"";""
"United States";"USA";"WPSL";"15-06-2026 20:00";"NS";"West-Mont United W";"";"";"Keystone W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"USL W League";"15-06-2026 20:00";"NS";"Hartford Athletic";"";"";"New England Mutiny W";"";"";"";"";"";"";"1";"4";"78";"0";"";"100";"24";"84";"";"3";"3";"3";"0.7";"0.3";"2";"50";"66";"67";"84";"3.5";"";"";"";"2.3";"0";"";"100";"35";"33";"67";"";"";"0.3";"0.5";"0";"0.5";"2.2";"0.5";"0.3";"2.5";"2.7";"0.5";"";"67";"0";"";"";"";"";"7.2";"";""
"United States";"USA";"USL W League";"15-06-2026 20:30";"NS";"Birmingham Legion W";"";"";"Chattanooga Red Wolves W";"";"";"";"";"";"";"1";"5";"78";"11";"";"58";"0";"67";"";"2";"3";"1.7";"0";"0.7";"1.7";"16";"75";"33";"84";"3.5";"";"";"";"2.3";"0.3";"";"80";"46";"33";"67";"";"";"0.7";"0";"0.7";"0.5";"0.6";"0.8";"0";"2";"1";"0";"";"67";"0";"";"";"";"";"7.2";"";""
"United States";"USA";"USL W League";"15-06-2026 22:00";"NS";"Flatirons II W";"";"";"Colorado Storm W";"";"";"";"";"";"";"";"2";"";"50";"";"";"";"";"";"";"";"";"4.5";"";"1";"";"";"";"";"";"";"";"";"";"1.5";"";"";"";"";"50";"";"";"";"2.5";"";"0.5";"";"";"";"0.5";"";"2";"";"";"50";"";"";"";"";"";"";""
"Argentina";"ARG";"Primera Division Women";"15-06-2026 15:00";"NS";"Banfield W";"";"";"Racing Club W";"";"";"";"";"";"";"4";"3";"50";"78";"";"41";"58";"71";"";"2.4";"2";"1.2";"1.7";"1";"1";"58";"42";"42";"84";"2.2";"24.2";"10.4";"8.9";"1.5";"2.3";"8";"70";"70";"50";"33";"";"";"0.5";"0.3";"0";"0.3";"1.9";"0.6";"1";"0.7";"0.8";"1.3";"";"50";"67";"4.5";"5.7";"3";"4.7";"8";"58";"58"
"Argentina";"ARG";"Primera Division Women";"15-06-2026 15:00";"NS";"Huracán W";"";"";"Ferro Carril Oeste W";"";"";"";"";"";"";"9";"13";"44";"17";"";"10";"0";"12";"";"0.8";"2";"0.3";"0";"0.3";"0.8";"0";"29";"0";"100";"2.2";"17.1";"8.4";"8.6";"1.3";"0.5";"8";"100";"77";"67";"50";"";"";"0";"0";"0.3";"0.2";"0.4";"0.2";"0";"0.5";"0.3";"0";"";"33";"0";"6.3";"2.8";"3";"5";"8";"75";"58"
"Argentina";"ARG";"Primera Division Women";"15-06-2026 15:00";"NS";"Independiente W";"";"";"Boca Juniors W";"";"";"";"";"";"";"10";"12";"33";"58";"";"10";"41";"54";"";"1.8";"2";"0.3";"1.2";"1";"1";"38";"54";"25";"100";"2.2";"18.2";"7.4";"6.6";"1";"1.8";"8";"70";"70";"33";"50";"";"";"0.3";"0.8";"0";"0.2";"1.1";"0.6";"1";"0.8";"0";"0.5";"";"33";"50";"4";"3.8";"2.7";"2.8";"8";"29";"29"
"Australia";"AUS";"QLD FQPL 1 Women";"15-06-2026 07:00";"NS";"Mitchelton W";"";"";"Peninsula Power W";"";"";"";"";"";"";"6";"8";"33";"33";"";"61";"51";"90";"";"3.7";"4";"1.8";"1.5";"1.4";"2.8";"68";"78";"68";"32";"3.9";"21.9";"12";"8.9";"1";"1";"9";"56";"7";"60";"50";"";"";"1";"0.8";"0.2";"1.5";"2";"1.7";"1.2";"1.2";"0.8";"0.8";"";"20";"25";"4.6";"2";"5.2";"6";"9.1";"78";"68"
"Finland";"FIN";"Women's Cup";"15-06-2026 11:00";"NS";"HJK T18 W";"";"";"HJK W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Kazakhstan";"KAZ";"Womens Championship";"15-06-2026 07:00";"NS";"Tobol Kostanay W";"";"";"Okzhetpes W";"";"";"";"";"";"";"7";"10";"67";"0";"";"68";"17";"84";"";"5.8";"6";"2";"0.5";"1";"8";"42";"100";"84";"16";"4.9";"";"";"";"2";"0";"";"70";"2";"67";"50";"";"";"1.3";"0.5";"0.7";"4";"2.5";"3.2";"0.3";"4";"0.7";"0";"";"67";"0";"";"";"";"";"7.1";"";""
"Kazakhstan";"KAZ";"Womens Championship";"15-06-2026 08:00";"NS";"Shakhter Karagandy W";"";"";"Zhenys Astana W";"";"";"29.00";"1.03";"";"";"8";"2";"0";"50";"4";"0";"68";"100";"";"8.8";"5";"0";"2";"9";"6.5";"25";"100";"100";"25";"4.9";"";"";"";"0";"1.5";"";"2";"2";"50";"50";"";"";"0";"1";"3.5";"4";"4.5";"4.2";"5.5";"2.5";"0";"1";"";"0";"50";"";"";"";"";"7.1";"";""
"Kazakhstan";"KAZ";"Womens Championship";"15-06-2026 09:00";"NS";"Ulytau Zhezkazgan W";"";"";"BIIK Shymkent W";"";"";"";"";"";"";"9";"";"0";"";"";"";"";"";"";"";"";"0.3";"";"4.7";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"33";"";"";"";"0";"";"1.3";"";"";"";"3.3";"";"0.3";"";"";"0";"";"";"";"";"";"";"";""
"Kazakhstan";"KAZ";"Womens Championship";"15-06-2026 09:00";"NS";"Atyrau W";"";"";"Kairat W";"";"";"";"";"";"";"";"4";"";"67";"";"";"";"";"";"";"";"";"4";"";"1";"";"";"";"";"";"";"";"";"";"2";"";"";"";"";"67";"";"";"";"2";"";"0.7";"";"";"";"0.3";"";"2";"";"";"67";"";"";"";"";"";"";""
"Kazakhstan";"KAZ";"Womens Championship";"15-06-2026 11:00";"NS";"FC Kaysar W";"";"";"Zhetysu W";"";"";"";"";"";"";"2";"7";"67";"50";"";"44";"100";"100";"";"3.9";"4";"1.3";"3";"2";"1.5";"34";"100";"100";"58";"4.9";"";"";"";"2";"1.5";"";"35";"52";"33";"50";"";"";"1";"2.5";"2.5";"0.5";"0.8";"2.6";"1";"1";"0.5";"0.5";"";"67";"50";"";"";"";"";"7.1";"";""
"Russia";"RUS";"Women's Cup";"15-06-2026 10:00";"NS";"Sochi W";"";"";"Alaniya Vladikavkaz W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"15-06-2026 21:00";"NS";"FK Nizjni Novgorod";"";"";"Ufa";"";"";"";"";"";"";"";"2";"";"0";"";"";"";"";"";"";"";"";"0.5";"";"2";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"50";"";"";"";"0.5";"";"0.5";"";"";"";"1.5";"";"0";"";"";"0";"";"";"";"";"";"";""
"Peru";"PER";"Copa de La Liga";"15-06-2026 15:00";"NS";"Deportivo Llacuabamba";"";"";"UTC Cajamarca";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Peru";"PER";"Copa de La Liga";"15-06-2026 17:15";"NS";"Estudiantil CNI";"";"";"Unión Comercio";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
