"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Result Home HT";"Result Visitor HT";"Odds";"Odds";"Odds";"Odds";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Global";"Global";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Global"
"Cameroon";"CMR";"Elite Two";"15-06-2026 21:00";"NS";"Sable Batie";"";"";"Ngok Etunja";"";"";"";"";"";"";"4";"8";"79";"8";"";"71";"20";"82";"";"3";"3";"2.1";"0.6";"0.8";"2.4";"50";"80";"56";"56";"2.4";"";"";"8.8";"2.4";"0.2";"8";"77";"21";"50";"62";"";"";"1";"0.5";"0.6";"1.5";"1";"1.7";"1";"0.9";"0.7";"0.1";"";"75";"0";"5.4";"4.7";"3.6";"4";"8.4";"56";"46"
"Cameroon";"CMR";"Elite Two";"15-06-2026 21:00";"NS";"Yafoot";"";"";"Bamboutos";"";"";"";"";"";"";"5";"2";"58";"33";"";"41";"31";"62";"";"1.8";"2";"1.2";"0.9";"0.8";"0.8";"31";"22";"32";"100";"2.4";"";"";"8";"1.8";"1";"8";"77";"77";"75";"50";"";"";"0";"0.3";"0.1";"0.1";"1.3";"0.2";"0.6";"0.7";"1.6";"0.7";"";"50";"25";"5";"3.6";"4";"3.4";"8.4";"46";"26"
"Cameroon";"CMR";"Elite Two";"15-06-2026 21:00";"NS";"Bafmeng United";"";"";"Tonnerre";"";"";"";"";"";"";"7";"1";"71";"25";"";"54";"34";"68";"";"2.4";"2";"1.6";"1";"0.8";"1.4";"44";"44";"44";"75";"2.4";"";"";"9";"2.1";"0.8";"9";"77";"56";"38";"50";"";"";"0.4";"0.2";"0.4";"0.2";"1.8";"0.6";"0.4";"1.1";"1.2";"0.8";"";"62";"25";"6.8";"2.8";"3.8";"4.4";"8.4";"80";"52"
"Cameroon";"CMR";"Elite Two";"15-06-2026 21:00";"NS";"FAP";"";"";"Union Douala";"";"";"";"";"";"";"3";"6";"40";"15";"";"41";"34";"69";"";"3.1";"3";"1.2";"1";"1.1";"2.9";"47";"50";"59";"62";"2.4";"17.9";"6.1";"8.6";"1.2";"0.4";"9";"66";"4";"40";"56";"";"";"0.5";"0.2";"0.3";"1.1";"1.8";"1";"0.8";"2.1";"0.7";"0.9";"";"30";"11";"3";"5.4";"4.7";"4.2";"8.4";"59";"59"
"Estonia";"EST";"Esiliiga A";"15-06-2026 13:00";"NS";"Nõmme Kalju U21";"";"";"Nõmme United II";"";"";"";"";"";"";"7";"5";"38";"52";"";"34";"78";"78";"";"3.7";"4";"1";"2.3";"2.1";"2";"72";"64";"72";"36";"3.7";"27.4";"12.9";"10.6";"1.1";"1.6";"10";"32";"35";"57";"29";"";"";"0.6";"0.4";"0.9";"0.7";"2.4";"1.2";"1.3";"1.3";"0.4";"1.9";"";"29";"43";"3.9";"4.4";"6.6";"6.4";"10.3";"78";"78"
"Estonia";"EST";"Esiliiga B";"15-06-2026 13:00";"NS";"Vaprus II";"";"";"FCI Tallinn";"";"";"";"";"";"";"5";"7";"87";"46";"";"100";"88";"100";"";"4.6";"5";"4";"2.6";"1";"1.6";"65";"90";"71";"35";"4.5";"30.9";"15";"10.4";"2.6";"1.4";"10";"70";"49";"40";"50";"";"";"2.6";"1.2";"0.2";"0.9";"2.2";"2.4";"0.8";"0.8";"1.4";"1.4";"";"80";"38";"5";"5.9";"5.6";"4.4";"10.5";"83";"76"
"Ethiopia";"ETH";"Premier League";"15-06-2026 07:00";"NS";"Negele Arsi Ketema";"";"";"Awassa Kenema";"";"";"2.39";"3.06";"1.51";"1.11";"2";"4";"47";"23";"5";"27";"24";"50";"";"1.6";"2";"0.8";"0.7";"0.6";"1.1";"35";"50";"15";"95";"1.8";"13.9";"5.8";"7.2";"1.4";"0.7";"7";"84";"66";"50";"50";"";"";"0.4";"0.5";"0.2";"0.6";"0.8";"0.8";"0.4";"0.5";"0.4";"0.2";"";"30";"10";"2.6";"4.7";"3.8";"3.4";"7.5";"40";"20"
"Ethiopia";"ETH";"Premier League";"15-06-2026 09:00";"NS";"Arba Minch Kenema";"";"";"Shire Endaselassie";"";"";"2.79";"2.60";"";"";"20";"17";"13";"20";"5";"31";"7";"60";"";"2";"2";"0.9";"0.2";"2";"1";"40";"60";"30";"75";"1.8";"13.6";"4.8";"8";"0.4";"0.6";"8";"35";"70";"50";"40";"";"";"0.3";"0.1";"1.5";"0.4";"0.9";"1.2";"0.5";"0.6";"0.6";"0.1";"";"0";"0";"3.4";"3.6";"4.2";"4.8";"7.5";"55";"35"
"Ethiopia";"ETH";"Premier League";"15-06-2026 10:00";"NS";"Adama Kenema";"";"";"Ethiopia Nigd Bank";"";"";"2.42";"2.82";"";"";"16";"11";"27";"33";"5";"37";"27";"65";"";"2.2";"2";"1.1";"0.8";"1.3";"1.1";"45";"50";"45";"80";"1.8";"13.6";"5.6";"8.4";"0.8";"1";"8";"60";"66";"40";"60";"";"";"0.4";"0.1";"0.6";"0.2";"1.5";"0.6";"0.7";"0.9";"0.7";"0.7";"";"10";"20";"3.7";"3.5";"4.9";"4.6";"7.5";"45";"30"
"Ethiopia";"ETH";"Premier League";"15-06-2026 12:00";"NS";"Hadiya Hosaena";"";"";"Fasil Ketema";"";"";"2.54";"2.96";"";"";"13";"9";"27";"33";"5";"27";"27";"60";"";"2";"2";"0.8";"0.8";"1.2";"1.2";"55";"45";"35";"80";"1.8";"13.8";"5";"6.8";"0.8";"1";"8";"63";"63";"70";"50";"";"";"0.2";"0.4";"0.6";"0.2";"1.3";"0.7";"0.6";"1";"0.6";"0.4";"";"10";"20";"4.1";"2.7";"3.9";"2.9";"7.5";"36";"10"
"Finland";"FIN";"Ykkösliiga";"15-06-2026 12:30";"NS";"SJK Akatemia";"";"";"Haka";"";"";"4.73";"1.60";"1.19";"1.42";"9";"4";"27";"58";"2";"7";"27";"22";"";"1";"1";"0.2";"0.8";"0.8";"0.2";"0";"45";"0";"100";"2.2";"19.5";"7.1";"10.6";"0.8";"1.8";"11";"77";"100";"80";"75";"";"";"0.2";"0.2";"0.2";"0.2";"0.6";"0.4";"0.6";"0";"0";"0.5";"";"20";"50";"4";"6.2";"5.4";"5.5";"9.8";"78";"78"
"Finland";"FIN";"Kolmonen - Western Group";"15-06-2026 13:00";"NS";"VIFK";"";"";"Sporting Kristina";"";"";"1.14";"12.00";"";"";"1";"5";"87";"83";"3";"100";"85";"90";"";"4.4";"4";"4.8";"2.5";"0.6";"1";"58";"90";"78";"35";"3.8";"26.6";"13.8";"10";"2.6";"2.5";"10";"84";"70";"80";"50";"";"";"2.2";"1";"0.6";"0.5";"2.3";"2.2";"0";"0.5";"2.6";"1.5";"";"80";"75";"10.5";"2.8";"0";"6.8";"10.1";"62";"62"
"Georgia";"GEO";"Liga 3";"15-06-2026 07:00";"NS";"FC Tbilisi";"";"";"Betlemi";"";"";"1.09";"23.00";"";"";"1";"14";"81";"19";"3";"99";"20";"78";"";"3";"2";"2.9";"0.6";"0.6";"2.1";"36";"71";"64";"64";"2.7";"18.6";"7.4";"7.5";"2.4";"0.6";"8";"84";"32";"43";"71";"";"";"1.4";"0.1";"0.1";"1.3";"1.6";"1.5";"0.4";"0.9";"1.4";"0.4";"";"71";"14";"3.8";"3";"3.5";"4.7";"8.8";"33";"33"
"Georgia";"GEO";"Liga 3";"15-06-2026 10:00";"NS";"Irao";"";"";"Didube 2014";"";"";"1.53";"4.75";"";"";"3";"6";"71";"72";"1";"82";"61";"93";"";"3.2";"3";"2.4";"1.8";"0.7";"1.5";"55";"68";"76";"62";"2.7";"19";"9";"7.2";"2.1";"2.2";"8";"80";"52";"43";"33";"";"";"1";"0.5";"0.4";"0.3";"2.1";"1.1";"0.3";"1.2";"1.4";"1.3";"";"71";"67";"3.4";"3.4";"2.7";"5";"8.8";"34";"17"
"Georgia";"GEO";"Liga 3";"15-06-2026 10:00";"NS";"Gonio";"";"";"Margveti";"";"";"1.48";"5.25";"";"";"5";"12";"71";"29";"1";"54";"34";"71";"";"2.8";"3";"1.6";"1";"0.7";"2.4";"43";"78";"57";"64";"2.7";"19.7";"7";"8.9";"2.1";"0.9";"9";"80";"21";"43";"57";"";"";"0.7";"0.6";"0.1";"1.3";"1.5";"1.4";"0.6";"1.1";"0.9";"0.4";"";"71";"29";"5.2";"3.3";"3.5";"5.6";"8.8";"54";"34"
"Georgia";"GEO";"Liga 3";"15-06-2026 10:00";"NS";"Guria";"";"";"Iveria";"";"";"1.32";"8.05";"";"";"2";"15";"78";"33";"1";"100";"34";"69";"";"3";"3";"3.8";"1";"0";"1.1";"28";"55";"48";"60";"2.7";"23.4";"11.2";"10.6";"2.3";"1";"10";"100";"66";"67";"29";"";"";"1.8";"0.3";"0";"0.6";"1.6";"1.4";"0";"0.6";"2";"0.7";"";"67";"14";"7.3";"4.8";"2.3";"6.7";"8.8";"84";"58"
"Georgia";"GEO";"Liga 3";"15-06-2026 10:30";"NS";"FC Iberia 1999 II";"";"";"Kolkheti Khobi";"";"";"1.38";"6.25";"";"";"4";"9";"71";"33";"1";"58";"44";"72";"";"2.8";"3";"1.7";"1.3";"0.4";"2.1";"43";"64";"57";"64";"2.7";"16.9";"7";"8.5";"2.1";"1";"9";"100";"32";"43";"57";"";"";"0.7";"0.4";"0.4";"1";"1.5";"1.2";"0";"1.1";"1";"0.9";"";"57";"29";"4.9";"3.7";"2.9";"5.7";"8.8";"62";"46"
"Georgia";"GEO";"Liga 3";"15-06-2026 11:00";"NS";"Dinamo Tbilisi II";"";"";"Gardabani";"";"";"1.47";"5.28";"";"";"10";"11";"33";"29";"1";"31";"24";"57";"";"2.2";"3";"0.9";"0.7";"1.1";"1.6";"50";"50";"43";"86";"2.7";"16.7";"6.8";"9.9";"1";"0.9";"10";"66";"49";"57";"43";"";"";"0.1";"0.1";"0.4";"0.4";"1.5";"0.6";"0.7";"1.1";"0.7";"0.6";"";"29";"14";"5.1";"2.4";"4.9";"7.4";"8.8";"90";"68"
"Georgia";"GEO";"Liga 3";"15-06-2026 11:00";"NS";"Lokomotivi Tbilisi";"";"";"FC Iberia 2010";"";"";"1.19";"12.50";"";"";"13";"16";"38";"0";"3";"37";"14";"86";"";"3.8";"3";"1.1";"0.4";"1.9";"4.1";"50";"64";"64";"43";"2.7";"17.4";"8.3";"8";"1.1";"0";"8";"38";"2";"57";"43";"";"";"0.1";"0";"1";"1.9";"2.3";"1.5";"0.9";"2.3";"1";"0.4";"";"29";"0";"4.8";"2";"3.3";"5.8";"8.8";"54";"26"
"Iran";"IRN";"Azadegan League";"15-06-2026 10:30";"NS";"Shahrdari Noshahr";"";"";"Navad Urmia";"";"";"1.78";"5.08";"";"";"16";"17";"40";"3";"1";"17";"7";"50";"";"1.5";"1";"0.5";"0.2";"0.7";"1.7";"15";"50";"20";"100";"1.5";"15.4";"6.5";"6.8";"1.2";"0.1";"7";"80";"46";"40";"60";"";"";"0";"0.1";"0.4";"0.9";"0.8";"0.7";"0.3";"0.8";"0.5";"0.1";"";"30";"0";"4";"2.2";"2.2";"5.2";"6.9";"50";"16"
"Iran";"IRN";"Azadegan League";"15-06-2026 10:45";"NS";"Mes Soongoun";"";"";"Nassaji Mazandaran";"";"";"8.00";"1.44";"";"";"15";"1";"67";"53";"2";"31";"48";"45";"";"1.7";"1";"0.9";"1.4";"0.3";"0.8";"35";"60";"30";"95";"1.5";"17.6";"8";"7.2";"2";"1.6";"7";"100";"77";"20";"40";"";"";"0.3";"0.6";"0.2";"0.5";"0.9";"0.8";"0.1";"0.3";"0.6";"0.8";"";"60";"40";"3.8";"4.3";"3.6";"2.7";"6.9";"26";"10"
"Iran";"IRN";"Azadegan League";"15-06-2026 11:30";"NS";"Ario Eslamshahr";"";"";"Naft Bandar Abbas";"";"";"2.22";"3.75";"";"";"11";"9";"53";"37";"5";"24";"27";"40";"";"1.4";"2";"0.7";"0.8";"0.4";"0.8";"35";"45";"15";"95";"1.5";"10.7";"4.8";"5.5";"1.6";"1.1";"6";"100";"77";"20";"60";"";"";"0.3";"0.4";"0.2";"0.3";"0.8";"0.6";"0.2";"0.5";"0.4";"0.4";"";"40";"20";"2.9";"2.8";"2.1";"3.2";"6.9";"20";"7"
"Iran";"IRN";"Azadegan League";"15-06-2026 11:30";"NS";"Mes Shahr-e Babak";"";"";"Be'sat Kermanshah";"";"";"";"";"";"";"2";"10";"87";"23";"";"48";"17";"45";"";"1.6";"2";"1.4";"0.5";"0.3";"1";"30";"60";"30";"95";"1.5";"11.7";"6";"6.2";"2.6";"0.7";"6";"100";"70";"50";"40";"";"";"1";"0.1";"0";"0.3";"0.9";"0.7";"0.3";"0.7";"0.4";"0.4";"";"80";"10";"2.4";"3.3";"3.1";"3.3";"6.9";"38";"24"
"Iran";"IRN";"Azadegan League";"15-06-2026 11:30";"NS";"Havadar";"";"";"Mes Kerman";"";"";"";"";"";"";"7";"6";"50";"53";"";"34";"27";"45";"";"1.4";"2";"1";"0.8";"0.6";"0.4";"25";"45";"15";"90";"1.5";"11.6";"5.4";"8.8";"1.5";"1.6";"7";"84";"100";"50";"40";"";"";"0.6";"0.3";"0.2";"0.2";"0.8";"0.6";"0.4";"0.2";"0.4";"0.5";"";"30";"40";"4.7";"3.7";"3.2";"6";"6.9";"50";"50"
"Iran";"IRN";"Azadegan League";"15-06-2026 11:30";"NS";"Fard Alborz";"";"";"Sanat Naft";"";"";"2.68";"2.80";"";"";"8";"3";"50";"40";"5";"17";"20";"35";"";"1.1";"2";"0.5";"0.6";"0.4";"0.7";"20";"30";"5";"100";"1.5";"12.2";"6.1";"6.8";"1.5";"1.2";"7";"100";"80";"60";"40";"";"";"0.2";"0";"0.1";"0.4";"0.8";"0.4";"0.3";"0.3";"0.3";"0.6";"";"30";"30";"5.1";"2";"3";"3.4";"6.9";"28";"28"
"Iran";"IRN";"Azadegan League";"15-06-2026 13:00";"NS";"Naft Gachsaran";"";"";"Niroye Zamini";"";"";"2.48";"2.97";"";"";"12";"13";"60";"17";"5";"37";"20";"65";"";"2";"2";"1.1";"0.6";"0.9";"1.3";"50";"70";"30";"90";"1.5";"";"";"";"1.8";"0.5";"";"74";"60";"80";"50";"";"";"0.8";"0.2";"0.5";"0.8";"0.8";"1.2";"0.4";"0.5";"0.3";"0.4";"";"50";"0";"";"4";"";"6";"6.9";"";""
