"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Result Home HT";"Result Visitor HT";"Odds";"Odds";"Odds";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora"
"Australia";"AUS";"Northern NSW State League 1";"10-06-2026 07:00";"POSTPONED";"South Cardiff";"";"";"Newcastle Croatia";"";"";"6.04";"1.39";"";"";"2";"32";"18";"31";"68";"";"";"";"";"";"";"";"20";"40";"23";"40";"10";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Australia";"AUS";"Northern NSW State League 1";"10-06-2026 07:00";"FT";"Weston Workers";"3";"0";"Toronto Awaba";"2";"0";"";"";"";"";"";"38";"18";"92";"54";"";"";"";"";"2";"0";"50";"50";"30";"53";"33";"10";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Australia";"AUS";"Queensland PL Youth";"10-06-2026 06:30";"DELAYED";"Ipswich U23";"1";"4";"Robina City U23";"";"";"";"";"";"10";"";"66";"35";"99";"100";"38";"57";"62";"57";"";"";"";"70";"70";"70";"70";"10";"10";"6.4";"6.6";"3.4";"4.4";"10.4";"3";"3.9";"2.1";"2.1";"3.4";"2.7";"1.2";"2.3";"5.6";"4.8";"9.7";"74";"74";"74";"60";"54";"66";"46";"52";"50";"43";"75";"43";"62";"57";"62";"57";"0.4";"0.7";"24.6";"16.2";"13.1";"11.2";"8.6"
"Austria";"AUT";"Landesliga: Salzburg";"10-06-2026 14:15";"FT";"Salzburger AK";"2";"1";"SV Schwarzach";"2";"1";"";"";"";"9";"";"7";"18";"68";"65";"50";"50";"50";"50";"2";"0";"50";"30";"40";"37";"43";"10";"10";"3.5";"4.2";"6";"3.2";"8.5";"2.5";"2.2";"3";"1.2";"1";"2";"3";"2";"4.5";"4";"8.8";"75";"25";"25";"75";"38";"100";"75";"75";"0";"50";"100";"75";"50";"75";"0";"50";"0.5";"0.2";"14.2";"4";"6.2";"7.5";"10.5"
"Austria";"AUT";"VFV Cup";"10-06-2026 14:00";"FT";"Dornbirn";"1";"3";"Hohenems";"1";"2";"";"";"";"9";"";"52";"42";"51";"75";"29";"33";"43";"33";"10";"40";"50";"50";"40";"53";"50";"10";"10";"5.1";"6.7";"3.6";"2.5";"9";"1.4";"3.5";"1.9";"0.8";"3.7";"3.2";"1.7";"1.7";"3.8";"5.1";"8.6";"69";"69";"24";"23";"69";"76";"76";"92";"71";"83";"57";"67";"57";"83";"71";"67";"0.6";"0.5";"22.4";"11.9";"14.8";"11.4";"6.7"
"Brazil";"BRA";"Brasileiro U20";"10-06-2026 15:00";"FT";"Botafogo U20";"2";"0";"Criciuma U20";"0";"0";"1.40";"6.21";"1.10";"10";"1";"74";"77";"61";"54";"44";"40";"44";"40";"";"";"";"60";"40";"67";"53";"10";"10";"5.9";"5.5";"6.2";"4.5";"11";"1.9";"2.9";"2.9";"2.1";"4";"2.6";"3.3";"2.4";"4.9";"6.2";"10.3";"84";"80";"70";"52";"74";"58";"46";"64";"44";"50";"44";"80";"33";"60";"33";"30";"0.3";"0.9";"20.6";"11";"12.5";"9.3";"8.4"
"Brazil";"BRA";"Brasileiro U20";"10-06-2026 15:00";"FT";"Corinthians U20";"6";"2";"Avaí U20";"4";"1";"1.44";"5.23";"1.05";"11";"1";"60";"70";"34";"44";"44";"50";"44";"60";"";"";"";"40";"50";"47";"60";"10";"10";"5.1";"3.8";"5.4";"6";"10.2";"1.9";"1.8";"2.3";"2.7";"3.2";"2";"3.1";"3.3";"4.4";"5.8";"10.3";"84";"68";"53";"36";"74";"68";"64";"79";"67";"30";"56";"60";"67";"50";"56";"20";"0.4";"0.7";"24";"10.6";"9.8";"13.7";"14.1"
"Brazil";"BRA";"Brasileiro U20";"10-06-2026 15:00";"FT";"Gremio U20";"0";"3";"Fluminense U20";"0";"1";"2.47";"2.50";"1.17";"10";"5";"46";"60";"48";"41";"56";"50";"44";"30";"9";"56";"44";"30";"40";"40";"40";"10";"10";"3.8";"5.7";"4.2";"4.5";"9.1";"2.6";"2.3";"1.7";"2.8";"1.2";"3.4";"2.6";"1.7";"4.6";"4.4";"10.3";"78";"56";"46";"36";"57";"85";"64";"74";"44";"80";"67";"50";"56";"40";"56";"60";"0.6";"0.5";"23.2";"16.6";"11.3";"9";"9.6"
"Brazil";"BRA";"Brasileiro U20";"10-06-2026 15:00";"FT";"Juventude U20";"3";"1";"Bahia U20";"0";"0";"4.97";"1.52";"1.03";"10";"2";"28";"66";"65";"65";"30";"50";"40";"33";"";"";"";"50";"50";"50";"60";"10";"10";"3.7";"5.7";"5.3";"4.8";"9.8";"2.5";"2.3";"3.1";"2.3";"1.2";"3.3";"2.2";"2.5";"5.2";"4.6";"10.3";"74";"60";"45";"60";"44";"65";"65";"58";"40";"83";"40";"33";"40";"67";"30";"50";"0.2";"0.7";"23.3";"10.2";"14.8";"9.9";"11.7"
"Brazil";"BRA";"Brasileiro U20";"10-06-2026 15:00";"FT";"Vitoria U20";"0";"1";"América Mineiro U20";"0";"0";"2.13";"2.90";"1.24";"10";"5";"70";"63";"78";"68";"50";"50";"75";"40";"2";"50";"50";"70";"50";"77";"60";"10";"10";"5.8";"5.9";"4.1";"4.2";"10";"2.9";"2.9";"1.9";"2.1";"2.9";"3";"2.2";"2.1";"4.9";"5.1";"10.3";"72";"50";"32";"49";"51";"72";"72";"56";"62";"70";"62";"60";"62";"50";"62";"50";"0.5";"1";"26.3";"15";"14.6";"12";"11"
"Brazil";"BRA";"Catarinense 2";"10-06-2026 15:00";"FT";"Blumenau";"6";"0";"Jaraguá";"4";"0";"";"34.00";"";"9";"";"80";"7";"51";"17";"40";"40";"40";"20";"";"";"";"50";"10";"53";"13";"10";"10";"6.3";"1.4";"4.1";"6.4";"9.1";"2.8";"0.2";"2.2";"3.2";"3.5";"1.2";"1.9";"3.2";"4.2";"4.9";"8.6";"55";"55";"50";"35";"55";"70";"65";"75";"60";"20";"50";"20";"60";"40";"70";"0";"0.3";"0";"18";"8.5";"3";"10.8";"13.8"
"Brazil";"BRA";"Catarinense 2";"10-06-2026 20:00";"FT";"Fluminense SC";"1";"3";"Metropolitano";"1";"2";"6.18";"1.55";"";"8";"2";"70";"77";"31";"51";"86";"38";"29";"50";"2";"0";"100";"40";"50";"43";"57";"10";"10";"3";"5.1";"5.4";"3";"8.2";"1.1";"2";"2.3";"1.4";"1.9";"3.1";"3.1";"1.6";"3.4";"4.9";"8.6";"34";"34";"34";"34";"54";"80";"73";"80";"14";"75";"14";"25";"14";"62";"14";"38";"0.3";"0.1";"19.4";"8.3";"14";"7.2";"9.2"
"Brazil";"BRA";"Copa Gaúcha";"10-06-2026 19:30";"FT";"Brasil de Pelotas";"4";"0";"Farroupilha";"3";"0";"1.24";"11.09";"";"10";"3";"70";"80";"31";"27";"33";"60";"44";"40";"9";"67";"22";"30";"30";"43";"47";"10";"10";"5.4";"7.2";"4.8";"6";"11.7";"2.2";"3.4";"2.3";"1.8";"3.2";"3.8";"2.4";"4.2";"4.9";"6.8";"8.8";"84";"84";"78";"52";"84";"48";"28";"69";"44";"60";"56";"60";"44";"80";"33";"60";"0.2";"0.2";"26.6";"15.2";"13.2";"10.3";"14.4"
"Brazil";"BRA";"Amazonense U20";"10-06-2026 16:00";"FT";"Clipper U20";"1";"3";"RB do Norte U20";"0";"1";"4.38";"1.52";"";"";"2";"10";"38";"27";"48";"50";"";"";"";"";"";"";"10";"40";"10";"43";"10";"10";"5.5";"";"7.5";"";"";"";"";"";"";"";"";"";"";"";"";"9";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Baiano U20";"10-06-2026 15:00";"FT";"Jacobina U20";"2";"0";"Conquista U20";"1";"0";"3.29";"1.92";"";"12";"2";"88";"88";"27";"41";"50";"33";"50";"67";"";"";"";"50";"40";"60";"60";"10";"10";"4.5";"6.3";"6.5";"9";"13.2";"2.5";"3.7";"2";"3";"2";"2.7";"4.5";"6";"5.6";"7.6";"10.1";"75";"75";"75";"75";"75";"25";"25";"66";"0";"33";"100";"67";"50";"67";"50";"67";"1.5";"0.7";"24.5";"9";"13.7";"12";"14.3"
"Brazil";"BRA";"Carioca A2";"10-06-2026 14:45";"FT";"América RJ";"2";"1";"Cabofriense";"0";"1";"2.09";"3.71";"";"10";"5";"52";"70";"48";"34";"50";"44";"40";"56";"10";"30";"0";"50";"30";"53";"47";"10";"10";"5.2";"4.8";"5.1";"4.8";"10";"3.1";"1.8";"2.3";"2.1";"2.1";"3";"2.8";"2.7";"4.6";"5.3";"9.7";"74";"63";"36";"46";"59";"79";"74";"68";"40";"67";"60";"67";"50";"67";"30";"44";"0.4";"0.2";"21.6";"11.7";"9.4";"11.3";"10.7"
"Brazil";"BRA";"Carioca A2";"10-06-2026 17:00";"FT";"CFRJ / Marica";"0";"0";"Bonsucesso";"0";"0";"1.70";"4.68";"";"9";"1";"70";"74";"34";"31";"60";"38";"40";"62";"3";"33";"33";"60";"30";"63";"37";"10";"10";"5.8";"3.9";"4.2";"4.6";"9.2";"2.2";"1.9";"2.3";"2";"3.6";"2";"1.9";"2.6";"4.2";"5";"9.7";"65";"59";"38";"39";"60";"68";"68";"72";"60";"25";"30";"62";"50";"50";"70";"12";"0.4";"0.8";"23.6";"14.3";"9.6";"14.7";"8.5"
"Brazil";"BRA";"Catarinense U20";"10-06-2026 15:00";"FT";"Chapecoense-SC U20";"3";"1";"Concórdia U20";"1";"1";"1.40";"6.21";"";"9";"1";"49";"46";"41";"24";"44";"38";"22";"33";"5";"80";"0";"30";"20";"43";"30";"10";"10";"4.6";"2.4";"5.2";"5.2";"8.7";"2.1";"0.8";"2.1";"1.8";"2.4";"2";"3.1";"3.3";"3.4";"5.4";"9.3";"70";"58";"36";"25";"67";"83";"78";"84";"33";"0";"44";"17";"44";"17";"33";"0";"0.1";"0.2";"21.2";"11.8";"6.3";"11.9";"12.3"
"Brazil";"BRA";"Maranhense 2";"10-06-2026 15:30";"FT";"Araioses";"3";"0";"Bacabal";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"13";"";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DR Congo";"COD";"Super Ligue";"10-06-2026 09:00";"FT";"Céleste";"1";"1";"Simba";"0";"0";"";"";"";"";"";"42";"52";"17";"20";"";"";"";"";"";"";"";"0";"10";"7";"20";"10";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DR Congo";"COD";"Super Ligue";"10-06-2026 11:00";"FT";"Vita Club";"1";"2";"Maniema Union";"1";"2";"";"";"";"";"";"84";"66";"34";"31";"";"";"";"";"10";"10";"50";"50";"50";"60";"53";"10";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Czech Republic";"CZE";"3. Liga MSFL";"10-06-2026 11:00";"FT";"Sigma Olomouc B";"3";"1";"Třinec";"3";"0";"";"";"";"10";"";"63";"77";"78";"65";"50";"50";"60";"70";"10";"30";"40";"40";"50";"43";"63";"10";"10";"5.7";"3.9";"5.1";"4";"9.4";"2.5";"1.9";"3";"1.4";"3.2";"2";"2.1";"2.7";"4.4";"5";"10.3";"75";"60";"55";"50";"70";"80";"65";"75";"40";"30";"30";"40";"50";"50";"40";"30";"0.3";"0.5";"17.7";"11.5";"9.2";"7.7";"7"
"Czech Republic";"CZE";"3. Liga MSFL";"10-06-2026 12:30";"FT";"Polanka nad Odrou";"0";"2";"Zlín II";"0";"1";"2.90";"2.08";"";"10";"5";"38";"49";"34";"48";"50";"40";"30";"70";"2";"0";"100";"20";"40";"27";"50";"10";"10";"3.6";"4.8";"4.8";"6.5";"9.9";"1.5";"3";"2.1";"3";"2.1";"1.8";"2.7";"3.5";"4.8";"5";"10.3";"70";"55";"55";"45";"55";"70";"55";"75";"10";"30";"40";"40";"20";"40";"20";"30";"0.6";"0.4";"18.8";"6.9";"11.7";"10.1";"8.8"
"Czech Republic";"CZE";"4. Liga Division A";"10-06-2026 13:00";"FT";"Slavoj Český Krumlov";"1";"3";"Hluboká nad Vltavou";"1";"2";"2.32";"2.12";"";"12";"5";"42";"52";"78";"99";"60";"43";"33";"0";"3";"33";"33";"60";"70";"63";"73";"10";"10";"4.8";"9.1";"7";"2.7";"11.9";"4";"11";"5.7";"2.3";"4";"10.3";"6";"4";"11.5";"12.2";"10.7";"83";"83";"83";"134";"134";"38";"38";"67";"40";"86";"67";"100";"67";"100";"67";"100";"0.3";"1";"20.5";"11";"12.7";"10.3";"7"
"Czech Republic";"CZE";"4. Liga Division B";"10-06-2026 13:00";"FT";"Meteor Praha";"2";"1";"Ústí nad Labem II";"2";"0";"2.09";"2.58";"";"10";"5";"35";"38";"58";"82";"43";"50";"25";"43";"3";"67";"33";"40";"30";"40";"43";"10";"10";"5.9";"4.9";"6.7";"3.9";"10.7";"3.5";"2";"6";"1.3";"5";"3.6";"5";"3.1";"6.4";"8.4";"9.7";"80";"74";"62";"64";"98";"73";"66";"107";"43";"50";"50";"86";"50";"57";"50";"57";"0.5";"0.1";"23.4";"12";"12";"11.2";"11.5"
"Czech Republic";"CZE";"4. Liga Division E";"10-06-2026 12:30";"FT";"Kozlovice";"1";"0";"Břeclav";"0";"0";"1.35";"6.29";"";"9";"1";"66";"38";"82";"37";"71";"50";"33";"50";"";"";"";"60";"30";"67";"33";"10";"10";"4.6";"5.2";"4.3";"3";"8.6";"2.7";"2";"5";"2";"8";"13.5";"5";"7";"5.8";"16.8";"9.6";"54";"38";"31";"58";"150";"84";"69";"234";"57";"67";"100";"0";"67";"50";"33";"50";"1.3";"0";"17.6";"11.3";"6";"10.3";"7.5"
"Czech Republic";"CZE";"U19 League";"10-06-2026 08:00";"FT";"Ostrava U19";"2";"1";"Brno U19";"0";"1";"1.82";"3.30";"";"11";"1";"10";"60";"58";"41";"40";"40";"50";"40";"10";"60";"30";"20";"30";"30";"43";"10";"10";"4.8";"4.4";"8.8";"5.2";"11.6";"1.9";"2.5";"4.7";"2";"2.9";"1.9";"4.1";"3.2";"5.6";"6";"11.5";"80";"75";"75";"55";"75";"35";"25";"55";"40";"30";"30";"60";"40";"30";"20";"30";"0.1";"1";"21.2";"9.6";"9";"13.7";"10"
"Czech Republic";"CZE";"U19 League";"10-06-2026 08:00";"FT";"Slovacko U19";"0";"4";"Mlada Boleslav U19";"0";"0";"2.39";"2.34";"";"11";"5";"28";"70";"51";"82";"70";"50";"50";"60";"10";"10";"50";"30";"70";"40";"73";"10";"10";"7.9";"5.4";"4.4";"5.8";"11.8";"3.6";"2.9";"1.9";"2.3";"4.3";"2.5";"2.5";"3.5";"5.4";"6.4";"11.5";"90";"85";"75";"60";"80";"40";"35";"60";"60";"50";"70";"50";"90";"70";"70";"50";"0.6";"0.1";"21.6";"11.4";"12.4";"9.9";"9.5"
"Czech Republic";"CZE";"4. Liga Division F";"10-06-2026 13:00";"FT";"Opava II";"1";"1";"Břidličná";"1";"0";"1.56";"4.00";"";"";"1";"63";"42";"78";"27";"33";"";"50";"";"7";"86";"14";"60";"10";"63";"17";"10";"10";"6.5";"";"5.7";"";"";"2.8";"";"0.5";"";"7";"";"8";"";"";"";"10.1";"";"";"";"";"";"";"";"";"33";"";"100";"";"100";"";"100";"";"1.2";"";"";"13.8";"";"12.5";""
"Ecuador";"ECU";"Liga Pro Serie B";"10-06-2026 17:30";"FT";"Independiente Juniors";"4";"0";"Deportivo Cuenca Juniors";"3";"0";"1.85";"4.05";"1.50";"9";"1";"77";"60";"37";"37";"43";"30";"57";"50";"";"";"";"40";"20";"57";"33";"10";"10";"3.7";"4.2";"2.7";"4.5";"7.6";"2";"1.9";"1.3";"3.1";"1.7";"2.3";"1.4";"1.4";"4.2";"3.4";"8.7";"50";"40";"40";"44";"34";"85";"70";"73";"86";"30";"71";"40";"57";"30";"14";"30";"0.3";"0.3";"20.8";"9.4";"11.4";"9.1";"11.7"
"Ecuador";"ECU";"Liga Pro Serie B";"10-06-2026 17:30";"FT";"Gualaceo";"1";"0";"Cumbaya";"1";"0";"2.16";"3.51";"1.66";"8";"5";"88";"74";"31";"31";"30";"43";"30";"57";"10";"40";"50";"50";"30";"60";"43";"10";"10";"3.2";"3.1";"5.1";"4.7";"8.1";"1.6";"1.9";"1.8";"1.9";"1.6";"1.3";"3.3";"2.9";"3.6";"4.5";"8.7";"46";"42";"34";"36";"42";"80";"76";"76";"30";"43";"60";"71";"40";"43";"30";"14";"0.5";"0.6";"18";"9.4";"8";"9.7";"9"
"Ecuador";"ECU";"Liga Pro Serie B";"10-06-2026 21:00";"FT";"El Nacional";"0";"0";"Santo Domingo";"0";"0";"2.73";"2.48";"1.61";"8";"5";"32";"84";"37";"34";"40";"50";"50";"25";"2";"50";"0";"10";"40";"13";"50";"10";"10";"4.1";"4.4";"4.5";"4.5";"8.8";"1.9";"2.6";"2.6";"1.1";"2.2";"1.8";"1.9";"3.4";"4.2";"4.6";"8.7";"61";"45";"45";"49";"51";"84";"72";"68";"50";"38";"30";"62";"50";"62";"40";"50";"0.4";"0.8";"20.4";"10.9";"9.5";"12.6";"8"
"Ecuador";"ECU";"Superliga Femenina";"10-06-2026 18:00";"DELAYED";"El Nacional W";"1";"5";"Barcelona W";"0";"0";"";"";"";"8";"";"2";"100";"31";"100";"50";"50";"33";"50";"9";"0";"100";"10";"80";"10";"83";"10";"10";"2.5";"4.5";"4.3";"4.2";"7.8";"1.5";"1.8";"2.3";"2.5";"1";"2.8";"2";"1.8";"4";"3.8";"7.7";"62";"54";"34";"42";"54";"100";"100";"92";"17";"50";"50";"50";"33";"50";"17";"50";"0.2";"0.8";"22.1";"7";"10";"17.7";"9.5"
"Estonia";"EST";"Estonian Cup";"10-06-2026 12:30";"FT_PEN";"Freedom Rakvere";"2";"2";"Kena";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Estonia";"EST";"Estonian Cup";"10-06-2026 13:00";"FT";"Trans";"10";"0";"Vana Hea Puur";"4";"0";"";"";"";"";"";"2";"2";"10";"7";"40";"";"40";"";"";"";"";"10";"0";"10";"0";"10";"4";"4.4";"";"5.8";"";"";"1.8";"";"2.5";"";"2.6";"";"3.3";"";"";"";"";"";"";"";"";"";"";"";"";"30";"";"40";"";"40";"";"30";"";"0.5";"";"";"10.2";"";"13.3";""
"Estonia";"EST";"Estonian Cup";"10-06-2026 13:00";"FT";"Tartu Kalev";"4";"3";"Paide III";"0";"0";"";"";"";"";"";"32";"74";"68";"78";"44";"";"44";"";"";"";"";"40";"70";"43";"73";"10";"10";"6.2";"";"4.7";"";"";"3.1";"";"2";"";"3.1";"";"2.7";"";"";"";"";"";"";"";"";"";"";"";"";"56";"";"44";"";"78";"";"67";"";"0.4";"";"";"13.3";"";"14";""
"Estonia";"EST";"Estonian Cup";"10-06-2026 13:00";"FT";"Phoenix";"4";"2";"Elva III";"1";"2";"";"";"";"";"";"21";"70";"88";"100";"40";"";"50";"";"";"";"";"60";"100";"63";"100";"10";"2";"5.3";"";"4.6";"";"";"3";"";"2.5";"";"2.3";"";"2.1";"";"";"";"";"";"";"";"";"";"";"";"";"60";"";"50";"";"50";"";"40";"";"1";"";"";"15.1";"";"10.6";""
"Estonia";"EST";"Estonian Cup";"10-06-2026 13:00";"FT";"Saue";"6";"0";"Viimsi Lõvid";"4";"0";"";"";"";"";"";"4";"2";"58";"44";"40";"";"";"";"";"";"";"30";"30";"33";"30";"10";"10";"4.4";"";"6.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"20";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Estonia";"EST";"Estonian Cup";"10-06-2026 14:00";"FT";"Arsenal / Volta";"0";"3";"Tallinna Kalev II";"0";"1";"";"";"";"";"";"2";"18";"34";"71";"";"40";"";"50";"";"";"";"50";"20";"50";"23";"2";"10";"";"4.3";"";"6.3";"";"";"2";"";"2.8";"";"2.3";"";"3.5";"";"";"";"";"";"";"";"";"";"";"";"";"20";"";"80";"";"30";"";"20";"";"0.7";"";"";"11.4";"";"18"
"Estonia";"EST";"U19 League";"10-06-2026 11:00";"DELAYED";"Nõmme United U19";"0";"0";"Kuressaare U19";"0";"0";"1.92";"2.67";"";"";"1";"28";"18";"100";"100";"";"";"";"";"";"";"";"50";"25";"57";"33";"10";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Estonia";"EST";"U19 League";"10-06-2026 11:30";"CANCELLED";"Noova U19";"";"";"Tallinna Kalev U19";"";"";"";"";"";"";"";"2";"2";"85";"51";"";"50";"";"";"";"";"";"20";"30";"23";"37";"10";"10";"";"5.5";"";"3.5";"";"";"";"";"";"";"";"";"";"";"";"9";"";"";"";"";"";"";"";"";"";"100";"";"";"";"";"";"";"";"";"";"";"";"";""
"Estonia";"EST";"U19 League";"10-06-2026 12:00";"FT";"Lootos U19";"8";"5";"Legion U19";"";"";"";"";"";"";"";"2";"2";"88";"85";"";"";"";"";"";"";"";"40";"30";"40";"33";"5";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Estonia";"EST";"U19 League";"10-06-2026 12:00";"FT";"Vaprus U19";"1";"1";"Helios U19";"0";"0";"2.12";"2.40";"";"";"5";"38";"2";"92";"100";"";"";"";"";"3";"67";"0";"40";"50";"43";"50";"10";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Estonia";"EST";"U19 League";"10-06-2026 13:00";"POSTPONED";"Saue U19";"";"";"Paide U19";"";"";"";"";"";"";"";"2";"2";"100";"75";"";"";"";"";"";"";"";"50";"30";"50";"33";"6";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Finland";"FIN";"Finland Cup";"10-06-2026 11:00";"FT_PEN";"KuPS";"0";"0";"VPS";"0";"0";"1.71";"4.16";"1.14";"11";"1";"77";"77";"48";"95";"60";"40";"50";"70";"10";"60";"30";"50";"60";"63";"67";"10";"10";"7.8";"8.5";"3.5";"3.9";"11.9";"4.4";"4";"1.9";"1.8";"3.4";"4.5";"1.6";"2.1";"6";"5.8";"10.7";"85";"80";"75";"75";"65";"50";"40";"40";"80";"70";"80";"40";"90";"80";"70";"70";"1.4";"0.5";"24.2";"15.6";"17.1";"7.9";"7.8"
"Finland";"FIN";"Finland Cup";"10-06-2026 12:00";"FT";"Ilves";"5";"2";"Lahti";"4";"2";"2.32";"2.72";"1.23";"10";"5";"49";"66";"54";"61";"60";"50";"40";"40";"10";"30";"30";"40";"50";"50";"57";"10";"10";"4";"5.5";"4.5";"4.9";"9.4";"2.1";"2.2";"1.8";"2.5";"1.9";"3.3";"2.7";"2.4";"4.3";"5.2";"10.7";"65";"60";"50";"40";"55";"65";"55";"80";"50";"40";"60";"60";"60";"50";"20";"40";"0.2";"0.5";"23";"10.8";"14.4";"12.4";"8.4"
"Finland";"FIN";"Finland Cup";"10-06-2026 12:00";"FT";"SJK";"1";"2";"Inter Turku";"1";"1";"3.53";"1.89";"1.13";"10";"2";"63";"77";"65";"78";"50";"40";"40";"40";"10";"50";"40";"30";"70";"40";"77";"10";"10";"7.4";"7.3";"3.2";"2.6";"10.2";"3.2";"3.3";"1.7";"1.3";"4.2";"4";"1.5";"1.3";"4.8";"5.5";"10.7";"75";"70";"65";"50";"60";"60";"45";"65";"80";"80";"50";"90";"70";"80";"80";"80";"0.2";"1.4";"26.6";"19";"15.4";"11";"7.7"
"Finland";"FIN";"Kolmonen - Eastern Group";"10-06-2026 12:30";"FT";"Kultsu";"3";"0";"LAUTP";"1";"0";"1.24";"7.65";"";"11";"3";"63";"32";"75";"68";"50";"40";"50";"40";"4";"75";"25";"60";"40";"67";"50";"10";"10";"9.2";"4.4";"5.2";"3.6";"11.2";"3.3";"2.8";"2.3";"1.6";"5.8";"1.6";"2.8";"2";"5.1";"6.1";"10.3";"70";"62";"62";"62";"70";"48";"48";"65";"67";"40";"67";"80";"83";"40";"67";"40";"1.5";"0.6";"27.4";"18.7";"11.6";"8.8";"15.6"
"Finland";"FIN";"Kolmonen - Eastern Group";"10-06-2026 13:00";"FT";"JPS";"4";"0";"JJK Jyväskylä II";"2";"0";"1.02";"49.07";"";"8";"3";"66";"7";"100";"82";"67";"71";"33";"29";"5";"40";"20";"70";"40";"77";"40";"10";"10";"3";"4.7";"5";"4.3";"8.5";"1.2";"2.3";"2.8";"2.7";"1.8";"2.4";"2.2";"1.6";"4.5";"4";"10.3";"60";"46";"23";"54";"31";"93";"93";"77";"17";"71";"33";"43";"0";"57";"17";"57";"0.2";"0.3";"23.6";"12";"11.7";"6.5";"16.9"
"Finland";"FIN";"Kolmonen - Eastern Group";"10-06-2026 13:30";"FT";"JIPPO II";"2";"6";"Kings";"1";"1";"3.04";"1.88";"";"9";"2";"46";"63";"61";"100";"50";"33";"50";"67";"4";"25";"75";"30";"80";"40";"80";"10";"10";"4.8";"7.7";"3.8";"2.3";"9.4";"2";"3";"2.3";"1";"2.8";"4.7";"1.5";"1.3";"4.2";"5.2";"10.3";"75";"67";"67";"50";"42";"84";"75";"67";"67";"67";"50";"67";"17";"67";"33";"67";"0.5";"0";"25.4";"9.2";"21";"9.5";"11"
"Finland";"FIN";"Kolmonen - Western Group";"10-06-2026 12:30";"FT";"Sporting Kristina";"1";"2";"Kiisto";"1";"1";"4.84";"1.44";"";"9";"2";"2";"70";"61";"100";"29";"57";"43";"43";"10";"10";"70";"40";"80";"43";"83";"10";"10";"2.4";"3.9";"6.6";"4";"8.4";"1.3";"1.4";"3.4";"2";"1.1";"2.4";"3.1";"2";"4";"4.4";"9.9";"58";"43";"22";"43";"50";"86";"78";"86";"14";"71";"29";"43";"0";"57";"14";"29";"0.3";"0.3";"20.4";"7.1";"12.1";"10.7";"10.7"
