"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Result Home HT";"Result Visitor HT";"Odds";"Odds";"Odds";"Odds";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Global";"Global";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Global"
"Gambia";"GAM";"GFF First Division";"16-06-2026 13:30";"NS";"TMT";"";"";"Hawks";"";"";"";"";"";"";"15";"11";"33";"10";"";"20";"31";"60";"";"2.2";"2";"0.6";"0.9";"1";"1.8";"50";"56";"30";"80";"1.8";"18";"3.8";"8.4";"1";"0.3";"8";"70";"42";"50";"50";"";"";"0.1";"0.2";"0.6";"0.9";"1.2";"0.8";"0.6";"1.1";"0.6";"0.8";"";"20";"0";"3.9";"4.1";"4.1";"4.6";"8.8";"53";"42"
"Gambia";"GAM";"GFF First Division";"16-06-2026 13:30";"NS";"Fortune";"";"";"Real de Banjul";"";"";"";"";"";"";"2";"6";"47";"60";"";"27";"37";"45";"";"1.5";"2";"0.8";"1.1";"0.5";"0.6";"30";"42";"25";"85";"1.8";"20";"4.7";"7.9";"1.4";"1.8";"8";"88";"84";"40";"50";"";"";"0.3";"0.5";"0.1";"0.2";"0.8";"0.6";"0.4";"0.4";"0.6";"0.6";"";"30";"40";"4.6";"3.6";"3.1";"4.4";"8.8";"44";"38"
"Gambia";"GAM";"GFF First Division";"16-06-2026 13:30";"NS";"GPA";"";"";"Team Rhino";"";"";"";"";"";"";"4";"7";"63";"43";"";"27";"20";"30";"";"1.2";"2";"0.8";"0.6";"0.3";"0.6";"25";"36";"5";"100";"1.8";"19.3";"6";"9";"1.9";"1.3";"8";"100";"84";"30";"30";"";"";"0.3";"0.1";"0.1";"0.3";"0.6";"0.4";"0.2";"0.3";"0.5";"0.6";"";"50";"30";"4";"3.5";"5.4";"5.1";"8.8";"68";"62"
"Georgia";"GEO";"Crystalbet Erovnuli Liga";"16-06-2026 13:00";"NS";"Dila";"";"";"Spaeri";"";"";"1.72";"4.33";"";"";"8";"7";"33";"38";"1";"27";"37";"56";"";"2.1";"2";"0.8";"1.1";"1";"1.2";"50";"75";"44";"88";"2.4";"18.5";"7.6";"9.1";"1";"1.1";"9";"70";"63";"38";"62";"";"";"0.6";"0.4";"0.5";"1";"0.8";"1.2";"0.5";"0.2";"0.1";"0.8";"";"25";"25";"4.6";"6";"3.5";"4.1";"9";"69";"50"
"Iceland";"ISL";"Besta deild";"16-06-2026 16:15";"NS";"Víkingur Reykjavík";"";"";"KR Reykjavík";"";"";"1.48";"4.98";"1.02";"2.27";"1";"2";"87";"75";"1";"100";"100";"100";"";"5.6";"5";"3.8";"4";"0.6";"2.8";"70";"90";"90";"10";"4";"29.6";"13.3";"11.7";"2.6";"2.2";"12";"84";"7";"60";"50";"";"";"1.2";"2";"0.4";"1.5";"3";"2.6";"0.2";"1.2";"2.6";"2";"";"80";"75";"7";"8.8";"4.2";"3.5";"12.6";"88";"78"
"Iceland";"ISL";"Besta deild";"16-06-2026 16:15";"NS";"Stjarnan";"";"";"Breidablik";"";"";"2.80";"2.04";"1.03";"2.07";"9";"4";"17";"33";"5";"51";"54";"82";"";"3.7";"4";"1.5";"1.6";"2.5";"1.8";"82";"82";"72";"46";"4";"28.6";"11.4";"11.2";"0.5";"1";"12";"18";"42";"67";"40";"";"";"1";"0.6";"0.8";"1";"2";"1.7";"1.7";"0.8";"0.5";"1";"";"17";"20";"6.5";"6.4";"5.8";"3.6";"12.6";"82";"72"
"Iceland";"ISL";"Besta deild";"16-06-2026 16:15";"NS";"ÍA";"";"";"Valur";"";"";"2.22";"2.65";"1.08";"1.82";"6";"5";"22";"50";"5";"44";"68";"88";"";"3.6";"4";"1.3";"2";"2";"2";"88";"84";"71";"29";"4";"32.4";"11.4";"12.4";"0.7";"1.5";"12";"35";"35";"67";"75";"";"";"0.3";"1.2";"0.3";"1.5";"2";"1.8";"1.7";"0.5";"1";"0.8";"";"0";"50";"5.7";"3.8";"5.3";"10";"12.6";"100";"100"
"Iceland";"ISL";"U19 League";"16-06-2026 15:00";"NS";"HK / Ýmir U19";"";"";"Keflavík / R / H U19";"";"";"";"";"";"";"1";"2";"60";"48";"";"95";"48";"86";"";"3.8";"4";"2.8";"1.4";"1.4";"1.9";"58";"75";"68";"52";"5";"";"";"";"1.8";"1.4";"";"56";"38";"20";"57";"";"";"2";"0.8";"1";"0.8";"1";"1";"2";"2.5";"5.5";"1.8";"";"60";"43";"";"10.5";"";"5.5";"11.7";"";""
"Iceland";"ISL";"U19 League";"16-06-2026 17:00";"NS";"Fylkir / Ellidi U19";"";"";"Thróttur / SR U19";"";"";"";"";"";"";"";"2";"";"43";"";"";"";"";"";"";"";"";"2.1";"";"2.1";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"57";"";"";"";"0.3";"";"1";"";"";"";"4";"";"4.7";"";"";"43";"";"";"";"";"";"";""
"Iceland";"ISL";"U19 League B";"16-06-2026 16:30";"NS";"Fram / Úlfarnir U19";"";"";"Haukar / KÁ U19";"";"";"";"";"";"";"";"2";"";"14";"";"";"";"";"";"";"";"";"1.3";"";"4.3";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"43";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14";"";"";"";"";"";"";""
"Iceland";"ISL";"U19 League B";"16-06-2026 17:00";"NS";"Fjölnir / Vængir U19";"";"";"ÍR / Léttir U19";"";"";"";"";"";"";"";"2";"";"25";"";"";"";"";"";"";"";"";"4";"";"4.8";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"25";"";"";"";"";"";"";""
"Iceland";"ISL";"U19 League C";"16-06-2026 15:00";"NS";"Selfoss/Árborg/Stokk U19";"";"";"Grotta / Kria U19";"";"";"";"";"";"";"6";"1";"100";"56";"";"100";"100";"100";"";"6.9";"7";"4.5";"4.3";"2";"3";"84";"";"100";"0";"6.6";"";"";"";"3";"1.7";"";"35";"0";"50";"33";"";"";"";"";"";"";"0.4";"0.2";"";"";"";"";"";"100";"50";"";"";"";"";"15";"";""
"Iceland";"ISL";"U19 League C";"16-06-2026 16:15";"NS";"Valur / KH / Fálkar U19";"";"";"ÍA / Ka / Sk / VÓ II U19";"";"";"";"";"";"";"";"2";"";"56";"";"";"";"";"";"";"";"";"4";"";"3.3";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50";"";"";"";"";"";"";""
"Iceland";"ISL";"U19 League C";"16-06-2026 17:00";"NS";"HK / Ýmir U19 II";"";"";"Breiða / Augna U19 III";"";"";"";"";"";"";"5";"9";"22";"17";"";"75";"51";"92";"";"6";"6";"2.2";"1.5";"3.3";"5";"58";"";"92";"25";"6.6";"";"";"";"0.7";"0.5";"";"2";"2";"67";"50";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"17";"17";"";"";"";"";"15";"";""
"Lebanon";"LIB";"Premier League";"16-06-2026 09:30";"POSTPONED";"Al Ahed";"";"";"Sagesse";"";"";"";"";"";"";"4";"6";"42";"33";"";"34";"27";"66";"";"2.2";"2";"1";"0.8";"1.5";"1.2";"28";"71";"45";"88";"2.3";"18";"6.8";"9.4";"1.2";"1";"9";"52";"63";"50";"70";"";"";"0.2";"0.6";"0.6";"0.7";"1.2";"1.1";"0.9";"0.5";"0.8";"0.2";"";"38";"30";"6";"4.7";"5";"3.1";"8.4";"66";"66"
"Lebanon";"LIB";"Premier League";"16-06-2026 10:00";"POSTPONED";"Shabab Al Sahel";"";"";"Racing";"";"";"1.36";"7.27";"";"";"7";"12";"48";"5";"1";"27";"3";"71";"";"2";"2";"0.8";"0.1";"0.7";"2.6";"24";"46";"27";"93";"2.3";"14.2";"5.9";"9.3";"1.4";"0.1";"9";"80";"14";"56";"43";"";"";"0.1";"0";"0.2";"1";"1.4";"0.6";"0.4";"1.6";"0.7";"0.1";"";"33";"0";"5.3";"2.3";"5.6";"5.4";"8.4";"60";"60"
"Lebanon";"LIB";"Premier League";"16-06-2026 10:00";"POSTPONED";"Al-Tadamon Sour";"";"";"Al Mabarrah";"";"";"1.77";"5.09";"";"";"10";"8";"19";"29";"1";"14";"3";"50";"";"1.3";"2";"0.4";"0.1";"1.1";"0.9";"22";"43";"14";"93";"2.3";"15.5";"5.2";"7.8";"0.6";"0.9";"8";"66";"74";"57";"57";"";"";"0.1";"0";"0.6";"0.7";"0.6";"0.7";"0.6";"0.1";"0.3";"0.1";"";"0";"14";"3.7";"4.8";"3.5";"3.6";"8.4";"55";"30"
"Lebanon";"LIB";"Premier League";"16-06-2026 15:30";"NS";"Jwaya";"";"";"Al Nejmeh";"";"";"2.38";"2.75";"";"";"3";"2";"54";"62";"5";"51";"61";"50";"";"2.2";"2";"1.5";"1.8";"0.5";"0.8";"31";"56";"38";"75";"2.3";"15.8";"7.6";"9.2";"1.6";"1.9";"8";"88";"77";"38";"50";"";"";"0.9";"0.8";"0.2";"0.5";"1";"1.2";"0.2";"0.2";"0.6";"1";"";"50";"50";"5.8";"6.1";"3.2";"3.3";"8.4";"73";"58"
"Lithuania";"LTU";"A Lyga";"16-06-2026 12:00";"NS";"TransINVEST Vilnius";"";"";"FK Riteriai";"";"";"1.14";"12.50";"1.10";"1.67";"2";"10";"62";"4";"3";"48";"10";"70";"";"2.6";"2";"1.4";"0.3";"0.8";"2.8";"36";"70";"58";"72";"2.6";"17.8";"6.8";"10.4";"1.9";"0.1";"9";"77";"7";"50";"44";"";"";"0.8";"0.1";"0.2";"1.7";"1.2";"1.4";"0.5";"1.1";"0.6";"0.2";"";"50";"0";"5.8";"4.2";"5.2";"5.4";"9.2";"83";"83"
"Lithuania";"LTU";"A Lyga";"16-06-2026 12:30";"NS";"Sūduva";"";"";"FA Šiauliai";"";"";"1.58";"5.04";"";"";"4";"9";"70";"23";"1";"54";"34";"63";"";"2.2";"3";"1.6";"1";"0.4";"1.4";"52";"57";"32";"74";"2.6";"20.8";"8.5";"10.2";"2.1";"0.7";"9";"100";"56";"56";"30";"";"";"0.6";"0.3";"0.1";"0.7";"1.4";"0.8";"0.3";"0.7";"1";"0.7";"";"56";"0";"4.3";"4.3";"4.9";"7";"9.2";"74";"74"
"Lithuania";"LTU";"A Lyga";"16-06-2026 13:30";"NS";"Žalgiris";"";"";"Panevėžys";"";"";"1.48";"5.32";"1.19";"1.40";"5";"7";"48";"25";"1";"61";"31";"82";"";"3.5";"3";"1.8";"0.9";"1.8";"2.5";"64";"94";"76";"41";"2.6";"19.8";"8.6";"8.5";"1.4";"0.8";"9";"42";"18";"56";"62";"";"";"1";"0.6";"0.8";"1.2";"1.6";"1.8";"1";"1.2";"0.8";"0.2";"";"44";"25";"4.6";"3.9";"3.6";"5";"9.2";"53";"48"
"Latvia";"LVA";"Virsliga";"16-06-2026 12:00";"NS";"FC Daugavpils";"";"";"Super Nova";"";"";"1.92";"3.54";"1.26";"1.28";"6";"5";"44";"50";"1";"34";"34";"57";"";"2.1";"2";"1";"1";"1";"1.2";"36";"53";"42";"89";"3";"23.8";"7.6";"9";"1.3";"1.5";"9";"70";"63";"44";"50";"";"";"0.6";"0.5";"0.2";"0.6";"1.2";"1";"0.8";"0.6";"0.4";"0.5";"";"44";"50";"4.6";"4";"4.1";"5.4";"9.6";"63";"57"
"Latvia";"LVA";"Virsliga";"16-06-2026 13:00";"NS";"Grobiņa";"";"";"Liepāja";"";"";"3.92";"1.78";"1.20";"1.37";"9";"4";"11";"33";"2";"20";"31";"71";"";"2.6";"3";"0.6";"0.9";"1.8";"1.9";"42";"60";"42";"70";"3";"25.7";"8";"9.4";"0.3";"1";"10";"42";"38";"33";"50";"";"";"0.2";"0.2";"0.9";"1";"1.4";"1.2";"0.9";"0.9";"0.3";"0.6";"";"0";"25";"3.2";"5.9";"5.4";"4.4";"9.6";"76";"64"
"Mozambique";"MOZ";"Mocambola";"16-06-2026 10:00";"NS";"Costa do Sol";"";"";"Chingale de Tete";"";"";"";"";"";"";"";"13";"";"0";"";"";"";"";"";"";"";"";"0.5";"";"1.5";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"50";"";"";"";"0";"";"0.5";"";"";"";"1";"";"0.5";"";"";"0";"";"";"";"";"";"";""
"Sweden";"SWE";"Superettan";"16-06-2026 14:00";"NS";"Värnamo";"";"";"Helsingborg";"";"";"2.13";"3.03";"1.20";"1.44";"15";"9";"47";"33";"5";"54";"61";"90";"";"3.6";"4";"1.6";"1.8";"1.2";"2.8";"70";"58";"80";"42";"3";"24.2";"10.4";"9.6";"1.4";"1";"10";"63";"7";"60";"50";"";"";"0.4";"0.8";"0.2";"0.5";"2.7";"0.9";"1";"2.2";"1.2";"1";"";"40";"25";"5.4";"5";"4.6";"4.2";"9.8";"88";"78"
"Sweden";"SWE";"Superettan";"16-06-2026 14:00";"NS";"Landskrona";"";"";"United Nordic";"";"";"2.26";"2.86";"1.19";"1.43";"7";"4";"40";"47";"5";"48";"54";"90";"";"3";"4";"1.4";"1.6";"1.4";"1.6";"70";"60";"50";"60";"3";"21.8";"9";"8.4";"1.2";"1.4";"9";"56";"49";"60";"40";"";"";"0.8";"0.4";"0.8";"0.4";"1.8";"1.2";"0.6";"1.2";"0.6";"1.2";"";"20";"40";"4.6";"3.2";"4.4";"4.5";"9.8";"58";"45"
"Tanzania";"TAN";"Ligi kuu Bara";"16-06-2026 10:00";"NS";"Namungo";"";"";"TRA United SC";"";"";"";"";"";"";"13";"5";"57";"43";"";"37";"44";"70";"";"2.3";"2";"1.1";"1.3";"0.8";"1.4";"45";"70";"40";"80";"2.1";"15.7";"6.1";"8.7";"1.7";"1.3";"8";"77";"56";"60";"60";"";"";"0.3";"0.6";"0.4";"0.7";"1.3";"1";"0.4";"0.7";"0.8";"0.7";"";"40";"40";"4.7";"3.5";"3.9";"5.2";"8";"70";"47"
"Tanzania";"TAN";"Ligi kuu Bara";"16-06-2026 13:00";"NS";"Azam";"";"";"Mashujaa";"";"";"1.69";"4.88";"";"";"3";"11";"80";"23";"1";"54";"14";"50";"";"1.6";"2";"1.6";"0.4";"0";"1.3";"10";"55";"25";"90";"2.1";"15.3";"5.9";"8.2";"2.4";"0.7";"8";"100";"60";"60";"40";"";"";"0.8";"0.1";"0";"0.7";"0.8";"0.8";"0";"0.6";"0.8";"0.3";"";"70";"10";"6.3";"2.4";"3.7";"4.1";"8";"60";"40"
"United States";"USA";"USL League Two";"16-06-2026 18:00";"NS";"New Jersey Copa";"";"";"Staten Island Athletic";"";"";"";"";"";"";"8";"7";"11";"25";"";"44";"41";"88";"";"3.6";"4";"1.3";"1.2";"2.7";"2";"58";"88";"71";"42";"3.5";"28.2";"11.8";"7.5";"0.3";"0.8";"8";"10";"35";"67";"50";"";"";"0.7";"0.8";"1.3";"0.2";"2.1";"1.5";"1.3";"1.8";"0.7";"0.5";"";"0";"25";"3.7";"2.5";"4.3";"4.5";"8.9";"58";"16"
"United States";"USA";"USL League Two";"16-06-2026 19:00";"NS";"Cleveland Force";"";"";"Erie Sports Center";"";"";"";"";"";"";"5";"7";"0";"0";"";"68";"0";"100";"";"4.2";"4";"2";"0";"3.5";"3";"50";"100";"75";"25";"3.5";"";"";"";"0";"0";"";"2";"0";"50";"50";"";"";"0.5";"0";"2";"2";"2";"2.2";"1.5";"1";"1.5";"0";"";"0";"0";"4.5";"";"8";"";"8.9";"";""
"United States";"USA";"USL League Two";"16-06-2026 20:00";"NS";"Reading United";"";"";"Real Central New Jersey";"";"";"";"";"";"";"7";"5";"50";"33";"";"68";"34";"66";"";"2.8";"4";"2";"1";"1.5";"1";"42";"84";"42";"58";"3.5";"";"";"";"1.5";"1";"";"52";"70";"50";"33";"";"";"1";"0.3";"0.5";"0.3";"1.6";"1.1";"1";"0.7";"1";"0.7";"";"50";"33";"";"";"";"";"8.9";"";""
"United States";"USA";"USL League Two";"16-06-2026 20:00";"NS";"Eagle FC";"";"";"Lehigh Valley Utd. Sonic";"";"";"";"";"";"";"9";"";"0";"";"";"";"";"";"";"";"";"0.7";"";"3";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"67";"";"";"";"0";"";"0.7";"";"";"";"2.3";"";"0.7";"";"";"0";"";"";"";"";"";"";"";""
"United States";"USA";"USL League Two";"16-06-2026 20:00";"NS";"Vermont Green";"";"";"Seacoast United Phantoms";"";"";"";"";"";"";"2";"8";"100";"50";"";"100";"75";"100";"";"5.4";"4";"6.3";"2.2";"0";"2.2";"50";"62";"100";"25";"3.5";"";"";"";"3";"1.5";"";"100";"28";"33";"50";"";"";"3";"0.2";"0";"0.5";"3.6";"1.9";"0";"1.8";"3.3";"2";"";"100";"50";"";"3";"";"2.5";"8.9";"";""
"United States";"USA";"USL League Two";"16-06-2026 20:00";"NS";"Boston";"";"";"Boston City";"";"";"";"";"";"";"7";"10";"33";"11";"";"51";"44";"100";"";"4";"4";"1.5";"1.3";"2.2";"3";"84";"100";"71";"42";"3.5";"";"";"";"1";"0.3";"";"28";"0";"50";"33";"";"";"0.8";"0.7";"1.2";"1.7";"1.9";"2.2";"1";"1.3";"0.8";"0.7";"";"25";"0";"6.3";"";"7";"";"8.9";"";""
"United States";"USA";"USL League Two";"16-06-2026 20:30";"NS";"Manhattan";"";"";"Long Island Rough Riders";"";"";"";"";"";"";"4";"3";"67";"67";"";"100";"68";"100";"";"4.5";"4";"4";"2";"2";"1";"75";"100";"75";"25";"3.5";"";"";"";"2";"2";"";"35";"70";"67";"50";"";"";"1.3";"2";"1";"1";"1.8";"2.6";"1";"0";"2.7";"0";"";"67";"50";"4.5";"";"6";"";"8.9";"";""
"United States";"USA";"USL League Two";"16-06-2026 21:00";"NS";"FC Motown II";"";"";"Hudson Valley Hammers";"";"";"";"";"";"";"1";"6";"100";"67";"";"100";"92";"100";"";"5.6";"5";"5.5";"2.7";"1.5";"1.7";"75";"100";"100";"16";"3.5";"";"";"";"3";"2";"";"52";"46";"50";"33";"";"";"2.5";"1";"0.5";"0.7";"3.4";"2.4";"1";"1";"3";"1.7";"";"100";"67";"";"4";"";"4";"8.9";"";""
"United States";"USA";"USL League Two";"16-06-2026 21:00";"NS";"Houston Sur";"";"";"GFI";"";"";"";"";"";"";"9";"2";"0";"78";"";"51";"92";"84";"";"4.8";"5";"1.5";"2.7";"4";"1.3";"84";"100";"66";"34";"3.5";"";"";"";"0";"2.3";"";"2";"60";"50";"33";"";"";"0.5";"1.3";"1.5";"0.7";"2.8";"2";"2.5";"0.7";"1";"1.3";"";"0";"67";"";"";"";"";"8.9";"";""
"United States";"USA";"USL League Two";"16-06-2026 21:30";"NS";"West Chester United II";"";"";"Philadelphia Lone Star";"";"";"";"";"";"";"4";"3";"78";"7";"";"58";"27";"84";"";"3";"3";"1.7";"0.8";"0.7";"3";"64";"84";"56";"64";"3.5";"32";"13.5";"7.6";"2.3";"0.2";"8";"80";"0";"33";"40";"";"";"1";"0.6";"0.7";"1.6";"1.2";"2";"0";"1.4";"0.7";"0.2";"";"67";"0";"3.3";"2.5";"2.3";"7";"8.9";"66";"50"
"United States";"USA";"USL League Two";"16-06-2026 21:30";"NS";"Delaware FC";"";"";"Pennsylvania Classics";"";"";"";"";"";"";"6";"8";"33";"0";"";"78";"34";"88";"";"5";"4";"2.3";"1";"2.7";"4";"75";"75";"88";"12";"3.5";"";"";"11.2";"1";"0";"10";"10";"2";"67";"75";"";"";"1.3";"0.2";"2.3";"1.5";"2.2";"2.8";"0.3";"2.5";"1";"0.8";"";"33";"0";"5.7";"6.5";"5.7";"4.5";"8.9";"100";"75"
"United States";"USA";"NPSL";"16-06-2026 20:00";"NS";"Siouxland United";"";"";"Dakota Fusion";"";"";"";"";"";"";"1";"";"100";"";"";"";"";"";"";"";"";"4";"";"0.5";"";"";"";"";"";"";"";"";"";"3";"";"";"";"";"50";"";"";"";"1.5";"";"0.5";"";"";"";"0";"";"2.5";"";"";"100";"";"";"";"";"";"";"";""
"United States";"USA";"NPSL";"16-06-2026 20:30";"NS";"Virginia Beach City";"";"";"Grove Soccer United";"";"";"";"";"";"";"7";"8";"50";"0";"";"51";"34";"100";"";"4.6";"4";"1.5";"1";"3";"3.7";"75";"";"100";"16";"4.8";"";"";"";"1.5";"0";"";"0";"2";"50";"33";"";"";"1";"";"2.5";"";"0.8";"2.1";"0.5";"";"0.5";"";"";"50";"0";"";"";"";"";"8.7";"";""
"United States";"USA";"NPSL";"16-06-2026 23:45";"NS";"Real San Jose";"";"";"El Farolito";"";"";"";"";"";"";"6";"1";"0";"78";"";"34";"100";"84";"";"5.4";"5";"1";"3.3";"6.5";"0";"38";"84";"84";"58";"4.8";"";"";"";"0";"2.3";"";"2";"100";"50";"33";"";"";"0.7";"1";"3.7";"0";"2.9";"2.1";"4.7";"0";"1";"2.3";"";"0";"67";"";"";"";"";"8.7";"";""
"United States";"USA";"WPSL";"16-06-2026 20:00";"NS";"Shreveport United W";"";"";"Little Rock Rangers";"";"";"";"";"";"";"4";"1";"44";"100";"";"78";"85";"84";"";"3.1";"4";"2.3";"2.5";"1.3";"0";"34";"";"42";"84";"3.9";"";"";"";"1.3";"3";"";"60";"100";"33";"50";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"33";"100";"";"";"";"";"8.4";"";""
"United States";"USA";"WPSL";"16-06-2026 20:00";"NS";"Atlanta Fire W";"";"";"Decatur W";"";"";"";"";"";"";"7";"";"0";"";"";"";"";"";"";"";"";"0.5";"";"3";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";""
"United States";"USA";"WPSL";"16-06-2026 20:00";"NS";"Chattanooga W";"";"";"Nashville Rhythm W";"";"";"";"";"";"";"2";"6";"50";"50";"";"17";"100";"25";"";"2.2";"3";"0.5";"3";"0.5";"0.5";"0";"";"25";"75";"3.9";"";"";"";"1.5";"1.5";"";"88";"88";"100";"50";"";"";"";"";"";"";"0.2";"1.2";"";"";"";"";"";"50";"50";"";"";"";"";"8.4";"";""
"United States";"USA";"WPSL";"16-06-2026 20:00";"NS";"Philadelphia Ukrainians W";"";"";"Fever W";"";"";"";"";"";"";"9";"";"17";"";"";"";"";"";"";"";"";"2";"";"3";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";""
"United States";"USA";"WPSL";"16-06-2026 20:00";"NS";"Penn Fusion SA W";"";"";"Real Central NJ W";"";"";"";"";"";"";"5";"";"67";"";"";"";"";"";"";"";"";"4";"";"1.5";"";"";"";"";"";"";"";"";"";"2";"";"";"";"";"50";"";"";"";"1.5";"";"0";"";"";"";"1.5";"";"2.5";"";"";"50";"";"8";"";"6.5";"";"";"";""
"United States";"USA";"WPSL";"16-06-2026 20:00";"NS";"Rochester New York W";"";"";"Niagara 1812 W";"";"";"";"";"";"";"3";"";"50";"";"";"";"";"";"";"";"";"1";"";"1";"";"";"";"";"";"";"";"";"";"1.5";"";"";"";"";"50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50";"";"";"";"";"";"";"";""
"United States";"USA";"WPSL";"16-06-2026 20:00";"NS";"Greater Toledo W";"";"";"Dayton W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"WPSL";"16-06-2026 20:30";"NS";"Missouri Reign W";"";"";"Missouri Rush";"";"";"";"";"";"";"3";"5";"50";"0";"";"51";"0";"100";"";"3.5";"3";"1.5";"0";"1.5";"4";"50";"";"75";"75";"3.9";"";"";"";"1.5";"0";"";"52";"2";"100";"50";"";"";"0";"";"1";"";"1.2";"1.8";"0.5";"";"1.5";"";"";"50";"0";"1";"";"5.5";"";"8.4";"";""
"United States";"USA";"WPSL";"16-06-2026 20:30";"NS";"Pensacola W";"";"";"Union 10 W";"";"";"";"";"";"";"1";"5";"100";"67";"";"100";"34";"75";"";"7.2";"5";"13";"1";"0";"0.5";"25";"";"50";"50";"3.9";"";"";"";"3";"2";"";"100";"88";"50";"50";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"100";"50";"";"";"";"";"8.4";"";""
"United States";"USA";"WPSL";"16-06-2026 21:00";"NS";"Minnesota Thunder W";"";"";"Manitou W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"WPSL";"16-06-2026 21:00";"NS";"Florida Roots W";"";"";"Pensacola Academy W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"USL W League";"16-06-2026 18:00";"NS";"Norfolk W";"";"";"Virginia Beach United W";"";"";"";"";"";"";"5";"3";"11";"17";"";"44";"17";"58";"";"2.6";"3";"1.3";"0.5";"2.3";"1";"58";"";"34";"66";"3.5";"";"";"";"0.3";"0.5";"";"25";"70";"67";"50";"";"";"1";"";"2";"";"0.4";"1.2";"0.5";"";"2";"";"";"0";"0";"";"";"";"";"7.2";"";""
"United States";"USA";"USL W League";"16-06-2026 19:00";"NS";"Brevard Riptide W";"";"";"TLH Reckoning W";"";"";"";"";"";"";"2";"3";"67";"78";"";"44";"68";"84";"";"2.4";"3";"1.3";"2";"0.7";"0.7";"50";"75";"50";"100";"3.5";"";"";"";"2";"2.3";"";"80";"80";"67";"67";"";"";"0.5";"0.5";"0.5";"0";"1";"0.5";"1.5";"1";"0.5";"2.5";"";"67";"67";"";"5";"";"2";"7.2";"";""
"United States";"USA";"USL W League";"16-06-2026 19:00";"NS";"Hudson Valley Crusaders W";"";"";"Vermont Green";"";"";"";"";"";"";"3";"2";"100";"56";"";"68";"92";"84";"";"2.8";"3";"2";"2.7";"0.5";"0.3";"42";"";"42";"84";"3.5";"";"";"";"3";"1.7";"";"88";"100";"50";"33";"";"";"";"1.7";"";"0";"1.2";"1.1";"";"0.3";"";"1";"";"100";"33";"";"";"";"";"7.2";"";""
"United States";"USA";"USL W League";"16-06-2026 19:30";"NS";"Carolina Ascent II W";"";"";"North Carolina Fusion W";"";"";"";"";"";"";"5";"8";"0";"0";"";"17";"0";"75";"";"2.8";"3";"0.5";"0";"2.5";"2.5";"25";"";"50";"50";"3.5";"";"";"";"0";"0";"";"18";"18";"50";"50";"";"";"";"0";"";"0.5";"1.2";"0.5";"";"2";"";"0";"";"0";"0";"";"";"";"";"7.2";"";""
"United States";"USA";"USL W League";"16-06-2026 20:00";"NS";"Ann Arbor W";"";"";"Detroit City W";"";"";"";"";"";"";"4";"2";"0";"58";"";"24";"41";"71";"";"2.4";"3";"0.7";"1.2";"2";"0.8";"58";"";"46";"84";"3.5";"";"";"";"0";"1.8";"";"35";"77";"67";"75";"";"";"";"0.7";"";"0.7";"0.2";"1";"";"0.3";"";"1";"";"0";"50";"";"";"";"";"7.2";"";""
