"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Result Home HT";"Result Visitor HT";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Casa";"Fora";"Casa";"Fora"
"Morocco";"MAR";"Botola Pro";"25-06-2026 14:00";"NS";"Yacoub El Mansour";"";"";"Raja Casablanca";"";"";"2.6";"3.3";"2.6";"2.7";"5.6";"5.1";"100";"95";"75";"50";"4.7";"5.3";"2.4";"2.5";"2.6";"3.1"
"Morocco";"MAR";"Botola Pro";"25-06-2026 14:00";"NS";"Kawkab Marrakech";"";"";"FUS Rabat";"";"";"2.5";"2.9";"2.2";"2.8";"5.2";"5.1";"100";"84";"48";"32";"4.7";"5";"2";"2.8";"2.2";"2.9"
"Morocco";"MAR";"Botola Pro";"25-06-2026 14:00";"NS";"CODM Meknès";"";"";"Hassania Agadir";"";"";"2.8";"2.7";"2";"1.9";"4.7";"5.1";"95";"70";"40";"35";"4.7";"4.4";"2";"1.7";"2.6";"2.4"
"Sweden";"SWE";"Damallsvenskan";"25-06-2026 13:00";"NS";"Pitea W";"";"";"Hammarby W";"";"";"0.5";"1.1";"0.5";"1.1";"1.6";"1.6";"30";"15";"5";"5";"1.6";"1.6";"0.5";"1.1";"0.5";"1.1"
"Chile";"CHI";"Chilean Cup";"25-06-2026 20:30";"NS";"Colo-Colo";"";"";"O'Higgins";"";"";"1.7";"2.9";"2";"2.2";"4.4";"0";"85";"70";"55";"30";"0";"4.2";"2";"2.2";"1.6";"2.7"
"Chile";"CHI";"Chilean Cup";"25-06-2026 20:30";"NS";"Ñublense";"";"";"Univ. Concepción";"";"";"2.6";"3.3";"2.5";"2.4";"5.4";"0";"95";"85";"70";"45";"0";"5";"2.2";"2.3";"2.4";"3.1"
"Australia";"AUS";"Northern Territory Premier League";"25-06-2026 06:00";"NS";"Darwin Hearts";"";"";"Port Darwin";"";"";"1.6";"0.7";"1.7";"1.3";"2.6";"2.6";"44";"22";"11";"6";"2.4";"2.5";"1.7";"1.2";"1.4";"0.7"
"Australia";"AUS";"Queensland Premier League 2";"25-06-2026 06:30";"POSTPONED";"Grange Thistle";"";"";"SWQ Thunder";"";"";"1.3";"1.2";"1.5";"1.6";"2.8";"3.4";"53";"26";"16";"0";"3.1";"2.8";"1.5";"1.6";"1.2";"1.2"
"Australia";"AUS";"Queensland NPL Youth League";"25-06-2026 06:30";"POSTPONED";"Queensland U16";"";"";"Eastern Suburbs U23";"";"";"";"1.1";"";"2";"";"2.9";"";"";"";"";"2.6";"";"";"1.8";"";"1.1"
"Australia";"AUS";"Western Australia State League 1 Reserves";"25-06-2026 09:00";"NS";"Cockburn City Res.";"";"";"UWA Nedlands Res.";"";"";"1.2";"1.4";"1.2";"2.1";"3";"2.8";"50";"31";"19";"12";"2.6";"2.8";"1.2";"2";"1.1";"1.2"
"Brazil";"BRA";"Brasileiro U20";"25-06-2026 15:00";"NS";"Vasco da Gama U20";"";"";"Criciuma U20";"";"";"2.6";"2.3";"2.9";"3.2";"5.4";"5.4";"90";"74";"68";"46";"5.1";"4.9";"2.3";"2.9";"2.4";"2.2"
"Brazil";"BRA";"Brasileiro U20";"25-06-2026 15:00";"NS";"Bragantino U20";"";"";"Botafogo U20";"";"";"3";"2.4";"2.1";"2.4";"4.9";"5.4";"90";"79";"64";"36";"5.1";"4.8";"2";"2.4";"2.9";"2.2"
"Brazil";"BRA";"Brasileiro U20";"25-06-2026 15:00";"NS";"Corinthians U20";"";"";"Flamengo RJ U20";"";"";"2.1";"3.4";"1.9";"2.5";"5";"5.4";"80";"65";"60";"30";"5.1";"4.6";"1.8";"2.4";"1.7";"3.4"
"Brazil";"BRA";"Brasileiro U20";"25-06-2026 15:00";"NS";"Fluminense U20";"";"";"Palmeiras U20";"";"";"2";"3.6";"2.3";"2.6";"5.2";"5.4";"90";"75";"55";"35";"5.1";"4.9";"2.1";"2.4";"2";"3.3"
"Brazil";"BRA";"Paulista U20";"25-06-2026 15:00";"NS";"América SP U20";"";"";"Ponte Preta U20";"";"";"2.5";"3.3";"2.2";"2.6";"5.3";"6.6";"84";"68";"58";"48";"6.3";"5";"2.1";"2.3";"2.4";"3.1"
"Brazil";"BRA";"Maranhense 2";"25-06-2026 15:30";"NS";"Araioses";"";"";"Expressinho";"";"";"";"";"";"";"";"0";"";"";"";"";"0";"";"";"";"";""
"Finland";"FIN";"Kolmonen - Eastern Group";"25-06-2026 12:30";"NS";"Kultsu";"";"";"LAUTP / 2";"";"";"1";"1.2";"2";"1.5";"2.9";"2.7";"62";"44";"0";"0";"2.6";"2.7";"1.9";"1.5";"1";"1"
"Finland";"FIN";"Kolmonen - Eastern Group";"25-06-2026 13:00";"NS";"Yllätys";"";"";"KuPS Akatemia II";"";"";"1.8";"1";"0.8";"2";"2.8";"2.7";"27";"27";"27";"14";"2.6";"2.7";"0.8";"1.9";"1.8";"1"
"Finland";"FIN";"Kolmonen - Eastern Group";"25-06-2026 13:00";"NS";"Jyväskylä Blackbird";"";"";"Vaajakoski / Reds";"";"";"0.8";"1";"0.7";"0.5";"1.5";"2.7";"21";"12";"0";"0";"2.6";"1.1";"0.7";"0.2";"0.5";"0.8"
"Finland";"FIN";"Kolmonen - Western Group";"25-06-2026 12:00";"NS";"ÅCF";"";"";"JyTy Turku";"";"";"1.2";"2.9";"1.4";"1.8";"3.6";"3.4";"81";"44";"25";"19";"3.3";"3.5";"1.4";"1.8";"1.1";"2.8"
"Finland";"FIN";"Kolmonen - Western Group";"25-06-2026 12:30";"NS";"PiPS";"";"";"Peimari United";"";"";"1.9";"1.6";"1.8";"1.6";"3.4";"3.4";"68";"42";"29";"12";"3.3";"3.1";"1.6";"1.4";"1.7";"1.6"
"Finland";"FIN";"Kolmonen - Western Group";"25-06-2026 13:00";"NS";"LBK";"";"";"Nykarleby IK";"";"";"2.2";"1.7";"1.8";"1.5";"3.6";"3.4";"84";"46";"36";"0";"3.3";"3.5";"1.8";"1.5";"2";"1.7"
"Finland";"FIN";"Kolmonen - Western Group";"25-06-2026 13:00";"NS";"VPV";"";"";"SIF";"";"";"1.1";"1.8";"1.1";"1.8";"3";"3.4";"68";"29";"11";"6";"3.3";"2.8";"1.1";"1.8";"1.1";"1.7"
"Finland";"FIN";"Kolmonen - Western Group";"25-06-2026 13:00";"NS";"Kiisto";"";"";"VIFK";"";"";"1.1";"1.7";"1.2";"2.2";"3.1";"3.4";"44";"38";"29";"22";"3.3";"3";"1.1";"2.2";"1.1";"1.5"
"Finland";"FIN";"Kolmonen - Western Group";"25-06-2026 14:00";"NS";"Lasten";"";"";"Leki";"";"";"1.5";"1.6";"3.1";"1.1";"3.6";"3.4";"52";"32";"32";"26";"3.3";"3.6";"3.1";"1.1";"1.5";"1.4"
"Finland";"FIN";"Kolmonen - Western Group";"25-06-2026 14:20";"NS";"Ylöjärvi United";"";"";"ACE";"";"";"1.1";"1.7";"1.5";"1.8";"3";"3.4";"52";"30";"24";"11";"3.3";"3";"1.5";"1.8";"1.1";"1.7"
"Finland";"FIN";"Kolmonen - Southern Group";"25-06-2026 13:00";"NS";"Atlantis / PM";"";"";"TiPS";"";"";"1.9";"2.4";"1.6";"1.6";"3.7";"3.6";"71";"64";"22";"14";"3.4";"3.6";"1.6";"1.6";"1.9";"2.1"
"Finland";"FIN";"Kolmonen - Southern Group";"25-06-2026 14:00";"NS";"PPJ / Ruoholahti";"";"";"NuPS";"";"";"1";"3";"1.3";"1.8";"3.6";"3.6";"54";"48";"36";"24";"3.4";"3.3";"1.2";"1.5";"1";"2.9"
"Finland";"FIN";"Kolmonen - Southern Group";"25-06-2026 14:15";"NS";"HooGee";"";"";"EIF Akademi";"";"";"1.9";"1.1";"1.4";"1.9";"3.2";"3.6";"58";"47";"26";"16";"3.4";"2.8";"1.4";"1.7";"1.6";"1"
"Finland";"FIN";"Kolmonen - Southern Group";"25-06-2026 14:15";"NS";"HPS II";"";"";"ToTe";"";"";"2";"1";"1.4";"1.9";"3.2";"3.6";"62";"38";"25";"12";"3.4";"3";"1.4";"1.8";"2";"0.9"
"Faroe Islands";"FRO";"Faroe Islands Cup";"25-06-2026 14:30";"NS";"Víkingur";"";"";"HB";"";"";"1";"1.8";"2.6";"1.9";"3.6";"3.7";"74";"36";"36";"22";"3.6";"3.5";"2.3";"1.9";"1";"1.8"
"Iceland";"ISL";"Besta deild";"25-06-2026 16:15";"NS";"Breidablik";"";"";"Víkingur Reykjavík";"";"";"1.9";"1.8";"2.8";"1.9";"4.2";"4.3";"84";"70";"54";"21";"4.2";"4.1";"2.8";"1.8";"1.8";"1.8"
"Iceland";"ISL";"4. Deild";"25-06-2026 16:15";"NS";"Álafoss";"";"";"Úlfarnir";"";"";"2";"1.4";"1.5";"1.6";"3.2";"4";"69";"40";"32";"8";"3.9";"3.2";"1.5";"1.6";"2";"1.4"
"Iceland";"ISL";"4. Deild";"25-06-2026 16:15";"NS";"Vaengir Jupiters";"";"";"Hafnir";"";"";"1.8";"2.7";"1.9";"1.8";"4";"4";"66";"44";"29";"29";"3.9";"3.8";"1.9";"1.5";"1.8";"2.5"
"Iceland";"ISL";"3. Deild";"25-06-2026 14:00";"NS";"Tindastóll";"";"";"Sindri";"";"";"1.1";"1.7";"1.7";"1.3";"3";"4.3";"38";"31";"24";"24";"4.1";"2.8";"1.6";"1.3";"1.1";"1.7"
"Kazakhstan";"KAZ";"First Division";"25-06-2026 09:00";"NS";"Sport Academy Kairat";"";"";"Khan Tengri";"";"";"1";"1.7";"2";"1.4";"3";"3.5";"55";"50";"22";"16";"3.3";"2.8";"1.8";"1.4";"1";"1.4"
"Kazakhstan";"KAZ";"First Division";"25-06-2026 09:00";"NS";"Yelimay II";"";"";"FC Turan";"";"";"1.9";"1.8";"1.9";"1.6";"3.6";"3.5";"70";"50";"30";"20";"3.3";"3.4";"1.8";"1.6";"1.6";"1.8"
"Kazakhstan";"KAZ";"First Division";"25-06-2026 10:00";"NS";"Jaiyq";"";"";"Akademiya Ontustik";"";"";"1.4";"3.2";"1.6";"1.8";"4";"3.5";"62";"55";"40";"40";"3.3";"3.8";"1.6";"1.7";"1.4";"3"
"Kazakhstan";"KAZ";"First Division";"25-06-2026 10:00";"NS";"Aktobe Jas";"";"";"Arys";"";"";"1.3";"2.1";"1.9";"2.1";"3.7";"3.5";"74";"68";"20";"20";"3.3";"3.5";"1.9";"2.1";"1.3";"1.7"
"Kuwait";"KUW";"Zain Premier League";"25-06-2026 13:05";"NS";"Al Fahaheel";"";"";"Al Qadsia";"";"";"1.9";"2.2";"2.2";"2.4";"4.4";"4.6";"80";"65";"55";"30";"4.4";"4.1";"2.1";"2.3";"1.6";"2.1"
"Kuwait";"KUW";"Zain Premier League";"25-06-2026 14:45";"NS";"Al Kuwait";"";"";"Kazma";"";"";"2";"3";"2.8";"2.3";"5";"4.6";"90";"75";"65";"45";"4.4";"4.8";"2.7";"2.2";"1.8";"2.9"
"Kuwait";"KUW";"Zain Premier League";"25-06-2026 15:45";"NS";"Al Salmiyah";"";"";"Al Arabi SC";"";"";"2.4";"2.5";"2.4";"2.9";"5.1";"4.6";"80";"75";"65";"40";"4.4";"4.8";"2.2";"2.6";"2.4";"2.3"
"Lebanon";"LIB";"Premier League";"25-06-2026 09:30";"NS";"Al Nejmeh";"";"";"Al-Tadamon Sour";"";"";"0.8";"1.5";"1.2";"0.9";"2.2";"3.1";"36";"21";"12";"0";"2.9";"2";"1.2";"0.8";"0.8";"1.4"
"Lebanon";"LIB";"Premier League";"25-06-2026 10:00";"NS";"Sagesse";"";"";"Al Mabarrah";"";"";"1.1";"2.6";"1.3";"1.4";"3.2";"3.1";"60";"32";"25";"25";"2.9";"3";"1.3";"1.4";"1.1";"2.2"
"Latvia";"LVA";"Virsliga";"25-06-2026 11:00";"NS";"Grobiņa";"";"";"Auda";"";"";"2.9";"3.3";"2.4";"3.2";"5.9";"4.5";"90";"90";"80";"50";"4.4";"5.6";"2.2";"3.2";"2.9";"3"
"Latvia";"LVA";"Virsliga";"25-06-2026 12:00";"NS";"FC Daugavpils";"";"";"Riga";"";"";"1";"2.6";"1.3";"2.3";"3.6";"4.5";"50";"40";"30";"25";"4.4";"3.4";"1.2";"2.1";"1";"2.6"
"Latvia";"LVA";"Virsliga";"25-06-2026 14:00";"NS";"Super Nova";"";"";"FS Jelgava";"";"";"2";"1.7";"2.1";"2";"3.9";"4.5";"80";"65";"40";"20";"4.4";"3.9";"2.1";"2";"2";"1.7"
"Norway";"NOR";"3. Division - Group 1";"25-06-2026 14:30";"NS";"Konnerud";"";"";"IF Ready";"";"";"1.5";"2.6";"1.1";"1.7";"3.4";"4.1";"59";"52";"42";"16";"3.9";"3.4";"1.1";"1.6";"1.5";"2.6"
"Norway";"NOR";"3. Division - Group 2";"25-06-2026 14:00";"NS";"Strindheim";"";"";"Melhus";"";"";"1.6";"1.6";"1.6";"2.6";"3.7";"3.7";"70";"40";"30";"10";"3.5";"3.5";"1.6";"2.4";"1.6";"1.4"
"Norway";"NOR";"3. Division - Group 3";"25-06-2026 13:00";"NS";"Åsane II";"";"";"Os";"";"";"0.8";"";"1";"";"";"3.4";"";"";"";"";"3.4";"";"1";"";"0.8";""
"Norway";"NOR";"3. Division - Group 3";"25-06-2026 14:00";"NS";"Austevoll";"";"";"Fyllingsdalen";"";"";"";"1.8";"";"0.8";"";"3.4";"";"";"";"";"3.4";"";"";"0.8";"";"1.8"
"Norway";"NOR";"3. Division - Group 4";"25-06-2026 13:00";"NS";"Våg";"";"";"Viking II";"";"";"1.7";"0.9";"2.1";"1.6";"3.1";"3.2";"62";"44";"22";"11";"3.1";"2.8";"1.7";"1.4";"1.6";"0.9"
"Norway";"NOR";"3. Division - Group 4";"25-06-2026 13:00";"NS";"Staal Jørpeland";"";"";"Hinna";"";"";"2.5";"1.2";"0.5";"1.6";"3";"3.2";"56";"44";"12";"0";"3.1";"2.9";"0.5";"1.6";"2.5";"1.1"
"Norway";"NOR";"3. Division - Group 6";"25-06-2026 12:00";"NS";"Bjørkelangen";"";"";"Sarpsborg 08 II";"";"";"2.2";"1.3";"2.8";"1.7";"4";"3.7";"78";"54";"37";"20";"3.7";"3.7";"2.6";"1.7";"1.8";"1.3"
"Norway";"NOR";"3. Division - Group 6";"25-06-2026 14:30";"NS";"Brumunddal";"";"";"Gjøvik-Lyn";"";"";"2.2";"2.1";"1.5";"1.4";"3.6";"3.7";"69";"46";"38";"16";"3.7";"3.6";"1.5";"1.4";"2.2";"2.1"
"Sierra Leone";"SLE";"Premier League";"25-06-2026 13:30";"NS";"Kallon";"";"";"SLIFA Mount Aureol";"";"";"1.1";"0.8";"0.9";"1.7";"2.2";"2.4";"41";"22";"11";"0";"2.3";"2.2";"0.9";"1.7";"1";"0.8"
"Sweden";"SWE";"Division 2: Norra Gotaland";"25-06-2026 14:00";"NS";"IFK Skovde";"";"";"Lidköping";"";"";"1.4";"0.9";"1.8";"1.4";"2.8";"3.1";"52";"22";"17";"17";"3";"2.7";"1.8";"1.4";"1.4";"0.7"
"Sweden";"SWE";"Division 2: Norra Svealand";"25-06-2026 15:00";"NS";"Helges";"";"";"Sunnersta";"";"";"1.7";"1.1";"1.3";"1.7";"3";"2.9";"69";"38";"16";"16";"2.8";"2.8";"1";"1.7";"1.7";"1.1"
"Sweden";"SWE";"Division 2: Sodra Svealand";"25-06-2026 14:00";"NS";"Nyköping";"";"";"FC Nacka Iliria";"";"";"1.3";"1.6";"3";"1.9";"3.8";"3.3";"75";"42";"36";"28";"3.2";"3.6";"2.7";"1.9";"1.3";"1.4"
"Sweden";"SWE";"Division 2: Vastra Gotaland";"25-06-2026 14:00";"NS";"Galtabäcks";"";"";"Böljan";"";"";"1";"1.2";"1.6";"1.4";"2.7";"2.8";"50";"28";"11";"11";"2.7";"2.5";"1.3";"1.4";"1";"1.2"
"United States";"USA";"USL League Two";"25-06-2026 00:00";"POSTPONED";"AMSG";"";"";"Capo II";"";"";"2.2";"2";"2";"2.5";"4.4";"4.1";"88";"62";"62";"25";"3.8";"4";"1.8";"2.5";"2.2";"1.5"
"United States";"USA";"USL League Two";"25-06-2026 20:00";"NS";"Seacoast United Phantoms";"";"";"Boston";"";"";"3";"0.7";"3";"2.1";"4.4";"4.1";"86";"59";"38";"25";"3.8";"4.2";"3";"1.9";"2.8";"0.7"
"United States";"USA";"USL League Two";"25-06-2026 21:00";"NS";"Long Island Rough Riders";"";"";"Cedar Stars Rush";"";"";"1.6";"2";"2.5";"0.8";"3.4";"4.1";"56";"38";"19";"19";"3.8";"3.2";"2.4";"0.5";"1.6";"2"
"United States";"USA";"USL League Two";"25-06-2026 21:00";"NS";"Hattiesburg";"";"";"Jackson Boom";"";"";"2.5";"";"1.5";"";"";"4.1";"";"";"";"";"3.8";"";"1";"";"2";""
"United States";"USA";"USL League Two";"25-06-2026 22:00";"NS";"Flatirons Rush";"";"";"Utah United";"";"";"";"3";"";"2.8";"";"4.1";"";"";"";"";"3.8";"";"";"2.8";"";"3"
"United States";"USA";"NPSL";"25-06-2026 20:00";"NS";"DMV Elite";"";"";"District Elite";"";"";"2";"2.5";"2.3";"2.2";"4.6";"4.5";"88";"71";"58";"12";"4.2";"4.6";"2.3";"2.2";"2";"2.5"
"United States";"USA";"WPSL";"25-06-2026 17:00";"NS";"Arlington Red W";"";"";"District Elite";"";"";"0.2";"";"0.5";"";"";"0.9";"";"";"";"";"0.8";"";"0.5";"";"0.2";""
"United States";"USA";"WPSL";"25-06-2026 19:00";"NS";"WFC Charlotte W";"";"";"North Carolina II";"";"";"";"";"";"";"";"0.9";"";"";"";"";"0.8";"";"";"";"";""
"United States";"USA";"WPSL";"25-06-2026 19:30";"NS";"Valdosta";"";"";"Pensacola Academy W";"";"";"";"";"";"";"";"0.9";"";"";"";"";"0.8";"";"";"";"";""
"United States";"USA";"WPSL";"25-06-2026 20:00";"NS";"Fever W";"";"";"Real Central NJ W";"";"";"0.2";"0.5";"0";"0";"0.4";"0.9";"0";"0";"0";"0";"0.8";"0.4";"0";"0";"0.2";"0.5"
"United States";"USA";"WPSL";"25-06-2026 20:00";"NS";"Arlington VA W";"";"";"The St. James";"";"";"";"";"";"";"";"0.9";"";"";"";"";"0.8";"";"";"";"";""
"United States";"USA";"WPSL";"25-06-2026 20:00";"NS";"West Florida Flames W";"";"";"Kings Hammer Sun City W";"";"";"";"";"";"";"";"0.9";"";"";"";"";"0.8";"";"";"";"";""
"United States";"USA";"WPSL";"25-06-2026 21:00";"NS";"SouthStar W";"";"";"Texas Lone Star";"";"";"1";"";"1";"";"";"0.9";"";"";"";"";"0.8";"";"1";"";"1";""
"United States";"USA";"WPSL";"25-06-2026 21:00";"NS";"Aggies";"";"";"Colorado Elevation";"";"";"";"";"";"";"";"0.9";"";"";"";"";"0.8";"";"";"";"";""
"United States";"USA";"WPSL";"25-06-2026 23:30";"NS";"Iron Rose W";"";"";"California Storm W";"";"";"1.2";"0.7";"0.5";"1";"1.8";"0.9";"29";"0";"0";"0";"0.8";"1.8";"0.5";"1";"1.2";"0.7"
"United States";"USA";"USL W League";"25-06-2026 18:00";"POSTPONED";"Northern Virginia FC W";"";"";"Lancaster Inferno W";"";"";"1";"0.5";"0.7";"1.5";"1.8";"1.4";"42";"25";"0";"0";"1.3";"1.6";"0.3";"1.5";"1";"0.5"
"United States";"USA";"USL W League";"25-06-2026 19:00";"NS";"Flatirons II W";"";"";"Utah United W";"";"";"";"0.3";"";"0.7";"";"1.4";"";"";"";"";"1.3";"";"";"0.7";"";"0.3"
"United States";"USA";"USL W League";"25-06-2026 19:00";"NS";"Brooke House W";"";"";"Brevard Riptide W";"";"";"1.2";"0.5";"1.2";"1";"2";"1.4";"32";"10";"10";"0";"1.3";"1.8";"1.2";"1";"1.2";"0.2"
"United States";"USA";"USL W League";"25-06-2026 20:00";"NS";"Hudson Valley Crusaders W";"";"";"Hartford Athletic W";"";"";"0.7";"";"0.3";"";"";"1.4";"";"";"";"";"1.3";"";"0.3";"";"0.7";""
"United States";"USA";"UWS";"25-06-2026 20:00";"NS";"Michigan Legends W";"";"";"Troy City W";"";"";"";"";"";"";"";"0";"";"";"";"";"0";"";"";"";"";""
"United States";"USA";"UWS";"25-06-2026 21:00";"NS";"Berber City W";"";"";"Rockford Raptors II W";"";"";"";"";"";"";"";"0";"";"";"";"";"0";"";"";"";"";""
"Yemen";"YEM";"Yemeni League";"25-06-2026 10:00";"NS";"Al Hilal FC Hudayda";"";"";"Al Yarmouk FC";"";"";"";"";"";"";"";"1.2";"";"";"";"";"1";"";"";"";"";""
"Yemen";"YEM";"Yemeni League";"25-06-2026 10:00";"NS";"Fahman FC";"";"";"Shabab Al Bayda FC";"";"";"";"0.5";"";"0.5";"";"1.2";"";"";"";"";"1";"";"";"0";"";"0.5"
"Finland";"FIN";"Ykkönen Women";"25-06-2026 12:30";"NS";"KTP W";"";"";"Lahti W";"";"";"1.8";"1.6";"0.6";"0.8";"2.4";"1.8";"39";"22";"22";"10";"1.7";"2.3";"0.6";"0.8";"1.6";"1.6"
"Faroe Islands";"FRO";"Meistaradeildin Women";"25-06-2026 21:00";"NS";"07 Vestur W";"";"";"B36 W";"";"";"";"";"";"";"";"1.4";"";"";"";"";"1.4";"";"";"";"";""
"Faroe Islands";"FRO";"Meistaradeildin Women";"25-06-2026 21:00";"NS";"NSÍ W";"";"";"Klaksvik W";"";"";"";"";"";"";"";"1.4";"";"";"";"";"1.4";"";"";"";"";""
"Iceland";"ISL";"2. Deild Women";"25-06-2026 16:15";"NS";"Fjölnir W";"";"";"Smári W";"";"";"1.5";"";"1";"";"";"1.8";"";"";"";"";"1.8";"";"1";"";"1.5";""
"Lithuania";"LTU";"A Lyga Women";"25-06-2026 09:00";"NS";"Žalgiris W";"";"";"FK Žalgiris W";"";"";"1.5";"1";"1.2";"2";"2.9";"2.8";"46";"46";"14";"7";"2.6";"2.6";"1.2";"1.7";"1.2";"0.7"
"Vietnam";"VIE";"Women's National League";"25-06-2026 06:00";"NS";"TKS Viet Nam W";"";"";"GT Thai Nguyen W";"";"";"1.1";"0.6";"1.2";"1.3";"2.2";"";"40";"22";"0";"0";"";"2.2";"1.2";"1.3";"1.1";"0.6"
"Vietnam";"VIE";"Women's National League";"25-06-2026 06:00";"NS";"Hà Nội II W";"";"";"Ho Chi Minh City W";"";"";"";"0.9";"";"0.4";"";"";"";"";"";"";"";"";"";"0.4";"";"0.9"
"World";"WOR";"Club Friendlies 3";"25-06-2026 12:00";"CANCELLED";"Karviná";"";"";"Prostějov";"";"";"2.6";"2";"2.2";"1.5";"4.2";"2.1";"70";"60";"40";"25";"2";"4";"1.9";"1.5";"2.6";"2"
"World";"WOR";"Club Friendlies 3";"25-06-2026 21:00";"NS";"Seekirchen";"";"";"Salzburg";"";"";"1.7";"1.8";"1.7";"2";"3.6";"2.1";"53";"47";"38";"20";"2";"3.3";"1.5";"1.9";"1.5";"1.7"
"World";"WOR";"Club Friendlies 3";"25-06-2026 21:00";"NS";"Chevremont";"";"";"Roda JC Kerkrade";"";"";"";"1.4";"";"1.8";"";"2.1";"";"";"";"";"2";"";"";"1.7";"";"1.4"
"World";"WOR";"Club Friendlies 3";"25-06-2026 21:00";"NS";"CSKA Moskva";"";"";"Rodina Moskva";"";"";"1.6";"2.2";"2.1";"2.8";"4.4";"2.1";"80";"60";"45";"30";"2";"4.2";"2";"2.7";"1.6";"2"
"World";"WOR";"Club Friendlies 3";"25-06-2026 21:00";"NS";"Jablonec";"";"";"Vlašim";"";"";"1.7";"1.9";"2.1";"1.5";"3.6";"2.1";"65";"35";"20";"15";"2";"3.3";"1.9";"1.3";"1.5";"1.9"
"World";"WOR";"Club Friendlies 3";"25-06-2026 21:00";"NS";"MTK";"";"";"Kazincbarcika";"";"";"1.3";"2.5";"1.8";"1.7";"3.6";"2.1";"75";"55";"40";"15";"2";"3.6";"1.8";"1.6";"1.3";"2.4"
