"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Result Home HT";"Result Visitor HT";"Odds";"Odds";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Global"
"Finland";"FIN";"Kolmonen - Eastern Group";"24-06-2026 13:00";"NS";"JPS";"";"";"KeuPa";"";"";"";"";"66";"28";"100";"71";"";"62";"55";"2.3";"1.6";"66";"57";"5.1";"6.7";"6";"67";"17";"17";"70";"40";"20";"40";"10";"20";"77";"53";"90";"80";"80";"60";"30";"60";"3x0";"1x2";"24.2";"3.1";"2.1";"1.1";"2.2";"4.2";"54";"54";"1";"4";"10";"10";"15.8";"14";"7.3";"11.2";"11";"3.8";"5.3";"7.5";"5.5";"0.5";"1.2";"0.7";"1.8";"2.1";"2.7"
"Finland";"FIN";"Kolmonen - Eastern Group";"24-06-2026 13:00";"NS";"JJK Jyväskylä II";"";"";"Metso";"";"";"";"";"4";"56";"78";"85";"";"47";"53";"1.2";"1.9";"51";"55";"4.8";"5.5";"";"";"";"";"40";"50";"0";"40";"60";"10";"40";"63";"40";"90";"100";"60";"60";"50";"0x4";"1x4";"26.2";"2.3";"2.5";"2.9";"1.4";"4.6";"54";"50";"5";"3";"10";"10";"11.1";"13.8";"17.5";"10";"11.8";"8.2";"2.5";"4.8";"8";"0.8";"1";"0.5";"1";"1.6";"2.7"
"Finland";"FIN";"Kolmonen - Eastern Group";"24-06-2026 13:00";"NS";"LAUTP";"";"";"Kumu";"";"";"";"";"35";"2";"61";"27";"";"43";"34";"1.2";"0.4";"46";"34";"6.9";"5.4";"";"";"";"";"30";"10";"30";"10";"40";"80";"40";"13";"60";"20";"70";"90";"70";"90";"2x2";"4x0";"28";"1.8";"0.8";"2";"3.8";"4.2";"44";"45";"8";"11";"10";"10";"12.5";"4.3";"18.2";"21";"14.6";"9.5";"11.7";"6.5";"1.7";"1.9";"1";"1.6";"0.3";"2.4";"2.7"
"Finland";"FIN";"Kolmonen - Eastern Group";"24-06-2026 13:30";"NS";"JIPPO II";"";"";"Zulimanit";"";"";"";"";"32";"32";"65";"31";"";"54";"41";"1.2";"1";"45";"36";"5.2";"11.3";"4";"75";"0";"25";"30";"30";"30";"10";"40";"60";"40";"33";"60";"40";"70";"90";"70";"70";"1x1";"2x0";"22.3";"1.9";"0.9";"2.1";"2.1";"3.5";"58";"45";"4";"6";"10";"10";"9.9";"10.2";"9.6";"15";"10.6";"4.9";"6.3";"5.3";"4.7";"1.6";"1.2";"1.9";"2.2";"3.4";"2.7"
"Finland";"FIN";"Kolmonen - Northern Group";"24-06-2026 13:30";"NS";"SCJ";"";"";"KePS";"";"";"";"";"0";"38";"58";"100";"";"37";"38";"1";"1.5";"37";"36";"5.1";"2.6";"";"";"";"";"20";"40";"40";"30";"40";"30";"33";"50";"60";"70";"60";"70";"80";"60";"1x1";"1x1";"25.2";"1.7";"3.1";"3";"1.9";"4.8";"40";"42";"8";"6";"10";"10";"8.7";"8";"15.3";"18.5";"11.4";"8";"6.5";"4.3";"4";"0.7";"2";"1.7";"0";"2.2";"2.6"
"Finland";"FIN";"Kolmonen - Western Group";"24-06-2026 13:00";"NS";"Loiske";"";"";"Fish United";"";"";"";"";"14";"18";"44";"31";"";"48";"46";"1";"0.7";"54";"46";"10.1";"13.8";"";"";"";"";"30";"20";"10";"10";"60";"70";"33";"23";"40";"30";"90";"90";"70";"80";"2x1";"2x1";"27.1";"1.3";"0.9";"2.6";"2.5";"3.6";"44";"48";"8";"10";"10";"10";"13.1";"12.4";"13.8";"14.9";"11.5";"6.2";"5.9";"4.8";"6.1";"2.2";"2.2";"1.6";"1.6";"3.9";"3.4"
"Finland";"FIN";"Kolmonen - Western Group";"24-06-2026 13:00";"NS";"TPV II";"";"";"NoPS";"";"";"";"";"63";"60";"58";"99";"";"54";"55";"1.9";"2";"63";"56";"9.3";"4.2";"6";"17";"83";"0";"60";"60";"10";"20";"30";"20";"63";"67";"70";"80";"90";"80";"40";"40";"2x1";"3x1";"25";"1.7";"2.9";"1.2";"1.3";"3.6";"49";"54";"4";"3";"10";"10";"15.8";"12.2";"10.9";"11";"10.8";"5.2";"4.8";"7.3";"4.3";"2.3";"0.7";"2.5";"1.3";"3.4";"3.4"
"Finland";"FIN";"Kolmonen - Western Group";"24-06-2026 13:00";"NS";"Virkiä";"";"";"SJK-j";"";"";"";"";"46";"63";"88";"78";"";"55";"61";"1.7";"1.6";"51";"60";"4.8";"6.7";"";"";"";"";"50";"40";"20";"40";"30";"20";"57";"53";"70";"80";"80";"60";"50";"60";"3x0";"2x2";"23.2";"2.6";"2.3";"1.7";"1.2";"3.9";"47";"57";"5";"4";"10";"10";"12.5";"15.4";"10.2";"8.3";"10.4";"3.2";"3.6";"5.8";"8.1";"1.6";"1.1";"0.4";"2.1";"2.6";"3.4"
"Finland";"FIN";"Kolmonen - Western Group";"24-06-2026 14:00";"NS";"Haka Juniorit";"";"";"TP-49";"";"";"";"";"35";"2";"75";"14";"";"46";"25";"1.2";"0.1";"56";"24";"5.8";"10";"";"";"";"";"40";"0";"0";"11";"60";"89";"40";"4";"40";"11";"100";"89";"60";"100";"1x2";"2x0";"27.4";"2.2";"0.4";"2";"3.6";"4.1";"48";"39";"7";"12";"10";"9";"12.8";"4";"17.7";"20.3";"13.1";"7.6";"10.7";"6.7";"1.3";"2.2";"2.7";"1.6";"2";"4.2";"3.4"
"Finland";"FIN";"Kolmonen - Southern Group";"24-06-2026 13:30";"NS";"Lahti II";"";"";"SibboV";"";"";"";"";"63";"25";"48";"85";"";"53";"50";"1.6";"1.8";"54";"58";"7.8";"5.6";"";"";"";"";"50";"60";"10";"0";"40";"40";"53";"60";"60";"60";"90";"100";"50";"40";"1x0";"1x3";"21.8";"1.4";"2.5";"1.2";"2.3";"3.7";"53";"45";"4";"3";"10";"10";"10.9";"13.9";"7.7";"11.2";"10.6";"3.3";"5.1";"5.3";"7.6";"1.6";"1.4";"2.6";"2.4";"4";"3.6"
"Finland";"FIN";"Kolmonen - Southern Group";"24-06-2026 14:00";"NS";"Töölön Taisto";"";"";"VJS II";"";"";"";"";"4";"35";"68";"92";"";"48";"48";"0.9";"1.1";"49";"59";"3.9";"4.5";"";"";"";"";"10";"30";"60";"20";"30";"50";"30";"37";"70";"50";"40";"80";"90";"70";"2x2";"2x1";"21.3";"2";"2.7";"2.9";"2";"4.8";"45";"52";"9";"8";"10";"10";"7.8";"12.1";"10";"12.7";"11.1";"5.4";"6.4";"3.7";"6.8";"1.7";"1.6";"2.8";"1.9";"4";"3.6"
"Finland";"FIN";"Kolmonen - Southern Group";"24-06-2026 14:00";"NS";"JäPS II";"";"";"Atlantis II";"";"";"";"";"35";"52";"65";"78";"";"52";"52";"1.4";"1.8";"63";"54";"5.5";"5.8";"2";"0";"100";"0";"40";"50";"20";"30";"40";"20";"47";"60";"60";"80";"80";"70";"60";"50";"0x0";"2x2";"20.5";"1.9";"2.3";"2";"1.5";"3.8";"46";"50";"6";"2";"10";"10";"10.5";"13.3";"9.6";"7.5";"10.2";"5.5";"3.5";"4.8";"6.7";"1.9";"2.2";"1.4";"1.3";"3.4";"3.6"
"Finland";"FIN";"Kolmonen - Southern Group";"24-06-2026 14:15";"NS";"LePa";"";"";"EPS II";"";"";"";"";"32";"2";"65";"58";"";"42";"48";"1.7";"0.6";"44";"58";"4.8";"5.1";"3";"0";"100";"0";"50";"10";"20";"30";"30";"60";"57";"20";"70";"40";"80";"70";"50";"90";"3x1";"0x0";"22";"1.9";"1.7";"2.1";"3.6";"4.6";"44";"54";"4";"12";"10";"10";"9.1";"8.6";"12.2";"14";"10.6";"5.4";"6.4";"4.9";"4.4";"1.2";"1.3";"1.5";"1.7";"2.9";"3.6"
"Faroe Islands";"FRO";"Faroe Islands Cup";"24-06-2026 14:30";"NS";"NSÍ";"";"";"KÍ";"";"";"";"";"56";"74";"82";"82";"";"55";"60";"1.9";"2.4";"66";"70";"5.2";"5.8";"10";"0";"90";"10";"60";"70";"10";"30";"30";"0";"63";"80";"70";"100";"90";"70";"40";"30";"1x0";"1x2";"22";"2.4";"2.4";"1.4";"0.9";"3.6";"53";"59";"";"";"10";"10";"12.4";"13.9";"9.7";"7.9";"9.5";"4.3";"3";"5.8";"5.9";"1";"1.9";"2.1";"1.4";"3.2";"3.7"
"Gabon";"GAB";"Champoinnat D1";"24-06-2026 11:30";"CANCELLED";"Vautour Club";"";"";"Bitam";"";"";"";"";"77";"63";"34";"44";"";"";"";"1.5";"1.5";"";"";"";"";"3";"33";"33";"33";"40";"40";"30";"30";"30";"30";"50";"50";"70";"70";"70";"70";"60";"60";"0x1";"1x2";"";"1";"1.3";"0.8";"1.2";"2.2";"";"";"14";"12";"10";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"Georgia";"GEO";"Crystalbet Erovnuli Liga";"24-06-2026 13:00";"NS";"Gagra";"";"";"Samgurali";"";"";"";"";"60";"46";"34";"61";"";"46";"53";"1.2";"1.6";"51";"57";"9.2";"6.7";"10";"20";"50";"30";"30";"50";"30";"10";"40";"40";"40";"53";"60";"60";"70";"90";"70";"50";"1x1";"2x3";"21.7";"1";"1.8";"1.3";"1.7";"2.9";"44";"52";"9";"6";"10";"10";"9.2";"12.1";"11.1";"11";"9";"4.4";"4.5";"3.9";"5.2";"1.8";"2.1";"1.7";"2.8";"4.2";"4.6"
"Georgia";"GEO";"David Kipiani Cup";"24-06-2026 11:00";"NS";"Rustavi II";"";"";"Irao";"";"";"";"";"70";"63";"58";"61";"";"";"52";"1.3";"1.6";"";"54";"";"";"";"";"";"";"33";"50";"33";"10";"33";"40";"44";"53";"67";"60";"67";"90";"67";"50";"0x0";"0x4";"";"1.7";"1.8";"1";"1.2";"2.8";"";"53";"";"";"3";"10";"";"6.9";"";"9.2";"";"";"3.3";"";"3.7";"";"1.9";"";"3.4";"";"0"
"Germany";"GER";"Reg. Cup Bayern";"24-06-2026 14:00";"NS";"Luhe-Wildenau";"";"";"Weiden";"";"";"";"";"56";"70";"51";"58";"";"";"";"1.5";"2";"";"";"";"";"2";"0";"50";"50";"40";"60";"30";"20";"30";"20";"50";"67";"70";"80";"70";"80";"60";"40";"1x1";"1x2";"";"1.5";"1.7";"1.4";"1";"2.8";"";"";"";"";"10";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Iceland";"ISL";"4. Deild";"24-06-2026 16:15";"NS";"KFR";"";"";"IH Hafnarfjordur";"";"";"";"";"2";"2";"78";"75";"";"49";"43";"0.9";"0.3";"46";"50";"5.8";"4.4";"";"";"";"";"20";"10";"30";"0";"50";"90";"30";"10";"50";"10";"70";"100";"80";"90";"0x3";"2x1";"25.4";"2.3";"2.2";"3.1";"4.6";"6.1";"50";"44";"";"";"10";"10";"13.3";"9.7";"11.9";"15.9";"11.9";"6.1";"7.1";"5.7";"4.7";"2.1";"2.6";"1.6";"1.4";"3.8";"4"
"Iceland";"ISL";"4. Deild";"24-06-2026 16:15";"NS";"Hamar";"";"";"Elliði";"";"";"";"";"28";"0";"100";"65";"";"56";"50";"2.2";"1.3";"65";"56";"4.6";"7.7";"3";"33";"33";"33";"70";"40";"10";"10";"20";"50";"73";"43";"80";"50";"90";"90";"30";"60";"5x2";"2x0";"28.5";"3.9";"1.9";"2.2";"3";"5.5";"50";"47";"2";"4";"10";"10";"18";"14.7";"12.6";"11.7";"12.8";"5.2";"5.7";"8.6";"6";"1.4";"2.4";"1.4";"3";"4.1";"4"
"Iceland";"ISL";"U19 League";"24-06-2026 15:00";"NS";"Keflavík / R / H U19";"";"";"Valur / KH / Fálkar U19";"";"";"";"";"56";"2";"82";"58";"";"61";"";"2.2";"0.4";"55";"";"";"";"2";"100";"0";"0";"70";"10";"10";"10";"20";"80";"73";"13";"80";"20";"90";"90";"30";"90";"2x1";"10x2";"";"2.4";"1.7";"1.4";"3.9";"4.7";"52";"";"1";"2";"10";"10";"15.2";"";"9.8";"";"";"4.2";"";"6";"";"1.8";"";"1.2";"";"";"4"
"Iceland";"ISL";"U19 League B";"24-06-2026 15:00";"NS";"Haukar / KÁ U19";"";"";"Víkingur / BF108 U19";"";"";"";"";"2";"66";"71";"100";"";"";"";"0.6";"2.1";"";"";"";"";"";"";"";"";"20";"60";"0";"30";"80";"10";"20";"70";"20";"90";"100";"70";"80";"40";"1x4";"0x0";"";"2.1";"3.7";"4.3";"1.1";"5.6";"";"";"1";"2";"10";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"6"
"Lebanon";"LIB";"Premier League";"24-06-2026 09:30";"NS";"Al Ahed";"";"";"Safa";"";"";"2.10";"3.38";"84";"77";"24";"44";"5";"56";"47";"1.4";"2.2";"53";"44";"17.6";"6.3";"10";"40";"10";"50";"40";"70";"20";"10";"40";"20";"47";"73";"60";"80";"80";"90";"60";"30";"0x1";"0x1";"20";"0.7";"1.3";"0.6";"0.8";"1.7";"50";"48";"4";"5";"10";"10";"12.3";"8.2";"7.8";"11.6";"7.8";"3.6";"3.4";"4";"4.5";"1.7";"1.4";"2.1";"1.8";"3.4";"3.1"
"Lebanon";"LIB";"Premier League";"24-06-2026 10:00";"NS";"Shabab Al Sahel";"";"";"Reyady Abaseya";"";"";"3.11";"2.27";"66";"74";"34";"24";"5";"50";"42";"1.3";"1.3";"49";"36";"8.9";"10.6";"5";"0";"40";"60";"40";"30";"10";"40";"50";"30";"43";"43";"50";"70";"90";"60";"60";"70";"0x1";"0x0";"16.8";"1";"0.7";"1.1";"0.9";"1.8";"50";"47";"6";"9";"10";"10";"8.9";"7.4";"7.3";"10";"6";"3.3";"3.6";"2.7";"2.4";"1.4";"1.3";"1.4";"1.3";"2.8";"3.1"
"Lebanon";"LIB";"Premier League";"24-06-2026 15:30";"NS";"Al Ansar";"";"";"Jwaya";"";"";"";"";"74";"84";"61";"41";"";"60";"60";"1.6";"1.6";"55";"56";"7";"9.4";"";"";"";"";"50";"40";"10";"40";"40";"20";"53";"53";"60";"80";"90";"60";"50";"60";"1x2";"1x1";"18.8";"1.8";"1.2";"0.9";"0.6";"2.2";"59";"51";"1";"2";"10";"10";"13.4";"11.3";"5.8";"7";"8.4";"3";"3.5";"5.7";"4.5";"1.4";"1.9";"1.4";"1.3";"3";"3.1"
"Lithuania";"LTU";"1. Lyga";"24-06-2026 12:00";"NS";"Babrungas";"";"";"Kauno Žalgiris II";"";"";"1.23";"9.52";"100";"49";"51";"14";"3";"48";"48";"2.3";"0.6";"43";"43";"6.3";"16.8";"8";"75";"12";"12";"70";"20";"20";"0";"10";"80";"77";"20";"90";"20";"80";"100";"30";"80";"1x0";"1x0";"16.8";"1.5";"0.4";"0.4";"1.6";"2";"50";"55";"1";"16";"10";"10";"9.4";"6.7";"8.7";"8.9";"6.8";"2.1";"4.4";"4.4";"2.7";"1.6";"1.6";"2.3";"1.2";"3.4";"3.6"
"Lithuania";"LTU";"Lithuanian Cup";"24-06-2026 12:00";"NS";"FA Šiauliai";"";"";"Džiugas Telšiai";"";"";"";"";"56";"63";"37";"61";"";"48";"53";"0.9";"1.8";"52";"43";"8.9";"5.3";"10";"30";"30";"40";"20";"50";"30";"30";"50";"20";"30";"60";"50";"80";"70";"70";"80";"50";"1x1";"0x0";"19.2";"1.1";"1.8";"1.4";"1.2";"2.8";"51";"57";"";"";"10";"10";"9.8";"9.6";"11.9";"7.2";"8.7";"5.4";"3";"4.8";"4.3";"1.5";"1.9";"1.9";"3.3";"4.3";"4.5"
"Lithuania";"LTU";"Lithuanian Cup";"24-06-2026 13:00";"NS";"Dainava";"";"";"TransINVEST Vilnius";"";"";"";"";"77";"74";"75";"100";"";"61";"54";"2.2";"2.3";"58";"51";"6.2";"4.1";"5";"40";"60";"0";"70";"70";"10";"20";"20";"10";"73";"77";"80";"90";"90";"80";"30";"30";"2x0";"1x2";"20.4";"2.2";"3.1";"0.8";"0.9";"3.5";"51";"50";"";"";"10";"10";"13.7";"12.6";"7.2";"7.2";"8.9";"3.2";"3.2";"6.7";"4.6";"2.2";"2.1";"2.1";"1.4";"3.9";"4.5"
"Norway";"NOR";"3. Division - Group 1";"24-06-2026 14:00";"NS";"Gamle Oslo";"";"";"Lokomotiv Oslo";"";"";"";"";"25";"2";"100";"54";"";"53";"44";"1.9";"0.7";"49";"38";"2.6";"5.7";"";"";"";"";"60";"20";"10";"10";"30";"70";"63";"23";"70";"30";"90";"90";"40";"80";"1x3";"1x0";"20.4";"3.7";"1.6";"2.3";"3.6";"5.6";"48";"52";"3";"14";"10";"10";"9.8";"9.2";"9.4";"12.4";"9.9";"4.1";"6.8";"5.1";"3.8";"2";"2.2";"1.7";"1.8";"3.8";"4.1"
"Norway";"NOR";"NM Cupen U19";"24-06-2026 13:00";"NS";"Hallingdal U19";"";"";"HamKam U19";"";"";"";"";"28";"46";"99";"100";"";"";"56";"1.8";"2";"";"53";"";"";"";"";"";"";"60";"60";"0";"20";"40";"20";"60";"67";"60";"80";"100";"80";"40";"40";"2x3";"0x1";"";"2.9";"3.6";"2.2";"1.7";"5.2";"";"56";"";"";"10";"10";"";"9.3";"";"8.3";"";"";"4.3";"";"5.7";"";"2.3";"";"1";"";"4"
"Norway";"NOR";"NM Cupen U19";"24-06-2026 14:00";"NS";"Nordhordland U19";"";"";"Brann U19";"";"";"";"";"2";"63";"75";"100";"";"";"51";"1.5";"2.1";"";"47";"";"";"";"";"";"";"50";"60";"0";"30";"50";"10";"50";"70";"50";"90";"100";"70";"50";"40";"0x4";"0x0";"";"2.2";"3.1";"4";"1.2";"5.2";"";"54";"";"";"4";"10";"";"8.8";"";"9.7";"";"";"3.3";"";"3.3";"";"1.8";"";"3";"";"4"
"Norway";"NOR";"NM Cupen U19";"24-06-2026 14:30";"NS";"Lillehammer U19";"";"";"Lillestrøm U19";"";"";"";"";"38";"60";"85";"100";"";"";"63";"1.5";"2.3";"";"55";"";"";"";"";"";"";"50";"70";"0";"20";"50";"10";"50";"77";"50";"90";"100";"80";"50";"30";"3x0";"0x6";"";"2.5";"3.6";"1.9";"1.3";"4.6";"";"58";"";"";"8";"10";"";"15.8";"";"5.5";"";"";"2.5";"";"7.8";"";"1.5";"";"3";"";"4"
"New Zealand";"NZL";"National League";"24-06-2026 04:30";"NS";"East Coast Bays";"";"";"Auckland City";"";"";"2.90";"2.08";"56";"88";"44";"85";"5";"46";"56";"1.6";"2.4";"39";"48";"7.4";"5";"6";"0";"83";"17";"50";"70";"10";"30";"40";"0";"53";"80";"60";"100";"90";"70";"50";"30";"1x0";"0x0";"21.2";"1.3";"2.5";"1.4";"0.5";"2.8";"52";"55";"1";"2";"10";"10";"9.6";"12.4";"11.1";"9.2";"9.4";"4.7";"4.1";"4.3";"5.8";"0.8";"2";"2.7";"1.8";"3.6";"3.1"
"Sweden";"SWE";"Ettan: North";"24-06-2026 14:00";"NS";"Karlberg";"";"";"Piteå";"";"";"1.57";"4.72";"56";"32";"41";"48";"1";"51";"36";"0.9";"1.1";"58";"35";"9.7";"4.9";"2";"50";"0";"50";"20";"30";"30";"20";"50";"50";"30";"37";"50";"50";"70";"80";"80";"70";"1x1";"2x0";"20.6";"1.2";"1.4";"1.4";"2.1";"3";"52";"44";"8";"16";"10";"10";"11.6";"6.8";"10";"12.8";"9";"4.6";"5.5";"4.6";"3.3";"1.1";"1.7";"1.7";"1.4";"3";"3.2"
"Sweden";"SWE";"Division 2: Norra Gotaland";"24-06-2026 13:00";"NS";"Grebbestad";"";"";"Kumla";"";"";"2.25";"2.74";"56";"63";"78";"24";"5";"53";"52";"2.1";"0.8";"63";"48";"4.7";"16";"10";"40";"40";"20";"70";"10";"0";"50";"30";"40";"70";"27";"70";"60";"100";"50";"30";"90";"0x2";"1x1";"21";"2.3";"0.7";"1.4";"1.2";"2.8";"50";"48";"5";"7";"10";"10";"10.8";"11.2";"9.5";"10.5";"9.4";"4.8";"4.2";"6";"3.8";"1.2";"2";"0.8";"1.3";"2.6";"3.1"
"Sweden";"SWE";"Division 2: Norra Svealand";"24-06-2026 14:30";"NS";"Ängby";"";"";"Enskede";"";"";"2.62";"2.18";"66";"49";"54";"61";"5";"57";"57";"2.2";"1.4";"54";"52";"5.6";"6.9";"";"";"";"";"70";"40";"10";"20";"20";"40";"73";"47";"80";"60";"90";"80";"30";"60";"1x0";"3x1";"17.6";"1.6";"1.8";"1.1";"1.6";"3";"49";"52";"1";"5";"10";"10";"9";"12.4";"5.3";"8.4";"7.4";"2.1";"3.8";"4";"5";"1.9";"1.2";"1.3";"1.8";"3";"2.9"
"Sweden";"SWE";"Division 2: Norrland";"24-06-2026 14:00";"NS";"Kubikenborg";"";"";"Fränsta";"";"";"";"";"60";"21";"58";"58";"";"55";"41";"1.7";"0.9";"43";"48";"5.6";"8.8";"";"";"";"";"50";"20";"20";"30";"30";"50";"57";"30";"70";"50";"80";"70";"50";"80";"0x1";"1x1";"28.5";"1.7";"1.7";"1.3";"2.4";"3.6";"54";"50";"2";"7";"10";"10";"9.5";"15";"11";"21.5";"12.5";"5.5";"9.5";"4.5";"5.5";"1.2";"0.5";"1.8";"1";"2.2";"2.5"
"Sweden";"SWE";"Division 2: Sodra Gotaland";"24-06-2026 14:00";"NS";"Lilla Torg";"";"";"Torns";"";"";"2.33";"2.49";"63";"7";"34";"58";"5";"44";"40";"1.4";"1.2";"37";"39";"7.4";"4.7";"";"";"";"";"30";"40";"50";"0";"20";"60";"47";"40";"80";"40";"50";"100";"70";"60";"0x0";"1x2";"20.6";"1";"1.7";"1.2";"2.8";"3.4";"48";"47";"9";"10";"10";"10";"7.4";"8";"10.3";"15.3";"9.8";"4.6";"7.3";"3.3";"4.3";"1.8";"1.8";"1.9";"1.2";"3.4";"2.8"
"Sweden";"SWE";"Division 2: Sodra Svealand";"24-06-2026 14:30";"NS";"Lindo FF";"";"";"Smedby";"";"";"2.52";"2.29";"46";"60";"58";"68";"5";"53";"51";"1";"1.7";"48";"56";"5.8";"5.4";"";"";"";"";"30";"50";"10";"20";"60";"30";"33";"57";"40";"70";"90";"80";"70";"50";"2x4";"1x1";"19.5";"1.7";"2";"1.7";"1.3";"3.4";"48";"47";"12";"3";"10";"10";"9.8";"10.9";"9.2";"9.1";"9.6";"4.5";"3.8";"5.4";"5.6";"1.9";"1.5";"1.5";"1.6";"3.2";"3.3"
"Sweden";"SWE";"Division 2: Vastra Gotaland";"24-06-2026 14:00";"NS";"Vastra Frolunda";"";"";"Qviding FIF";"";"";"";"";"52";"46";"78";"71";"";"49";"54";"1.8";"1.5";"49";"55";"4.3";"5.8";"10";"30";"30";"40";"50";"40";"30";"30";"20";"30";"60";"50";"80";"70";"70";"70";"50";"60";"1x1";"2x2";"22.1";"2.3";"2.1";"1.5";"1.7";"3.8";"53";"51";"3";"8";"10";"10";"9.8";"12.2";"10.8";"11.4";"10.2";"5.2";"4.6";"5.1";"5.4";"1.3";"1.1";"0.8";"1.4";"2.3";"2.8"
"Tanzania";"TAN";"Ligi kuu Bara";"24-06-2026 10:00";"NS";"Dodoma Jiji";"";"";"JKT Tanzania";"";"";"2.95";"2.30";"52";"56";"34";"34";"5";"45";"47";"1.2";"1";"53";"55";"7.2";"6.4";"7";"71";"0";"29";"30";"20";"30";"40";"40";"40";"40";"33";"60";"60";"70";"60";"70";"80";"0x0";"2x2";"17.3";"1";"1";"1.5";"1.4";"2.4";"50";"51";"8";"6";"10";"10";"7.2";"6.4";"12.6";"8.3";"8";"6.1";"4.1";"3.1";"2.8";"1.9";"3.1";"1.3";"1.4";"3.8";"3.1"
"Tanzania";"TAN";"Ligi kuu Bara";"24-06-2026 10:00";"NS";"Pamba Jiji";"";"";"Mbeya City";"";"";"";"";"52";"49";"37";"17";"";"51";"45";"1";"0.9";"72";"51";"7.4";"9.8";"";"";"";"";"30";"20";"10";"30";"60";"50";"33";"30";"40";"50";"90";"70";"70";"80";"0x0";"1x0";"14";"1.1";"0.5";"1.5";"1.6";"2.4";"47";"46";"7";"15";"10";"10";"8.1";"4.9";"8.6";"6.4";"5";"4.1";"1.9";"3.1";"0.9";"2.4";"1";"1";"1.1";"2.8";"3.1"
"Tanzania";"TAN";"Ligi kuu Bara";"24-06-2026 10:00";"NS";"Young Africans";"";"";"Azam";"";"";"1.52";"5.60";"84";"100";"92";"65";"1";"63";"57";"2.5";"2.5";"77";"85";"5";"5.9";"10";"50";"30";"20";"80";"80";"10";"10";"10";"10";"83";"83";"90";"90";"90";"90";"20";"20";"3x0";"0x2";"19.2";"2.7";"1.9";"0.6";"0.4";"2.8";"56";"55";"1";"3";"10";"10";"13.7";"11.2";"7.3";"6.3";"8.8";"3";"2.5";"7.2";"5";"1.1";"1.1";"1.8";"2.1";"3";"3.1"
"Tanzania";"TAN";"Ligi kuu Bara";"24-06-2026 10:00";"NS";"TRA United SC";"";"";"Coastal Union";"";"";"";"";"84";"60";"44";"54";"";"52";"46";"1.8";"1.7";"68";"61";"7.5";"5.9";"5";"20";"0";"80";"50";"50";"30";"20";"20";"30";"60";"57";"80";"70";"70";"80";"50";"50";"1x0";"1x1";"19.4";"1.3";"1.6";"0.6";"1.3";"2.4";"51";"51";"5";"9";"10";"10";"9.9";"9.4";"9.4";"10.1";"7.8";"3";"3.8";"4.7";"4";"0.9";"1.2";"1.4";"1.4";"2.5";"3.1"
"Tanzania";"TAN";"Ligi kuu Bara";"24-06-2026 10:00";"NS";"Mtibwa Sugar";"";"";"Simba";"";"";"";"";"25";"88";"31";"75";"";"46";"64";"0.5";"2.8";"58";"72";"8.7";"5.4";"10";"0";"70";"30";"10";"90";"20";"10";"70";"0";"17";"93";"30";"100";"80";"90";"90";"10";"0x1";"0x1";"17.9";"0.9";"2.2";"2.3";"0.5";"3";"44";"61";"13";"2";"10";"10";"7.8";"11.9";"9.7";"6.4";"7";"4.8";"2.2";"2.3";"4.7";"1.8";"0.8";"0.8";"2.7";"3";"3.1"
"Tanzania";"TAN";"Ligi kuu Bara";"24-06-2026 10:00";"NS";"KMC";"";"";"Namungo";"";"";"4.50";"1.61";"38";"63";"24";"20";"2";"45";"47";"0.1";"0.6";"52";"60";"9.1";"16.2";"10";"10";"30";"60";"0";"0";"10";"60";"90";"40";"3";"20";"10";"60";"90";"40";"100";"100";"0x1";"0x0";"18.2";"0.7";"0.6";"1.9";"1.2";"2.2";"48";"48";"16";"11";"10";"10";"6.7";"9.7";"9.4";"10.5";"7.7";"4.4";"4.1";"2.9";"4";"1.1";"2";"1.4";"1.3";"3";"3.1"
"Tanzania";"TAN";"Ligi kuu Bara";"24-06-2026 10:00";"NS";"Singida Black Stars";"";"";"Tanzania Prisons";"";"";"";"";"74";"42";"75";"34";"";"55";"40";"2.2";"1.3";"70";"45";"4.6";"4.6";"4";"75";"0";"25";"70";"40";"10";"10";"20";"50";"73";"43";"80";"50";"90";"90";"30";"60";"1x0";"0x1";"17.4";"2.2";"1";"0.9";"1.8";"3";"53";"40";"4";"14";"10";"10";"10.1";"5";"7.7";"12";"6.4";"2.9";"4.1";"4.3";"1.5";"1";"1.9";"1.2";"1.3";"2.7";"3.1"
