"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Result Home HT";"Result Visitor HT";"Odds";"Odds";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Global"
"Tanzania";"TAN";"Ligi kuu Bara";"24-06-2026 10:00";"NS";"Fountain Gate";"";"";"Mashujaa";"";"";"";"";"42";"70";"44";"10";"";"45";"44";"1.3";"0.8";"62";"62";"6.4";"31.3";"6";"33";"17";"50";"40";"10";"10";"50";"50";"40";"43";"27";"50";"60";"90";"50";"60";"90";"0x2";"0x0";"19.2";"1.3";"0.3";"1.8";"1";"2.2";"43";"47";"10";"12";"10";"10";"8.3";"9.4";"10.1";"10.6";"8";"4.9";"4.3";"3.6";"3.2";"1.1";"1.5";"1.6";"1.6";"2.9";"3.1"
"United States";"USA";"USL Championship";"24-06-2026 20:00";"NS";"Miami FC II";"";"";"Orange County";"";"";"";"";"46";"56";"48";"48";"";"44";"43";"1.4";"1.2";"43";"36";"5.9";"5.9";"3";"0";"0";"100";"40";"30";"20";"30";"40";"40";"47";"40";"60";"60";"80";"70";"60";"70";"0x0";"2x1";"24.2";"1.4";"1.4";"1.7";"1.4";"3";"48";"41";"13";"6";"10";"10";"9.9";"11.1";"13.3";"14";"7.6";"4.5";"3.6";"3.3";"3.9";"2.8";"1.8";"2";"2.3";"4.4";"4.7"
"United States";"USA";"USL Championship";"24-06-2026 20:00";"NS";"Charleston Battery";"";"";"Loudoun United";"";"";"";"";"70";"42";"68";"41";"";"58";"49";"1.8";"1";"53";"53";"4.8";"7.2";"10";"60";"0";"40";"50";"20";"30";"40";"20";"40";"60";"33";"80";"60";"70";"60";"50";"80";"4x0";"0x0";"22.8";"2";"1.2";"1";"1.8";"3";"57";"54";"5";"23";"10";"10";"12.9";"11.3";"9.9";"11.5";"8.4";"3.5";"3.8";"5.4";"4";"2.1";"2.7";"2.8";"2.3";"5";"4.7"
"United States";"USA";"USL Championship";"24-06-2026 21:00";"NS";"Colorado Springs";"";"";"San Antonio";"";"";"";"";"66";"56";"61";"54";"";"60";"49";"1.8";"1.7";"54";"48";"6.3";"6";"10";"10";"70";"20";"50";"40";"30";"50";"20";"10";"60";"57";"80";"90";"70";"50";"50";"60";"1x0";"1x2";"24.5";"1.8";"1.6";"1.1";"1.4";"3";"52";"54";"20";"4";"10";"10";"14.6";"13.6";"9.2";"11.5";"7.8";"2.8";"4.3";"3.8";"4.8";"2.7";"2.9";"3.8";"2.9";"6.2";"4.7"
"United States";"USA";"USL League Two";"24-06-2026 16:00";"NS";"Cleveland Force";"";"";"Buffalo";"";"";"";"";"4";"74";"78";"82";"";"49";"58";"1.2";"2.1";"42";"59";"4.6";"7.8";"9";"33";"44";"22";"40";"60";"0";"30";"60";"10";"40";"70";"40";"90";"100";"70";"60";"40";"1x3";"0x0";"24.6";"2.3";"2.4";"2.9";"0.9";"4.2";"49";"52";"5";"1";"10";"10";"10.5";"18.8";"11.5";"8.5";"12.4";"6.2";"4.8";"5.5";"8.2";"1.5";"0.8";"1.8";"1.5";"2.7";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 19:00";"NS";"Louisville City II";"";"";"West Virginia Chaos";"";"";"";"";"70";"80";"78";"58";"";"58";"";"2.1";"2.3";"50";"";"4.7";"7.1";"";"";"";"";"71";"70";"0";"20";"29";"10";"71";"77";"71";"90";"100";"80";"29";"30";"0x2";"0x2";"21.2";"2.3";"1.7";"1";"0.7";"2.8";"50";"46";"2";"1";"7";"10";"10.7";"12";"6.7";"13";"10.1";"3.7";"5.5";"4";"7";"2";"3.5";"3.3";"4";"6.4";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 19:00";"NS";"Colorado ISA";"";"";"Albion Colorado";"";"";"";"";"2";"56";"31";"88";"";"";"";"0.2";"2.2";"";"";"";"";"5";"0";"100";"0";"0";"70";"20";"10";"80";"20";"7";"73";"20";"80";"80";"90";"100";"30";"0x4";"2x3";"";"0.9";"2.6";"4.5";"1.4";"4.7";"";"";"6";"3";"10";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 20:00";"NS";"Kalamazoo FC";"";"";"Midwest United";"";"";"";"";"28";"70";"75";"68";"";"35";"60";"1.3";"1.6";"39";"47";"3.7";"8.8";"9";"33";"44";"22";"40";"50";"10";"10";"50";"40";"43";"53";"50";"60";"90";"90";"60";"50";"1x2";"1x0";"26.2";"2.2";"2";"2.2";"1";"3.7";"46";"43";"4";"3";"10";"10";"8.2";"17.7";"19.8";"6.7";"13";"12.2";"2.3";"2.5";"9";"2.2";"2.3";"1";"2";"3.8";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 20:00";"NS";"AFC Ann Arbor";"";"";"Michigan Bucks";"";"";"";"";"35";"74";"54";"88";"";"52";"56";"1.6";"2.5";"45";"50";"6.7";"5.2";"10";"10";"50";"40";"50";"80";"10";"10";"40";"10";"53";"83";"60";"90";"90";"90";"50";"20";"2x1";"1x2";"24";"1.6";"2.6";"2";"0.9";"3.6";"56";"48";"5";"2";"10";"10";"10.7";"15.5";"12.1";"9.8";"11.1";"6";"3.5";"5";"7.8";"2.9";"1.8";"2";"2.2";"4.4";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 20:00";"NS";"Erie Sports Center";"";"";"Steel City";"";"";"";"";"2";"77";"24";"65";"";"41";"52";"0";"2";"40";"35";"17.1";"3.8";"3";"0";"100";"0";"0";"60";"0";"20";"100";"20";"0";"67";"0";"80";"100";"80";"100";"40";"0x2";"0x0";"23";"0.7";"1.9";"3.7";"0.8";"3.6";"49";"52";"7";"2";"10";"10";"12";"8";"17.7";"8.3";"12.2";"9.7";"4.7";"6";"4";"2.3";"0.7";"1.7";"2";"3.4";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 20:00";"NS";"Real Central New Jersey";"";"";"Lehigh Valley Utd. Sonic";"";"";"";"";"56";"56";"51";"85";"";"49";"55";"1.3";"2.4";"50";"64";"8.7";"6.8";"10";"80";"20";"0";"40";"80";"10";"0";"50";"20";"43";"80";"50";"80";"90";"100";"60";"20";"0x1";"1x3";"26.4";"1.5";"2.5";"1.4";"1.4";"3.4";"43";"45";"3";"1";"10";"10";"13";"17";"9";"13.7";"12.3";"4";"7.3";"6.3";"7";"1.3";"1";"2";"1.3";"2.8";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 20:00";"NS";"Connecticut Rush";"";"";"New England SC";"";"";"";"";"49";"56";"48";"85";"";"48";"58";"1.1";"2.7";"39";"48";"7.6";"5.7";"";"";"";"";"33";"90";"11";"0";"56";"10";"37";"90";"44";"90";"89";"100";"67";"10";"3x1";"1x2";"24.4";"1.4";"2.5";"1.6";"1.4";"3.4";"52";"54";"6";"1";"9";"10";"10.6";"14.3";"12.6";"11.4";"10.9";"6.4";"4";"5";"6.4";"2.7";"2.3";"2.6";"2";"4.8";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 20:00";"NS";"Hickory";"";"";"Tobacco Road";"";"";"";"";"77";"18";"65";"71";"";"";"43";"2.2";"0.9";"";"41";"";"";"";"";"";"";"70";"20";"10";"30";"20";"50";"73";"30";"80";"50";"90";"70";"30";"80";"2x1";"1x0";"";"1.9";"2.1";"0.8";"2.5";"3.6";"";"51";"3";"9";"10";"10";"";"9.6";"";"13.2";"";"";"7.2";"";"4.8";"";"1.8";"";"3";"";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 20:00";"NS";"Santafé Wanderers";"";"";"Sunflower State";"";"";"";"";"46";"25";"58";"54";"";"50";"56";"1.5";"1";"50";"60";"7.5";"7.7";"3";"33";"33";"33";"40";"30";"30";"10";"30";"60";"50";"33";"70";"40";"70";"90";"60";"70";"1x1";"3x1";"24.5";"1.7";"1.6";"1.7";"2.3";"3.6";"55";"48";"5";"4";"10";"10";"12.7";"12.3";"13";"11";"12.5";"5.7";"5.7";"7";"6.7";"2.3";"2.5";"2";"3";"4.9";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 20:00";"NS";"Patuxent";"";"";"Loudoun United II";"";"";"";"";"2";"7";"14";"65";"";"30";"49";"0.1";"1.1";"40";"59";"10";"5.7";"";"";"";"";"0";"33";"10";"11";"90";"56";"3";"37";"10";"44";"90";"89";"100";"67";"0x7";"4x1";"23";"0.4";"1.9";"4.3";"2.8";"4.7";"36";"47";"11";"9";"10";"9";"4";"10.9";"18.8";"12.3";"10.6";"9.8";"5.6";"0.8";"5.1";"3.2";"2.3";"0.5";"2.1";"4.1";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 20:00";"NS";"Brave";"";"";"Inter Gainesville";"";"";"";"";"84";"42";"78";"17";"";"53";"54";"1.9";"0.8";"52";"51";"6.2";"30";"6";"67";"33";"0";"50";"20";"40";"20";"10";"60";"63";"27";"90";"40";"60";"80";"50";"80";"0x0";"1x0";"26";"2.3";"0.5";"0.6";"1.8";"2.6";"57";"38";"3";"6";"10";"10";"14.2";"15";"11.8";"11";"10.4";"3.2";"6";"6.6";"5";"2";"0.5";"1.8";"1.5";"2.9";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 20:00";"NS";"Colorado Storm";"";"";"Real Colorado";"";"";"";"";"70";"21";"100";"82";"";"";"";"2.7";"1.7";"";"";"";"";"";"";"";"";"90";"57";"0";"0";"10";"43";"90";"57";"90";"57";"100";"100";"10";"43";"2x1";"4x1";"";"3.3";"2.4";"1";"2.4";"4.6";"";"";"2";"4";"10";"7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 20:00";"NS";"Ballard";"";"";"West Seattle Junction";"";"";"";"";"80";"46";"82";"75";"";"58";"54";"2.5";"1.6";"64";"61";"4.6";"5.1";"3";"67";"0";"33";"80";"50";"10";"10";"10";"40";"83";"53";"90";"60";"90";"90";"20";"50";"2x0";"1x2";"18.3";"2.4";"2.2";"0.7";"1.7";"3.5";"56";"52";"2";"7";"10";"10";"11";"11.2";"6";"8.4";"7.8";"2.2";"3.4";"6";"4";"1.7";"1.6";"1.2";"3.8";"4.1";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 20:00";"NS";"Miami AC";"";"";"Miami";"";"";"";"";"2";"14";"41";"51";"";"39";"34";"1.1";"1";"37";"31";"6.6";"4.5";"7";"43";"29";"29";"30";"30";"20";"10";"50";"60";"37";"33";"50";"40";"80";"90";"70";"70";"0x0";"2x3";"22.6";"1.2";"1.5";"3.4";"2.6";"4.4";"48";"45";"3";"6";"10";"10";"7.9";"6.7";"17.1";"13.5";"9.1";"7.1";"5.5";"2.6";"3";"2.4";"3.5";"1.4";"2.5";"5";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 20:00";"NS";"Fort Lauderdale United";"";"";"Weston";"";"";"";"";"100";"42";"65";"34";"";"67";"48";"2.5";"1";"62";"43";"6.8";"9";"3";"67";"0";"33";"80";"30";"10";"10";"10";"60";"83";"33";"90";"40";"90";"90";"20";"70";"3x0";"3x0";"18.2";"1.9";"1";"0.4";"1.8";"2.6";"55";"48";"1";"4";"10";"10";"13";"9";"4.6";"9.9";"7.2";"1.3";"4.8";"5.1";"3.1";"1";"3.1";"2.3";"2.6";"4.6";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 20:30";"NS";"Bethesda SC";"";"";"Annapolis Blues";"";"";"";"";"18";"49";"68";"85";"";"40";"65";"1.2";"1.6";"51";"81";"2.4";"6.2";"";"";"";"";"38";"50";"12";"10";"50";"40";"42";"53";"50";"60";"88";"90";"62";"50";"0x3";"2x0";"19.9";"2";"2.5";"2.5";"1.6";"4.3";"47";"59";"8";"5";"8";"10";"4.7";"15.4";"13.7";"6.1";"9.6";"6.3";"3.2";"3";"6.6";"2";"1.5";"1";"2.2";"3.4";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 20:30";"NS";"Westchester Flames";"";"";"Hudson Valley Hammers";"";"";"";"";"4";"46";"51";"75";"";"42";"51";"0.5";"1.9";"47";"48";"5.3";"6.7";"7";"0";"71";"29";"10";"60";"20";"10";"70";"30";"17";"63";"30";"70";"80";"90";"90";"40";"1x3";"1x2";"26.8";"1.5";"2.2";"2.9";"1.7";"4.2";"44";"52";"9";"6";"10";"10";"8";"14.7";"17.8";"13";"12";"8.2";"5.3";"3.6";"6.8";"1.6";"2.2";"1.2";"2";"3.5";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 20:30";"NS";"Morris Elite";"";"";"New Jersey Copa";"";"";"";"";"28";"0";"37";"44";"";"45";"32";"1.3";"0.7";"51";"41";"9.2";"9.1";"9";"22";"67";"11";"40";"20";"10";"10";"50";"70";"43";"23";"50";"30";"90";"90";"60";"80";"0x4";"4x1";"27.4";"1.1";"1.3";"2.2";"3";"3.8";"48";"44";"10";"7";"10";"10";"10.1";"11.8";"15.2";"17.8";"12.2";"6.6";"8.8";"4.6";"4.5";"2.8";"3.3";"1.9";"2.3";"5.2";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 20:30";"NS";"Ironbound";"";"";"FC Motown II";"";"";"";"";"56";"80";"65";"100";"";"50";"59";"2";"2.8";"57";"68";"6.2";"3.8";"4";"0";"100";"0";"60";"90";"20";"10";"20";"0";"67";"93";"80";"100";"80";"90";"40";"10";"1x0";"1x3";"22.9";"1.9";"3.6";"1.4";"0.7";"3.8";"48";"57";"2";"1";"10";"10";"11.8";"13.6";"12.5";"8";"11.1";"7";"3.4";"4.8";"7";"1.5";"1";"1.2";"1.4";"2.6";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 20:45";"NS";"Northern Virginia";"";"";"Hill City";"";"";"";"";"38";"38";"78";"99";"";"59";"40";"1.2";"1.6";"67";"33";"5.2";"3.2";"";"";"";"";"30";"50";"30";"12";"40";"38";"40";"54";"60";"62";"70";"88";"70";"50";"0x1";"0x0";"23.8";"2.3";"2.9";"1.9";"1.9";"4.5";"60";"46";"7";"6";"10";"8";"13";"9.3";"10.2";"15";"10";"4";"7.7";"4.2";"4";"1.8";"1.7";"2.2";"1.3";"3.5";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 21:00";"NS";"Sueno";"";"";"River Light";"";"";"";"";"66";"38";"100";"68";"";"55";"50";"1.8";"1.4";"76";"76";"4.2";"7";"5";"40";"60";"0";"60";"40";"0";"20";"40";"40";"60";"47";"60";"60";"100";"80";"40";"60";"1x2";"1x2";"25.6";"3.3";"2";"1.1";"1.9";"4.2";"52";"50";"2";"7";"10";"10";"14";"14.1";"10.3";"12.8";"11.8";"4";"6.8";"6.7";"6.1";"1.2";"2";"3.5";"1";"3.9";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 21:00";"NS";"Rockford Raptors";"";"";"Edgewater Castle";"";"";"";"";"18";"10";"51";"58";"";"45";"49";"1.1";"1";"58";"50";"8.3";"6.5";"";"";"";"";"38";"33";"0";"0";"62";"67";"38";"33";"38";"33";"100";"100";"62";"67";"1x4";"2x1";"23.5";"1.5";"1.7";"2.5";"2.7";"4.2";"46";"49";"6";"8";"8";"6";"12.5";"11";"13";"10.5";"11.6";"7";"5";"6";"5.2";"0.3";"2.5";"1";"2.2";"3";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 21:00";"NS";"Minneapolis City";"";"";"RKC";"";"";"";"";"74";"74";"100";"51";"";"60";"56";"2.5";"1.7";"52";"56";"4.5";"6.8";"7";"14";"71";"14";"80";"50";"10";"20";"10";"30";"83";"57";"90";"70";"90";"80";"20";"50";"1x0";"1x3";"21.2";"3.3";"1.5";"0.9";"0.9";"3.3";"54";"53";"1";"3";"10";"10";"15";"10.2";"8";"9.3";"10.1";"3.2";"3.7";"8";"5.3";"3.2";"1.5";"2";"1.3";"4";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 21:00";"NS";"Charlottesville Blues";"";"";"Lionsbridge";"";"";"";"";"80";"66";"54";"100";"";"54";"64";"1.8";"2.5";"63";"82";"9.2";"4.2";"4";"25";"50";"25";"50";"80";"30";"10";"20";"10";"60";"83";"80";"90";"70";"90";"50";"20";"0x0";"0x2";"21.5";"1.6";"3.5";"0.7";"1.1";"3.4";"54";"58";"3";"1";"10";"10";"14.8";"14.8";"9.2";"4.2";"9.4";"2.6";"2.2";"6.6";"7.2";"1.8";"2";"1.5";"3.2";"4.2";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 21:00";"NS";"Mississippi Brilla";"";"";"Memphis";"";"";"";"";"49";"28";"37";"27";"";"";"";"0.9";"0.5";"";"";"";"";"4";"75";"0";"25";"20";"10";"30";"20";"50";"70";"30";"17";"50";"30";"70";"80";"80";"90";"0x1";"1x0";"";"1.1";"0.8";"1.6";"2.2";"2.8";"";"";"5";"6";"10";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 21:00";"NS";"Davis Legacy";"";"";"Project 51O";"";"";"";"";"35";"66";"54";"71";"";"61";"55";"1.1";"2.3";"56";"49";"7.4";"6.3";"7";"14";"86";"0";"30";"70";"20";"20";"50";"10";"37";"77";"50";"90";"80";"80";"70";"30";"0x1";"1x2";"21.4";"1.6";"2.1";"2";"1.1";"3.4";"54";"54";"5";"2";"10";"10";"11.8";"13.2";"9.5";"8.2";"10.2";"5";"4";"4.5";"7";"2.2";"2.5";"2";"1.2";"4";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 21:00";"NS";"Lubbock Matadors";"";"";"McKinney Chupacabras";"";"";"";"";"60";"28";"58";"65";"";"54";"60";"1.4";"1.9";"50";"73";"6.8";"6.5";"";"";"";"";"40";"60";"20";"10";"40";"30";"47";"63";"60";"70";"80";"90";"60";"40";"1x2";"1x2";"21.1";"1.7";"1.9";"1.3";"2.2";"3.6";"54";"56";"4";"1";"10";"10";"11.5";"12.3";"10";"8.3";"11.6";"6";"4.2";"7.5";"5.7";"2.3";"2.4";"2";"3";"4.8";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 21:00";"NS";"GFI";"";"";"Twin City Toucans";"";"";"";"";"32";"18";"78";"44";"";"";"48";"1.4";"0.9";"";"52";"";"";"3";"100";"0";"0";"40";"30";"20";"0";"40";"70";"47";"30";"60";"30";"80";"100";"60";"70";"0x0";"1x0";"";"2.3";"1.3";"2.1";"2.5";"4.1";"";"54";"2";"7";"10";"10";"";"11.5";"";"12.5";"";"";"5.5";"";"5.5";"";"3.3";"";"2.3";"";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 21:00";"NS";"Houston Sur";"";"";"AHFC Royals";"";"";"";"";"2";"52";"34";"82";"";"30";"40";"0.2";"1.4";"33";"45";"6.3";"5.1";"10";"20";"60";"20";"0";"30";"20";"50";"80";"20";"7";"47";"20";"80";"80";"50";"100";"70";"0x3";"2x2";"27.5";"1";"2.4";"3.5";"1.5";"4.2";"45";"44";"9";"4";"10";"10";"6.3";"12.3";"22.3";"14";"13.4";"9.3";"7";"3.3";"7";"2";"3.5";"1.3";"3";"4.9";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 21:30";"NS";"West Texas";"";"";"Fort Worth Vaqueros";"";"";"";"";"56";"2";"71";"7";"";"52";"30";"1.7";"0";"72";"49";"4.8";"18";"7";"86";"14";"0";"50";"0";"20";"0";"30";"100";"57";"0";"70";"0";"80";"100";"50";"100";"0x1";"1x0";"18.4";"2.1";"0.2";"1.4";"3.5";"3.6";"44";"38";"5";"6";"10";"10";"10";"3.6";"9.5";"13.8";"7.6";"3.5";"5.8";"4";"1.8";"2";"1.2";"2.5";"0.8";"3.2";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 22:00";"NS";"Marin";"";"";"San Juan SC";"";"";"";"";"2";"10";"71";"34";"";"43";"47";"1";"0.4";"41";"47";"6";"12.3";"2";"0";"100";"0";"30";"10";"10";"10";"60";"80";"33";"13";"40";"20";"90";"90";"70";"90";"1x3";"2x1";"27.3";"2.1";"1";"3.3";"2.7";"4.6";"51";"50";"6";"8";"10";"10";"12.6";"12.3";"16";"13.7";"13.8";"8.6";"5.7";"8.2";"5.2";"2.5";"2.2";"1.3";"2.2";"4";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 22:00";"NS";"Lonestar";"";"";"San Antonio II";"";"";"";"";"56";"21";"44";"71";"";"56";"";"1.2";"1.7";"75";"";"";"";"";"";"";"";"30";"57";"30";"0";"40";"43";"40";"57";"60";"57";"70";"100";"70";"43";"1x1";"0x3";"";"1.3";"2.1";"1.4";"2.4";"3.6";"44";"";"5";"3";"10";"7";"16.5";"";"11.5";"";"";"5";"";"4.5";"";"1";"";"4";"";"";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 23:00";"NS";"Ventura County Fusion";"";"";"So Cal Eagles";"";"";"";"";"88";"21";"71";"34";"";"65";"45";"2.3";"0.8";"51";"45";"6.2";"9.3";"10";"80";"10";"10";"70";"20";"20";"20";"10";"60";"77";"27";"90";"40";"80";"80";"30";"80";"2x0";"0x0";"21.3";"2.1";"1";"0.5";"2.4";"3";"54";"42";"1";"7";"10";"10";"13";"9.3";"6.3";"14";"7.8";"1.3";"8.3";"3";"3";"2";"1.8";"1.3";"1.2";"3.2";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 23:00";"NS";"Academica";"";"";"San Francisco City";"";"";"";"";"38";"66";"44";"95";"";"46";"53";"0.9";"2.2";"45";"41";"9.8";"4.2";"6";"50";"0";"50";"20";"70";"30";"10";"50";"20";"30";"73";"50";"80";"70";"90";"80";"30";"0x2";"0x3";"23.2";"1.3";"2.8";"1.9";"1.1";"3.6";"46";"54";"7";"1";"10";"10";"12.8";"11.7";"13.5";"8.5";"12.4";"8";"4.7";"6.2";"5.8";"2.2";"1.8";"2.8";"2.8";"4.8";"4.1"
"United States";"USA";"USL League Two";"24-06-2026 23:30";"NS";"Stars FC";"";"";"City SC";"";"";"";"";"66";"49";"65";"65";"";"47";"54";"1.5";"1.5";"47";"50";"6.5";"6.3";"3";"0";"100";"0";"40";"50";"30";"0";"30";"50";"50";"50";"70";"50";"70";"100";"60";"50";"1x1";"1x2";"22.3";"1.9";"1.9";"1.1";"1.6";"3.2";"50";"53";"3";"5";"10";"10";"12.4";"12";"12.9";"7.3";"10.6";"6.6";"3";"5.3";"6.3";"3.8";"1.8";"1.8";"2.5";"4.9";"4.1"
"United States";"USA";"USL League One";"24-06-2026 20:00";"NS";"Portland Hearts of Pine";"";"";"Richmond Kickers";"";"";"";"";"21";"38";"51";"34";"";"44";"45";"1.1";"1";"49";"47";"5.2";"8.7";"2";"50";"0";"50";"30";"30";"20";"10";"50";"60";"37";"33";"50";"40";"80";"90";"70";"70";"1x5";"2x1";"27.6";"1.5";"1";"2.4";"1.9";"3.4";"52";"45";"12";"14";"10";"10";"11.5";"12.1";"15.8";"15.9";"10.2";"6.4";"6.1";"3.8";"4.1";"2.2";"3.7";"2.4";"2.5";"5.4";"5.2"
"United States";"USA";"USL League One";"24-06-2026 20:00";"CANCELLED";"NY Cosmos";"";"";"Tormenta";"";"";"";"";"10";"80";"44";"88";"";"46";"52";"0.7";"2.6";"53";"52";"6.8";"4.8";"";"";"";"";"20";"80";"10";"20";"70";"0";"23";"87";"30";"100";"90";"80";"80";"20";"1x2";"1x2";"26.3";"1.3";"2.6";"2.7";"0.7";"3.6";"45";"53";"17";"18";"10";"10";"12.6";"13.7";"15";"11.3";"10";"6.2";"4";"4";"5.8";"3.2";"3.5";"2.7";"2.8";"6.1";"5.2"
"United States";"USA";"USL League One";"24-06-2026 21:30";"NS";"Corpus Christi";"";"";"Alta";"";"";"";"";"52";"74";"31";"58";"";"45";"40";"1.2";"2";"41";"39";"7.7";"3.5";"";"";"";"";"30";"60";"30";"20";"40";"20";"40";"67";"60";"80";"70";"80";"70";"40";"0x3";"1x2";"23.3";"0.9";"1.7";"1.5";"0.9";"2.5";"46";"50";"15";"4";"10";"10";"9.1";"7.9";"13.2";"16.4";"7.4";"4.7";"4.2";"3.1";"2.7";"3.5";"2.9";"2.9";"2.6";"6";"5.2"
"United States";"USA";"USL League One";"24-06-2026 22:00";"NS";"Spokane Velocity";"";"";"Westchester SC";"";"";"";"";"66";"46";"44";"48";"";"49";"48";"1.9";"0.8";"47";"54";"6.5";"7";"3";"100";"0";"0";"60";"20";"10";"20";"30";"60";"63";"27";"70";"40";"90";"80";"40";"80";"1x0";"1x0";"24.7";"1.3";"1.4";"1.1";"1.7";"2.8";"50";"52";"5";"11";"10";"10";"11.5";"12.2";"11.8";"13.9";"8.4";"3.2";"5.1";"3.9";"4.7";"1.6";"2.2";"2.3";"2.8";"4.4";"5.2"
"United States";"USA";"NPSL";"24-06-2026 19:00";"NS";"Newport";"";"";"Santa Cruz FC";"";"";"";"";"2";"38";"54";"37";"";"";"";"0.8";"1.3";"";"";"";"";"";"";"";"";"20";"43";"20";"0";"60";"57";"27";"43";"40";"43";"80";"100";"80";"57";"0x2";"2x0";"";"1.6";"1.1";"3.4";"1.9";"4";"";"";"5";"4";"5";"7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4.5"
"United States";"USA";"NPSL";"24-06-2026 19:30";"NS";"Virginia Dream";"";"";"Alexandria Reds";"";"";"";"";"60";"70";"100";"85";"";"47";"49";"2.2";"1.8";"58";"51";"3.8";"3.9";"6";"17";"33";"50";"70";"60";"10";"0";"20";"40";"73";"60";"80";"60";"90";"100";"30";"40";"0x2";"1x2";"23.9";"3.4";"2.5";"1.3";"1";"4.1";"51";"52";"4";"2";"10";"10";"13";"9.8";"13";"12";"9.2";"5.7";"4.8";"5.3";"2.8";"1.7";"1.5";"3";"1";"3.6";"4.5"
"United States";"USA";"NPSL";"24-06-2026 20:00";"NS";"FC Pride";"";"";"Gio's Lions";"";"";"";"";"66";"42";"100";"78";"";"64";"56";"2.2";"1.6";"64";"61";"5";"6.7";"3";"67";"0";"33";"70";"50";"10";"10";"20";"40";"73";"53";"80";"60";"90";"90";"30";"50";"1x0";"0x1";"24.8";"3.1";"2.3";"1.1";"1.8";"4.2";"54";"52";"2";"3";"10";"10";"15.5";"15.5";"9";"9.8";"13.2";"5.5";"6";"7.5";"7.5";"1.8";"2.5";"2.2";"2";"4.2";"4.5"
"United States";"USA";"NPSL";"24-06-2026 20:00";"NS";"Niagara 1812";"";"";"Buffalo Stallions";"";"";"";"";"2";"2";"34";"34";"";"";"41";"0.5";"0.4";"";"42";"";"";"";"";"";"";"10";"10";"20";"10";"70";"80";"17";"13";"30";"20";"80";"90";"90";"90";"1x3";"3x0";"";"1";"1";"3.1";"3.3";"4.2";"";"41";"6";"7";"10";"10";"";"11.7";"";"14.7";"";"";"7";"";"4.7";"";"1.3";"";"1";"";"4.5"
"United States";"USA";"NPSL";"24-06-2026 20:00";"NS";"Cleveland SC";"";"";"Rochester New York II";"";"";"";"";"77";"38";"75";"37";"";"50";"";"2.2";"0.6";"50";"";"";"";"2";"0";"50";"50";"70";"10";"10";"30";"20";"60";"73";"20";"80";"40";"90";"70";"30";"90";"3x0";"2x0";"";"2.2";"1.1";"0.8";"1.9";"3";"51";"";"2";"5";"10";"10";"13.7";"";"10.7";"";"";"4.3";"";"7.7";"";"1.7";"";"2.3";"";"";"4.5"
