"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Result Home HT";"Result Visitor HT";"Odds";"Odds";"Odds";"Odds";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Global";"Global";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Global"
"Canada";"CAN";"Premier League";"09-06-2026 20:00";"FT";"Atlético Ottawa";"5";"3";"Supra du Québec";"1";"3";"1.91";"3.46";"";"";"5";"4";"78";"44";"1";"44";"44";"67";"";"2.4";"2";"1.3";"1.3";"0.7";"1.3";"67";"33";"33";"84";"2.4";"22.2";"7.2";"9.5";"2.3";"1.3";"9";"80";"60";"67";"33";"";"";"0.3";"0.3";"0";"0";"2";"0.3";"0.7";"1.3";"1";"1";"";"67";"33";"3";"3.3";"5";"7.7";"9.5";"66";"66"
"Europe";"EUR";"Baltic Cup";"09-06-2026 12:00";"FT";"Latvia";"0";"1";"Faroe Islands";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Europe";"EUR";"Baltic Cup";"09-06-2026 13:00";"FT";"Estonia";"1";"0";"Lithuania";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Paraguay";"PAR";"Copa Paraguay";"09-06-2026 13:00";"FT";"Fulgencio Yegros";"2";"1";"Capitán Figari";"2";"1";"1.63";"4.45";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Paraguay";"PAR";"Copa Paraguay";"09-06-2026 15:30";"FT";"12 de Octubre SD";"0";"4";"24 de Setiembre";"0";"2";"3.02";"1.91";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Paraguay";"PAR";"Copa Paraguay";"09-06-2026 18:00";"FT";"General Díaz";"5";"1";"Oriental";"4";"1";"1.21";"9.81";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Argentina";"ARG";"Reserve League";"09-06-2026 15:00";"FT";"Lanús Res.";"0";"4";"Independiente Res.";"0";"3";"2.09";"3.04";"";"";"3";"5";"75";"46";"5";"82";"41";"75";"";"3.1";"2";"2.4";"1.2";"1.4";"1.1";"44";"75";"44";"62";"2.5";"18.8";"8";"9";"2.2";"1.4";"9";"56";"66";"50";"38";"";"";"0.9";"0.4";"0.4";"0.5";"2";"1";"1";"0.6";"1.5";"0.9";"";"75";"38";"5.5";"5.1";"2.4";"4.9";"9.1";"56";"38"
"Argentina";"ARG";"Reserve League";"09-06-2026 15:00";"FT";"Belgrano Córdoba Res.";"1";"1";"Atlético Rafaela Res.";"0";"0";"1.29";"8.12";"";"";"12";"34";"67";"12";"3";"65";"37";"88";"";"3.3";"3";"1.9";"1.1";"1.4";"2.2";"62";"94";"68";"56";"2.5";"19.8";"9.1";"9.2";"2";"0.4";"9";"56";"28";"50";"38";"";"";"0.9";"0.9";"1";"1";"1.4";"1.9";"0.4";"1.2";"1";"0.2";"";"62";"12";"6.2";"4.1";"4";"4.1";"9.1";"81";"69"
"Argentina";"ARG";"Reserve League";"09-06-2026 15:00";"FT";"Deportivo Riestra Res.";"1";"0";"Platense Res.";"1";"0";"2.24";"2.96";"";"";"24";"21";"58";"42";"5";"71";"20";"75";"";"2.4";"2";"2.1";"0.6";"0.8";"1.4";"25";"75";"56";"82";"2.5";"16.2";"7.3";"9";"1.8";"1.2";"9";"77";"56";"75";"62";"";"";"0.9";"0.2";"0.2";"0.6";"1.5";"1";"0.5";"0.8";"1.2";"0.4";"";"50";"38";"3.9";"3.9";"5.5";"4.8";"9.1";"68";"62"
"Argentina";"ARG";"Reserve League";"09-06-2026 15:00";"FT";"Aldosivi Res.";"1";"0";"Gimnasia Mendoza Res.";"1";"0";"2.65";"2.50";"";"";"33";"26";"38";"38";"5";"37";"31";"69";"";"2.4";"2";"1.1";"0.9";"1.6";"1.2";"44";"75";"50";"75";"2.5";"19";"8.5";"9.8";"1.1";"1.1";"9";"49";"63";"62";"38";"";"";"0.6";"0.5";"0.6";"0.4";"1.4";"1";"1";"0.9";"0.5";"0.4";"";"38";"25";"2.9";"4.8";"4.1";"7.8";"9.1";"75";"62"
"Argentina";"ARG";"Reserve League";"09-06-2026 19:00";"FT";"Central Córdoba SdE Res.";"2";"0";"Colón Res.";"1";"0";"1.95";"3.55";"";"";"29";"30";"46";"21";"1";"41";"31";"75";"";"2.8";"2";"1.2";"0.9";"1.9";"1.5";"68";"75";"50";"69";"2.5";"16";"7.4";"10.6";"1.4";"0.6";"9";"38";"52";"50";"50";"";"";"0.8";"0.4";"1";"0.5";"1.4";"1.4";"0.9";"1";"0.5";"0.5";"";"38";"12";"6.4";"3.9";"4.8";"6.2";"9.1";"81";"62"
"Argentina";"ARG";"Reserve League";"09-06-2026 19:00";"FT";"River Plate Res.";"2";"1";"Rosario Central Res.";"0";"1";"1.95";"3.47";"";"";"14";"11";"62";"50";"1";"51";"51";"75";"";"2.4";"2";"1.5";"1.5";"0.9";"1";"50";"75";"38";"82";"2.5";"20.8";"9.8";"8.7";"1.9";"1.5";"9";"74";"70";"38";"38";"";"";"0.6";"0.5";"0.4";"0.6";"1.4";"1";"0.5";"0.4";"0.9";"1";"";"50";"38";"6.5";"5.8";"2.8";"2.5";"9.1";"68";"38"
"Aruba";"ARU";"Division de Honor";"09-06-2026 21:30";"FT";"Britannia";"0";"0";"Sporting";"0";"0";"1.44";"5.33";"";"";"1";"2";"62";"50";"1";"54";"65";"73";"";"3.5";"4";"1.6";"1.9";"1.3";"2.2";"54";"93";"60";"68";"4.4";"18.2";"7.6";"7";"1.9";"1.5";"7";"60";"28";"57";"50";"";"";"0.9";"0.8";"0.7";"1.5";"1.6";"1.9";"0.6";"0.8";"0.7";"1.1";"";"57";"50";"3.7";"2.7";"3";"4.5";"8.1";"32";"24"
"Australia";"AUS";"Queensland Premier League 3 Metro";"09-06-2026 07:00";"FT";"North Lakes United";"1";"1";"Univ. Queensland";"1";"1";"2.05";"2.64";"";"";"6";"9";"39";"28";"5";"75";"75";"100";"";"4.8";"5";"2.2";"2.2";"2";"3.2";"100";"67";"92";"34";"4.6";"31.8";"19.8";"10.8";"1.2";"0.8";"11";"35";"2";"17";"50";"";"";"1";"1.3";"0.3";"1";"2.9";"1.8";"1.7";"2.2";"1.2";"0.8";"";"33";"17";"4.8";"5.5";"7.8";"3.7";"10.6";"84";"71"
"Australia";"AUS";"Queensland Premier League 3 Metro";"09-06-2026 07:00";"FT";"Ipswich Knights";"6";"4";"Logan Roos";"5";"3";"1.89";"2.76";"";"";"12";"7";"33";"60";"1";"44";"88";"92";"";"4.4";"4";"1.3";"2.6";"2";"3";"75";"82";"84";"44";"4.6";"23.7";"13.4";"11.6";"1";"1.8";"11";"35";"0";"33";"60";"";"";"0.5";"0.8";"1.3";"1";"2.6";"1.8";"0.7";"2";"0.8";"1.8";"";"33";"60";"5.8";"5.6";"5.5";"6.4";"10.6";"88";"78"
"Australia";"AUS";"Queensland Premier League 3 Metro";"09-06-2026 07:30";"FT";"Yeronga Eagles";"6";"0";"Mt Gravatt Hawks";"4";"0";"1.29";"6.58";"";"";"3";"10";"72";"25";"3";"100";"51";"92";"";"3.6";"4";"3.2";"1.5";"0.8";"1.8";"62";"84";"71";"62";"4.6";"26.2";"15.8";"12.1";"2.2";"0.8";"11";"77";"42";"50";"25";"";"";"1.5";"0.8";"0.2";"0.8";"2";"1.6";"0.7";"1";"1.7";"0.8";"";"67";"25";"7.2";"3";"5";"9";"10.6";"100";"100"
"Australia";"AUS";"Brisbane Reserves Premier League";"09-06-2026 05:00";"FT";"North Lakes United U23";"2";"1";"Univ. Queensland U23";"";"";"";"";"";"";"3";"9";"22";"61";"";"68";"100";"100";"";"4.9";"5";"2";"3.5";"2.8";"1.5";"66";"";"92";"33";"4.6";"";"";"";"0.7";"1.8";"";"7";"52";"50";"33";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"17";"50";"";"";"";"";"0";"";""
"Australia";"AUS";"Brisbane Reserves Premier League";"09-06-2026 05:00";"FT";"Ipswich Knights U23";"4";"2";"Logan Roos U23";"";"";"";"";"";"";"6";"11";"39";"20";"";"61";"27";"100";"";"5";"5";"1.8";"0.8";"2";"5.4";"64";"";"84";"35";"4.6";"";"";"";"1.2";"0.6";"";"35";"2";"50";"60";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"33";"20";"";"";"";"";"0";"";""
"Australia";"AUS";"Brisbane Reserves Premier League";"09-06-2026 05:30";"FT";"Yeronga Eagles U23";"3";"1";"Mt Gravatt U23";"";"";"";"";"";"";"2";"10";"67";"25";"";"85";"41";"88";"";"4";"4";"2.5";"1.2";"1.5";"2.8";"42";"";"71";"50";"4.6";"";"";"";"2";"0.8";"";"52";"7";"50";"50";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"67";"25";"";"";"";"";"0";"";""
"Australia";"AUS";"Brisbane Reserves Premier League";"09-06-2026 06:00";"FT";"North Brisbane U23";"8";"2";"Springfield United U23";"";"";"";"";"";"";"7";"12";"67";"50";"";"75";"58";"92";"";"4";"4";"2.2";"1.7";"1.7";"2.7";"66";"";"83";"58";"4.6";"";"";"";"2";"1.5";"";"46";"10";"50";"17";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"67";"50";"";"";"";"";"0";"";""
"Australia";"AUS";"Brisbane Reserves Premier League";"09-06-2026 06:15";"FT";"Newmarket U23";"5";"1";"North Pine U23";"";"";"";"";"";"";"8";"5";"67";"50";"";"100";"75";"90";"";"4.9";"5";"3.8";"2.2";"2.2";"1.7";"64";"";"74";"35";"4.6";"";"";"";"2";"1.5";"";"28";"46";"40";"50";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"60";"50";"";"";"";"";"0";"";""
"Australia";"AUS";"Queensland Premier League";"09-06-2026 06:30";"FT";"Ipswich";"0";"1";"Robina City";"0";"0";"1.78";"3.74";"";"";"3";"9";"57";"13";"1";"44";"41";"78";"";"2.8";"3";"1.3";"1.2";"0.7";"2.4";"62";"76";"54";"56";"3.5";"20.8";"9.7";"10.6";"1.7";"0.4";"10";"80";"21";"57";"60";"";"";"0.4";"0.2";"0.4";"1";"1.8";"1";"0.3";"1.4";"0.9";"1";"";"43";"0";"5.7";"6.8";"4.4";"4.2";"10.2";"66";"58"
"Australia";"AUS";"Queensland Premier League 2";"09-06-2026 07:15";"FT";"Virginia United";"2";"1";"Samford Rangers";"0";"0";"1.44";"5.03";"";"";"7";"11";"8";"8";"1";"41";"34";"88";"";"3.5";"4";"1.2";"1";"2.8";"2";"62";"50";"50";"62";"3.8";"27.1";"17";"10.6";"0.2";"0.2";"11";"7";"35";"50";"25";"";"";"0.5";"0.5";"0.8";"0.2";"2.5";"1";"2";"1.8";"0.8";"0.5";"";"0";"0";"4.5";"4";"5.8";"7";"10.9";"62";"62"
"Australia";"AUS";"Queensland NPL Youth League";"09-06-2026 06:30";"FT";"Rochedale Rovers U23";"10";"0";"Magic United U23";"0";"0";"1.04";"33.15";"";"";"2";"12";"89";"8";"3";"85";"17";"92";"";"3.8";"3";"2.5";"0.5";"1";"3.8";"50";"80";"71";"46";"4.1";"24";"11.8";"9.8";"2.7";"0.2";"8";"70";"2";"33";"25";"";"";"1.6";"0";"0.2";"1.7";"1.8";"1.4";"1.2";"3.3";"1.2";"0.7";"";"83";"0";"4.8";"3";"2.8";"9";"9.9";"64";"54"
"Australia";"AUS";"Northern NSW State League 1 Reserves";"09-06-2026 05:00";"FT";"Singleton Strikers Res.";"1";"2";"Cessnock City Res.";"";"";"";"";"";"";"6";"9";"0";"25";"";"10";"17";"71";"";"2.2";"";"0.3";"0.5";"1.7";"2";"29";"";"42";"88";"";"";"";"";"0";"0.8";"";"46";"35";"67";"50";"";"";"";"";"";"";"0";"0.1";"";"";"";"";"";"0";"25";"";"";"";"";"";"";""
"Australia";"AUS";"Northern NSW State League 1";"09-06-2026 07:00";"POSTPONED";"Singleton Strikers";"";"";"Cessnock City";"";"";"";"";"";"";"8";"7";"11";"25";"";"34";"41";"58";"";"2.6";"3";"1";"1.2";"1.7";"1.2";"46";"38";"42";"71";"3.5";"";"";"";"0.3";"0.8";"";"46";"63";"33";"50";"";"";"0";"0.5";"0";"0.5";"2.1";"0.5";"1.7";"0.8";"1";"0.8";"";"0";"25";"";"";"";"";"0";"";""
"Austria";"AUT";"KFV Cup";"09-06-2026 14:00";"FT";"Treibach";"3";"1";"Bleiburg";"3";"1";"1.84";"3.23";"";"";"";"";"";"83";"";"";"";"";"";"";"";"";"3.2";"";"0";"";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"75";"";"";"";"";"";"";""
"Brazil";"BRA";"Brasileiro U20";"09-06-2026 15:00";"FT";"Flamengo RJ U20";"1";"0";"Atletico-PR U20";"0";"0";"1.77";"3.80";"";"";"10";"6";"52";"39";"1";"44";"75";"86";"";"3.4";"4";"1.3";"2.2";"1.4";"2";"86";"77";"70";"45";"3.2";"26.9";"9.8";"9.2";"1.6";"1.2";"10";"56";"35";"57";"67";"";"";"0.7";"0.8";"0.7";"1.2";"1.8";"1.7";"0.7";"0.8";"0.6";"1.3";"";"43";"33";"3.9";"5";"4.3";"5.3";"10.3";"63";"40"
"Brazil";"BRA";"Amazonense U20";"09-06-2026 16:00";"FT";"São Raimundo AM U20";"1";"3";"Fast Clube U20";"0";"2";"19.12";"1.05";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Amazonense U20";"09-06-2026 16:00";"FT";"Desportivo Librade U20";"0";"5";"Manaus U20";"0";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Paranaense U20";"09-06-2026 19:30";"FT";"Cascavel U20";"0";"1";"Araucária U20";"0";"1";"";"";"";"";"";"";"71";"38";"";"82";"24";"78";"";"2.7";"3";"2.4";"0.7";"1.3";"1";"58";"43";"43";"78";"3.2";"";"";"";"2.1";"1.1";"";"60";"70";"43";"57";"";"";"0.7";"0.3";"0";"0.4";"2";"0.7";"1.3";"0.6";"1.7";"0.4";"";"57";"29";"";"3.2";"";"7";"11.3";"";""
"Cameroon";"CMR";"Elite Two";"09-06-2026 10:00";"FT";"Avion Academy";"1";"1";"Union Abong-Mbang";"0";"0";"";"";"";"";"1";"2";"83";"52";"";"44";"34";"44";"";"1.8";"2";"1.3";"1";"0.2";"1.1";"22";"54";"23";"84";"2.4";"";"";"8.9";"2.5";"1.6";"9";"100";"66";"17";"29";"";"";"0.5";"0.4";"0";"0.4";"1.2";"0.7";"0.2";"0.7";"0.8";"0.6";"";"83";"43";"4.4";"4.5";"3";"5.8";"8.4";"35";"35"
"Cameroon";"CMR";"Elite Two";"09-06-2026 11:30";"FT";"Les Astres";"0";"2";"APEJES Academy";"0";"1";"";"";"";"";"1";"2";"48";"52";"";"54";"65";"86";"";"3";"2";"1.6";"1.9";"1.7";"0.7";"50";"78";"57";"86";"2.4";"";"";"8";"1.4";"1.6";"8";"46";"80";"14";"43";"";"";"0.9";"0.4";"0.9";"0.4";"1.6";"1.3";"0.9";"0.3";"0.7";"1.4";"";"43";"43";"4.4";"5.5";"4";"2.2";"8.4";"64";"55"
"Cameroon";"CMR";"Elite Two";"09-06-2026 12:00";"FT";"Atlantic";"1";"1";"Kumba City";"1";"1";"";"";"";"";"1";"2";"62";"43";"";"34";"20";"36";"";"1.2";"2";"1";"0.6";"0.4";"0.6";"36";"38";"14";"93";"2.4";"";"";"8.5";"1.9";"1.3";"8";"100";"84";"43";"29";"";"";"0.6";"0.2";"0.1";"0.3";"0.5";"0.6";"0.3";"0.3";"0.4";"0.5";"";"43";"29";"3.3";"2.8";"5.7";"5.2";"8.4";"58";"58"
"Ecuador";"ECU";"Liga Pro Serie B";"09-06-2026 17:30";"FT";"22 de Julio";"0";"1";"Atlético JBG";"0";"0";"3.60";"1.91";"";"";"11";"5";"52";"39";"2";"24";"41";"64";"";"1.9";"2";"0.7";"1.2";"0.4";"1.5";"48";"72";"32";"92";"2";"";"";"";"1.6";"1.2";"";"100";"52";"29";"50";"";"";"0.4";"0.8";"0.1";"1.2";"0.6";"1.3";"0.3";"0.3";"0.3";"0.3";"";"43";"17";"";"3.7";"";"4.8";"8.7";"";""
"Ecuador";"ECU";"Liga Pro Serie B";"09-06-2026 17:30";"FT";"9 de Octubre";"2";"1";"Vinotinto FC";"2";"0";"1.90";"4.26";"";"";"1";"3";"76";"33";"1";"68";"24";"60";"";"2.3";"3";"2";"0.7";"1.1";"0.8";"54";"60";"37";"78";"2";"17";"7.6";"8.4";"2.3";"1";"9";"66";"77";"43";"50";"";"";"1";"0.3";"1";"0.2";"1";"1.2";"0.1";"0.7";"1";"0.3";"";"71";"17";"5.4";"4.2";"2.9";"4.2";"8.7";"58";"52"
"Ecuador";"ECU";"Liga Pro Serie B";"09-06-2026 21:00";"FT";"San Antonio";"4";"2";"LDU Portoviejo";"3";"1";"2.00";"3.79";"";"";"8";"6";"56";"19";"5";"51";"24";"69";"";"2.3";"2";"1.5";"0.7";"0.8";"1.7";"55";"84";"30";"84";"2";"23.8";"8.7";"8.7";"1.7";"0.6";"9";"77";"46";"17";"43";"";"";"0.7";"0.4";"0.5";"0.9";"1.2";"1.2";"0.3";"0.9";"0.8";"0.3";"";"33";"14";"3.3";"5.2";"5.3";"3.5";"8.7";"67";"58"
"Estonia";"EST";"U19 League";"09-06-2026 11:00";"FT";"Phoenix U19";"0";"1";"Ajax Tallinna U19";"0";"0";"";"";"";"";"4";"16";"100";"0";"";"100";"68";"100";"";"6.9";"7";"6";"2";"1.5";"4.3";"100";"100";"100";"0";"7.4";"";"";"";"3";"0";"";"52";"2";"50";"67";"";"";"2.5";"0.3";"0";"3.7";"3.6";"3.2";"1.5";"0.7";"3.5";"1.7";"";"100";"0";"";"";"";"";"9";"";""
"Europe";"EUR";"UEFA U17 Championship Qualification";"09-06-2026 12:00";"FT";"Albania U17";"0";"4";"Ukraine U17";"0";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Finland";"FIN";"Ykkösliiga";"09-06-2026 13:00";"FT";"SJK Akatemia";"0";"0";"JIPPO";"0";"0";"4.49";"1.68";"";"";"9";"5";"25";"75";"2";"7";"68";"62";"";"2.1";"3";"0.2";"2";"1";"1";"38";"75";"38";"88";"2.2";"20.5";"8.6";"9.8";"0.8";"2.2";"10";"70";"70";"25";"75";"";"";"0.2";"0.8";"0.2";"0.5";"1.3";"0.8";"0.8";"0.5";"0";"1.2";"";"25";"75";"4.2";"4.5";"4.8";"6";"9.6";"62";"62"
"Finland";"FIN";"Finland Cup";"09-06-2026 12:30";"FT";"Honka";"1";"7";"HJK";"1";"4";"11.69";"1.16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Gabon";"GAB";"Champoinnat D1";"09-06-2026 11:30";"FT";"Stade Migovéen";"2";"1";"Ogooue";"0";"0";"";"";"";"";"8";"4";"38";"30";"";"27";"31";"54";"";"1.8";"2";"0.8";"0.9";"1";"1";"29";"58";"22";"82";"2.4";"";"";"";"1.1";"0.9";"";"70";"70";"38";"70";"";"";"0.2";"0.4";"0.3";"0.6";"1";"0.6";"1";"0.6";"0.8";"0.6";"";"25";"20";"";"";"";"";"0";"";""
"Republic of Ireland";"IRL";"Munster Senior League";"09-06-2026 15:30";"FT";"Ringmahon Rangers";"2";"1";"Rockmount";"0";"1";"1.46";"5.47";"";"";"1";"8";"92";"38";"1";"75";"54";"88";"";"3";"3";"2.2";"1.6";"0.2";"2";"56";"86";"62";"63";"3";"16.5";"8.2";"8.8";"2.8";"1.1";"9";"100";"35";"50";"62";"";"";"0.8";"0.6";"0.2";"1";"1.4";"1";"1.8";"1.3";"1.2";"1.3";"";"88";"25";"4.8";"3";"4";"5.8";"9";"68";"45"
"Republic of Ireland";"IRL";"Leinster Senior League";"09-06-2026 15:45";"FT";"Tolka Rovers";"1";"2";"Lucan United";"0";"1";"2.48";"2.26";"";"";"10";"3";"53";"67";"5";"58";"71";"80";"";"3.2";"4";"1.7";"2.1";"1.6";"1";"65";"75";"70";"55";"3.6";"18";"9.5";"8.2";"1.6";"2";"9";"49";"70";"40";"50";"";"";"0.9";"0.7";"1";"0.5";"1.2";"1";"1.9";"1.2";"1";"2.8";"";"50";"60";"4.9";"5.2";"3.9";"2.6";"9.4";"53";"46"
"Iran";"IRN";"Azadegan League";"09-06-2026 10:15";"FT";"Niroye Zamini";"0";"0";"Ario Eslamshahr";"0";"0";"2.58";"3.42";"";"";"13";"11";"57";"27";"5";"44";"10";"35";"";"1.3";"2";"1.3";"0.3";"0.4";"0.6";"25";"40";"15";"95";"1.5";"16.1";"6.5";"7.2";"1.7";"0.8";"7";"100";"84";"50";"70";"";"";"0.3";"0.2";"0.1";"0.3";"0.8";"0.4";"0.3";"0.3";"1";"0.1";"";"40";"10";"4.5";"2";"3.7";"4.3";"6.9";"42";"16"
"Iran";"IRN";"Azadegan League";"09-06-2026 10:30";"FT";"Navad Urmia";"0";"6";"Fard Alborz";"0";"3";"";"";"";"";"17";"9";"50";"23";"";"31";"3";"30";"";"1";"2";"0.9";"0.1";"0.5";"0.4";"25";"50";"5";"100";"1.5";"";"";"";"1.5";"0.7";"";"88";"100";"50";"40";"";"";"0.6";"0.1";"0.3";"0.3";"0.3";"0.6";"0.2";"0.1";"0.3";"0";"";"30";"0";"";"2";"";"8";"6.9";"";""
"Iran";"IRN";"Azadegan League";"09-06-2026 10:30";"FT";"Saipa";"0";"0";"Havadar";"0";"0";"2.38";"3.40";"";"";"4";"7";"67";"30";"5";"37";"17";"45";"";"1.4";"2";"1.1";"0.5";"0.4";"0.9";"30";"50";"25";"90";"1.5";"12.6";"5.1";"4.4";"2";"0.9";"6";"100";"74";"40";"50";"";"";"0.7";"0.3";"0.2";"0.4";"0.6";"0.8";"0.2";"0.5";"0.4";"0.2";"";"50";"10";"2.8";"2.7";"1.7";"1.7";"6.9";"8";"8"
"Iran";"IRN";"Azadegan League";"09-06-2026 11:00";"FT";"Be'sat Kermanshah";"1";"0";"Mes Soongoun";"0";"0";"2.16";"3.73";"";"";"10";"15";"53";"23";"5";"44";"7";"50";"";"1.8";"2";"1.3";"0.2";"0.7";"1.4";"25";"50";"25";"85";"1.5";"";"";"";"1.6";"0.7";"";"80";"56";"70";"30";"";"";"0.5";"0.1";"0.3";"0.4";"1.2";"0.6";"0.4";"1";"0.8";"0.1";"";"40";"10";"";"6";"";"4.7";"6.9";"";""
"Iran";"IRN";"Azadegan League";"09-06-2026 11:30";"FT";"Mes Kerman";"0";"0";"Naft Gachsaran";"0";"0";"1.96";"4.44";"";"";"6";"12";"37";"27";"1";"17";"24";"50";"";"1.5";"1";"0.5";"0.7";"0.6";"1.2";"45";"50";"25";"100";"1.5";"14";"6.4";"5.8";"1.1";"0.8";"6";"84";"63";"30";"70";"";"";"0.2";"0.3";"0.3";"0.6";"0.8";"0.7";"0.3";"0.6";"0.3";"0.4";"";"20";"10";"3.8";"4.6";"2";"1.2";"6.9";"10";"10"
"Iran";"IRN";"Azadegan League";"09-06-2026 12:00";"FT";"Nassaji Mazandaran";"2";"0";"Shenavarsazi Qeshm";"0";"0";"1.26";"11.98";"";"";"1";"14";"83";"20";"3";"61";"10";"60";"";"1.8";"1";"1.8";"0.3";"0.3";"1.2";"20";"55";"35";"95";"1.5";"16.6";"7.4";"8.6";"2.5";"0.6";"8";"100";"63";"40";"50";"";"";"0.6";"0.3";"0.2";"0.8";"0.8";"1";"0.1";"0.4";"1.2";"0";"";"80";"10";"6.6";"3";"3.5";"4";"6.9";"60";"54"
"Iran";"IRN";"Azadegan League";"09-06-2026 12:15";"FT";"Sanat Naft";"0";"2";"Pars Jonoubi Jam";"0";"1";"2.06";"4.03";"";"";"3";"5";"87";"60";"";"51";"41";"55";"";"2";"2";"1.5";"1.2";"0.4";"0.8";"45";"55";"35";"90";"1.5";"13.6";"5.2";"5.6";"2.6";"1.8";"7";"100";"77";"50";"60";"";"";"0.4";"0.7";"0.2";"0.3";"1.2";"0.8";"0.2";"0.5";"1.1";"0.5";"";"80";"50";"5";"1.4";"2.2";"2.6";"6.9";"20";"10"
"Iceland";"ISL";"4. Deild";"09-06-2026 16:15";"FT";"Álftanes";"5";"0";"Hafnir";"5";"0";"1.10";"13.41";"";"";"1";"7";"100";"33";"3";"100";"24";"84";"";"4.7";"4";"3.3";"0.7";"1.3";"4";"66";"84";"84";"33";"5";"24.5";"11.8";"18.8";"3";"1";"15";"60";"2";"67";"67";"";"";"2.3";"0.3";"0.7";"3";"1.5";"3.2";"0.7";"1";"1";"0.3";"";"100";"33";"10.5";"8.5";"11";"7.5";"13.1";"100";"100"
"Iceland";"ISL";"U19 Cup";"09-06-2026 15:00";"AWAITING_UPDATES";"Valur / KH / Fálkar U19";"";"";"KA / D / KF / Hö / H U19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mali";"MLI";"Premiere Division";"09-06-2026 13:00";"FT";"Bougouni";"2";"1";"USFAS Bamako";"0";"0";"4.65";"1.81";"";"";"";"";"23";"47";"2";"14";"54";"75";"";"2.3";"3";"0.4";"1.6";"1.2";"1.4";"45";"55";"50";"85";"1.8";"17";"7.3";"8.5";"0.7";"1.4";"9";"63";"56";"60";"70";"";"";"0.1";"0.7";"0.4";"0.6";"1.4";"0.9";"0.8";"0.8";"0.3";"0.9";"";"10";"40";"2.7";"5.7";"5";"3.7";"8.9";"68";"42"
