"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Result Home HT";"Result Visitor HT";"Odds";"Odds";"Odds";"Odds";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Global";"Global";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Global"
"World";"WOR";"Friendly International";"09-06-2026 12:00";"FT";"Ethiopia";"1";"1";"Malawi";"1";"1";"2.59";"2.86";"";"";"";"2";"";"11";"";"";"";"";"";"";"";"";"0";"";"0.7";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"67";"";"";"";"0";"";"0.3";"";"";"";"0.3";"";"0";"";"";"0";"";"";"";"";"";"";""
"World";"WOR";"Friendly International";"09-06-2026 12:00";"FT";"Tajikistan";"1";"1";"India";"0";"1";"1.65";"5.04";"";"";"";"2";"";"50";"";"";"";"";"";"";"";"";"1";"";"1.5";"";"";"";"";"";"";"";"";"";"1.5";"";"";"";"";"50";"";"";"";"0";"";"0.5";"";"";"";"1";"";"1";"";"";"50";"";"";"";"";"";"";""
"World";"WOR";"Friendly International";"09-06-2026 12:00";"FT";"Armenia";"1";"1";"Moldova";"0";"0";"1.66";"5.02";"";"";"1";"";"17";"";"";"";"";"";"";"";"";"1";"";"1.5";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"50";"";"";"";"0";"";"0.5";"";"";"";"1";"";"1";"";"";"0";"";"12.5";"";"3.5";"";"";"";""
"World";"WOR";"Friendly International";"09-06-2026 13:00";"FT";"Congo DR";"1";"2";"Chile";"0";"0";"2.29";"3.22";"";"";"";"2";"";"0";"";"";"";"";"";"";"";"";"1";"";"3";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"50";"";"";"";"0";"";"1";"";"";"";"2";"";"1";"";"";"0";"";"2.5";"";"8";"";"";""
"World";"WOR";"Friendly International";"09-06-2026 13:30";"FT";"Belarus";"2";"2";"Burkina Faso";"0";"0";"2.69";"2.74";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Friendly International";"09-06-2026 14:00";"FT";"Hungary";"3";"1";"Kazakhstan";"0";"1";"1.24";"11.08";"";"";"1";"";"78";"";"";"";"";"";"";"";"";"1";"";"0.3";"";"";"";"";"";"";"";"";"";"2.3";"";"";"";"";"33";"";"";"";"0.7";"";"0";"";"";"";"0.3";"";"0.3";"";"";"67";"";"5";"";"5.7";"";"";"";""
"World";"WOR";"Friendly International";"09-06-2026 14:00";"FT";"Russia";"3";"0";"Trinidad and Tobago";"2";"0";"1.02";"36.58";"";"";"1";"2";"78";"8";"3";"68";"27";"84";"";"3.2";"1";"2";"0.8";"0.3";"3.5";"42";"71";"84";"46";"2.8";"20.6";"8.2";"10.5";"2.3";"0.2";"8";"100";"2";"67";"50";"";"";"1.3";"0";"0.3";"1.2";"1.8";"1.4";"0";"2.2";"0.7";"0.8";"";"67";"0";"6.3";"2.8";"4.7";"7.2";"9";"88";"75"
"World";"WOR";"Friendly International";"09-06-2026 14:00";"FT";"Angola";"0";"3";"Central African Republic";"0";"2";"40.15";"1.20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Friendly International";"09-06-2026 15:00";"FT";"Azerbaijan";"2";"1";"San Marino";"1";"1";"1.15";"18.03";"";"";"1";"";"44";"";"";"";"";"";"";"";"";"2.3";"";"1.3";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"33";"";"";"";"1";"";"0.3";"";"";"";"1";"";"1.3";"";"";"33";"";"8.3";"";"1.3";"";"";"";""
"World";"WOR";"Friendly International";"09-06-2026 15:00";"FT";"Togo";"5";"1";"Benin";"1";"1";"2.50";"2.92";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Friendly International";"09-06-2026 15:30";"FT";"Liberia";"3";"1";"Sierra Leone";"2";"0";"2.32";"3.12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Friendly International";"09-06-2026 20:00";"FT";"Saudi Arabia";"0";"0";"Senegal";"0";"0";"5.75";"1.60";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Friendly International";"09-06-2026 22:00";"FT";"Argentina";"3";"0";"Iceland";"1";"0";"4.01";"12.95";"";"";"1";"2";"100";"17";"";"100";"27";"88";"";"3";"3";"3";"0.8";"0.3";"2";"42";"75";"58";"58";"2.8";"18.6";"7.5";"7.1";"3";"0.5";"8";"100";"35";"33";"50";"";"";"1.7";"0.5";"0";"0.5";"1.8";"1.4";"0.3";"1.5";"1.3";"0.2";"";"100";"0";"5.3";"1";"2.3";"5.5";"9";"42";"42"
"World";"WOR";"Friendly International";"09-06-2026 22:00";"FT";"Iraq";"0";"2";"Venezuela";"0";"1";"3.26";"2.26";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Europe";"EUR";"World Cup Women Qualification Europe";"09-06-2026 13:00";"FT";"Slovenia W";"0";"2";"Germany W";"0";"1";"20.76";"1.07";"";"";"";"";"50";"67";"4";"51";"68";"50";"";"2.5";"2";"1.5";"2";"1.5";"0";"25";"75";"50";"50";"3.4";"22.5";"9.5";"7.5";"1.5";"2";"8";"52";"100";"50";"50";"";"";"1";"1.5";"0.5";"0";"1";"1.5";"1";"0";"0.5";"0.5";"";"50";"50";"2";"4.5";"5.5";"3";"9.9";"50";"25"
"Europe";"EUR";"World Cup Women Qualification Europe";"09-06-2026 13:00";"FT";"Norway W";"2";"1";"Austria W";"0";"0";"1.36";"6.87";"";"";"";"";"50";"0";"1";"85";"17";"75";"";"4";"3";"2.5";"0.5";"2";"3";"25";"100";"75";"25";"3.4";"26";"10.8";"8";"1.5";"0";"9";"35";"0";"50";"50";"";"";"0.5";"0";"1.5";"1";"2.5";"1.5";"0.5";"2";"2";"0.5";"";"50";"0";"6.5";"4";"3.5";"2";"9.9";"25";"25"
"Europe";"EUR";"World Cup Women Qualification Europe";"09-06-2026 14:00";"FT";"Latvia W";"1";"2";"Slovakia W";"1";"0";"7.40";"1.35";"";"";"";"";"0";"0";"2";"0";"34";"75";"";"3.5";"3";"0";"1";"2";"4";"25";"75";"75";"50";"3.4";"27.8";"12";"9.8";"0";"0";"10";"35";"2";"50";"50";"";"";"0";"0.5";"1";"2";"1.8";"1.8";"1";"2";"0";"0.5";"";"0";"0";"4";"2";"9.5";"4";"9.9";"50";"50"
"Europe";"EUR";"World Cup Women Qualification Europe";"09-06-2026 14:00";"FT";"Finland W";"3";"1";"Portugal W";"1";"1";"2.81";"2.32";"";"";"";"";"100";"100";"5";"100";"85";"100";"";"4";"4";"3.5";"2.5";"1.5";"0.5";"75";"100";"100";"50";"3.4";"25";"12";"8.2";"3";"3";"9";"52";"88";"50";"100";"";"";"1.5";"2";"0.5";"0.5";"1.8";"2.2";"1";"0";"2";"0.5";"";"100";"100";"7";"5.5";"1";"3";"9.9";"50";"50"
"Europe";"EUR";"World Cup Women Qualification Europe";"09-06-2026 14:00";"FT";"Albania W";"5";"2";"Montenegro W";"2";"2";"1.98";"3.33";"";"";"";"";"0";"0";"1";"17";"17";"75";"";"4.8";"4";"0.5";"0.5";"3";"5.5";"50";"100";"75";"25";"3.4";"17.8";"6.5";"10.5";"0";"0";"10";"0";"2";"50";"50";"";"";"0.5";"0";"1.5";"4";"1.8";"3";"1.5";"1.5";"0";"0.5";"";"0";"0";"2";"2";"10";"7";"9.9";"100";"75"
"Europe";"EUR";"World Cup Women Qualification Europe";"09-06-2026 14:00";"FT";"Wales W";"3";"1";"Czech Republic W";"1";"1";"2.23";"2.96";"";"";"";"";"100";"100";"5";"100";"100";"100";"";"5.5";"4";"5";"4.5";"0.5";"1";"75";"100";"100";"0";"3.4";"17.8";"7.8";"10.5";"3";"3";"10";"88";"70";"50";"50";"";"";"3.5";"2";"0";"1";"2.2";"3.2";"0.5";"0";"1.5";"2.5";"";"100";"100";"5";"13";"1.5";"1.5";"9.9";"75";"50"
"Europe";"EUR";"World Cup Women Qualification Europe";"09-06-2026 14:00";"FT";"Israel W";"1";"5";"Scotland W";"0";"2";"75.00";"1.01";"";"";"";"";"50";"67";"4";"100";"85";"75";"";"3.5";"0";"3";"2.5";"1.5";"0";"0";"75";"75";"50";"3.4";"28";"12.5";"9.2";"1.5";"2";"6";"52";"100";"50";"50";"";"";"2.5";"1.5";"1";"0";"1";"2.5";"0.5";"0";"0.5";"1";"";"50";"50";"5";"3.5";"7.5";"2.5";"9.9";"75";"25"
"Europe";"EUR";"World Cup Women Qualification Europe";"09-06-2026 14:00";"FT";"Luxembourg W";"0";"7";"Belgium W";"0";"2";"96.67";"1.00";"";"";"";"";"0";"67";"4";"17";"68";"100";"";"3.5";"";"0.5";"2";"4";"0.5";"50";"100";"75";"50";"3.4";"26";"12.8";"9";"0";"2";"5";"2";"88";"50";"50";"";"";"0.5";"1.5";"3";"0";"1";"2.5";"1";"0.5";"0";"0.5";"";"0";"50";"0";"9.5";"2.5";"6";"9.9";"50";"50"
"Europe";"EUR";"World Cup Women Qualification Europe";"09-06-2026 14:00";"FT";"Malta W";"0";"3";"Türkiye W";"0";"2";"13.18";"1.16";"";"";"";"";"0";"50";"4";"51";"34";"75";"";"4";"3";"1.5";"1";"4";"1.5";"75";"75";"75";"25";"3.4";"25.8";"10.2";"7.5";"0";"1.5";"8";"2";"52";"50";"50";"";"";"1";"0.5";"2";"0";"2.2";"1.8";"2";"1.5";"0.5";"0.5";"";"0";"50";"2";"2.5";"7";"3.5";"9.9";"75";"75"
"Europe";"EUR";"World Cup Women Qualification Europe";"09-06-2026 14:00";"FT";"Northern Ireland W";"1";"2";"Switzerland W";"0";"2";"10.19";"1.22";"";"";"";"";"50";"67";"4";"68";"85";"75";"";"3";"3";"2";"2.5";"0.5";"1";"50";"75";"50";"50";"3.4";"22";"8.2";"6.2";"1.5";"2";"8";"88";"70";"50";"50";"";"";"1";"1.5";"0.5";"0.5";"1.2";"1.8";"0";"0.5";"1";"1";"";"50";"50";"3";"6";"2.5";"1";"9.9";"50";"25"
"Europe";"EUR";"World Cup Women Qualification Europe";"09-06-2026 14:00";"FT";"Belarus W";"6";"0";"Armenia W";"3";"0";"1.08";"21.14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Europe";"EUR";"World Cup Women Qualification Europe";"09-06-2026 14:00";"FT";"FYR Macedonia W";"1";"3";"Azerbaijan W";"1";"3";"13.50";"1.14";"";"";"";"";"50";"50";"4";"51";"51";"75";"";"3.2";"3";"1.5";"1.5";"2.5";"1";"25";"100";"75";"50";"3.4";"22.5";"9";"6.8";"1.5";"1.5";"8";"18";"70";"50";"50";"";"";"1";"0.5";"2";"1";"1";"2.2";"0.5";"0";"0.5";"1";"";"50";"50";"2.5";"4";"3.5";"3.5";"9.9";"25";"25"
"Europe";"EUR";"World Cup Women Qualification Europe";"09-06-2026 14:00";"FT";"Hungary W";"6";"1";"Andorra W";"3";"0";"1.03";"45.92";"";"";"";"";"100";"0";"3";"100";"0";"75";"";"3.2";"2";"4";"0";"0";"2.5";"0";"100";"50";"75";"3.4";"19.2";"9.5";"5.2";"3";"0";"6";"100";"18";"50";"50";"";"";"1.5";"0";"0";"1.5";"1.8";"1.5";"0";"1";"2.5";"0";"";"100";"0";"5";"1.5";"0.5";"3.5";"9.9";"0";"0"
"Europe";"EUR";"World Cup Women Qualification Europe";"09-06-2026 14:00";"FT";"Lithuania W";"2";"0";"Liechtenstein W";"1";"0";"1.00";"58.80";"";"";"";"";"67";"0";"3";"34";"34";"75";"";"4.8";"1";"1";"1";"0";"7.5";"50";"50";"50";"75";"3.4";"24.8";"13.5";"12";"2";"0";"8";"100";"2";"50";"50";"";"";"0";"0.5";"0";"5.5";"1.8";"3";"0";"2";"1";"0.5";"";"50";"0";"6.5";"2.5";"6.5";"8.5";"9.9";"100";"100"
"Europe";"EUR";"World Cup Women Qualification Europe";"09-06-2026 14:00";"FT";"Estonia W";"1";"1";"Bosnia & Herzegovina W";"1";"1";"6.97";"1.36";"";"";"";"";"100";"50";"2";"68";"100";"100";"";"3.5";"3";"2";"3";"1";"1";"50";"75";"75";"75";"3.4";"24.2";"11.8";"17.8";"3";"1.5";"14";"70";"70";"100";"50";"";"";"1";"2.5";"0.5";"0";"1.5";"2";"0.5";"1";"1";"0.5";"";"100";"50";"8";"18";"7.5";"2";"9.9";"100";"100"
"Europe";"EUR";"World Cup Women Qualification Europe";"09-06-2026 14:00";"FT";"Cyprus W";"0";"2";"Moldova W";"0";"0";"1.68";"4.53";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Europe";"EUR";"World Cup Women Qualification Europe";"09-06-2026 14:00";"FT";"Gibraltar W";"0";"8";"Kosovo W";"0";"5";"80.00";"1.00";"";"";"";"";"0";"100";"4";"0";"68";"50";"";"2.8";"";"0";"2";"3";"0.5";"25";"100";"50";"50";"3.4";"14.8";"5.8";"8.2";"0";"3";"5";"0";"88";"50";"50";"";"";"0";"1.5";"1.5";"0.5";"1";"1.8";"1.5";"0";"0";"0.5";"";"0";"100";"3.5";"3.5";"7";"2.5";"9.9";"50";"25"
"Europe";"EUR";"World Cup Women Qualification Europe";"09-06-2026 14:00";"FT";"Croatia W";"4";"0";"Bulgaria W";"1";"0";"1.16";"13.37";"";"";"";"";"50";"50";"3";"100";"100";"75";"";"4.5";"3";"4.5";"3";"0.5";"1";"25";"100";"75";"50";"3.4";"18.5";"8";"7.8";"1.5";"1.5";"8";"88";"70";"50";"50";"";"";"1";"1.5";"0.5";"0";"3";"1.5";"0";"1";"3.5";"1.5";"";"50";"50";"6.5";"5";"1";"3";"9.9";"50";"50"
"Europe";"EUR";"World Cup Women Qualification Europe";"09-06-2026 14:00";"FT";"Georgia W";"2";"3";"Greece W";"1";"2";"12.51";"1.15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Europe";"EUR";"World Cup Women Qualification Europe";"09-06-2026 14:00";"FT";"Serbia W";"1";"4";"Denmark W";"1";"4";"10.33";"1.23";"";"";"";"";"17";"67";"4";"0";"51";"75";"";"2.8";"3";"0";"1.5";"3";"1";"50";"75";"50";"75";"3.4";"31";"8.5";"9.5";"0.5";"2";"9";"0";"70";"50";"50";"";"";"0";"0.5";"1.5";"1";"1.2";"1.5";"1.5";"0";"0";"1";"";"0";"50";"1";"3.5";"10";"4.5";"9.9";"100";"50"
"Europe";"EUR";"World Cup Women Qualification Europe";"09-06-2026 14:00";"FT";"Sweden W";"2";"2";"Italy W";"0";"2";"1.78";"3.93";"";"";"";"";"50";"67";"1";"34";"100";"50";"";"2.5";"3";"1";"3";"1";"0";"25";"50";"50";"75";"3.4";"31.8";"8.8";"11.2";"1.5";"2";"11";"70";"100";"50";"50";"";"";"0.5";"1.5";"0.5";"0";"1.2";"1.2";"0.5";"0";"0.5";"1.5";"";"50";"50";"6.5";"11";"2";"3";"9.9";"100";"75"
"Europe";"EUR";"World Cup Women Qualification Europe";"09-06-2026 16:00";"FT";"Iceland W";"1";"6";"Spain W";"0";"3";"33.56";"1.04";"";"";"";"";"50";"50";"4";"17";"51";"25";"";"1.8";"2";"0.5";"1.5";"0.5";"1";"25";"75";"25";"75";"3.4";"28.5";"9";"11.2";"1.5";"1.5";"9";"88";"70";"100";"50";"";"";"0";"1";"0.5";"0.5";"0.8";"1";"0";"0.5";"0.5";"0.5";"";"50";"50";"8.5";"7.5";"5";"1.5";"9.9";"100";"75"
"Europe";"EUR";"World Cup Women Qualification Europe";"09-06-2026 16:00";"FT";"England W";"3";"0";"Ukraine W";"2";"0";"1.02";"47.33";"";"";"";"";"100";"0";"3";"51";"0";"50";"";"2.2";"0";"1.5";"0";"0";"3";"0";"75";"25";"75";"3.4";"33.2";"7.8";"12";"3";"0";"9";"100";"0";"50";"50";"";"";"1";"0";"0";"0.5";"1.5";"0.8";"0";"2.5";"0.5";"0";"";"100";"0";"4.5";"1.5";"4.5";"13.5";"9.9";"100";"75"
"Europe";"EUR";"World Cup Women Qualification Europe";"09-06-2026 16:00";"FT";"France W";"1";"0";"Ireland W";"1";"0";"1.16";"12.43";"";"";"";"";"67";"50";"3";"85";"68";"100";"";"3.8";"3";"2.5";"2";"1";"2";"100";"100";"75";"50";"3.4";"22.8";"7.8";"10";"2";"1.5";"9";"70";"35";"50";"50";"";"";"1.5";"1";"0.5";"1";"1.8";"2";"0.5";"1";"1";"1";"";"50";"50";"10";"3.5";"3";"3.5";"9.9";"75";"50"
"Europe";"EUR";"World Cup Women Qualification Europe";"09-06-2026 16:00";"FT";"Netherlands W";"3";"1";"Poland W";"1";"0";"1.15";"13.43";"";"";"";"";"100";"0";"3";"68";"17";"75";"";"3";"3";"2";"0.5";"1";"2.5";"75";"100";"75";"75";"3.4";"24";"8.5";"10";"3";"0";"10";"70";"18";"100";"50";"";"";"1";"0.5";"0";"1.5";"1.5";"1.5";"1";"1";"1";"0";"";"100";"0";"2";"3.5";"7.5";"7";"9.9";"100";"50"
"Asia";"AFC";"ASEAN Championship";"09-06-2026 06:00";"FT";"East Timor";"3";"1";"Brunei Darussalam";"0";"1";"1.40";"6.58";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Serie B";"09-06-2026 19:00";"FT";"Náutico";"0";"1";"Fortaleza";"0";"1";"2.36";"3.16";"";"";"5";"7";"60";"28";"5";"41";"10";"36";"";"1.8";"2";"1.2";"0.3";"0.8";"1.2";"8";"36";"36";"82";"2.2";"24.3";"6.6";"12.4";"1.8";"0.8";"12";"77";"63";"40";"33";"";"";"0.4";"0.2";"0.2";"0.5";"1.1";"0.6";"0.6";"0.7";"0.8";"0.2";"";"60";"17";"9.6";"5.2";"3.4";"6.5";"10.3";"72";"72"
"Brazil";"BRA";"Serie B";"09-06-2026 19:00";"FT";"Ponte Preta";"1";"2";"Cuiabá";"1";"1";"3.43";"2.38";"";"";"19";"15";"28";"40";"5";"24";"14";"35";"";"1.4";"2";"0.7";"0.4";"1.5";"0.2";"25";"34";"16";"84";"2.2";"23.7";"6.1";"10";"0.8";"1.2";"10";"52";"100";"33";"40";"";"";"0.3";"0";"0.7";"0";"0.9";"0.5";"0.8";"0.2";"0.3";"0.4";"";"17";"20";"7";"2.4";"6.3";"4.4";"10.3";"70";"60"
"Spain";"ESP";"La Liga 2";"09-06-2026 16:00";"FT";"Almería";"3";"2";"Castellón";"1";"0";"2.30";"2.82";"";"";"1";"2";"90";"47";"5";"95";"54";"85";"";"3.6";"3";"2.8";"1.6";"1.3";"1.5";"75";"70";"70";"50";"2.6";"27.8";"10.6";"9.2";"2.7";"1.4";"9";"60";"52";"50";"50";"";"";"1.2";"1";"0.5";"0.6";"2";"1.6";"0.8";"0.9";"1.6";"0.6";"";"90";"30";"4.5";"6.3";"4.1";"3.6";"9.4";"65";"50"
"Morocco";"MAR";"Botola Pro";"09-06-2026 13:00";"FT";"Yacoub El Mansour";"1";"1";"CODM Meknès";"0";"0";"1.96";"3.70";"";"";"15";"7";"27";"23";"1";"41";"14";"75";"";"2.3";"2";"1.2";"0.4";"1.7";"1.3";"55";"65";"50";"80";"2.2";"18.8";"7.6";"7.6";"0.8";"0.7";"7";"46";"60";"70";"60";"";"";"0.6";"0.1";"1";"0.6";"1.2";"1.2";"0.7";"0.7";"0.6";"0.3";"";"20";"10";"4.7";"2.7";"3";"4.8";"7.9";"60";"55"
"Morocco";"MAR";"Botola Pro";"09-06-2026 15:00";"FT";"Kawkab Marrakech";"2";"0";"Raja Casablanca";"0";"0";"4.48";"1.84";"";"";"9";"5";"63";"60";"2";"48";"37";"65";"";"1.8";"2";"1.4";"1.1";"0.7";"0.5";"45";"65";"35";"95";"2.2";"19.4";"7.8";"7.2";"1.9";"1.8";"8";"80";"88";"60";"60";"";"";"1";"0.6";"0.1";"0";"1";"0.8";"0.6";"0.5";"0.4";"0.5";"";"50";"50";"3.7";"3.6";"3.5";"3.5";"7.9";"45";"25"
"Morocco";"MAR";"Botola Pro";"09-06-2026 15:00";"FT";"CR Khemis Zemamra";"0";"1";"UTS Rabat";"0";"1";"2.51";"2.98";"";"";"11";"14";"43";"33";"5";"27";"37";"65";"";"2.1";"2";"0.8";"1.1";"0.8";"1.5";"60";"55";"40";"95";"2.2";"18.4";"7.6";"8";"1.3";"1";"8";"77";"52";"50";"40";"";"";"0.2";"0.5";"0.3";"1";"1.1";"1";"0.5";"0.5";"0.6";"0.6";"";"30";"20";"4.2";"3.2";"4.6";"4";"7.9";"60";"35"
"Morocco";"MAR";"Botola Pro";"09-06-2026 17:00";"FT";"Maghreb Fès";"0";"0";"FAR Rabat";"0";"0";"3.27";"2.21";"";"";"3";"2";"67";"60";"5";"58";"54";"65";"";"2.3";"2";"1.7";"1.6";"0.6";"0.7";"35";"60";"40";"70";"2.2";"18.7";"8.6";"8.6";"2";"1.8";"9";"84";"80";"30";"50";"";"";"0.6";"0.7";"0.2";"0.4";"1.4";"1";"0.4";"0.3";"1.1";"0.9";"";"60";"40";"3.7";"6.5";"3.9";"3";"7.9";"65";"40"
"Asia";"AFC";"Aff Championship U19";"09-06-2026 10:00";"FT";"Australia U19";"2";"2";"Cambodia U19";"2";"0";"1.02";"51.60";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
