"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Result Home HT";"Result Visitor HT";"Global";"Global";"Global";"Global";"Global";"Casa";"Fora";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Global"
"Kyrgyzstan";"KGZ";"Top Liga";"11-06-2026 21:00";"POSTPONED";"Alay";"";"";"OshMU-Aldier";"";"";"";"";"";"10";"0";"0";"0";"64";"100";"40";"17";"40";"67";"0";"0";"";"";"5.7";"";"4.3";"";"";"0.7";"";"1.3";"";"0";"";"0";"";"";"2.7";"";"1.7";""
"Kyrgyzstan";"KGZ";"Top Liga";"11-06-2026 21:00";"POSTPONED";"Asiagoal";"";"";"Bishkek City";"";"";"";"";"";"20";"0";"0";"20";"51";"100";"29";"50";"43";"50";"0";"0.2";"5.2";"1.3";"3.5";"3.2";"2.5";"3.2";"0.8";"2";"1.5";"2";"0.2";"0";"0.2";"0";"0.2";"1.3";"0.5";"0.7";"0";"1.2"
"Kuwait";"KUW";"Zain Premier League";"11-06-2026 14:45";"FT";"Al Shabab";"1";"0";"Al Jahra";"0";"0";"";"";"";"32";"25";"0";"0";"56";"75";"38";"12";"50";"88";"0.2";"0";"20.5";"7.4";"7.8";"11.4";"14.5";"9.5";"2.4";"3";"6";"7.6";"3";"3.9";"1.2";"1";"4.6";"6.2";"7.8";"4.2";"2.5";"10.2"
"Lebanon";"LIB";"Premier League";"11-06-2026 09:30";"FT";"Racing";"0";"1";"Al Mabarrah";"0";"0";"";"";"";"34";"16";"0";"0";"66";"84";"0";"0";"100";"50";"0";"0";"19";"4.3";"9";"14";"10.8";"7.6";"1.7";"2";"6.9";"4.5";"2.7";"3";"0.9";"1.2";"3.9";"5.9";"6.5";"2.1";"4";"9.2"
"Norway";"NOR";"3. Division - Group 5";"11-06-2026 14:00";"FT";"Ulfstind";"3";"0";"Fløya";"1";"0";"";"";"";"88";"38";"50";"50";"12";"62";"50";"67";"50";"33";"0.8";"0.3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poland";"POL";"IV Liga: Wielkopolska";"11-06-2026 13:00";"FT";"Gornik Konin";"5";"2";"Piast Kobylnica";"";"";"";"";"";"50";"40";"30";"40";"40";"60";"67";"33";"33";"67";"0.7";"0.5";"";"";"8.5";"";"16";"";"";"2.5";"";"7.5";"";"5";"";"0.5";"";"";"9.5";"";"5";""
"Poland";"POL";"IV Liga: Podkarpacka";"11-06-2026 12:00";"FT";"Karpaty Krosno";"1";"3";"Jarosław";"1";"0";"";"";"";"50";"35";"40";"50";"30";"65";"83";"70";"17";"30";"0.3";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Russia";"RUS";"Second League A";"11-06-2026 10:00";"FT";"Dinamo Stavropol'";"3";"0";"Zenit II";"2";"0";"";"";"";"31";"12";"0";"0";"44";"88";"12";"38";"62";"38";"0";"0.4";"15";"6.3";"6.1";"8.9";"8.7";"4.4";"1.4";"2.1";"2";"3.1";"1";"2";"0.5";"1.3";"2.4";"3.3";"5";"1.7";"2.9";"6.4"
"Sweden";"SWE";"Superettan";"11-06-2026 14:00";"FT";"Helsingborg";"0";"3";"Landskrona";"0";"1";"";"";"";"35";"8";"17";"20";"46";"92";"50";"40";"50";"60";"0.2";"0";"18.6";"8.8";"8";"11.7";"8.6";"8.3";"4";"3.4";"6";"3.2";"1.8";"1.2";"1.5";"1.8";"3.2";"5";"2.8";"3.8";"4.2";"7.9"
"Sweden";"SWE";"Svenska Cupen";"11-06-2026 14:00";"FT";"Lindo FF";"4";"0";"Studenterna";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sweden";"SWE";"Svenska Cupen";"11-06-2026 14:00";"FT";"Vastra Frolunda";"4";"2";"Onsala";"2";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sweden";"SWE";"Division 2: Norra Gotaland";"11-06-2026 14:00";"FT";"Motala";"0";"0";"Kumla";"0";"0";"";"";"";"40";"10";"40";"20";"30";"90";"60";"100";"40";"0";"0";"0.4";"20.2";"11";"8.3";"11.2";"10";"7.7";"3.2";"3";"5.2";"4";"1.8";"0.7";"1.6";"1.7";"2.8";"3.6";"2.7";"5.2";"4.7";"8"
"Sweden";"SWE";"Division 2: Norrland";"11-06-2026 14:00";"FT";"Kubikenborg";"3";"1";"Lucksta";"2";"0";"";"";"";"56";"30";"33";"60";"44";"70";"67";"40";"0";"60";"0";"0.2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sweden";"SWE";"Division 2: Norrland";"11-06-2026 14:00";"FT";"Gottne IF";"1";"1";"Friska Viljor";"1";"1";"";"";"";"66";"25";"75";"0";"16";"75";"50";"0";"25";"33";"0.5";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sweden";"SWE";"Division 2: Vastra Gotaland";"11-06-2026 14:00";"FT";"Hestrafor";"2";"3";"Dalstorps";"0";"2";"";"";"";"40";"20";"40";"20";"40";"80";"60";"80";"20";"20";"0.8";"0.4";"20.8";"14";"9.8";"9.6";"8.2";"9.4";"5.4";"4.8";"4.2";"4.5";"2";"2";"4.8";"2.2";"5.5";"4.2";"3.8";"9.2";"3.8";"10.5"
"Sweden";"SWE";"Division 2: Vastra Gotaland";"11-06-2026 14:30";"FT";"Astrio";"1";"2";"Lindome";"0";"1";"";"";"";"20";"20";"0";"40";"50";"80";"20";"80";"80";"20";"0";"0.4";"24";"7.2";"12";"15.4";"13.4";"11.1";"3";"6";"7.4";"5.8";"2";"3";"1.4";"3";"4.7";"7.2";"6.6";"2.6";"5.4";"10.9"
"United States";"USA";"USL League Two";"11-06-2026 20:00";"FT";"Lansing City";"0";"7";"Kalamazoo FC";"0";"3";"";"";"";"";"";"";"25";"";"";"";"33";"";"67";"";"0.7";"";"";"7";"";"22";"";"";"2";"";"12.5";"";"4.5";"";"1";"";"";"11";"";"4";""
"United States";"USA";"USL League Two";"11-06-2026 20:00";"FT";"Utah United";"2";"1";"Flatirons Rush";"1";"0";"";"";"";"66";"66";"100";"0";"34";"34";"100";"";"0";"";"0.5";"";"";"12";"";"2.5";"";"";"7.5";"";"1.5";"";"0";"";"1.5";"";"";"0";"";"4.5";"";""
"United States";"USA";"USL League Two";"11-06-2026 22:00";"FT";"Twin City Toucans";"3";"0";"San Antonio II";"2";"0";"";"";"";"75";"50";"0";"50";"25";"50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"USL League Two";"11-06-2026 23:00";"FT";"San Juan SC";"1";"3";"Project 51O";"0";"0";"";"";"";"";"";"0";"";"";"";"33";"";"67";"";"0";"";"";"14";"";"10.7";"";"";"7.7";"";"4";"";"3";"";"2.7";"";"";"8";"";"4.3";"";""
"United States";"USA";"USL League One";"11-06-2026 00:00";"FT";"Alta";"3";"1";"Sarasota Paradise";"2";"0";"";"";"";"38";"10";"14";"0";"62";"90";"43";"20";"43";"80";"0.4";"0";"24.5";"15.3";"9.8";"12";"11.8";"8";"5";"2.6";"3";"5.4";"1.8";"2.4";"2.7";"0.8";"3.8";"5.5";"6";"8.2";"3.2";"11.4"
"United States";"USA";"NPSL";"11-06-2026 20:30";"FT";"District Elite";"2";"4";"Ristozi";"1";"2";"";"";"";"75";"50";"50";"50";"0";"50";"50";"";"50";"";"0.5";"";"";"14";"";"5";"";"";"8";"";"4";"";"1";"";"2";"";"";"1";"";"3.5";"";""
"United States";"USA";"NPSL";"11-06-2026 23:30";"FT";"Cruizers";"1";"2";"Sun City";"0";"1";"";"";"";"84";"84";"67";"67";"0";"16";"33";"100";"0";"0";"0.3";"1.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"WPSL";"11-06-2026 20:00";"FT";"STA W";"2";"3";"Clarkstown W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"WPSL";"11-06-2026 20:00";"FT";"Fever W";"2";"4";"CAFC Ospreys W";"2";"0";"";"";"";"100";"50";"50";"50";"0";"50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"WPSL";"11-06-2026 20:00";"FT";"TN Tempo W";"0";"12";"Decatur W";"0";"7";"";"";"";"";"";"0";"";"";"";"0";"";"67";"";"0";"";"";"6.3";"";"17.3";"";"";"3.3";"";"9";"";"8.5";"";"0.5";"";"";"12.5";"";"1.5";"";""
"United States";"USA";"WPSL";"11-06-2026 21:00";"FT";"Brooklyn City W";"6";"1";"New York Dutch Lions W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"WPSL";"11-06-2026 21:00";"FT";"Dallas W";"1";"1";"Fort Worth Vaqueras W";"0";"0";"";"";"";"";"";"50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"WPSL";"11-06-2026 21:00";"FT";"Texas Lone Star";"0";"2";"SouthStar W";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"WPSL";"11-06-2026 23:15";"FT";"San Francisco Nighthawks W";"0";"1";"Lamorinda United W";"";"";"";"";"";"16";"16";"67";"0";"66";"84";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"USL W League";"11-06-2026 19:00";"FT";"Brooke House W";"2";"2";"Miami City W";"0";"0";"";"";"";"";"";"33";"";"";"";"100";"";"0";"";"1.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"USL W League";"11-06-2026 20:00";"FT";"Union Macomb W";"3";"0";"Ann Arbor W";"2";"0";"";"";"";"0";"0";"0";"0";"50";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"USL W League";"11-06-2026 21:30";"FT";"River Light W";"4";"1";"Rockford Raptors W";"3";"1";"";"";"";"0";"0";"0";"0";"75";"100";"50";"50";"50";"50";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"USL W League";"11-06-2026 22:00";"FT";"Sta Clarita Blue Heat W";"0";"1";"Los Angeles SC W";"0";"1";"";"";"";"";"";"";"33";"";"";"";"33";"";"33";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"USL W League";"11-06-2026 23:00";"FT";"Utah United W";"8";"0";"Flatirons II W";"5";"0";"";"";"";"58";"42";"50";"33";"25";"58";"50";"";"50";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"USL W League";"11-06-2026 23:30";"FT";"Snohomish United";"3";"0";"Portland Cherry Bombs";"1";"0";"";"";"";"34";"16";"100";"0";"50";"84";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"UWS";"11-06-2026 19:00";"FT";"New England Mutiny W";"3";"0";"Worcester Wanderers W";"";"";"";"";"";"";"";"";"50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"UWS";"11-06-2026 20:00";"FT";"Michigan Legends W";"1";"4";"Michigan Jaguars W";"";"";"";"";"";"";"";"";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Vietnam";"VIE";"Vietnamese Cup";"11-06-2026 08:00";"FT";"Ninh Bình";"4";"1";"Thể Công-Viettel";"2";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Vietnam";"VIE";"Vietnamese Cup";"11-06-2026 08:00";"FT";"Thép Xanh Nam Định";"2";"4";"Công an TP.Hồ Chí Minh";"0";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Tournoi Maurice Revello";"11-06-2026 08:30";"FT";"Venezuela U20";"0";"1";"Japan U20";"0";"1";"";"";"";"";"";"0";"";"";"";"50";"";"50";"";"0.5";"";"";"13.5";"";"13.5";"";"";"3.5";"";"6.5";"";"3";"";"3";"";"";"5";"";"7.5";"";""
"World";"WOR";"Tournoi Maurice Revello";"11-06-2026 14:00";"FT";"Portugal U20";"6";"1";"Canada U20";"3";"0";"";"";"";"";"";"";"0";"";"";"";"33";"";"67";"";"0";"";"";"10";"";"20.3";"";"";"4";"";"6.7";"";"3.7";"";"2.7";"";"";"10";"";"5";""
"Zimbabwe";"ZIM";"Premier Soccer League";"11-06-2026 10:00";"FT";"Scotland Mabvuku";"3";"0";"Triangle United";"1";"0";"";"";"";"0";"0";"14";"0";"78";"100";"43";"0";"14";"100";"0.4";"0";"16.1";"11.4";"5";"6.8";"9";"3.5";"2.6";"0.8";"1";"2.6";"0";"1";"1.6";"0.6";"1.6";"3.8";"5";"5.4";"2.8";"8.5"
"Zimbabwe";"ZIM";"Premier Soccer League";"11-06-2026 10:00";"FT";"Highlanders";"1";"0";"AGAMA";"0";"0";"";"";"";"12";"0";"0";"0";"62";"100";"25";"29";"25";"71";"0.1";"0";"";"7";"";"5.5";"";"";"1.8";"";"1.4";"";"0.2";"";"0.8";"";"";"2.2";"";"3.1";"";""
"Australia";"AUS";"Victoria Women's State Knockout Cup";"11-06-2026 06:30";"AWAITING_UPDATES";"Keilor ParkW";"";"";"South Melbourne W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Faroe Islands";"FRO";"Meistaradeildin Women";"11-06-2026 21:00";"CANCELLED";"NSÍ W";"";"";"Hoyvík W";"";"";"";"";"";"";"";"20";"";"";"";"40";"";"60";"";"0.2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Iceland";"ISL";"1. Deild Women";"11-06-2026 16:15";"FT";"IA Akranes W";"5";"1";"Selfoss W";"3";"0";"";"";"";"58";"42";"50";"33";"42";"58";"50";"33";"0";"33";"0";"0";"";"";"9";"";"13";"";"";"4.7";"";"8";"";"2.7";"";"2.3";"";"";"4";"";"3.7";""
"Iceland";"ISL";"Esiliiga Women";"11-06-2026 14:00";"FT";"Electra W";"0";"4";"Tammeka W";"";"";"";"";"";"67";"50";"0";"67";"16";"50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Iceland";"ISL";"2. Deild Women";"11-06-2026 16:15";"FT";"Afturelding W";"4";"1";"ÍR W";"1";"0";"";"";"";"58";"42";"100";"33";"0";"58";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 4";"11-06-2026 11:00";"DELAYED";"Bechem United";"0";"0";"Bibiani Gold Stars FC";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Non-FIFA Friendlies";"11-06-2026 14:15";"CANCELLED";"Zanzibar";"";"";"Uganda";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Brasileiro U17";"11-06-2026 15:00";"FT";"Palmeiras U17";"4";"1";"Santos U17";"3";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Peru";"PER";"Copa de La Liga";"11-06-2026 17:00";"FT";"Deportiva Agropecuaria";"2";"0";"Comerciantes Unidos";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
