"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Result Home HT";"Result Visitor HT";"Odds";"Odds";"Odds";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora"
"Brazil";"BRA";"Brasileiro U20";"11-06-2026 15:00";"FT";"Cruzeiro U20";"3";"2";"Fortaleza U20";"1";"0";"1.42";"6.12";"1.10";"10";"1";"74";"56";"61";"48";"60";"44";"40";"56";"6";"83";"17";"60";"20";"70";"30";"10";"10";"6.9";"5.6";"3.3";"4.1";"10";"3.4";"3";"1.5";"2.1";"3.5";"2.6";"1.8";"2";"5";"4.9";"10.3";"74";"68";"58";"53";"46";"69";"46";"47";"70";"56";"80";"56";"70";"56";"50";"56";"0.7";"0.7";"21.9";"15";"9.4";"8.5";"10.9"
"Brazil";"BRA";"Brasileiro U20";"11-06-2026 15:00";"FT";"Sao Paulo U20";"0";"2";"Bragantino U20";"0";"1";"2.04";"3.00";"";"10";"5";"56";"52";"58";"100";"60";"56";"40";"67";"7";"43";"14";"30";"80";"47";"83";"10";"10";"3.6";"7.7";"4.8";"3.4";"9.8";"1.6";"3";"1.4";"1.8";"2";"4.7";"3.4";"1.7";"3.9";"5.8";"10.3";"74";"60";"54";"43";"74";"68";"46";"68";"30";"89";"40";"44";"40";"89";"40";"78";"0.4";"0.8";"25.3";"12.1";"18";"12.3";"8.2"
"Brazil";"BRA";"Brasileiro U20";"11-06-2026 19:00";"FT";"Palmeiras U20";"2";"2";"Santos U20";"1";"1";"1.54";"4.74";"1.05";"11";"1";"77";"63";"71";"58";"50";"50";"50";"60";"10";"50";"10";"70";"50";"80";"57";"10";"10";"7";"5.4";"3.7";"4.2";"10.1";"3.6";"1.9";"1.8";"1.7";"3.4";"3.5";"1.9";"2.5";"4.5";"5.6";"10.3";"75";"65";"50";"35";"65";"75";"60";"80";"60";"40";"70";"60";"70";"50";"70";"50";"0.7";"0.4";"25.1";"15.3";"13.7";"10.7";"10.5"
"Brazil";"BRA";"Paulista U20";"11-06-2026 15:00";"FT";"Portuguesa U20";"3";"0";"Itapirense U20";"0";"0";"1.19";"10.59";"1.40";"9";"3";"66";"28";"58";"31";"33";"33";"44";"67";"";"";"";"50";"30";"57";"33";"10";"10";"4.7";"4.2";"4.3";"3.7";"8.4";"2.2";"2";"2.4";"2";"2.4";"2.2";"1.9";"1.7";"4.4";"4.1";"9.1";"62";"56";"28";"44";"38";"84";"78";"72";"56";"33";"56";"56";"56";"67";"22";"33";"0.3";"0.4";"23.2";"14.1";"12.4";"6.8";"13.1"
"Brazil";"BRA";"Paulista U20";"11-06-2026 15:00";"FT";"Novorizontino U20";"1";"3";"Ibrachina U20";"0";"2";"2.34";"2.66";"1.19";"9";"5";"56";"63";"41";"82";"30";"60";"40";"40";"2";"100";"0";"30";"60";"37";"70";"10";"10";"4.4";"5.7";"3.9";"3.5";"8.8";"2.1";"2.9";"1.5";"1.3";"2.3";"2.8";"2.4";"2.2";"3.9";"4.8";"9.1";"55";"45";"35";"40";"55";"75";"70";"70";"40";"60";"40";"80";"30";"70";"30";"60";"0.2";"0.8";"22.8";"11.1";"13.8";"11.8";"9"
"Brazil";"BRA";"Paulista U20";"11-06-2026 19:00";"FT";"Oeste U20";"4";"3";"Santo André U20";"1";"0";"1.73";"3.91";"1.30";"10";"1";"60";"60";"51";"37";"44";"30";"44";"50";"2";"50";"0";"40";"20";"53";"33";"10";"10";"4.9";"4.1";"5.8";"4.1";"9.4";"2";"1.7";"2.8";"1.9";"2.9";"2.4";"3";"2.2";"4.2";"5.2";"9.1";"64";"59";"48";"37";"59";"68";"68";"68";"44";"60";"67";"40";"44";"50";"22";"30";"0.6";"0.2";"21.2";"10.2";"11.1";"10.8";"10.4"
"Brazil";"BRA";"Copa Gaúcha";"11-06-2026 15:00";"FT";"Gramadense";"1";"0";"Monsoon";"1";"0";"2.27";"3.18";"";"8";"5";"49";"63";"31";"37";"50";"60";"44";"50";"3";"33";"67";"20";"10";"37";"33";"10";"10";"4";"3.7";"4.2";"4.2";"8";"2.4";"2.5";"1.9";"1.4";"2";"1.2";"2.6";"2.8";"4.1";"4.3";"8.8";"55";"45";"35";"37";"37";"75";"75";"78";"50";"60";"56";"60";"89";"60";"22";"30";"0.6";"0.3";"20.4";"7.2";"13.5";"9.1";"10.9"
"Brazil";"BRA";"Amazonense U20";"11-06-2026 15:58";"FT";"Inter Academy U20";"1";"4";"Manauara U20";"0";"2";"";"";"";"";"";"2";"84";"20";"82";"";"";"";"";"";"";"";"0";"60";"0";"67";"10";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Maranhense 2";"11-06-2026 15:30";"FT";"Expressinho";"2";"3";"São Luís";"0";"3";"";"";"";"";"";"2";"56";"10";"68";"";"";"";"";"4";"0";"100";"10";"40";"10";"47";"10";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Canada";"CAN";"PCSL";"11-06-2026 00:00";"AWAITING_UPDATES";"Mid Isle Highlanders";"";"";"WIA";"";"";"";"";"";"";"";"2";"21";"27";"61";"";"";"";"";"7";"57";"29";"10";"20";"13";"27";"10";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Canada";"CAN";"PCSL";"11-06-2026 01:00";"AWAITING_UPDATES";"AFA";"";"";"Khalsa";"";"";"";"";"";"";"";"14";"49";"58";"68";"";"";"";"";"7";"29";"71";"20";"30";"23";"33";"10";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cameroon";"CMR";"Elite Two";"11-06-2026 09:30";"FT";"Union Douala";"2";"0";"Ngok Etunja";"1";"0";"";"";"";"8";"";"28";"38";"44";"37";"22";"50";"50";"33";"2";"0";"50";"30";"20";"33";"27";"10";"10";"5.2";"2.1";"4";"4";"7.6";"2.5";"1.7";"2.5";"2";"9.2";"4";"6.5";"8.7";"4.4";"14.2";"8.4";"47";"40";"22";"25";"129";"89";"84";"221";"56";"25";"50";"33";"50";"33";"25";"33";"0";"0.7";"";"9.7";"";"8.3";""
"Cameroon";"CMR";"Elite Two";"11-06-2026 09:30";"FT";"Bafmeng United";"1";"1";"Yafoot";"0";"0";"";"";"";"8";"";"80";"70";"41";"37";"44";"67";"50";"33";"4";"50";"25";"40";"40";"50";"47";"10";"10";"4.2";"3.8";"4.4";"3.5";"8";"1.5";"1.3";"1";"1.7";"17.5";"3.3";"19";"2.7";"2.8";"21.2";"8.4";"50";"38";"33";"0";"208";"80";"75";"292";"44";"50";"50";"67";"50";"33";"50";"33";"1";"0.7";"11.4";"7";"3";"7.3";"5.5"
"Cameroon";"CMR";"Elite Two";"11-06-2026 11:30";"FT";"Tonnerre";"0";"3";"Bamboutos";"0";"2";"";"";"";"9";"";"70";"88";"51";"34";"43";"38";"";"75";"4";"25";"25";"50";"30";"53";"47";"10";"10";"3";"5.4";"5.4";"3.5";"8.6";"";"2.5";"";"2.2";"";"4.2";"";"3";"";"";"8.4";"60";"26";"20";"";"";"80";"80";"";"29";"75";"";"50";"";"75";"";"50";"";"0.2";"15.2";"4";"7.8";"12.5";"6.2"
"Cameroon";"CMR";"Elite Two";"11-06-2026 11:30";"FT";"FAP";"1";"1";"Sable Batie";"1";"1";"";"";"";"8";"";"35";"77";"48";"48";"38";"62";"60";"";"2";"0";"100";"20";"50";"20";"63";"10";"10";"3.4";"4.5";"3.2";"2.5";"6.8";"1.8";"";"2.2";"";"3.4";"";"1.8";"";"";"";"8.4";"50";"38";"32";"";"";"100";"88";"";"38";"75";"40";"";"20";"";"40";"";"0.4";"";"";"8.8";"";"8.8";""
"DR Congo";"COD";"Super Ligue";"11-06-2026 10:00";"FT";"TP Mazembe";"2";"0";"Les Aigles du congo";"1";"0";"";"";"";"";"";"80";"80";"61";"51";"";"";"";"";"8";"38";"12";"60";"50";"67";"67";"10";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DR Congo";"COD";"Super Ligue";"11-06-2026 10:00";"FT";"Saint Eloi Lupopo";"0";"0";"Don Bosco";"0";"0";"";"";"";"";"";"77";"66";"31";"37";"";"";"";"";"10";"70";"10";"30";"40";"40";"50";"10";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Czech Republic";"CZE";"3. Liga MSFL";"11-06-2026 12:30";"FT";"Vítkovice";"5";"1";"Slovácko II";"1";"1";"";"";"";"10";"";"66";"46";"61";"54";"44";"40";"56";"60";"7";"14";"43";"30";"20";"50";"33";"10";"10";"3.6";"4.3";"4.7";"4.2";"8.4";"0.9";"2.6";"1.4";"1.8";"2.7";"1.7";"3.2";"2.4";"3.4";"5";"10.3";"58";"47";"37";"30";"48";"79";"74";"80";"56";"50";"44";"50";"33";"50";"22";"40";"0.2";"0.7";"17.8";"8.7";"9.5";"7.1";"10.4"
"Czech Republic";"CZE";"U19 League";"11-06-2026 07:00";"FT";"Jihlava U19";"0";"2";"Karvina U19";"0";"0";"2.92";"1.89";"";"12";"2";"38";"52";"54";"54";"44";"50";"33";"50";"7";"43";"43";"40";"50";"43";"57";"10";"10";"4.1";"4.5";"7.8";"7.3";"11.9";"2.2";"1.9";"3.4";"4.9";"1.9";"2.6";"4.3";"2.4";"6.2";"5.6";"11.5";"90";"79";"68";"63";"74";"36";"32";"37";"22";"20";"33";"20";"22";"20";"22";"20";"0.8";"0.2";"22";"10.3";"10.8";"11";"11.9"
"Czech Republic";"CZE";"U19 League";"11-06-2026 08:00";"FT";"Sparta Praha U19";"3";"1";"Sigma Olomouc U19";"1";"1";"1.72";"3.66";"";"12";"1";"25";"80";"78";"37";"50";"60";"40";"50";"10";"40";"40";"40";"30";"43";"43";"10";"10";"6.4";"7.4";"7.1";"6.3";"13.6";"3.7";"2.5";"3.4";"3.2";"2.7";"4.9";"3.7";"3.1";"6.4";"7.2";"11.5";"100";"95";"80";"65";"90";"30";"30";"40";"50";"60";"60";"40";"50";"60";"60";"50";"0.8";"0.5";"19";"10.8";"8.3";"10.1";"8.7"
"Estonia";"EST";"Esiliiga A";"11-06-2026 13:00";"FT";"Elva";"4";"3";"Maardu";"1";"3";"1.74";"3.45";"";"11";"1";"35";"49";"58";"41";"40";"50";"50";"40";"10";"10";"70";"30";"30";"33";"43";"10";"10";"5";"5.2";"6.7";"5.5";"11.2";"1.8";"1.8";"2.9";"2.3";"3.2";"3.4";"3.8";"3.2";"4.4";"6.8";"10.3";"85";"75";"60";"45";"80";"55";"45";"75";"30";"50";"60";"70";"30";"30";"30";"50";"0.4";"0.9";"26.4";"13.3";"14.2";"11.9";"13.5"
"Estonia";"EST";"U19 League";"11-06-2026 11:00";"FT";"FC Tallinn U19 II";"0";"6";"Flora U19";"0";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"60";"";"63";"";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Finland";"FIN";"Kakkonen";"11-06-2026 13:00";"FT";"PPJ";"3";"3";"Atlantis";"3";"2";"1.98";"2.81";"1.17";"11";"1";"70";"32";"71";"100";"50";"56";"50";"44";"2";"0";"100";"40";"40";"57";"43";"10";"10";"6.3";"6.4";"4.5";"3.1";"10.2";"3.8";"3.6";"2.4";"1.4";"2.5";"2.9";"2.1";"1.7";"5.6";"4.6";"11.2";"90";"68";"42";"84";"48";"64";"58";"48";"80";"78";"40";"44";"70";"78";"70";"56";"0.7";"0.6";"22.3";"11.8";"15.3";"8.6";"8.9"
"Finland";"FIN";"Kolmonen - Eastern Group";"11-06-2026 13:00";"FT";"Yllätys";"0";"1";"ToU";"0";"1";"1.48";"4.47";"";"12";"1";"4";"10";"85";"37";"50";"25";"50";"50";"7";"57";"43";"40";"30";"40";"33";"10";"10";"5";"7.2";"8";"7";"13.6";"1.5";"4.8";"3";"3.5";"3.5";"2.5";"5";"3.5";"6.4";"7.2";"10.3";"100";"100";"100";"75";"88";"12";"0";"25";"0";"25";"0";"50";"0";"50";"50";"50";"0";"1.5";"19.9";"10";"4.5";"12";"13.2"
"Finland";"FIN";"Kolmonen - Eastern Group";"11-06-2026 13:00";"FT";"STPS";"2";"2";"IPS Edustus";"2";"1";"5.62";"1.32";"";"";"2";"49";"77";"31";"75";"";"50";"";"75";"8";"38";"62";"30";"80";"30";"83";"10";"10";"";"6.5";"";"4.2";"";"";"2.8";"";"2";"";"3.8";"";"2.2";"";"";"10.3";"";"";"";"";"";"";"";"";"";"75";"";"75";"";"75";"";"50";"";"0.8";"";"";"14.5";"";"13"
"Finland";"FIN";"Kolmonen - Eastern Group";"11-06-2026 13:00";"FT";"LAUTP / 2";"0";"1";"KJP";"0";"0";"9.79";"1.18";"";"10";"4";"4";"52";"41";"85";"50";"75";"100";"50";"";"";"";"10";"50";"13";"53";"10";"10";"1.5";"5";"8.5";"8";"11.5";"1";"1.8";"4.5";"3.5";"0.5";"3.2";"4";"4.5";"5.4";"6.2";"10.3";"100";"75";"75";"50";"75";"50";"38";"50";"0";"25";"100";"0";"0";"25";"0";"25";"1";"0";"31.2";"7";"14";"26.5";"14.8"
"Finland";"FIN";"Kolmonen - Eastern Group";"11-06-2026 13:30";"FT";"KuPS Akatemia II";"2";"3";"Zulimanit";"1";"1";"1.35";"5.52";"";"10";"1";"32";"42";"99";"24";"50";"33";"33";"33";"";"";"";"44";"30";"48";"33";"9";"10";"6.7";"4.3";"3.7";"7.2";"10.9";"3.3";"1.3";"1.5";"4.3";"3.3";"3";"2.2";"2.8";"5.2";"5.6";"10.3";"75";"58";"58";"50";"58";"50";"50";"58";"83";"17";"100";"33";"100";"33";"50";"17";"1.2";"0.3";"24.4";"17.5";"9";"8.5";"13.8"
"Finland";"FIN";"Kolmonen - Western Group";"11-06-2026 12:15";"FT";"JyTy Turku";"0";"1";"PiPS";"0";"0";"1.83";"3.23";"";"11";"1";"18";"25";"54";"34";"33";"67";"57";"50";"";"";"";"20";"20";"27";"23";"10";"10";"4.2";"5";"7.8";"5.5";"11.2";"1.7";"1.7";"2.9";"2.8";"2.7";"3.3";"4.7";"2.7";"4.6";"6.7";"9.9";"78";"70";"64";"46";"76";"50";"50";"62";"22";"50";"43";"33";"14";"50";"0";"50";"0.4";"0";"20.3";"9.2";"9.8";"12.6";"8.8"
"Finland";"FIN";"Kolmonen - Western Group";"11-06-2026 13:00";"FT";"TP-T";"3";"1";"Ylöjärvi United";"1";"0";"3.31";"1.71";"";"10";"2";"35";"32";"100";"54";"43";"38";"29";"50";"5";"0";"80";"20";"50";"27";"53";"10";"10";"5";"4.2";"4.7";"4.8";"9.4";"2.3";"1.8";"2.6";"1.6";"2.7";"2.5";"2.1";"3.1";"4.2";"5.2";"9.9";"80";"59";"40";"41";"72";"86";"86";"66";"29";"38";"43";"50";"29";"62";"29";"38";"0.6";"0.1";"22.9";"8.3";"14.5";"12.4";"10.6"
"Finland";"FIN";"Kolmonen - Western Group";"11-06-2026 13:00";"FT";"LBK";"0";"5";"VIFK";"0";"2";"11.67";"1.13";"";"8";"4";"18";"66";"24";"100";"57";"50";"57";"17";"";"";"";"20";"80";"20";"87";"10";"10";"3.7";"6.3";"4";"1.2";"7.6";"2";"2.8";"2.3";"0.7";"1.7";"3.5";"1.7";"0.5";"3.9";"3.7";"9.9";"45";"30";"16";"30";"55";"92";"84";"77";"43";"83";"29";"100";"57";"83";"43";"67";"0";"0.7";"24.6";"10.7";"18.2";"11.9";"8.3"
"Finland";"FIN";"Kolmonen - Western Group";"11-06-2026 13:00";"FT";"SIF";"0";"3";"Virkiä";"0";"2";"1.54";"4.27";"";"9";"1";"52";"42";"100";"99";"62";"50";"62";"50";"2";"50";"50";"50";"60";"53";"63";"10";"10";"4";"9.5";"2.4";"2.5";"9.2";"1.6";"2.5";"1.4";"2.5";"2.4";"7";"1";"0";"4";"5.2";"9.9";"62";"50";"50";"56";"69";"75";"50";"100";"50";"100";"50";"50";"62";"50";"25";"100";"0.2";"0";"24";"9.9";"16";"10.2";"12"
"Finland";"FIN";"Kolmonen - Western Group";"11-06-2026 13:30";"FT";"SJK-j";"2";"2";"Ylivieska";"0";"1";"1.48";"4.23";"";"10";"1";"60";"32";"88";"100";"40";"33";"60";"50";"3";"67";"33";"50";"50";"60";"53";"10";"10";"8.6";"3.3";"3.4";"5";"10.2";"4.6";"2.2";"1.6";"1.2";"4";"1.2";"1.8";"3.8";"4.8";"5.4";"9.9";"74";"56";"56";"56";"74";"70";"52";"60";"80";"17";"60";"83";"80";"50";"60";"17";"0.2";"0.8";"25.8";"18.8";"10.5";"9.2";"13"
"Finland";"FIN";"Kolmonen - Western Group";"11-06-2026 14:00";"FT";"Fish United";"0";"3";"Haka Juniorit";"0";"0";"3.56";"1.64";"";"12";"2";"28";"42";"51";"92";"29";"50";"43";"25";"";"";"";"30";"50";"33";"50";"10";"10";"4.9";"6.4";"6.1";"7.4";"12.4";"3.1";"3.2";"2.6";"3.2";"1.7";"3.1";"3.6";"4.1";"6.1";"6.2";"9.9";"93";"78";"78";"80";"60";"48";"41";"28";"43";"38";"43";"50";"29";"50";"29";"50";"0.3";"0.5";"26.7";"11";"11.6";"14";"16.8"
"Finland";"FIN";"Kolmonen - Western Group";"11-06-2026 15:00";"FT";"VPV";"1";"1";"Nykarleby IK";"0";"1";"2.08";"2.57";"";"9";"5";"35";"7";"65";"61";"40";"25";"60";"25";"10";"20";"40";"30";"40";"40";"47";"10";"10";"2.4";"3.8";"6.4";"5";"8.8";"1.8";"1.5";"3";"1.5";"0.6";"2.2";"3.4";"3.5";"3.9";"4.9";"9.9";"65";"42";"22";"42";"48";"88";"78";"78";"0";"25";"40";"25";"20";"50";"0";"25";"0.6";"0.5";"21.5";"7";"10.2";"11.8";"14"
"Finland";"FIN";"Kolmonen - Southern Group";"11-06-2026 13:45";"FT";"TiPS / 2";"0";"4";"JäPS II";"0";"3";"4.75";"1.48";"";"11";"2";"35";"28";"48";"58";"29";"57";"33";"43";"";"";"";"20";"30";"30";"40";"10";"10";"5.6";"7.4";"4.6";"4.6";"11";"3.8";"3.4";"2.3";"1.9";"2.7";"4";"3";"2.7";"5.8";"6.2";"10";"86";"78";"72";"78";"60";"36";"28";"70";"43";"71";"50";"71";"67";"71";"33";"71";"0.5";"1.3";"22.7";"10.7";"10";"14.7";"10.1"
"Finland";"FIN";"Kolmonen - Southern Group";"11-06-2026 14:15";"FT";"HPS II";"2";"2";"Töölön Taisto";"2";"0";"2.17";"2.50";"";"11";"5";"14";"7";"95";"99";"71";"67";"43";"67";"";"";"";"50";"20";"53";"37";"10";"10";"7.7";"3.9";"5.3";"5.8";"11.4";"3.7";"1.7";"3.1";"2.3";"4";"2.2";"2.1";"3.4";"5.4";"5.9";"10";"89";"65";"52";"64";"64";"48";"48";"64";"71";"22";"57";"67";"57";"44";"86";"22";"1.1";"0.6";"21.7";"14.3";"7.1";"11.7";"10.3"
"Gambia";"GAM";"GFF First Division";"11-06-2026 13:30";"FT";"Dutch Lions";"3";"4";"TMT";"1";"4";"";"";"";"9";"";"60";"80";"41";"10";"38";"50";"38";"50";"3";"33";"33";"30";"20";"40";"33";"10";"10";"3.9";"3.4";"6";"4";"8.6";"1.5";"1.6";"3.4";"2.1";"2.4";"1.8";"2.6";"1.9";"4.4";"4.3";"8.8";"62";"44";"31";"44";"50";"75";"69";"68";"25";"38";"25";"38";"38";"50";"25";"25";"0.1";"0.9";"19";"7.4";"11.6";"8.6";"10.6"
"Gambia";"GAM";"GFF First Division";"11-06-2026 13:30";"FT";"Brikama United";"3";"0";"Greater Tomorrow";"1";"0";"";"";"";"9";"";"77";"70";"34";"41";"40";"57";"50";"14";"7";"29";"14";"30";"30";"47";"43";"10";"10";"6.5";"3.6";"2.7";"5";"8.9";"3.2";"1.3";"1.2";"2.9";"3.3";"2.3";"1.5";"2.1";"4.2";"4.6";"8.8";"70";"58";"48";"48";"54";"85";"78";"78";"90";"29";"60";"43";"80";"14";"80";"14";"0.6";"0";"20.8";"11";"9.8";"10.7";"10"
