"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Result Home HT";"Result Visitor HT";"Odds";"Odds";"Odds";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora"
"Gambia";"GAM";"GFF First Division";"11-06-2026 13:30";"FT";"Falcons";"1";"2";"Fortune";"1";"2";"3.36";"2.33";"1.66";"9";"5";"84";"80";"7";"41";"38";"56";"38";"33";"9";"44";"22";"10";"40";"27";"53";"10";"10";"3.1";"4.9";"5";"3.4";"8.2";"1.2";"3.2";"2";"1.6";"1.9";"1.7";"3";"1.9";"4";"4.2";"8.8";"64";"47";"42";"34";"36";"82";"70";"78";"25";"56";"50";"67";"12";"67";"12";"56";"0.1";"0.2";"18.8";"7.7";"11.7";"8.4";"9.9"
"Gambia";"GAM";"GFF First Division";"11-06-2026 13:30";"FT";"Hart Acedemy";"1";"1";"Samger";"0";"0";"";"";"";"8";"";"52";"80";"37";"17";"43";"50";"43";"30";"";"";"";"20";"20";"30";"37";"10";"10";"3.9";"4.8";"4";"3.8";"8.2";"1.3";"2.3";"2.4";"1.5";"2.6";"2.5";"1.6";"2.3";"3.8";"4.4";"8.8";"68";"52";"30";"34";"56";"93";"88";"88";"43";"40";"29";"60";"14";"40";"29";"50";"0.1";"0.1";"19.8";"8.2";"10.9";"11.8";"8.8"
"Gambia";"GAM";"GFF First Division";"11-06-2026 13:30";"FT";"BST Galaxy";"2";"2";"Steve Biko";"1";"1";"3.04";"2.68";"1.43";"9";"5";"56";"74";"31";"27";"60";"50";"30";"62";"5";"20";"20";"30";"30";"37";"40";"10";"10";"4.6";"3.6";"4";"4.9";"8.6";"1.6";"1.5";"2.7";"1.4";"3";"2.1";"1.3";"3.5";"3.6";"4.9";"8.8";"56";"56";"45";"26";"61";"84";"61";"90";"70";"38";"20";"62";"30";"38";"40";"38";"0.3";"0.2";"21";"11.5";"9.6";"11.9";"9.1"
"Republic of Ireland";"IRL";"Leinster Senior League";"11-06-2026 16:00";"DELAYED";"Inchicore Athletic";"0";"0";"Tolka Rovers";"0";"0";"1.94";"3.09";"";"9";"1";"49";"42";"78";"34";"60";"50";"40";"60";"";"";"";"60";"20";"63";"23";"10";"10";"4.5";"5.1";"4.1";"4.1";"8.9";"2.4";"1.7";"1.5";"2.2";"2.1";"3.4";"2.6";"1.9";"3.9";"5";"9.4";"70";"60";"40";"45";"50";"85";"70";"75";"50";"60";"70";"40";"70";"50";"50";"40";"0.3";"0.3";"25.8";"13.8";"14.5";"11.5";"11.8"
"Iceland";"ISL";"4. Deild";"11-06-2026 16:15";"FT";"Vaengir Jupiters";"3";"1";"Álafoss";"3";"0";"1.51";"3.88";"";"12";"1";"2";"21";"92";"65";"43";"50";"29";"50";"2";"100";"0";"40";"40";"40";"40";"10";"10";"5.4";"3";"6.3";"8";"11.4";"3.1";"1.2";"3";"3.2";"2.3";"1.8";"3.3";"4.8";"5.3";"6";"13.1";"86";"86";"86";"60";"73";"59";"40";"59";"29";"0";"71";"25";"57";"50";"43";"0";"0.6";"0.2";"26.2";"12.7";"8";"9.7";"22"
"Iceland";"ISL";"4. Deild";"11-06-2026 16:15";"FT";"Hamar";"3";"0";"Árborg";"2";"0";"2.68";"2.03";"";"12";"5";"14";"84";"100";"100";"50";"60";"50";"60";"10";"40";"30";"60";"60";"63";"70";"10";"10";"6.5";"4.8";"7.8";"5.8";"12.4";"2.5";"2.8";"3.8";"4";"4";"2";"4";"1.8";"6.5";"5.9";"13.1";"80";"68";"68";"55";"58";"55";"42";"45";"25";"20";"25";"20";"25";"40";"0";"20";"0";"0.2";"26.6";"14.8";"14.4";"13.8";"10.2"
"Iceland";"ISL";"4. Deild";"11-06-2026 17:00";"FT";"Elliði";"6";"2";"IH Hafnarfjordur";"4";"1";"1.56";"3.72";"";"13";"1";"18";"2";"61";"68";"50";"33";"50";"50";"9";"33";"56";"40";"10";"43";"10";"10";"10";"7.2";"5.2";"5.8";"4.8";"11.5";"2.7";"2.7";"3.8";"2";"4.5";"2.5";"2";"2.8";"5.6";"5.9";"13.1";"84";"84";"84";"75";"58";"58";"34";"50";"67";"50";"33";"33";"17";"67";"50";"17";"0.3";"0.5";"24.2";"12.6";"11.3";"9.2";"15.2"
"Iceland";"ISL";"3. Deild";"11-06-2026 17:00";"FT";"Ýmir";"2";"0";"KA Asvellir";"1";"0";"2.10";"2.61";"";"13";"5";"28";"10";"100";"51";"67";"50";"67";"50";"4";"50";"0";"40";"20";"47";"27";"10";"10";"3.8";"9";"5.8";"7.3";"13";"1.8";"4.2";"2";"4.8";"2";"4.8";"3.8";"2.5";"6.4";"6.6";"12.2";"92";"84";"66";"58";"75";"34";"34";"50";"50";"67";"17";"50";"50";"50";"50";"67";"0.2";"0.5";"24.6";"9.8";"14.3";"10.8";"14.2"
"Iceland";"ISL";"U19 Cup";"11-06-2026 12:00";"DELAYED";"Thór / THK / V / M U19";"";"";"Thróttur / SR U19";"";"";"";"";"";"5";"";"14";"10";"88";"71";"50";"50";"100";"50";"5";"60";"40";"50";"30";"50";"30";"10";"10";"2";"6.5";"7";"7";"11.2";"1";"1.5";"3";"3";"1";"5";"4";"4";"4.2";"7";"0";"75";"75";"75";"25";"75";"50";"25";"75";"0";"50";"100";"0";"0";"0";"0";"0";"0";"0.5";"29";"9";"14.5";"22";"12.5"
"Iceland";"ISL";"U19 Cup";"11-06-2026 14:00";"AWAITING_UPDATES";"FH / ÍH U19";"";"";"ÍBV / KFS U19";"";"";"";"";"";"";"";"38";"2";"100";"54";"50";"";"50";"";"";"";"";"70";"20";"73";"23";"10";"10";"4";"";"6";"";"";"1";"";"2.5";"";"3";"";"3.5";"";"";"";"0";"";"";"";"";"";"";"";"";"50";"";"0";"";"50";"";"50";"";"0";"";"";"18.5";"";"22.5";""
"Iceland";"ISL";"U19 Cup";"11-06-2026 16:00";"AWAITING_UPDATES";"Haukar / KÁ U19";"";"";"Fylkir / Ellidi U19";"";"";"";"";"";"";"";"2";"18";"82";"92";"";"33";"";"33";"5";"0";"80";"30";"40";"30";"43";"10";"10";"";"6.7";"";"7.3";"";"";"2.3";"";"3.3";"";"4.3";"";"4";"";"";"0";"";"";"";"";"";"";"";"";"";"33";"";"33";"";"33";"";"0";"";"0";"";"";"13";"";"19.3"
"Iceland";"ISL";"U19 Cup";"11-06-2026 16:00";"FT";"Njar. / Grin. / Víð. U19";"1";"4";"Keflavík / R / H U19";"0";"3";"";"";"";"";"";"25";"32";"88";"61";"";"67";"";"33";"";"";"";"60";"50";"67";"53";"10";"10";"";"9.7";"";"5.3";"";"";"3";"";"1.3";"";"5";"";"4";"";"";"0";"";"";"";"";"";"";"";"";"";"67";"";"100";"";"100";"";"100";"";"1.3";"";"";"14";"";"10.7"
"Iceland";"ISL";"U19 Cup";"11-06-2026 16:00";"FT";"HK / Ýmir U19";"1";"3";"KR / KV U19";"";"";"";"";"";"";"";"32";"2";"71";"78";"50";"";"50";"";"10";"60";"30";"40";"30";"40";"33";"10";"10";"4";"";"3.5";"";"";"2.5";"";"1.5";"";"1.5";"";"2";"";"";"";"0";"";"";"";"";"";"";"";"";"50";"";"0";"";"50";"";"50";"";"0";"";"";"12.5";"";"9.5";""
"Iceland";"ISL";"U19 League C";"11-06-2026 15:00";"FT";"Selfoss/Árborg/Stokk U19";"6";"2";"Valur / KH / Fálkar U19";"";"";"";"";"";"";"";"2";"0";"75";"100";"";"";"";"";"";"";"";"20";"40";"27";"43";"10";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Italy";"ITA";"U18 Serie A/B";"11-06-2026 12:30";"AWAITING_UPDATES";"Internazionale U18";"";"";"Torino U18";"";"";"";"";"";"";"";"60";"74";"100";"58";"";"";"";"";"9";"44";"33";"80";"60";"83";"63";"10";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Italy";"ITA";"U18 Serie A/B";"11-06-2026 15:30";"AWAITING_UPDATES";"Roma U18";"";"";"Bologna U18";"";"";"";"";"";"";"";"66";"52";"85";"58";"";"";"";"";"9";"33";"56";"60";"60";"70";"60";"10";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Kazakhstan";"KAZ";"First Division";"11-06-2026 09:00";"FT";"Taraz";"1";"2";"Astana II";"0";"2";"1.28";"8.12";"";"8";"3";"74";"25";"58";"51";"62";"50";"62";"43";"2";"50";"0";"50";"40";"60";"43";"10";"10";"6.2";"4";"2.6";"4.9";"8.9";"2.9";"2.3";"0.9";"2.6";"3.4";"2.3";"1.8";"3";"4.4";"5.2";"8.8";"62";"38";"38";"40";"52";"75";"68";"80";"75";"38";"62";"71";"75";"57";"75";"29";"0.5";"0.9";"16.2";"10.9";"6.9";"6.5";"8.2"
"Kazakhstan";"KAZ";"First Division";"11-06-2026 09:00";"FT";"Yelimay II";"0";"1";"Jaiyq";"0";"1";"6.12";"1.48";"";"9";"2";"28";"49";"20";"31";"33";"33";"50";"25";"";"";"";"0";"44";"8";"44";"8";"9";"3.5";"4.2";"6.2";"5.7";"9.8";"2.2";"2.8";"2.5";"6";"1.3";"3.5";"3.7";"2.5";"6.8";"5.5";"8.8";"92";"50";"42";"84";"58";"83";"75";"66";"33";"17";"33";"0";"50";"0";"33";"0";"0.5";"0";"15.1";"6.8";"4.2";"11.2";"8"
"Kazakhstan";"KAZ";"First Division";"11-06-2026 10:00";"FT";"Aktobe Jas";"1";"4";"Akademiya Ontustik";"0";"1";"3.48";"1.70";"";"10";"2";"14";"38";"75";"48";"44";"43";"62";"43";"6";"17";"83";"40";"40";"50";"43";"10";"10";"4.4";"4.1";"5.7";"4.9";"9.6";"1.6";"2.6";"3.6";"2.1";"2.5";"1.6";"2.4";"2.7";"5";"4.6";"8.8";"62";"56";"50";"46";"46";"62";"62";"54";"33";"43";"50";"43";"25";"43";"25";"29";"0.1";"0.6";"19.8";"12";"6.6";"13.7";"7.2"
"Kyrgyzstan";"KGZ";"Top Liga";"11-06-2026 12:00";"FT";"Abdish-Ata";"2";"0";"Neftchi Kochkor-Ata";"0";"0";"2.08";"2.85";"";"8";"5";"56";"52";"34";"41";"50";"25";"25";"25";"10";"70";"10";"30";"40";"33";"43";"10";"10";"2.8";"3.5";"4.5";"5";"7.8";"0.2";"1.5";"2.5";"3.2";"2.5";"2";"2";"1.8";"3.8";"4.2";"9.5";"62";"50";"25";"50";"38";"88";"75";"62";"0";"50";"0";"25";"0";"50";"0";"25";"0";"0.5";"5.8";"4.2";"1.2";"4.2";"2"
"Kyrgyzstan";"KGZ";"Top Liga";"11-06-2026 21:00";"POSTPONED";"Alay";"";"";"OshMU-Aldier";"";"";"";"";"";"10";"";"70";"49";"44";"44";"33";"50";"67";"50";"8";"62";"0";"50";"30";"60";"43";"10";"10";"6.3";"6.5";"3.3";"4.5";"10.4";"5";"1.5";"1.3";"2.5";"1.3";"5";"2";"2";"5.2";"5.2";"9.5";"100";"84";"58";"75";"50";"75";"58";"50";"100";"100";"100";"50";"100";"50";"100";"50";"1.3";"0.5";"8.8";"3";"8";"1.5";"5"
"Kyrgyzstan";"KGZ";"Top Liga";"11-06-2026 21:00";"POSTPONED";"Asiagoal";"";"";"Bishkek City";"";"";"";"";"";"8";"";"49";"66";"37";"31";"17";"50";"33";"75";"2";"100";"0";"20";"30";"30";"40";"10";"10";"3.2";"3";"5.2";"4";"7.6";"1.5";"1";"1.8";"1.5";"1.3";"2";"2";"2.5";"2.9";"3.9";"9.5";"54";"34";"16";"8";"42";"100";"100";"100";"33";"25";"33";"50";"33";"50";"17";"25";"0.7";"0.5";"9.6";"4";"4.8";"4.4";"6"
"Kuwait";"KUW";"Zain Premier League";"11-06-2026 14:45";"FT";"Al Shabab";"1";"0";"Al Jahra";"0";"0";"1.64";"4.60";"1.21";"9";"1";"7";"32";"20";"14";"40";"30";"30";"50";"10";"60";"40";"0";"0";"7";"7";"10";"10";"4.2";"2.7";"5.3";"6.3";"9.2";"1.6";"0.8";"3";"2.3";"2.6";"1.9";"2.3";"4";"3.8";"5.4";"9.2";"70";"65";"45";"25";"70";"80";"75";"85";"40";"30";"20";"30";"20";"10";"30";"10";"0.2";"0.3";"21.2";"8.4";"5.8";"12.3";"16"
"Lebanon";"LIB";"Premier League";"11-06-2026 09:30";"FT";"Racing";"0";"1";"Al Mabarrah";"0";"0";"12.16";"1.22";"";"8";"4";"2";"77";"14";"37";"30";"30";"60";"60";"10";"40";"40";"0";"50";"0";"60";"10";"10";"2.2";"2.2";"6.5";"5.6";"8.2";"0.9";"0.9";"3.6";"1.9";"1.3";"1.3";"2.9";"3.7";"3.6";"4.6";"8.4";"60";"45";"30";"40";"35";"85";"80";"80";"20";"10";"10";"30";"10";"0";"10";"10";"0";"0.1";"17.2";"4.8";"5.9";"13.4";"10.4"
"Norway";"NOR";"3. Division - Group 5";"11-06-2026 14:00";"FT";"Ulfstind";"3";"0";"Fløya";"1";"0";"5.56";"1.34";"";"";"2";"4";"60";"58";"75";"";"";"";"";"4";"25";"50";"10";"50";"13";"60";"10";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poland";"POL";"IV Liga: Wielkopolska";"11-06-2026 13:00";"FT";"Gornik Konin";"5";"2";"Piast Kobylnica";"";"";"";"";"";"11";"";"63";"49";"54";"61";"67";"67";"33";"33";"";"";"";"70";"50";"70";"60";"10";"10";"7.7";"4.7";"3.7";"6";"11";"4";"2.3";"2.3";"2.7";"3.7";"2.3";"1.3";"3.3";"5.6";"5.4";"10.1";"84";"67";"67";"50";"50";"50";"50";"67";"100";"33";"33";"33";"67";"33";"100";"33";"0.7";"0.7";"27.5";"16.7";"13";"12";"13.3"
"Poland";"POL";"IV Liga: Podkarpacka";"11-06-2026 12:00";"FT";"Karpaty Krosno";"1";"3";"Jarosław";"1";"0";"8.22";"1.26";"";"10";"4";"2";"74";"51";"100";"33";"67";"33";"67";"5";"20";"60";"40";"90";"47";"93";"10";"10";"5.3";"5.3";"7.7";"2";"10.2";"1.3";"2.7";"3.3";"2";"4";"2.7";"4.3";"0";"4.7";"5.5";"10.9";"66";"50";"50";"33";"50";"66";"50";"67";"33";"100";"67";"67";"33";"100";"33";"67";"0.7";"0.3";"26.1";"9";"17.3";"20.5";"5.3"
"Russia";"RUS";"Second League A";"11-06-2026 10:00";"FT";"Dinamo Stavropol'";"3";"0";"Zenit II";"2";"0";"";"";"";"8";"";"56";"35";"41";"68";"70";"60";"30";"20";"";"";"";"30";"40";"37";"47";"10";"10";"2.6";"3.7";"5.3";"5.6";"8.6";"1.2";"1.1";"2.8";"2.2";"1.4";"2.6";"2.5";"3.4";"3.6";"5";"8.8";"55";"40";"40";"25";"55";"75";"65";"90";"20";"20";"50";"30";"40";"20";"0";"20";"0.3";"0.4";"15";"5.9";"7.3";"8.4";"8.3"
"Sweden";"SWE";"Superettan";"11-06-2026 14:00";"FT";"Helsingborg";"0";"3";"Landskrona";"0";"1";"2.66";"2.43";"1.18";"10";"5";"35";"63";"61";"44";"50";"40";"60";"40";"10";"40";"30";"40";"30";"47";"43";"10";"10";"4.8";"5.1";"5.6";"5.1";"10.3";"2.3";"2.6";"2.1";"2.3";"2.5";"2.5";"3.5";"2.8";"4.6";"5.6";"9.8";"75";"65";"55";"55";"60";"70";"55";"75";"20";"50";"70";"60";"60";"50";"30";"40";"0.5";"0.4";"21.7";"10";"9.5";"13.7";"10.2"
"Sweden";"SWE";"Svenska Cupen";"11-06-2026 14:00";"FT";"Lindo FF";"4";"0";"Studenterna";"1";"0";"1.13";"10.70";"";"";"";"";"";"";"";"50";"";"67";"";"";"";"";"10";"";"13";"";"10";"";"5.5";"";"6.2";"";"";"2";"";"2.8";"";"3.5";"";"3.3";"";"";"";"";"";"";"";"";"";"";"";"";"67";"";"50";"";"50";"";"50";"";"0.8";"";"";"7.3";"";"10.3";""
"Sweden";"SWE";"Svenska Cupen";"11-06-2026 14:00";"FT";"Vastra Frolunda";"4";"2";"Onsala";"2";"1";"1.67";"3.76";"";"11";"1";"52";"63";"78";"51";"56";"62";"56";"50";"10";"20";"60";"60";"30";"67";"43";"10";"10";"5";"5.6";"5.7";"3.6";"10";"2.7";"2.2";"3.1";"2";"2.3";"3.4";"2.6";"1.6";"5";"5";"11.8";"76";"70";"58";"53";"53";"66";"54";"60";"33";"50";"56";"25";"33";"50";"33";"62";"0.7";"0.4";"17.7";"9.3";"8.8";"9.9";"7.5"
"Sweden";"SWE";"Division 2: Norra Gotaland";"11-06-2026 14:00";"FT";"Motala";"0";"0";"Kumla";"0";"0";"1.63";"4.17";"";"10";"1";"52";"60";"41";"34";"57";"33";"43";"33";"6";"67";"17";"30";"20";"37";"33";"10";"10";"6.1";"5.7";"5.6";"3";"10.2";"3.1";"3.5";"2";"1.7";"3";"2.2";"3.6";"1.3";"5.2";"5";"10.1";"75";"75";"60";"55";"66";"77";"56";"54";"43";"83";"71";"50";"71";"83";"71";"50";"0.9";"0.7";"22.9";"11.4";"12.5";"12.1";"9.7"
"Sweden";"SWE";"Division 2: Norrland";"11-06-2026 14:00";"FT";"Kubikenborg";"3";"1";"Lucksta";"2";"0";"1.64";"4.01";"";"";"1";"60";"28";"65";"78";"";"";"";"";"3";"67";"33";"60";"40";"63";"50";"10";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sweden";"SWE";"Division 2: Norrland";"11-06-2026 14:00";"FT";"Gottne IF";"1";"1";"Friska Viljor";"1";"1";"1.76";"3.42";"";"";"1";"32";"49";"78";"58";"";"";"";"";"10";"50";"40";"50";"20";"57";"33";"10";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sweden";"SWE";"Division 2: Vastra Gotaland";"11-06-2026 14:00";"FT";"Hestrafor";"2";"3";"Dalstorps";"0";"2";"2.87";"2.10";"1.10";"10";"5";"38";"63";"65";"61";"60";"56";"50";"44";"";"";"";"40";"50";"47";"60";"10";"10";"5.7";"4.9";"4.8";"4.8";"10.1";"3.3";"2.1";"2.3";"2";"2.4";"2.8";"2.5";"2.8";"4.8";"5.2";"9.8";"73";"63";"57";"47";"47";"68";"58";"69";"60";"56";"60";"56";"60";"56";"60";"56";"0.5";"0.6";"19.1";"11.3";"9.2";"10.1";"7.6"
"Sweden";"SWE";"Division 2: Vastra Gotaland";"11-06-2026 14:30";"FT";"Astrio";"1";"2";"Lindome";"0";"1";"3.52";"1.74";"1.09";"10";"2";"42";"46";"24";"61";"50";"50";"50";"40";"6";"83";"17";"10";"40";"20";"50";"10";"10";"3.4";"5.6";"6";"7.1";"11";"1.8";"3";"2.4";"3.5";"1.6";"2.6";"3.6";"3.6";"5.4";"5.7";"9.8";"80";"75";"70";"55";"70";"60";"45";"60";"20";"20";"50";"50";"30";"50";"20";"20";"0.5";"0.8";"22.1";"8.4";"9.8";"15.4";"10.6"
"United States";"USA";"USL League Two";"11-06-2026 20:00";"FT";"Lansing City";"0";"7";"Kalamazoo FC";"0";"3";"";"";"";"8";"";"14";"25";"20";"61";"33";"40";"50";"60";"9";"22";"56";"10";"40";"10";"43";"10";"10";"2.8";"2";"5.3";"6";"8.1";"1";"0.8";"2.7";"3.6";"1.8";"1.2";"2.7";"2.4";"4.1";"4";"8.9";"45";"45";"36";"45";"45";"82";"82";"82";"33";"0";"50";"20";"17";"0";"17";"0";"0.3";"0.2";"27.5";"8.7";"10";"18.2";"18.2"
"United States";"USA";"USL League Two";"11-06-2026 20:00";"FT";"Utah United";"2";"1";"Flatirons Rush";"1";"0";"1.05";"19.37";"";"";"3";"66";"49";"92";"27";"67";"";"33";"";"5";"40";"60";"60";"10";"67";"20";"10";"10";"9";"";"1.3";"";"";"5.7";"";"0";"";"3.3";"";"1.3";"";"";"";"8.9";"";"";"";"";"";"";"";"";"100";"";"100";"";"100";"";"100";"";"2";"";"";"12";"";"4.3";""
"United States";"USA";"USL League Two";"11-06-2026 22:00";"FT";"Twin City Toucans";"3";"0";"San Antonio II";"2";"0";"";"";"";"";"";"10";"7";"58";"82";"33";"";"33";"";"";"";"";"30";"60";"33";"60";"10";"5";"3.3";"";"3";"";"";"1.7";"";"0.7";"";"1.7";"";"2.3";"";"";"";"8.9";"";"";"";"";"";"";"";"";"67";"";"100";"";"100";"";"0";"";"0.7";"";"";"10";"";"11";""
"United States";"USA";"USL League Two";"11-06-2026 23:00";"FT";"San Juan SC";"1";"3";"Project 51O";"0";"0";"2.91";"1.94";"";"10";"2";"38";"60";"41";"65";"50";"43";"33";"57";"3";"33";"33";"20";"50";"27";"60";"10";"10";"4.7";"6.3";"6.5";"5.3";"11.4";"1.7";"2.9";"4.2";"2";"3";"3.4";"2.3";"3.3";"5.4";"6";"8.9";"77";"69";"62";"54";"76";"46";"38";"46";"17";"57";"50";"43";"0";"71";"17";"57";"0.5";"0.6";"22";"12.5";"12";"11.3";"8.1"
"United States";"USA";"USL League One";"11-06-2026 00:00";"FT";"Alta";"3";"1";"Sarasota Paradise";"2";"0";"2.04";"3.07";"";"9";"5";"56";"49";"51";"37";"40";"60";"40";"60";"";"";"";"40";"40";"47";"40";"10";"10";"2.5";"3.6";"7.6";"4.5";"9.1";"1.1";"2";"3.6";"2.1";"1.4";"1.6";"4";"2.4";"4.4";"4.7";"10";"70";"55";"35";"40";"50";"80";"75";"75";"10";"50";"20";"60";"10";"60";"10";"40";"0.1";"1.1";"24.3";"9.7";"10.1";"16.3";"12.5"
"United States";"USA";"NPSL";"11-06-2026 20:30";"FT";"District Elite";"2";"4";"Ristozi";"1";"2";"4.08";"1.59";"";"9";"2";"32";"60";"75";"99";"50";"67";"50";"67";"2";"0";"100";"50";"70";"57";"70";"10";"10";"6.5";"2.7";"3";"5.3";"8.8";"1";"1";"2";"2.7";"5.5";"1.7";"1";"2.7";"3.4";"5.4";"8.7";"84";"42";"42";"42";"66";"100";"58";"75";"100";"33";"100";"33";"50";"33";"50";"0";"0.5";"0";"20.5";"14";"7.7";"5";"14.3"
"United States";"USA";"NPSL";"11-06-2026 23:30";"FT";"Cruizers";"1";"2";"Sun City";"0";"1";"";"";"";"";"";"21";"70";"85";"100";"";"50";"";"";"";"";"";"40";"67";"47";"67";"10";"3";"";"5";"";"4";"";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";"";"";"";"50";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"WPSL";"11-06-2026 20:00";"FT";"STA W";"2";"3";"Clarkstown W";"";"";"";"";"";"";"";"38";"100";"34";"100";"33";"";"33";"";"2";"0";"100";"20";"90";"27";"93";"10";"10";"7.7";"";"3.7";"";"";"3.3";"";"3";"";"4.3";"";"0.7";"";"";"";"8.3";"";"";"";"";"";"";"";"";"67";"";"33";"";"33";"";"67";"";"0.7";"";"";"16.7";"";"10.3";""
"United States";"USA";"WPSL";"11-06-2026 20:00";"FT";"Fever W";"2";"4";"CAFC Ospreys W";"2";"0";"5.25";"1.42";"";"8";"2";"21";"38";"37";"58";"67";"38";"100";"38";"2";"0";"100";"14";"40";"19";"43";"7";"10";"2";"6.4";"4";"3.9";"8.1";"0";"3.4";"2";"1.9";"2";"3";"2";"2";"3.6";"4.5";"8.3";"31";"25";"25";"25";"42";"75";"75";"81";"0";"50";"0";"75";"0";"38";"0";"38";"0";"0.5";"26.4";"8";"16.6";"15.3";"12.8"
"United States";"USA";"WPSL";"11-06-2026 20:00";"FT";"TN Tempo W";"0";"12";"Decatur W";"0";"7";"11.50";"1.16";"";"";"4";"21";"70";"54";"92";"50";"";"33";"";"";"";"";"30";"80";"37";"87";"10";"10";"3.2";"";"2.8";"";"";"2";"";"2";"";"1";"";"1.3";"";"";"";"8.3";"";"";"";"";"";"";"";"";"50";"";"0";"";"33";"";"33";"";"0";"";"";"9";"";"17.8";""
"United States";"USA";"WPSL";"11-06-2026 21:00";"FT";"Brooklyn City W";"6";"1";"New York Dutch Lions W";"";"";"";"";"";"10";"";"52";"2";"75";"20";"50";"50";"75";"50";"4";"75";"25";"60";"0";"60";"0";"10";"10";"4.8";"5.5";"5.2";"7";"11.2";"2.8";"3";"2.2";"2";"2";"2.5";"3";"5";"5";"6.2";"8.3";"88";"50";"50";"50";"62";"62";"62";"50";"50";"50";"75";"0";"100";"0";"25";"50";"0.8";"0";"26.8";"16.8";"7";"10.8";"19"
"United States";"USA";"WPSL";"11-06-2026 21:00";"FT";"Dallas W";"1";"1";"Fort Worth Vaqueras W";"0";"0";"1.56";"4.30";"";"";"1";"70";"28";"100";"27";"";"";"";"";"2";"100";"0";"60";"10";"67";"20";"10";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"WPSL";"11-06-2026 21:00";"FT";"Texas Lone Star";"0";"2";"SouthStar W";"";"";"";"";"";"";"";"";"";"";"";"";"50";"";"50";"";"";"";"";"60";"";"60";"";"10";"";"2.5";"";"1.5";"";"";"0.5";"";"1";"";"2";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"100";"";"50";"";"50";"";"0";"";"0";"";"";"16.5";"";"15"
"United States";"USA";"WPSL";"11-06-2026 23:15";"FT";"San Francisco Nighthawks W";"0";"1";"Lamorinda United W";"";"";"";"";"";"7";"";"63";"66";"85";"61";"20";"50";"40";"50";"6";"33";"67";"50";"50";"60";"60";"10";"10";"3.2";"2.5";"3";"3";"5.8";"1.6";"0.5";"1";"1";"1.6";"2";"2";"2";"2";"3.8";"8.3";"0";"0";"0";"10";"45";"100";"100";"100";"40";"0";"60";"50";"40";"50";"20";"0";"0.2";"0";"22.2";"12.8";"8";"9";"14.5"
"United States";"USA";"USL W League";"11-06-2026 19:00";"FT";"Brooke House W";"2";"2";"Miami City W";"0";"0";"2.08";"2.72";"";"7";"5";"63";"25";"68";"44";"50";"75";"50";"0";"";"";"";"40";"40";"47";"47";"10";"10";"4.8";"3";"2.5";"5.2";"7.7";"1.5";"1.7";"1.5";"1.3";"3.2";"2.3";"1";"5.7";"3";"6.1";"7.1";"50";"38";"0";"0";"62";"100";"100";"116";"100";"25";"50";"0";"75";"0";"50";"0";"0.2";"0";"23";"14.5";"9.2";"8.8";"13.5"
"United States";"USA";"USL W League";"11-06-2026 20:00";"FT";"Union Macomb W";"3";"0";"Ann Arbor W";"2";"0";"";"";"";"";"";"70";"49";"37";"51";"";"";"";"";"3";"33";"67";"50";"40";"53";"47";"10";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
