"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Result Home HT";"Result Visitor HT";"Odds";"Odds";"Odds";"Odds";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global"
"Sweden";"SWE";"Ettan: North";"08-06-2026 14:00";"FT";"Stockholm Internazionale";"4";"1";"Vasalund";"1";"1";"1.55";"4.64";"";"";"50";"57";"10";"10";"6";"7";"60";"50";"21.3";"11.7";"11.6";"8.3";"11";"9.2";"1.4";"1.4";"1.4";"1.3";"2.8";"3.2";"1.4";"1.4";"1.3";"1.2";"2.7";"3";"0";"0";"0.1";"0.1";"0.1";"0.1";"50";"25";"15";"90";"85";"75";"50";"10"
"Sweden";"SWE";"Ettan: North";"08-06-2026 14:30";"FT";"Järfälla";"1";"6";"Stocksund";"1";"3";"1.79";"3.33";"";"";"37";"13";"10";"10";"12";"16";"47";"49";"19.8";"8.3";"9.1";"10.5";"11.8";"9";"1.5";"1.5";"2";"2.2";"3.6";"3.2";"1.5";"1.4";"2";"2.2";"3.6";"3";"0";"0.1";"0";"0";"0";"0.1";"65";"50";"35";"85";"65";"50";"35";"15"
"Sweden";"SWE";"Ettan: South";"08-06-2026 14:00";"FT";"Ängelholm";"1";"1";"Olympic";"1";"0";"2.14";"2.78";"";"";"37";"30";"10";"10";"12";"14";"48";"51";"20.2";"10.1";"10";"8.6";"11.8";"8.8";"1.7";"1.5";"0.7";"2";"3";"3";"1.6";"1.4";"0.7";"1.9";"2.8";"2.9";"0.1";"0.1";"0";"0.1";"0.2";"0.1";"60";"25";"15";"95";"85";"75";"40";"5"
"Sweden";"SWE";"Ettan: South";"08-06-2026 14:30";"FT";"Utsikten";"0";"1";"Rosengård";"0";"1";"5.17";"1.50";"";"";"17";"50";"10";"10";"16";"7";"45";"54";"17.8";"5";"12.2";"11.2";"7.1";"7.8";"1.1";"1.5";"0.8";"1.3";"2.3";"3";"1.1";"1.5";"0.8";"1.3";"2.3";"2.9";"0";"0";"0";"0";"0";"0.1";"42";"20";"10";"94";"90";"80";"58";"6"
"Sweden";"SWE";"Division 2: Norrland";"08-06-2026 14:00";"FT";"Täfteå";"3";"0";"Umeå FC Akademi";"2";"0";"1.28";"7.03";"";"";"70";"33";"10";"10";"3";"5";"54";"63";"21.2";"13.5";"15.5";"5";"8.5";"9.5";"1";"1";"2.7";"1";"2.8";"2.5";"0.7";"1";"2.7";"1";"2.6";"2.2";"0.3";"0";"0";"0";"0.2";"0.3";"34";"34";"16";"84";"84";"66";"66";"16"
"United States";"USA";"USL League Two";"08-06-2026 00:00";"FT";"AMSG";"0";"1";"Stars FC";"0";"1";"";"";"";"";"33";"40";"10";"10";"8";"4";"48";"52";"24.4";"7";"11.4";"17.5";"12.9";"10.2";"2.2";"3.2";"2";"1.2";"4.3";"4";"2.2";"3.2";"1.8";"1.2";"4.2";"3.8";"0";"0";"0.2";"0";"0.1";"0.2";"100";"55";"45";"68";"55";"45";"0";"32"
"United States";"USA";"USL League Two";"08-06-2026 16:00";"FT";"Colorado Storm";"2";"0";"Flatirons Rush";"0";"0";"";"";"";"";"83";"30";"10";"10";"2";"7";"";"";"";"";"";"";"";"";"";"";"";"";"";"4";"";"";"";"";"";"3.8";"";"";"";"";"";"0.2";"";"";"";"";"";"";"";""
"United States";"USA";"USL League Two";"08-06-2026 20:00";"FT";"Brave";"0";"0";"Sporting JAX II";"0";"0";"1.28";"7.83";"";"";"70";"33";"10";"5";"2";"5";"53";"42";"21.6";"12.2";"6.3";"15";"9.7";"6.8";"3.3";"2.7";"2.2";"3.7";"5.9";"4";"3";"2.7";"2.2";"3.7";"5.8";"3.8";"0.3";"0";"0";"0";"0.2";"0.2";"92";"84";"84";"42";"16";"16";"8";"58"
"United States";"USA";"NPSL";"08-06-2026 21:00";"FT";"Milwaukee Torrent";"2";"3";"Wisconsin Conquerors";"0";"2";"1.17";"9.56";"";"";"50";"20";"10";"10";"4";"5";"44";"";"23";"11";"2";"15.3";"17.7";"10.8";"2";"0.5";"2";"1.5";"3";"4.8";"2";"0.5";"2";"1.5";"3";"4.6";"0";"0";"0";"0";"0";"0.2";"75";"25";"25";"100";"75";"75";"25";"0"
"United States";"USA";"WPSL";"08-06-2026 20:00";"FT";"Bay City Reign W";"0";"0";"West Florida Academy W";"0";"0";"6.00";"1.33";"";"";"0";"33";"4";"3";"4";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"0.6";"";"";"";"";"";"0";"";"";"";"";"";"";"";""
"United States";"USA";"WPSL";"08-06-2026 22:00";"FT";"La Roca W";"1";"0";"Griffins W";"0";"0";"1.08";"14.67";"";"";"77";"20";"10";"10";"1";"3";"60";"36";"26.6";"17";"6";"9.9";"20.2";"13.6";"0.3";"0";"0.2";"0";"0.3";"0.6";"0.3";"0";"0.2";"0";"0.3";"0.6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";"100";"100";"100";"0"
"United States";"USA";"WPSL";"08-06-2026 23:00";"FT";"Napa Valley 1839";"1";"6";"California Storm W";"";"";"";"";"";"";"43";"77";"10";"10";"2";"1";"39";"61";"33";"11.7";"24";"24";"6.3";"16";"0.7";"0.7";"0.3";"1";"1.4";"0.6";"0.7";"0.7";"0.3";"1";"1.4";"0.6";"0";"0";"0";"0";"0";"0";"16";"0";"0";"100";"100";"100";"84";"0"
"United States";"USA";"MLS Next Pro";"08-06-2026 16:00";"FT";"Columbus Crew II";"2";"1";"Connecticut United";"0";"0";"2.43";"2.30";"";"";"57";"27";"10";"10";"9";"23";"53";"46";"25.2";"12.7";"13.2";"14.4";"10.1";"10";"2.7";"2.9";"2.2";"2.6";"5.2";"4.5";"2.6";"2.8";"2";"2.4";"4.9";"4.3";"0.1";"0.1";"0.2";"0.2";"0.3";"0.2";"95";"90";"70";"65";"30";"10";"5";"35"
"United States";"USA";"MLS Next Pro";"08-06-2026 21:00";"FT";"Minnesota United II";"4";"3";"Sporting Kansas City II";"2";"1";"1.42";"5.42";"";"";"47";"37";"10";"10";"19";"25";"51";"46";"27.2";"14.7";"15.1";"9.1";"15.6";"9.5";"1.8";"1.5";"1.9";"2.7";"4";"4.5";"1.8";"1.5";"1.5";"2.6";"3.7";"4.3";"0";"0";"0.4";"0.1";"0.2";"0.2";"75";"50";"35";"75";"65";"50";"25";"25"
"United States";"USA";"USL W League";"08-06-2026 13:00";"FT";"Colorado Storm W";"8";"1";"Flatirons II W";"3";"0";"";"";"";"";"80";"33";"10";"10";"2";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"1.3";"";"";"";"";"";"0";"";"";"";"";"";"";"";""
"United States";"USA";"USL W League";"08-06-2026 20:30";"FT";"Paisley Athletic W";"4";"3";"Cedar Stars W";"1";"1";"";"";"";"";"70";"43";"10";"10";"3";"4";"50";"";"23.5";"15.5";"4.5";"11";"16";"12.8";"0.5";"0";"0";"0";"0.2";"1.3";"0.5";"0";"0";"0";"0.2";"1.3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";"100";"100";"100";"0"
"United States";"USA";"USL W League";"08-06-2026 20:30";"CANCELLED";"Tormenta W";"";"";"United Bantams W";"";"";"";"";"";"";"60";"40";"10";"10";"7";"6";"";"";"";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"1.3";"";"";"";"";"";"0";"";"";"";"";"";"";"";""
"United States";"USA";"USL W League";"08-06-2026 21:00";"FT";"RKC W";"2";"2";"Edgewater Castle W";"0";"1";"4.45";"1.52";"";"";"33";"90";"10";"10";"6";"3";"48";"";"";"6";"";"13.5";"";"";"0";"";"2";"";"";"1.3";"0";"";"2";"";"";"1.3";"0";"";"0";"";"";"0";"";"";"";"";"";"";"";""
"Uzbekistan";"UZB";"Pro Liga";"08-06-2026 10:00";"FT";"Jayxun";"1";"4";"Aral";"0";"3";"6.54";"1.43";"";"";"47";"57";"10";"10";"11";"1";"48";"51";"18.5";"8.1";"8";"12";"8.8";"7.2";"1.9";"2.2";"2";"1.5";"3.8";"3.8";"1.9";"2.2";"1.9";"1.5";"3.8";"3.6";"0";"0";"0.1";"0";"0";"0.2";"68";"56";"44";"88";"56";"44";"32";"12"
"Uzbekistan";"UZB";"Pro Liga";"08-06-2026 10:00";"FT";"Pakhtakor II";"0";"3";"Respublika";"0";"0";"3.44";"1.92";"";"";"15";"27";"9";"10";"13";"10";"46";"48";"18.2";"7.1";"10.2";"10";"9";"7.2";"1.5";"1.3";"2";"1.7";"3.2";"3.8";"1.5";"1.3";"1.8";"1.6";"3.1";"3.6";"0";"0";"0.2";"0.1";"0.2";"0.2";"63";"40";"23";"93";"77";"60";"37";"7"
"Uzbekistan";"UZB";"Pro Liga";"08-06-2026 11:00";"FT";"Metallurg";"7";"0";"FarDu";"3";"0";"1.70";"4.17";"";"";"50";"33";"10";"10";"5";"6";"51";"49";"21.1";"12.6";"8";"8.9";"12.7";"7.2";"1.2";"2.5";"1.8";"1.3";"3.4";"3.8";"1.2";"2.3";"1.6";"1.3";"3.3";"3.6";"0";"0.2";"0.1";"0";"0.2";"0.2";"75";"46";"21";"94";"79";"54";"25";"6"
"World";"WOR";"Tournoi Maurice Revello";"08-06-2026 10:00";"FT";"Côte d'Ivoire U23";"2";"1";"Canada U20";"1";"0";"1.54";"4.72";"";"";"47";"63";"10";"10";"1";"4";"51";"53";"21.3";"10.1";"8.8";"9.6";"14";"7.4";"2.8";"4";"2.2";"2";"5.5";"6.1";"2.8";"3.5";"2.1";"1.8";"5.1";"5.6";"0";"0.5";"0.1";"0.2";"0.4";"0.5";"94";"79";"50";"50";"50";"21";"6";"50"
"World";"WOR";"Tournoi Maurice Revello";"08-06-2026 13:30";"FT";"Venezuela U20";"1";"3";"Portugal U20";"1";"0";"10.68";"1.20";"";"";"33";"87";"10";"10";"5";"2";"52";"55";"20.5";"12.3";"12.1";"8.7";"7.9";"7.7";"2.2";"1.3";"3.3";"1.7";"4.3";"6.1";"2.2";"1.3";"3.2";"1.7";"4.2";"5.6";"0";"0";"0.1";"0";"0";"0.5";"70";"60";"44";"67";"56";"40";"30";"33"
"Kazakhstan";"KAZ";"Womens Championship";"08-06-2026 03:00";"FT";"Zhetysu W";"1";"1";"Ordabasy W";"1";"1";"";"";"";"";"23";"43";"10";"10";"7";"5";"";"48";"";"";"";"";"";"";"";"2";"";"0.5";"";"2.7";"";"2";"";"0.5";"";"2.5";"";"0";"";"0";"";"0.2";"";"";"";"";"";"";"";""
"Kazakhstan";"KAZ";"Womens Championship";"08-06-2026 03:00";"FT";"Kaspiy W";"0";"3";"Atyrau W";"0";"1";"";"";"";"";"8";"23";"4";"10";"8";"6";"41";"";"";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"2.5";"";"";"";"";"";"0.2";"";"";"";"";"";"";"";""
"Kazakhstan";"KAZ";"Womens Championship";"08-06-2026 09:00";"FT";"BIIK Shymkent W";"2";"0";"Turan Turkistan W";"0";"0";"1.04";"40.20";"";"";"100";"";"2";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Kazakhstan";"KAZ";"Womens Championship";"08-06-2026 10:00";"FT";"Ulytau Zhezkazgan W";"1";"3";"FC Kaysar W";"0";"1";"";"";"";"";"40";"73";"10";"10";"8";"3";"";"47";"";"";"";"";"";"";"";"1";"";"5.5";"";"2.7";"";"1";"";"5";"";"2.5";"";"0";"";"0.5";"";"0.2";"";"";"";"";"";"";"";""
"Kazakhstan";"KAZ";"Womens Championship";"08-06-2026 11:00";"FT";"Astana W";"4";"0";"Shakhter Karagandy W";"3";"0";"2.00";"2.83";"";"";"30";"47";"10";"5";"8";"6";"46";"";"";"6";"";"16.3";"";"";"1.6";"";"1.6";"";"";"2.7";"1.4";"";"1.6";"";"";"2.5";"0.2";"";"0";"";"";"0.2";"";"";"";"";"";"";"";""
"World";"WOR";"Friendly International U20";"08-06-2026 11:00";"FT";"Qatar U20";"0";"2";"USA U20";"0";"0";"";"";"";"";"37";"53";"10";"10";"";"";"46";"63";"23.2";"12.7";"16";"12.7";"5";"9.6";"1.3";"0.6";"1.7";"1.2";"2.4";"4";"1.3";"0.6";"1.3";"1.2";"2.2";"4";"0";"0";"0.3";"0";"0.2";"0";"44";"44";"0";"100";"100";"56";"56";"0"
"World";"WOR";"Friendly International U21";"08-06-2026 10:00";"FT";"Japan U21";"3";"0";"Ukraine U21";"2";"0";"1.76";"3.91";"";"";"47";"37";"10";"10";"1";"2";"44";"60";"21.9";"9.8";"12.2";"13";"8.8";"8";"1";"2.9";"0.6";"2.7";"3.6";"1.7";"0.9";"2.8";"0.6";"2.4";"3.3";"1.7";"0.1";"0.1";"0";"0.2";"0.2";"0";"66";"39";"34";"64";"52";"46";"20";"22"
"World";"WOR";"Friendly International U21";"08-06-2026 12:00";"FT";"Belarus U21";"2";"1";"Kazakhstan U21";"0";"1";"1.68";"4.87";"";"";"40";"13";"10";"10";"1";"2";"47";"46";"20.9";"12.7";"8.5";"11.5";"9.1";"7";"0.9";"2";"2";"2.1";"3.5";"1.7";"0.7";"2";"2";"2.1";"3.4";"1.7";"0.1";"0";"0";"0";"0";"0";"72";"52";"20";"88";"80";"48";"28";"12"
"World";"WOR";"Friendly International U21";"08-06-2026 13:00";"FT";"Norway U21";"0";"2";"Finland U21";"0";"1";"1.72";"3.82";"";"";"70";"60";"10";"10";"1";"2";"54";"55";"19.6";"10.1";"10.4";"10.5";"8.1";"7.6";"1.9";"1.5";"1.7";"2.6";"3.8";"1.7";"1.7";"1.5";"1.7";"2.5";"3.6";"1.7";"0.2";"0";"0";"0.1";"0.2";"0";"74";"62";"32";"79";"68";"38";"26";"21"
"World";"WOR";"Friendly International U21";"08-06-2026 13:00";"FT";"United States U21";"0";"1";"Uzbekistan U23";"0";"0";"";"";"";"";"";"53";"";"10";"";"2";"";"59";"";"";"15";"";"8";"";"";"1.1";"";"1.3";"";"";"";"1.1";"";"1.3";"";"";"";"0";"";"0";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Friendly International U21";"08-06-2026 13:15";"FT";"Italy U21";"1";"0";"Albania U21";"0";"0";"1.32";"6.95";"";"";"77";"47";"10";"10";"1";"2";"60";"47";"19.9";"16.2";"6.4";"7.5";"9.7";"7.8";"3.4";"2.1";"2";"2.5";"5";"1.7";"2.9";"2.1";"2";"2.5";"4.8";"1.7";"0.5";"0";"0";"0";"0.2";"0";"66";"61";"56";"61";"44";"39";"34";"39"
"World";"WOR";"Friendly International Women";"08-06-2026 12:00";"FT";"Senegal W";"0";"3";"Nigeria W";"0";"0";"";"";"";"";"43";"77";"10";"10";"1";"2";"48";"55";"19.6";"10.5";"10.8";"11.5";"6.5";"7.7";"2.1";"0.8";"1.4";"1.2";"2.8";"2.3";"2.1";"0.8";"1.4";"1.2";"2.8";"2.1";"0";"0";"0";"0";"0";"0.2";"38";"31";"12";"88";"88";"69";"62";"12"
"World";"WOR";"Friendly International Women";"08-06-2026 13:00";"FT";"Equatorial Guinea W";"1";"3";"Haiti W";"0";"2";"";"";"";"";"10";"47";"10";"10";"1";"2";"46";"59";"25.2";"7";"14.4";"22.5";"6.6";"12.6";"1.5";"0.7";"0.5";"0.9";"1.8";"2.3";"1.5";"0.7";"0.5";"0.9";"1.8";"2.1";"0";"0";"0";"0";"0";"0.2";"32";"0";"0";"100";"100";"100";"68";"0"
"World";"WOR";"Friendly International Women";"08-06-2026 13:00";"FT";"Egypt W";"2";"2";"Tunisia W";"0";"1";"3.33";"1.98";"";"";"47";"30";"10";"10";"1";"2";"48";"45";"19.4";"9.5";"7.1";"7.8";"14.3";"7.8";"0.8";"0.7";"1";"2";"2.2";"2.3";"0.8";"0.7";"1";"2";"2.2";"2.1";"0";"0";"0";"0";"0";"0.2";"47";"16";"0";"100";"100";"84";"53";"0"
"World";"WOR";"Friendly International Women";"08-06-2026 16:00";"FT";"Côte d'Ivoire W";"0";"0";"Cabo Verde W";"0";"0";"1.17";"11.74";"";"";"80";"43";"10";"10";"1";"2";"74";"32";"22.1";"15.7";"6";"4";"18.5";"11";"0";"3";"1.3";"0.5";"2.4";"2.3";"0";"3";"1";"0.5";"2.2";"2.1";"0";"0";"0.3";"0";"0.2";"0.2";"25";"25";"25";"75";"75";"75";"75";"25"
"World";"WOR";"Friendly International Women";"08-06-2026 22:00";"FT";"Panama W";"0";"0";"Jamaica W";"0";"0";"2.80";"2.34";"";"";"73";"60";"10";"10";"1";"2";"62";"52";"25.7";"16.9";"15.2";"6.9";"12.3";"11.2";"1.8";"0.9";"1.9";"0.7";"2.6";"2.3";"1.8";"0.9";"1.9";"0.7";"2.6";"2.1";"0";"0";"0";"0";"0";"0.2";"52";"25";"12";"94";"88";"75";"48";"6"
