"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Result Home HT";"Result Visitor HT";"Odds";"Odds";"Odds";"Global";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Casa";"Fora";"Global";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Global"
"Iceland";"ISL";"U19 League C";"08-06-2026 15:00";"FT";"Breiða / Augna U19 II";"5";"0";"Valur / KH / Fálkar U19";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"20";"";"0";"";"40";"";"";"";"80";"";"80";"";"5";"";"5.2";"";"2.2";"";"";"";"";"";"";"";"";"";"";"";"";"100";"";"";"";"";"80";"";"100";"";""
"Lithuania";"LTU";"1. Lyga";"08-06-2026 13:00";"FT";"Dainava";"1";"0";"Garliava";"0";"0";"";"2.05";"2.93";"45";"2.2";"1.4";"3";"75";"41";"70";"70";"5";"0.8";"0.5";"6.8";"7.2";"55";"30";"75";"40";"50";"20";"0";"40";"25";"40";"";"";"75";"47";"75";"40";"4";"5";"2.2";"1.2";"1";"1";"2.7";"0.8";"0.4";"0.5";"0.2";"0.9";"3";"100";"90";"58";"70";"75";"40";"88";"78";"100";"50";"80";"100";"60";""
"Paraguay";"PAR";"Division Intermedia";"08-06-2026 17:00";"FT";"Encarnación";"2";"3";"Sol de América";"0";"1";"";"2.23";"2.69";"62";"0.2";"1.5";"3";"41";"51";"18";"63";"5";"0.7";"0.8";"10.8";"6";"54";"39";"75";"75";"0";"25";"25";"25";"75";"50";"";"";"8";"50";"0";"50";"4";"4";"1.2";"1.5";"2.5";"1.2";"3.3";"0.8";"0.8";"1";"0.5";"1.5";"2.4";"100";"75";"62";"75";"50";"50";"38";"50";"75";"100";"75";"75";"75";""
"Paraguay";"PAR";"Division Intermedia";"08-06-2026 19:30";"FT";"3 de Noviembre";"2";"3";"General Caballero JLM";"1";"1";"";"3.38";"2.00";"65";"1";"1.2";"2";"34";"41";"70";"70";"5";"0.7";"0.6";"6";"8.2";"23";"31";"20";"75";"20";"50";"20";"25";"80";"50";"";"";"33";"42";"0";"25";"5";"4";"1";"1.2";"1";"1";"2.1";"0.4";"0.8";"0.2";"0.5";"0.9";"2.4";"78";"78";"35";"68";"20";"50";"78";"75";"100";"80";"50";"80";"75";""
"Sweden";"SWE";"Ettan: North";"08-06-2026 14:00";"FT";"Stockholm Internazionale";"4";"1";"Vasalund";"1";"1";"";"1.55";"4.64";"50";"1.4";"1";"3";"41";"54";"70";"28";"1";"0.6";"0.5";"9.8";"6";"39";"44";"100";"40";"20";"20";"40";"20";"40";"60";"";"";"47";"33";"40";"20";"5";"5";"1.2";"1.6";"1";"2.2";"3";"0.2";"0.6";"0.4";"0.6";"0.9";"3.2";"100";"90";"70";"60";"40";"60";"70";"70";"100";"80";"80";"60";"80";""
"Sweden";"SWE";"Ettan: North";"08-06-2026 14:30";"FT";"Järfälla";"1";"6";"Stocksund";"1";"3";"";"1.79";"3.33";"25";"1.5";"0.2";"3";"41";"34";"70";"42";"1";"0.4";"0.5";"8.8";"7";"52";"50";"75";"50";"50";"0";"50";"50";"50";"50";"";"";"50";"8";"50";"0";"4";"4";"1.2";"1";"1";"1.8";"2.5";"0.5";"0.8";"0.5";"0.5";"1.1";"3.2";"100";"50";"50";"75";"25";"50";"62";"75";"88";"50";"100";"50";"50";""
"Sweden";"SWE";"Ettan: South";"08-06-2026 14:00";"FT";"Ängelholm";"1";"1";"Olympic";"1";"0";"";"2.14";"2.78";"60";"0.6";"0.6";"2";"27";"34";"42";"35";"5";"0.5";"0.4";"14.2";"9.8";"33";"37";"40";"80";"20";"0";"40";"40";"40";"80";"";"";"20";"20";"0";"20";"5";"5";"0.8";"1";"1.8";"2";"2.8";"0.2";"0.8";"1";"1.2";"1.6";"3";"90";"70";"60";"80";"20";"20";"60";"50";"70";"80";"100";"60";"60";""
"Sweden";"SWE";"Ettan: South";"08-06-2026 14:30";"FT";"Utsikten";"0";"1";"Rosengård";"0";"1";"";"5.17";"1.50";"70";"0.2";"2.2";"3";"27";"61";"28";"77";"2";"0.7";"0.6";"7.8";"5.8";"35";"35";"40";"40";"20";"20";"40";"0";"80";"40";"";"";"7";"73";"0";"60";"5";"5";"0.8";"1.8";"2.2";"0.8";"2.8";"0.2";"0.2";"1.2";"0.2";"0.9";"3";"90";"90";"60";"40";"20";"60";"70";"70";"80";"80";"80";"60";"100";""
"Sweden";"SWE";"Division 2: Norrland";"08-06-2026 14:00";"FT";"Täfteå";"3";"0";"Umeå FC Akademi";"2";"0";"";"1.28";"7.03";"62";"2.2";"1.2";"3";"100";"68";"77";"35";"3";"";"0.6";"";"";"";"";"";"100";"25";"0";"25";"25";"50";"50";"";"";"75";"42";"75";"25";"4";"4";"3";"2";"0.8";"2";"3.9";"1.5";"1.2";"0.5";"0.8";"2";"3.8";"100";"88";"62";"75";"75";"50";"50";"38";"62";"75";"100";"75";"75";""
"United States";"USA";"USL League Two";"08-06-2026 00:00";"FT";"AMSG";"0";"1";"Stars FC";"0";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"USL League Two";"08-06-2026 16:00";"FT";"Colorado Storm";"2";"0";"Flatirons Rush";"0";"0";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50";"";"50";"";"50";"";"";"";"17";"";"0";"";"2";"";"1";"";"1.5";"";"";"1";"";"0.5";"";"";"";"";"";"";"";"50";"";"";"";"";"50";"";"50";""
"United States";"USA";"USL League Two";"08-06-2026 20:00";"FT";"Brave";"0";"0";"Sporting JAX II";"0";"0";"";"1.28";"7.83";"";"";"1.2";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"0";"";"50";"";"50";"";"75";"";"";"";"42";"";"25";"";"4";"";"0.5";"";"0.5";"";"";"0.2";"";"0.2";"";"";"";"";"";"";"";"0";"";"";"";"";"50";"";"50";""
"United States";"USA";"NPSL";"08-06-2026 21:00";"FT";"Milwaukee Torrent";"2";"3";"Wisconsin Conquerors";"0";"2";"";"1.17";"9.56";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"0";"";"50";"";"";"";"0";"";"0";"";"2";"";"1.5";"";"4";"";"";"1";"";"2.5";"";"";"";"";"";"";"";"50";"";"";"";"";"100";"";"100";""
"United States";"USA";"WPSL";"08-06-2026 20:00";"FT";"Bay City Reign W";"0";"0";"West Florida Academy W";"0";"0";"";"6.00";"1.33";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"50";"";"50";"";"";"";"0";"";"0";"";"2";"";"1";"";"3.5";"";"";"";"";"";"";"";"";"";"";"";"";"50";"";"";"";"";"100";"";"50";""
"United States";"USA";"WPSL";"08-06-2026 22:00";"FT";"La Roca W";"1";"0";"Griffins W";"0";"0";"";"1.08";"14.67";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"WPSL";"08-06-2026 23:00";"FT";"Napa Valley 1839";"1";"6";"California Storm W";"";"";"";"";"";"0";"3";"3";"4";"85";"85";"100";"100";"";"";"";"";"";"";"";"";"";"100";"100";"0";"0";"50";"50";"";"";"100";"100";"100";"100";"2";"2";"2.5";"2.5";"0";"0";"2.5";"";"";"";"";"0";"3.9";"100";"100";"50";"";"100";"100";"100";"";"";"0";"0";"100";"100";""
"United States";"USA";"MLS Next Pro";"08-06-2026 16:00";"FT";"Columbus Crew II";"2";"1";"Connecticut United";"0";"0";"";"2.43";"2.30";"76";"2.3";"1.4";"4";"68";"65";"70";"38";"5";"0.6";"0.7";"5.8";"6.3";"50";"53";"67";"43";"33";"0";"17";"14";"67";"57";"";"";"78";"48";"67";"43";"6";"7";"2";"1.9";"1";"1.9";"3.4";"0.5";"0.9";"0.3";"0.9";"1.2";"3.2";"92";"92";"76";"84";"83";"71";"46";"70";"93";"67";"100";"83";"86";""
"United States";"USA";"MLS Next Pro";"08-06-2026 21:00";"FT";"Minnesota United II";"4";"3";"Sporting Kansas City II";"2";"1";"";"1.42";"5.42";"52";"1.6";"1.3";"3";"27";"61";"84";"18";"1";"0.7";"0.5";"13.8";"6.3";"45";"46";"40";"33";"60";"0";"40";"17";"60";"17";"";"";"53";"44";"40";"33";"5";"6";"0.8";"1.8";"0.6";"2.5";"2.8";"0.4";"1";"0.4";"1.2";"1.5";"3.2";"90";"80";"50";"80";"20";"67";"50";"56";"84";"40";"100";"60";"83";""
"United States";"USA";"USL W League";"08-06-2026 13:00";"FT";"Colorado Storm W";"8";"1";"Flatirons II W";"3";"0";"";"";"";"50";"3";"1.5";"3";"100";"68";"100";"52";"";"";"";"";"";"";"";"";"";"100";"0";"0";"0";"67";"50";"";"";"100";"50";"100";"50";"3";"2";"4.7";"2";"0";"1.5";"4.1";"3.5";"";"0";"";"1.4";"3.4";"100";"100";"100";"";"100";"50";"42";"";"";"0";"100";"100";"100";""
"United States";"USA";"USL W League";"08-06-2026 20:30";"FT";"Paisley Athletic W";"4";"3";"Cedar Stars W";"1";"1";"";"";"";"84";"2";"1.5";"5";"100";"100";"35";"2";"";"";"";"";"";"";"";"";"";"33";"0";"0";"0";"67";"100";"";"";"67";"50";"67";"50";"3";"2";"3.7";"4.5";"2";"3.5";"6.8";"";"1.5";"";"2";"2.2";"3.4";"100";"100";"100";"";"67";"100";"0";"";"";"67";"100";"100";"100";""
"United States";"USA";"USL W League";"08-06-2026 20:30";"CANCELLED";"Tormenta W";"";"";"United Bantams W";"";"";"";"";"";"";"";"1.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"0";"";"50";"";"";"";"50";"";"50";"";"2";"";"2";"";"2";"";"";"";"";"";"";"";"";"";"";"";"";"100";"";"";"";"";"100";"";"100";""
"United States";"USA";"USL W League";"08-06-2026 21:00";"FT";"RKC W";"2";"2";"Edgewater Castle W";"0";"1";"";"4.45";"1.52";"";"1.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50";"";"50";"";"100";"";"";"";"50";"";"50";"";"2";"";"0.5";"";"0.5";"";"";"0";"";"0";"";"";"";"";"";"";"";"0";"";"";"";"";"50";"";"50";"";""
"Uzbekistan";"UZB";"Pro Liga";"08-06-2026 10:00";"FT";"Jayxun";"1";"4";"Aral";"0";"3";"";"6.54";"1.43";"48";"0.8";"2";"3";"20";"61";"63";"70";"2";"0.6";"";"11.2";"6.4";"34";"35";"67";"33";"40";"25";"60";"0";"80";"50";"";"";"27";"67";"20";"50";"5";"4";"0.6";"1.8";"1.2";"1";"2.3";"0.4";"1";"0.6";"0.2";"1.1";"2.5";"90";"78";"35";"78";"20";"50";"75";"65";"100";"60";"75";"40";"100";""
"Uzbekistan";"UZB";"Pro Liga";"08-06-2026 10:00";"FT";"Pakhtakor II";"0";"3";"Respublika";"0";"0";"";"3.44";"1.92";"50";"0";"0.4";"2";"7";"27";"21";"56";"2";"0.6";"0.5";"41";"8.4";"39";"40";"25";"0";"0";"0";"80";"20";"60";"40";"";"";"0";"13";"0";"0";"5";"5";"0.2";"0.8";"2.4";"1.4";"2.4";"0";"0.6";"1";"0.2";"0.9";"2.5";"100";"70";"50";"60";"0";"0";"90";"80";"90";"100";"100";"20";"80";""
"Uzbekistan";"UZB";"Pro Liga";"08-06-2026 11:00";"FT";"Metallurg";"7";"0";"FarDu";"3";"0";"";"1.70";"4.17";"60";"1.8";"1";"3";"61";"27";"77";"49";"1";"0.8";"0.6";"4.7";"8.5";"50";"44";"80";"50";"20";"20";"0";"40";"40";"40";"";"";"60";"33";"40";"20";"5";"5";"1.8";"0.8";"0.8";"1.6";"2.5";"1.2";"0";"0.4";"0.8";"1.2";"2.5";"100";"90";"40";"80";"40";"20";"80";"60";"100";"80";"80";"100";"60";""
"World";"WOR";"Tournoi Maurice Revello";"08-06-2026 10:00";"FT";"Côte d'Ivoire U23";"2";"1";"Canada U20";"1";"0";"";"1.54";"4.72";"";"";"1.5";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"50";"";"50";"";"50";"";"50";"";"";"";"50";"";"50";"";"2";"";"1";"";"0.5";"";"";"1";"";"0";"";"";"";"";"";"";"";"50";"";"";"";"";"50";"";"50";""
"World";"WOR";"Tournoi Maurice Revello";"08-06-2026 13:30";"FT";"Venezuela U20";"1";"3";"Portugal U20";"1";"0";"";"10.68";"1.20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Kazakhstan";"KAZ";"Womens Championship";"08-06-2026 03:00";"FT";"Zhetysu W";"1";"1";"Ordabasy W";"1";"1";"";"";"";"50";"0";"1";"6";"10";"34";"2";"2";"";"";"";"";"";"";"";"";"";"0";"0";"67";"33";"33";"33";"";"";"0";"33";"0";"33";"3";"3";"0.3";"1";"5";"5.3";"5.8";"0";"";"2";"";"1.2";"4.9";"100";"84";"84";"";"0";"33";"50";"";"";"100";"100";"33";"67";""
"Kazakhstan";"KAZ";"Womens Championship";"08-06-2026 03:00";"FT";"Kaspiy W";"0";"3";"Atyrau W";"0";"1";"";"";"";"0";"0.3";"1";"5";"0";"10";"25";"2";"";"";"";"";"";"";"";"";"";"33";"33";"100";"67";"33";"33";"";"";"11";"33";"0";"33";"3";"3";"0";"0.3";"2.3";"5.7";"4.2";"0";"0";"2";"2";"2";"4.9";"84";"50";"33";"50";"0";"0";"67";"67";"67";"67";"67";"0";"33";""
"Kazakhstan";"KAZ";"Womens Championship";"08-06-2026 09:00";"FT";"BIIK Shymkent W";"2";"0";"Turan Turkistan W";"0";"0";"";"1.04";"40.20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Kazakhstan";"KAZ";"Womens Championship";"08-06-2026 10:00";"FT";"Ulytau Zhezkazgan W";"1";"3";"FC Kaysar W";"0";"1";"";"";"";"0";"0";"2";"4";"0";"17";"2";"100";"";"";"";"";"";"";"";"";"";"0";"100";"100";"50";"50";"50";"";"";"0";"67";"0";"50";"2";"2";"0";"0.5";"5.5";"0";"3";"0";"0.5";"1.5";"0";"1";"4.9";"75";"50";"50";"50";"0";"0";"50";"75";"75";"100";"0";"0";"50";""
"Kazakhstan";"KAZ";"Womens Championship";"08-06-2026 11:00";"FT";"Astana W";"4";"0";"Shakhter Karagandy W";"3";"0";"";"2.00";"2.83";"58";"3";"2.3";"4";"100";"44";"88";"80";"5";"";"";"";"";"";"";"";"";"50";"33";"0";"0";"100";"67";"";"";"100";"78";"100";"67";"2";"3";"3.5";"1.3";"0.5";"0.7";"3";"1.5";"0.7";"0";"0";"1.1";"4.9";"100";"84";"66";"84";"100";"33";"50";"75";"100";"50";"67";"100";"100";""
"World";"WOR";"Friendly International U20";"08-06-2026 11:00";"FT";"Qatar U20";"0";"2";"USA U20";"0";"0";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"25";"";"50";"";"50";"";"";"";"33";"";"25";"";"4";"";"1.2";"";"2.2";"";"";"0";"";"0.2";"";"";"";"";"";"";"";"50";"";"";"";"";"75";"";"50";"";""
"World";"WOR";"Friendly International U21";"08-06-2026 10:00";"FT";"Japan U21";"3";"0";"Ukraine U21";"2";"0";"";"1.76";"3.91";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Friendly International U21";"08-06-2026 12:00";"FT";"Belarus U21";"2";"1";"Kazakhstan U21";"0";"1";"";"1.68";"4.87";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Friendly International U21";"08-06-2026 13:00";"FT";"Norway U21";"0";"2";"Finland U21";"0";"1";"";"1.72";"3.82";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Friendly International U21";"08-06-2026 13:00";"FT";"United States U21";"0";"1";"Uzbekistan U23";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Friendly International U21";"08-06-2026 13:15";"FT";"Italy U21";"1";"0";"Albania U21";"0";"0";"";"1.32";"6.95";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Friendly International Women";"08-06-2026 12:00";"FT";"Senegal W";"0";"3";"Nigeria W";"0";"0";"";"";"";"50";"2";"1.5";"4";"68";"51";"52";"70";"";"0.4";"";"";"";"";"";"100";"50";"50";"0";"0";"50";"50";"50";"";"";"67";"50";"50";"50";"2";"2";"2";"1.5";"1.5";"1";"3";"1";"1";"0.5";"0.5";"1.5";"3.5";"100";"50";"50";"75";"50";"50";"50";"50";"75";"50";"100";"100";"50";""
"World";"WOR";"Friendly International Women";"08-06-2026 13:00";"FT";"Equatorial Guinea W";"1";"3";"Haiti W";"0";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Friendly International Women";"08-06-2026 13:00";"FT";"Egypt W";"2";"2";"Tunisia W";"0";"1";"";"3.33";"1.98";"";"0.3";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"0";"";"33";"";"33";"";"";"";"11";"";"0";"";"3";"";"1";"";"2.3";"";"";"0.7";"";"0.3";"";"";"";"";"";"";"";"33";"";"";"";"";"100";"";"67";"";""
"World";"WOR";"Friendly International Women";"08-06-2026 16:00";"FT";"Côte d'Ivoire W";"0";"0";"Cabo Verde W";"0";"0";"";"1.17";"11.74";"";"3";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"100";"";"80";"";"0";"";"20";"";"";"";"100";"";"100";"";"5";"";"3.2";"";"0.2";"";"";"2.4";"";"0";"";"";"";"";"";"";"";"80";"";"";"";"";"20";"";"100";"";""
"World";"WOR";"Friendly International Women";"08-06-2026 22:00";"FT";"Panama W";"0";"0";"Jamaica W";"0";"0";"";"2.80";"2.34";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
