"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Result Home HT";"Result Visitor HT";"Odds";"Odds";"Odds";"Odds";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Global";"Global";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Global"
"Argentina";"ARG";"Reserve League";"18-06-2026 15:00";"NS";"Boca Juniors Res.";"";"";"Lanús Res.";"";"";"";"";"";"";"2";"5";"88";"58";"";"82";"82";"82";"";"3.2";"2";"2.4";"2.4";"0.4";"1.1";"50";"68";"50";"68";"2.5";"19.6";"9.1";"8.4";"2.6";"1.8";"9";"100";"66";"50";"38";"";"";"1";"0.9";"0.1";"0.5";"1.8";"1.2";"0.2";"0.6";"1.4";"1.5";"";"88";"50";"6.1";"4.6";"2.8";"3.4";"9.1";"56";"44"
"Argentina";"ARG";"Reserve League";"18-06-2026 15:00";"NS";"Ferro Carril Reserves";"";"";"Newell's Old Boys Res.";"";"";"";"";"";"";"25";"4";"58";"38";"";"54";"34";"68";"";"2.3";"2";"1.6";"1";"0.9";"1.1";"44";"62";"44";"82";"2.5";"19.3";"8";"8.5";"1.8";"1.1";"9";"74";"66";"62";"25";"";"";"0.9";"0.2";"0.6";"0.4";"1.2";"1";"0.2";"0.8";"0.8";"0.8";"";"50";"25";"2.9";"5.2";"5.2";"3.6";"9.1";"62";"44"
"Argentina";"ARG";"Reserve League";"18-06-2026 15:00";"NS";"Huracán Res.";"";"";"Defensa y Justicia Res.";"";"";"";"";"";"";"17";"6";"58";"54";"";"48";"61";"56";"";"2.8";"2";"1.4";"1.8";"0.5";"1.9";"44";"75";"37";"69";"2.5";"17.2";"7.8";"9.3";"1.8";"1.6";"9";"88";"38";"38";"50";"";"";"0.8";"1.2";"0.1";"1.1";"1.1";"1.6";"0.4";"0.8";"0.6";"0.5";"";"50";"50";"4.5";"4.1";"4.6";"5.4";"9.1";"68";"62"
"Bhutan";"BHU";"Bhutan Premier League";"18-06-2026 07:00";"NS";"Tsirang";"";"";"Tensung";"";"";"";"";"";"";"";"8";"";"17";"";"";"";"";"";"";"";"";"0.5";"";"2.5";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"50";"";"";"";"0.5";"";"0.5";"";"";"";"2";"";"0";"";"";"0";"";"";"";"";"";"";""
"Brazil";"BRA";"Brasileiro U20 B";"18-06-2026 15:00";"NS";"Ceará U20";"";"";"Internacional U20";"";"";"";"";"";"";"1";"2";"100";"33";"";"85";"34";"100";"";"3.6";"3";"2.5";"1";"1";"2.7";"71";"100";"88";"58";"3.1";"23.6";"8.8";"9";"3";"1";"9";"70";"10";"50";"33";"";"";"1.5";"0.7";"0.2";"1";"1.9";"1.8";"0.8";"1.7";"1";"0.3";"";"100";"33";"6";"5.7";"2";"4.3";"9.8";"75";"75"
"Canada";"CAN";"PCSL";"18-06-2026 01:00";"NS";"Khalsa";"";"";"AFA";"";"";"";"";"";"";"4";"5";"67";"0";"";"34";"44";"75";"";"3.1";"3";"1";"1.3";"0.5";"3.3";"75";"";"50";"66";"3.6";"";"";"";"2";"0";"";"88";"2";"50";"67";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"50";"0";"";"";"";"";"0";"";""
"Estonia";"EST";"Esiliiga A";"18-06-2026 12:00";"NS";"Nõmme United II";"";"";"Tallinna Kalev";"";"";"";"";"";"";"5";"6";"47";"24";"";"54";"44";"90";"";"3.2";"4";"1.6";"1.3";"1.8";"1.9";"58";"76";"68";"48";"3.7";"23.8";"9.8";"11";"1.4";"0.7";"10";"42";"38";"60";"43";"";"";"0.4";"0.7";"0.6";"0.6";"2.2";"1.2";"1.2";"1.3";"1.2";"0.6";"";"40";"14";"5";"5.6";"5.8";"5.7";"10.3";"90";"66"
"Estonia";"EST";"Esiliiga A";"18-06-2026 12:00";"NS";"Levadia II";"";"";"Tartu Welco";"";"";"";"";"";"";"10";"1";"38";"75";"";"54";"82";"88";"";"3.4";"4";"1.6";"2.4";"1.9";"0.9";"56";"82";"56";"56";"3.7";"24.8";"10.1";"9.9";"1.1";"2.2";"10";"38";"74";"50";"38";"";"";"0.6";"0.6";"1.1";"0.4";"2";"1.4";"0.8";"0.5";"1";"1.8";"";"38";"75";"7";"5.9";"4";"2.9";"10.3";"75";"69"
"Estonia";"EST";"Esiliiga A";"18-06-2026 13:00";"NS";"Elva";"";"";"Viimsi";"";"";"";"";"";"";"3";"2";"62";"67";"";"68";"58";"80";"";"3";"4";"2";"1.7";"1.9";"0.4";"46";"73";"52";"62";"3.7";"19.2";"8.6";"8.1";"1.9";"2";"9";"38";"100";"62";"43";"";"";"0.6";"1";"1";"0.3";"1.6";"1.5";"0.9";"0.1";"1.4";"0.7";"";"62";"57";"3.8";"4.1";"5.5";"3";"10.3";"46";"32"
"Estonia";"EST";"Esiliiga A";"18-06-2026 13:00";"NS";"Maardu";"";"";"Nõmme Kalju U21";"";"";"";"";"";"";"9";"7";"44";"33";"";"41";"75";"92";"";"3.8";"4";"1.2";"2.2";"1.5";"2.8";"67";"58";"66";"58";"3.7";"26.8";"12.6";"11.6";"1.3";"1";"10";"52";"7";"50";"50";"";"";"0.3";"1.3";"0.5";"1.3";"2";"1.8";"1";"1.5";"0.8";"0.8";"";"33";"33";"5.3";"5.3";"6.3";"6.2";"10.3";"100";"83"
"Estonia";"EST";"Esiliiga A";"18-06-2026 13:00";"NS";"FC Tallinn";"";"";"Flora II";"";"";"";"";"";"";"8";"4";"43";"58";"";"58";"95";"93";"";"3.9";"4";"1.7";"2.8";"1.6";"1.8";"78";"72";"64";"48";"3.7";"24.5";"11.5";"10.3";"1.3";"1.8";"10";"49";"42";"29";"50";"";"";"0.4";"1.8";"0.6";"1.5";"1.8";"2.1";"1";"0.2";"1.3";"1";"";"29";"50";"3.9";"4.5";"5.7";"6.5";"10.3";"80";"80"
"Estonia";"EST";"Estonian Cup";"18-06-2026 13:00";"NS";"Team Helm";"";"";"Deliirium";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Estonia";"EST";"Esiliiga B";"18-06-2026 13:00";"NS";"Trans II";"";"";"Tartu Kalev";"";"";"";"";"";"";"4";"6";"81";"43";"";"100";"82";"93";"";"5.1";"5";"3.9";"2.4";"1";"2.9";"64";"100";"86";"14";"4.5";"29.4";"15.4";"11.3";"2.4";"1.3";"11";"70";"4";"71";"57";"";"";"2";"1.3";"0.1";"1.1";"2.8";"2.2";"0.9";"1.7";"1.9";"1.1";"";"71";"43";"7.4";"5.1";"5.4";"4.6";"10.5";"78";"78"
"Estonia";"EST";"Esiliiga B";"18-06-2026 13:00";"NS";"Phoenix";"";"";"Legion";"";"";"";"";"";"";"3";"10";"88";"15";"";"100";"24";"94";"";"5.3";"5";"3.2";"0.7";"2.4";"4.3";"72";"89";"89";"36";"4.5";"28.8";"15.5";"9.8";"2.6";"0.4";"10";"21";"2";"62";"67";"";"";"1.4";"0.1";"1.4";"1.7";"3";"2.3";"1";"2.7";"1.9";"0.6";"";"88";"11";"5.4";"2.1";"4.5";"7.4";"10.5";"64";"47"
"Estonia";"EST";"Esiliiga B";"18-06-2026 13:00";"NS";"Tammeka II";"";"";"Tabasalu";"";"";"";"";"";"";"2";"8";"89";"33";"";"100";"58";"94";"";"5";"5";"3.9";"1.7";"1.3";"3.1";"72";"100";"89";"28";"4.5";"27.2";"12.8";"9.3";"2.7";"1";"10";"60";"2";"33";"67";"";"";"1.9";"1.1";"0.9";"1.3";"2.3";"2.6";"0.4";"1.8";"2";"0.6";"";"89";"33";"5.7";"4.5";"3.1";"5.2";"10.5";"83";"59"
"Estonia";"EST";"Small Cup";"18-06-2026 13:00";"NS";"Saku Sporting";"";"";"Tamper";"";"";"";"";"";"";"";"";"100";"";"";"";"";"";"";"";"";"4.5";"";"1.5";"";"";"";"";"";"";"";"";"";"3";"";"";"";"";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100";"";"";"";"";"";"";"";""
"Estonia";"EST";"Small Cup";"18-06-2026 14:15";"NS";"Laagri II";"";"";"Tallinna FC Zapoos";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Estonia";"EST";"U19 League";"18-06-2026 13:30";"NS";"Volta Põhja-Tallinna U19";"";"";"Paide U19";"";"";"";"";"";"";"4";"9";"100";"50";"";"100";"51";"75";"";"3.8";"5";"4.7";"1.5";"1";"0.5";"34";"100";"75";"50";"7.4";"";"";"";"3";"1.5";"";"70";"88";"33";"50";"";"";"3.7";"0.5";"0.3";"0.5";"1.4";"2.5";"0.7";"0";"1";"1";"";"100";"50";"";"";"";"";"9";"";""
"Fiji";"FIJ";"FA Cup";"18-06-2026 22:00";"NS";"Lautoka";"";"";"Nasinu";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Finland";"FIN";"Veikkausliiga";"18-06-2026 06:59";"NS";"Oulu";"";"";"Mariehamn";"";"";"1.38";"7.28";"1.20";"1.43";"2";"12";"100";"7";"1";"51";"7";"55";"";"1.9";"2";"1.5";"0.2";"0.2";"1.8";"22";"42";"32";"100";"2.4";"24";"7.3";"10.8";"3";"0.2";"10";"100";"42";"50";"60";"";"";"0.2";"0";"0";"0.8";"1.4";"0.5";"0.2";"1";"1.2";"0.2";"";"100";"0";"6.5";"3.4";"5";"6.8";"9.8";"90";"68"
"Finland";"FIN";"Kolmonen - Eastern Group";"18-06-2026 12:30";"NS";"KoPa";"";"";"LAUTP / 2";"";"";"";"";"";"";"8";"12";"58";"8";"";"61";"27";"88";"";"3.5";"3";"1.8";"0.8";"1.2";"3.2";"50";"";"62";"50";"4";"";"";"";"1.8";"0.2";"";"63";"2";"50";"50";"";"";"0";"";"1";"";"1";"0.5";"1.5";"";"3.5";"";"";"50";"0";"3";"";"6";"";"10.3";"";""
"Finland";"FIN";"Kolmonen - Eastern Group";"18-06-2026 13:00";"NS";"ToU";"";"";"JIPPO II";"";"";"";"";"";"";"5";"6";"67";"17";"";"68";"51";"100";"";"3.9";"4";"2";"1.5";"2";"2.2";"100";"100";"88";"29";"4";"";"";"";"2";"0.5";"";"35";"28";"67";"75";"";"";"1.3";"0.5";"0.3";"1.2";"2.2";"1.8";"1.7";"1";"0.7";"1";"";"67";"0";"";"4.7";"";"5";"10.3";"";""
"Finland";"FIN";"Kolmonen - Northern Group";"18-06-2026 12:30";"NS";"Ajax Sarkkiranta";"";"";"KePS";"";"";"";"";"";"";"7";"5";"50";"50";"";"17";"100";"75";"";"4.2";"5";"0.5";"5.5";"1";"1.5";"0";"";"50";"75";"4";"";"";"";"1.5";"1.5";"";"70";"52";"50";"50";"";"";"";"";"";"";"0.2";"0.2";"";"";"";"";"";"50";"50";"";"";"";"";"11.6";"";""
"Finland";"FIN";"Kolmonen - Western Group";"18-06-2026 13:00";"NS";"Nykarleby IK";"";"";"KPV Akatemia";"";"";"";"";"";"";"6";"10";"78";"0";"";"100";"44";"100";"";"5.6";"5";"3.3";"1.3";"2";"4.7";"100";"100";"84";"16";"3.8";"25.2";"13.2";"9.2";"2.3";"0";"9";"35";"2";"33";"67";"";"";"2";"0.7";"1";"2";"2.8";"2.8";"1";"2.7";"1.3";"0.7";"";"67";"0";"6.5";"3";"4.5";"4.5";"10.1";"50";"25"
"Finland";"FIN";"Kolmonen - Western Group";"18-06-2026 13:00";"NS";"FC Sääripotku";"";"";"LBK";"";"";"";"";"";"";"12";"11";"0";"33";"";"24";"24";"84";"";"3.7";"4";"0.7";"0.7";"4";"2";"33";"84";"67";"66";"3.8";"";"";"";"0";"1";"";"2";"35";"67";"67";"";"";"0.3";"0.3";"0.7";"0.7";"2.7";"1";"3.3";"1.3";"0.3";"0.3";"";"0";"33";"";"";"";"";"10.1";"";""
"Georgia";"GEO";"Crystalbet Erovnuli Liga";"18-06-2026 10:30";"NS";"Meshakhte";"";"";"Gagra";"";"";"";"";"";"";"10";"9";"17";"46";"";"14";"31";"62";"";"2.2";"2";"0.4";"0.9";"2";"1.2";"44";"50";"38";"81";"2.4";"18.8";"7.2";"9.1";"0.5";"1.4";"9";"35";"63";"38";"38";"";"";"0.1";"0.4";"0.9";"0.8";"1.2";"1";"1.1";"0.5";"0.2";"0.5";"";"0";"38";"3.6";"3.6";"5.8";"5.1";"9";"68";"56"
"Georgia";"GEO";"Crystalbet Erovnuli Liga";"18-06-2026 13:00";"NS";"Dinamo Tbilisi";"";"";"Samgurali";"";"";"";"";"";"";"4";"6";"38";"29";"";"34";"34";"62";"";"2.6";"2";"1";"1";"1";"2.2";"56";"75";"50";"69";"2.4";"17.3";"7.8";"8.8";"1.1";"0.9";"8";"70";"28";"62";"50";"";"";"0.9";"0.2";"0.5";"1.2";"1.2";"1.4";"0.5";"1";"0.1";"0.8";"";"25";"25";"5";"5.2";"3.5";"3.9";"9";"68";"50"
"Iceland";"ISL";"4. Deild";"18-06-2026 16:15";"NS";"Árborg";"";"";"Elliði";"";"";"";"";"";"";"3";"4";"100";"78";"";"100";"92";"84";"";"4.8";"5";"5.5";"2.7";"0";"1.3";"34";"84";"84";"42";"4.9";"27.4";"11.8";"11.5";"3";"2.3";"12";"100";"60";"50";"67";"";"";"3.5";"1.3";"0";"0.7";"2";"2.8";"0";"0.7";"2";"1.3";"";"100";"67";"7";"6.7";"5";"4.3";"13";"100";"100"
"Iceland";"ISL";"4. Deild";"18-06-2026 16:15";"NS";"Hafnir";"";"";"KFR";"";"";"";"";"";"";"8";"6";"17";"50";"";"34";"68";"75";"";"4.5";"5";"1";"2";"4";"2";"75";"75";"75";"50";"4.9";"24.5";"10.2";"13.2";"0.5";"1.5";"13";"2";"35";"50";"50";"";"";"0.5";"0.5";"2.5";"1.5";"2";"2.5";"1.5";"0.5";"0.5";"1.5";"";"0";"50";"4.5";"10";"6";"6";"13";"100";"100"
"Iceland";"ISL";"4. Deild";"18-06-2026 16:15";"NS";"Álafoss";"";"";"Hamar";"";"";"";"";"";"";"10";"2";"33";"67";"";"44";"100";"100";"";"4.8";"5";"1.3";"3.7";"2";"2.7";"100";"100";"100";"34";"4.9";"29.2";"12.8";"13.6";"1";"2";"13";"35";"10";"33";"33";"";"";"0.7";"2";"0.7";"2";"2.2";"2.6";"1.3";"0.7";"0.7";"1.7";"";"33";"67";"4";"7.7";"8";"7.7";"13";"100";"84"
"Iceland";"ISL";"4. Deild";"18-06-2026 17:00";"NS";"IH Hafnarfjordur";"";"";"Álftanes";"";"";"";"";"";"";"9";"1";"0";"100";"";"51";"85";"100";"";"4";"5";"1.5";"2.5";"3";"1";"100";"100";"100";"50";"4.9";"19.8";"9.8";"10.8";"0";"3";"12";"0";"70";"50";"50";"";"";"1";"1.5";"1";"0.5";"2";"2";"2";"0.5";"0.5";"1";"";"0";"100";"6";"8";"3.5";"4";"13";"75";"75"
"Iceland";"ISL";"U19 League";"18-06-2026 15:00";"NS";"FH / ÍH U19";"";"";"ÍA / Ka / Sk / VÓ U19";"";"";"";"";"";"";"1";"2";"72";"60";"";"100";"95";"100";"";"6.1";"6";"4.2";"2.8";"2.5";"2.6";"82";"75";"82";"28";"5";"";"";"";"2.2";"1.8";"";"18";"14";"50";"40";"";"";"2.3";"0";"0.7";"0.5";"1.9";"0.8";"5.3";"6";"5";"7";"";"67";"60";"";"";"";"";"11.7";"";""
"Iceland";"ISL";"U19 League B";"18-06-2026 16:30";"NS";"KR / KV U19";"";"";"Víkingur / BF108 U19";"";"";"";"";"";"";"1";"2";"100";"58";"";"100";"95";"88";"";"6.4";"6";"5.5";"2.8";"3";"1.5";"88";"";"88";"12";"5.9";"";"";"";"3";"1.8";"";"0";"52";"50";"75";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"100";"50";"";"";"";"";"11.7";"";""
"Iceland";"ISL";"U19 League B";"18-06-2026 16:30";"NS";"Stjarnan / KFG U19";"";"";"Njar. / Grin. / Víð. U19";"";"";"";"";"";"";"1";"2";"67";"61";"";"100";"85";"100";"";"5.5";"5";"5";"2.5";"1.5";"2";"100";"";"92";"16";"5.9";"";"";"";"2";"1.8";"";"52";"35";"50";"50";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"50";"50";"";"";"";"";"11.7";"";""
"Iceland";"ISL";"U19 League C";"18-06-2026 12:00";"NS";"Thór / T / V / M II U19";"";"";"Selfoss/Árborg/Stokk U19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Kazakhstan";"KAZ";"First Division";"18-06-2026 07:00";"NS";"Tobol II";"";"";"Ekibastuz";"";"";"";"";"";"";"12";"9";"33";"40";"";"75";"20";"90";"";"3.7";"4";"2.2";"0.6";"2.4";"2.2";"50";"70";"70";"50";"3.1";"";"";"8.1";"1";"1.2";"9";"21";"28";"60";"60";"";"";"1.4";"0";"0.8";"0.4";"2.4";"1.3";"1.6";"1.8";"0.8";"0.6";"";"20";"40";"5.2";"1.3";"5.2";"4.3";"8.8";"71";"25"
"Kazakhstan";"KAZ";"First Division";"18-06-2026 08:00";"NS";"Astana II";"";"";"Sport Academy Kairat";"";"";"";"";"";"";"6";"1";"67";"83";"";"61";"100";"90";"";"3.6";"3";"1.8";"3";"1.8";"0.5";"55";"58";"78";"55";"3.1";"";"";"";"2";"2.5";"";"42";"88";"40";"50";"";"";"0.6";"1.2";"0.4";"0.2";"2.3";"1.2";"1.4";"0.2";"1.2";"1.8";"";"60";"75";"4";"";"4.8";"";"8.8";"";""
"Kazakhstan";"KAZ";"First Division";"18-06-2026 09:00";"NS";"Akademiya Ontustik";"";"";"Yelimay II";"";"";"";"";"";"";"5";"14";"75";"7";"";"61";"14";"68";"";"2.5";"3";"1.8";"0.4";"1";"1.8";"45";"75";"58";"78";"3.1";"14.8";"3.2";"10.4";"2.2";"0.2";"10";"70";"42";"75";"40";"";"";"0.5";"0.2";"0.5";"1.4";"1.2";"1.3";"0.5";"0.4";"1.2";"0.2";"";"75";"0";"8";"3";"3";"6.8";"8.8";"88";"75"
"Kazakhstan";"KAZ";"First Division";"18-06-2026 10:00";"NS";"Arys";"";"";"Kaspiy II";"";"";"";"";"";"";"13";"11";"20";"28";"";"20";"51";"64";"";"3.1";"3";"0.6";"1.5";"2.4";"1.7";"26";"84";"64";"55";"3.1";"19.4";"6.8";"7.8";"0.6";"0.8";"8";"21";"46";"60";"50";"";"";"0.6";"1";"1.2";"0.5";"1.4";"1.6";"1.2";"1.2";"0";"0.5";"";"20";"17";"4.4";"2.6";"4.2";"4.4";"8.8";"50";"50"
"Kazakhstan";"KAZ";"First Division";"18-06-2026 12:00";"NS";"Turan";"";"";"Aktobe Jas";"";"";"";"";"";"";"3";"10";"67";"13";"";"58";"34";"84";"";"3.6";"3";"1.7";"1";"0.7";"3.8";"38";"74";"65";"52";"3.1";"17.2";"5.2";"7";"2";"0.4";"7";"80";"2";"50";"60";"";"";"0.7";"0.4";"0.5";"1.4";"2.1";"1.5";"0.2";"2.4";"1";"0.6";"";"67";"0";"3";"3.5";"1.2";"6.2";"8.8";"35";"22"
"Kyrgyzstan";"KGZ";"Top Liga";"18-06-2026 21:00";"NS";"Dordoi Bishkek";"";"";"Kara-Balta";"";"";"";"";"";"";"13";"16";"27";"7";"";"34";"27";"90";"";"3.2";"3";"1";"0.8";"1.6";"3";"50";"70";"40";"70";"2.7";"9.5";"4";"9.8";"0.8";"0.2";"10";"49";"0";"40";"40";"";"";"0.6";"0.4";"0.2";"1.4";"1.9";"1.3";"1.4";"1.6";"0.4";"0.4";"";"20";"0";"3.8";"4.5";"4.4";"7";"9.5";"55";"45"
