"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Result Home HT";"Result Visitor HT";"Odds";"Odds";"Odds";"Odds";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Global";"Global";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Global"
"Kyrgyzstan";"KGZ";"Top Liga";"18-06-2026 21:00";"NS";"Toktogul";"";"";"Bishkek City";"";"";"";"";"";"";"12";"11";"25";"27";"";"41";"41";"100";"";"3.2";"3";"1.2";"1.2";"2.2";"1.8";"78";"70";"80";"68";"2.7";"";"";"";"0.8";"0.8";"";"28";"42";"25";"60";"";"";"0";"0.2";"1.5";"0.2";"2.3";"1";"0.8";"1.6";"1.2";"1";"";"25";"20";"";"3.5";"";"4";"9.5";"";""
"Kuwait";"KUW";"Zain Premier League";"18-06-2026 21:00";"NS";"Al Fahaheel";"";"";"Kazma";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Kuwait";"KUW";"Zain Premier League";"18-06-2026 21:00";"NS";"Al Arabi SC";"";"";"Al Qadsia";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Kuwait";"KUW";"Zain Premier League";"18-06-2026 21:00";"NS";"Al Salmiyah";"";"";"Al Kuwait";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lithuania";"LTU";"1. Lyga";"18-06-2026 13:00";"NS";"Neptūną Klaipėda";"";"";"Kauno Žalgiris II";"";"";"";"";"";"";"4";"16";"57";"17";"";"44";"17";"69";"";"2.5";"3";"1.3";"0.5";"1.4";"1.8";"38";"69";"60";"77";"3";"19.2";"7.4";"9";"1.7";"0.5";"10";"56";"42";"71";"50";"";"";"0.3";"0.2";"0.6";"1";"1.5";"1";"0.9";"0.8";"1";"0.3";"";"57";"17";"3.9";"4";"5.6";"4.7";"10.2";"68";"45"
"Mongolia";"MNG";"Premier League";"18-06-2026 04:00";"NS";"Khovd Western";"";"";"Khangarid";"";"";"";"";"";"";"6";"3";"48";"62";"";"82";"100";"100";"";"4.8";"5";"2.4";"4.1";"2.3";"0.9";"50";"78";"71";"43";"5.1";"21";"10.6";"10.6";"1.4";"1.9";"11";"25";"74";"57";"43";"";"";"0.9";"0.4";"1.4";"0.4";"3.2";"1.6";"0.9";"0.4";"1.6";"3.7";"";"43";"57";"2.7";"7.7";"8.2";"2.7";"10.5";"84";"70"
"Mongolia";"MNG";"Premier League";"18-06-2026 07:00";"NS";"Khovd";"";"";"Deren";"";"";"";"";"";"";"7";"4";"38";"50";"";"82";"71";"88";"";"4.6";"5";"2.4";"2.1";"3.5";"1.2";"38";"88";"62";"44";"5.1";"23";"11.3";"9.6";"1.1";"1.5";"10";"2";"63";"62";"38";"";"";"1";"1.4";"1.1";"0.8";"2.5";"2.1";"2.4";"0.5";"1.4";"0.8";"";"38";"50";"4";"5.5";"4.8";"5";"10.5";"58";"42"
"Mozambique";"MOZ";"Mocambola";"18-06-2026 10:00";"NS";"Ferroviário Maputo";"";"";"Sofala";"";"";"";"";"";"";"10";"";"50";"";"";"";"";"";"";"";"";"0.5";"";"0.5";"";"";"";"";"";"";"";"";"";"1.5";"";"";"";"";"100";"";"";"";"0";"";"0";"";"";"";"0.5";"";"0.5";"";"";"50";"";"";"";"";"";"";"";""
"Norway";"NOR";"NM Cupen U19";"18-06-2026 13:00";"NS";"Jerv U19";"";"";"Odd U19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Norway";"NOR";"NM Cupen U19";"18-06-2026 13:00";"NS";"Åsane U19";"";"";"Fana U19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Norway";"NOR";"NM Cupen U19";"18-06-2026 13:00";"NS";"Stabæk U19";"";"";"Fredrikstad U19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Norway";"NOR";"NM Cupen U19";"18-06-2026 13:00";"NS";"Sandefjord U19";"";"";"Strømsgodset U19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Norway";"NOR";"NM Cupen U19";"18-06-2026 13:00";"FT";"Bryne U19";"3";"3";"Viking U19";"2";"0";"6.37";"1.27";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Norway";"NOR";"NM Cupen U19";"18-06-2026 13:00";"POSTPONED";"TBC";"";"";"Flekkefjord U19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Norway";"NOR";"NM Cupen U19";"18-06-2026 15:30";"NS";"Stjørdals-Blink U19";"";"";"Ranheim U19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sweden";"SWE";"Ettan: North";"18-06-2026 14:00";"NS";"Vasalund";"";"";"Karlberg";"";"";"1.85";"3.48";"";"";"8";"10";"60";"39";"1";"61";"58";"82";"";"3.4";"4";"1.8";"1.7";"1.4";"1.8";"82";"80";"74";"54";"3.2";"23.4";"10.2";"10.2";"1.8";"1.2";"10";"56";"42";"60";"33";"";"";"0.6";"0.8";"0.4";"0.7";"2.1";"1.2";"1";"1.2";"1.2";"0.8";"";"60";"33";"6";"4.2";"5.2";"5";"9.4";"74";"65"
"Sweden";"SWE";"Ettan: North";"18-06-2026 14:00";"NS";"Hammarby Talang";"";"";"Järfälla";"";"";"";"";"";"";"2";"12";"47";"28";"";"75";"51";"100";"";"3.6";"4";"2.2";"1.5";"1.4";"2";"82";"90";"84";"45";"3.2";"20.9";"8.6";"9.4";"1.4";"0.8";"10";"56";"35";"60";"50";"";"";"0.4";"1.2";"0.8";"0.8";"2";"1.6";"0.6";"1.2";"1.8";"0.3";"";"40";"17";"8.6";"2.7";"2.6";"4.8";"9.4";"56";"48"
"Sweden";"SWE";"Ettan: North";"18-06-2026 14:00";"NS";"Gefle";"";"";"Stockholm Internazionale";"";"";"4.14";"1.74";"";"";"13";"6";"47";"53";"2";"48";"75";"80";"";"3.5";"3";"1.4";"2.2";"2";"1.4";"70";"70";"80";"50";"3.2";"19.8";"9.6";"8.8";"1.4";"1.6";"9";"35";"56";"40";"60";"";"";"0.8";"1";"1";"0";"2.1";"1.4";"1";"1.4";"0.6";"1.2";"";"40";"40";"3.8";"6";"4.6";"3.2";"9.4";"70";"50"
"Sweden";"SWE";"Ettan: North";"18-06-2026 14:30";"NS";"Sollentuna";"";"";"FBK Karlstad";"";"";"2.30";"2.65";"";"";"9";"4";"20";"67";"5";"20";"82";"80";"";"2.6";"3";"0.6";"2.4";"1.2";"1";"60";"60";"40";"70";"3.2";"20.5";"8.7";"9.8";"0.6";"2";"10";"63";"70";"60";"40";"";"";"0";"0.8";"0.6";"0.4";"1.7";"0.9";"0.6";"0.6";"0.6";"1.6";"";"0";"60";"7";"4.8";"4.6";"3.2";"9.4";"70";"70"
"Sweden";"SWE";"Ettan: North";"18-06-2026 14:30";"NS";"Arlanda";"";"";"Stocksund";"";"";"1.47";"5.32";"";"";"3";"15";"50";"27";"1";"44";"68";"72";"";"3";"3";"1.3";"2";"1";"1.6";"64";"74";"46";"62";"3.2";"19.6";"8.9";"7.8";"1.5";"0.8";"9";"70";"49";"33";"60";"";"";"0.5";"1.2";"0.2";"0.6";"1.8";"1.2";"0.8";"1";"0.8";"0.8";"";"33";"20";"4";"2.6";"4.5";"4.6";"9.4";"72";"45"
"Sweden";"SWE";"Ettan: South";"18-06-2026 14:00";"NS";"Tvååker";"";"";"Ängelholm";"";"";"2.25";"2.79";"";"";"6";"9";"56";"53";"5";"41";"68";"84";"";"2.7";"3";"1.2";"2";"1";"1.2";"64";"75";"55";"90";"3";"19.4";"7.8";"8.5";"1.7";"1.6";"9";"70";"63";"50";"20";"";"";"0.7";"1";"0.2";"0.4";"1.6";"1.1";"0.8";"0.8";"0.5";"1";"";"50";"40";"4.3";"3";"4.8";"4.8";"9.1";"74";"44"
"Sweden";"SWE";"Ettan: South";"18-06-2026 14:00";"NS";"Trelleborg";"";"";"Rosengård";"";"";"1.66";"4.34";"";"";"1";"5";"67";"78";"1";"78";"58";"92";"";"2.8";"3";"2.3";"1.7";"1";"0.7";"75";"58";"50";"66";"3";"18.4";"7.8";"8.8";"2";"2.3";"9";"70";"80";"50";"33";"";"";"1";"0.3";"0.2";"0.2";"2";"0.8";"0.8";"0.5";"1.3";"1.3";"";"50";"67";"6";"5";"3.3";"3.3";"9.1";"66";"50"
"Sweden";"SWE";"Ettan: South";"18-06-2026 14:00";"NS";"Skövde AIK";"";"";"Hässleholms IF";"";"";"";"";"";"";"10";"8";"50";"56";"";"17";"68";"66";"";"2.6";"2";"0.5";"2";"0.8";"1.8";"50";"75";"42";"66";"3";"18.3";"6.5";"9.4";"1.5";"1.7";"9";"77";"42";"33";"50";"";"";"0.3";"1";"0.5";"1";"1.2";"1.4";"0.3";"0.8";"0.2";"1";"";"33";"50";"3.7";"3.2";"5";"7";"9.1";"84";"66"
"Sweden";"SWE";"Ettan: South";"18-06-2026 14:00";"NS";"Jönköpings Södra";"";"";"Lund";"";"";"1.73";"4.24";"";"";"7";"3";"83";"48";"1";"85";"54";"86";"";"3";"3";"2.5";"1.6";"0.7";"1.3";"60";"62";"63";"70";"3";"20.3";"8.7";"10.3";"2.5";"1.4";"10";"80";"60";"17";"43";"";"";"1";"0.7";"0";"0.4";"2";"1";"0.7";"0.9";"1.5";"0.9";"";"83";"29";"6.7";"5.7";"3.3";"4.9";"9.1";"77";"70"
"Sweden";"SWE";"Ettan: South";"18-06-2026 14:00";"NS";"Eskilsminne";"";"";"Trollhättan";"";"";"2.08";"2.89";"";"";"11";"14";"44";"53";"5";"58";"54";"92";"";"3.6";"4";"1.7";"1.6";"2";"1.8";"75";"80";"74";"46";"3";"16.6";"8.4";"8.4";"1.3";"1.6";"8";"35";"42";"67";"40";"";"";"0.7";"0.4";"0.8";"0.8";"2.2";"1.4";"1.2";"1";"1";"1.2";"";"33";"40";"3.5";"3.4";"4.8";"5.2";"9.1";"64";"46"
"Sweden";"SWE";"Division 2: Norra Gotaland";"18-06-2026 13:30";"NS";"Lidköping";"";"";"Husqvarna";"";"";"";"";"";"";"12";"1";"7";"89";"";"34";"85";"100";"";"3.3";"3";"1";"2.5";"2.6";"0.5";"55";"90";"74";"64";"3.3";"17.6";"8.7";"6.6";"0.2";"2.7";"8";"14";"88";"40";"67";"";"";"0.4";"2.2";"1.2";"0.2";"1.4";"2";"1.4";"0.3";"0.6";"0.3";"";"0";"83";"3";"3.4";"3";"3.8";"10";"22";"10"
"Sweden";"SWE";"Division 2: Norra Gotaland";"18-06-2026 14:00";"NS";"Herrestads";"";"";"IFK Skovde";"";"";"";"";"";"";"6";"3";"61";"72";"";"78";"92";"83";"";"3.8";"4";"2.3";"2.7";"1.7";"1";"58";"92";"67";"33";"3.3";"19";"7.7";"8.8";"1.8";"2.2";"10";"46";"70";"67";"67";"";"";"1.5";"1.7";"0.8";"0.3";"1.7";"2.2";"0.8";"0.7";"0.8";"1";"";"50";"67";"3.8";"4.3";"4.8";"4.7";"10";"50";"50"
"Sweden";"SWE";"Division 2: Norra Gotaland";"18-06-2026 14:00";"NS";"Grebbestad";"";"";"Vänersborgs IF";"";"";"";"";"";"";"5";"14";"56";"22";"";"51";"41";"100";"";"3.5";"3";"1.5";"1.2";"1";"3.3";"50";"84";"66";"75";"3.3";"";"";"";"1.7";"0.7";"";"70";"2";"50";"50";"";"";"0.7";"0.5";"0.5";"1.5";"1.9";"1.6";"0.5";"1.8";"0.8";"0.7";"";"50";"17";"";"5.2";"";"5.8";"10";"";""
"Sweden";"SWE";"Division 2: Norra Gotaland";"18-06-2026 14:15";"NS";"Ahlafors";"";"";"Skara";"";"";"";"";"";"";"4";"2";"53";"72";"";"88";"75";"100";"";"3.8";"4";"2.6";"2.2";"1.2";"1.7";"64";"100";"82";"54";"3.3";"19.3";"8.5";"12.1";"1.6";"2.2";"11";"63";"46";"60";"33";"";"";"1.6";"1";"0.8";"0.5";"1.8";"2";"0.4";"1.2";"1";"1.2";"";"40";"67";"7.8";"5.8";"4.6";"6";"10";"100";"70"
"Sweden";"SWE";"Division 2: Norra Gotaland";"18-06-2026 14:15";"NS";"Vänersborgs FK";"";"";"Stenungsund";"";"";"";"";"";"";"10";"7";"50";"7";"";"61";"27";"100";"";"3.5";"4";"1.8";"0.8";"2";"2.4";"90";"84";"80";"55";"3.3";"15.9";"7.8";"11";"1.5";"0.2";"10";"35";"21";"50";"40";"";"";"0.5";"0.6";"0.5";"1.4";"2";"1.5";"1.5";"1";"1.3";"0.2";"";"50";"0";"2.5";"4";"7.8";"7.7";"10";"71";"58"
"Sweden";"SWE";"Division 2: Norra Gotaland";"18-06-2026 14:30";"NS";"Kumla";"";"";"Tord";"";"";"";"";"";"";"9";"13";"33";"25";"";"27";"27";"92";"";"2";"2";"0.8";"0.8";"1";"1.5";"62";"66";"21";"100";"3.3";"22.4";"9";"10.4";"1";"0.8";"10";"70";"52";"83";"25";"";"";"0.2";"0.2";"0.8";"0.5";"1.2";"0.9";"0.2";"1";"0.7";"0.5";"";"17";"0";"7.3";"4.3";"4.7";"4.3";"10";"84";"84"
"Sweden";"SWE";"Division 2: Norra Svealand";"18-06-2026 07:30";"NS";"Gute";"";"";"Falu BS";"";"";"";"";"";"";"8";"3";"53";"44";"";"48";"34";"74";"";"2.5";"2";"1.4";"1";"1.4";"1.2";"74";"64";"55";"72";"3";"";"";"";"1.6";"1.3";"";"56";"63";"60";"50";"";"";"0.6";"0.5";"0.4";"0.5";"1.5";"1";"1";"0.7";"0.8";"0.5";"";"40";"33";"";"5.5";"";"2.2";"9.4";"";""
"Sweden";"SWE";"Division 2: Norra Svealand";"18-06-2026 14:00";"NS";"Viggbyholms IK";"";"";"Ängby";"";"";"";"";"";"";"12";"4";"22";"61";"";"51";"78";"83";"";"3.9";"4";"1.5";"2.3";"2.3";"1.7";"75";"75";"83";"34";"3";"18.1";"8.5";"9.6";"0.7";"1.8";"10";"25";"46";"50";"83";"";"";"0.3";"1.2";"0.8";"0.3";"2.6";"1.4";"1.5";"1.3";"1.2";"1.2";"";"17";"50";"4.8";"2.5";"7.5";"4.5";"9.4";"38";"38"
"Sweden";"SWE";"Division 2: Norra Svealand";"18-06-2026 14:00";"NS";"Skiljebo";"";"";"Franke";"";"";"";"";"";"";"2";"7";"78";"22";"";"100";"41";"100";"";"3.8";"3";"3";"1.2";"1.5";"2";"75";"100";"83";"50";"3";"22";"8.4";"11.4";"2.3";"0.7";"10";"52";"35";"33";"33";"";"";"1.7";"0.7";"0.7";"1.2";"1.8";"2";"0.8";"0.8";"1.3";"0.5";"";"67";"17";"5.5";"8";"4";"5.3";"9.4";"88";"88"
"Sweden";"SWE";"Division 2: Norrland";"18-06-2026 14:00";"NS";"Kubikenborg";"";"";"Gottne IF";"";"";"";"";"";"";"1";"2";"83";"75";"";"75";"95";"100";"";"3.8";"4";"2.2";"2.8";"0.8";"1.8";"88";"75";"75";"38";"3.8";"";"";"";"2.5";"2.2";"";"77";"42";"50";"25";"";"";"0.8";"1.2";"0";"1.2";"2.1";"1.6";"0.8";"0.5";"1.5";"1.5";"";"75";"75";"";"";"";"";"9.3";"";""
"Sweden";"SWE";"Division 2: Norrland";"18-06-2026 14:00";"NS";"Fränsta";"";"";"Friska Viljor";"";"";"";"";"";"";"5";"6";"33";"17";"";"48";"27";"88";"";"2.6";"4";"1.4";"0.8";"1.6";"1.5";"88";"68";"55";"78";"3.8";"";"";"";"1";"0.5";"";"49";"52";"60";"50";"";"";"1";"0.2";"0.4";"0.8";"1.4";"1.2";"1.2";"0.8";"0.4";"0.5";"";"20";"0";"";"";"";"";"9.3";"";""
"Sweden";"SWE";"Division 2: Norrland";"18-06-2026 14:30";"NS";"Storfors";"";"";"Täfteå";"";"";"";"";"";"";"6";"2";"27";"60";"";"54";"88";"90";"";"4.4";"4";"1.6";"2.6";"2.8";"1.8";"70";"90";"80";"20";"3.8";"";"";"";"0.8";"1.8";"";"7";"42";"40";"60";"";"";"0.6";"1.4";"1";"1";"2.4";"2";"1.8";"0.8";"1";"1.2";"";"20";"60";"2";"";"8";"";"9.3";"";""
"Sweden";"SWE";"Division 2: Sodra Gotaland";"18-06-2026 14:00";"NS";"Solvesborg";"";"";"Räppe";"";"";"";"";"";"";"12";"13";"33";"27";"";"51";"34";"92";"";"3.4";"4";"1.5";"1";"2";"2.2";"72";"82";"72";"65";"3.1";"21.4";"10.8";"11.6";"1";"0.8";"11";"35";"28";"50";"20";"";"";"0.3";"0.6";"0.8";"1";"2";"1.4";"1.2";"1.2";"1.2";"0.4";"";"33";"20";"4.7";"3.5";"4.7";"10.2";"10.3";"84";"84"
"Sweden";"SWE";"Division 2: Sodra Gotaland";"18-06-2026 14:00";"NS";"Staffanstorp United";"";"";"Linero";"";"";"";"";"";"";"11";"3";"44";"50";"";"75";"51";"100";"";"3.3";"4";"2.2";"1.5";"1.7";"1.3";"83";"100";"83";"75";"3.1";"16.8";"8.8";"10.3";"1.3";"1.5";"10";"46";"60";"50";"83";"";"";"0.8";"0.7";"0.5";"0.8";"1.9";"1.4";"1.2";"0.5";"1.3";"0.8";"";"33";"50";"6.8";"5.8";"4";"4";"10.3";"79";"79"
"Sweden";"SWE";"Division 2: Sodra Gotaland";"18-06-2026 14:00";"NS";"Karlskrona";"";"";"Karlshamn";"";"";"";"";"";"";"4";"14";"60";"27";"";"41";"48";"80";"";"2.6";"3";"1.2";"1.4";"0.6";"2";"80";"80";"60";"70";"3.1";"17.8";"8.1";"8.6";"1.8";"0.8";"10";"84";"35";"60";"40";"";"";"1";"0.2";"0.2";"0.6";"1.6";"1";"0.4";"1.4";"0.2";"1.2";"";"40";"20";"4.2";"2.5";"2.5";"8";"10.3";"75";"62"
"Sweden";"SWE";"Division 2: Vastra Gotaland";"18-06-2026 14:00";"NS";"Torslanda";"";"";"Vastra Frolunda";"";"";"";"";"";"";"10";"3";"39";"67";"";"44";"68";"82";"";"3.2";"3";"1.3";"2";"1.7";"1.4";"54";"82";"74";"64";"3.2";"17";"6.6";"10.6";"1.2";"2";"10";"46";"56";"67";"40";"";"";"0.7";"0.8";"0.7";"1";"1.6";"1.6";"1";"0.4";"0.7";"1.2";"";"33";"60";"4.5";"4.2";"5.5";"7";"9.9";"79";"71"
"Sweden";"SWE";"Division 2: Vastra Gotaland";"18-06-2026 14:30";"NS";"Qviding FIF";"";"";"Galtabäcks";"";"";"";"";"";"";"8";"13";"28";"17";"";"68";"41";"92";"";"3.8";"4";"2";"1.2";"2.2";"2.2";"84";"100";"84";"42";"3.2";"21";"9.6";"9";"0.8";"0.5";"10";"28";"28";"33";"33";"";"";"0.8";"0.5";"1";"1.3";"1.9";"1.8";"1.2";"0.8";"1.2";"0.7";"";"17";"17";"6";"3.4";"5.2";"3.4";"9.9";"70";"48"
"Sweden";"SWE";"Division 2: Vastra Gotaland";"18-06-2026 14:30";"NS";"Lindome";"";"";"Astorps FF";"";"";"";"";"";"";"6";"11";"28";"44";"";"41";"75";"100";"";"3.9";"4";"1.2";"2.2";"2.3";"2.2";"84";"83";"84";"42";"3.2";"18.6";"8";"12.2";"0.8";"1.3";"12";"25";"28";"50";"33";"";"";"0.5";"1";"1.3";"1.2";"2";"2";"1";"1";"0.7";"1.2";"";"17";"33";"5.3";"6.5";"5.7";"6.8";"9.9";"75";"75"
"Sweden";"SWE";"Division 2: Vastra Gotaland";"18-06-2026 14:30";"NS";"Böljan";"";"";"Onsala";"";"";"";"";"";"";"5";"9";"67";"39";"";"75";"41";"92";"";"3.4";"3";"2.2";"1.2";"1.4";"2";"74";"84";"65";"54";"3.2";"19.9";"8.5";"10.1";"2";"1.2";"10";"56";"35";"60";"33";"";"";"1.2";"0.3";"0.6";"0.7";"2";"1.4";"0.8";"1.3";"1";"0.8";"";"60";"33";"7.2";"4";"4.8";"4.2";"9.9";"80";"80"
"Sweden";"SWE";"Division 2: Vastra Gotaland";"18-06-2026 14:30";"NS";"Dalstorps";"";"";"Astrio";"";"";"";"";"";"";"2";"14";"72";"11";"";"61";"27";"58";"";"2.8";"3";"1.8";"0.8";"1";"2";"50";"67";"50";"58";"3.2";"20.4";"8.5";"10.5";"2.2";"0.3";"10";"70";"35";"50";"50";"";"";"0.7";"0.3";"0.3";"1";"1.6";"1.2";"0.7";"1";"1.2";"0.5";"";"67";"0";"5.2";"4";"5";"6.8";"9.9";"84";"84"
"Sweden";"SWE";"U21 League";"18-06-2026 06:00";"POSTPONED";"Djurgården U21";"";"";"Brommapojkarna U21";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Syria";"SYR";"Premier League";"18-06-2026 21:00";"NS";"Al Jaish";"";"";"Al Futuwa";"";"";"";"";"";"";"8";"12";"50";"27";"";"37";"34";"55";"";"2.2";"2";"1.1";"1";"0.8";"1.5";"45";"70";"30";"75";"2.5";"";"";"";"1.5";"0.8";"";"77";"52";"50";"30";"";"";"0.5";"0.7";"0.5";"0.8";"1";"1.2";"0.3";"0.7";"0.6";"0.3";"";"40";"20";"";"4";"";"5";"9.1";"";""
"Syria";"SYR";"Premier League";"18-06-2026 21:00";"NS";"Hottin";"";"";"Khan Sheikhoun";"";"";"";"";"";"";"5";"13";"40";"13";"";"37";"27";"80";"";"2.9";"3";"1.1";"0.8";"1.4";"2.5";"60";"60";"45";"70";"2.5";"";"";"";"1.2";"0.4";"";"56";"18";"40";"40";"";"";"0.5";"0.4";"0.8";"1";"1.5";"1.4";"0.6";"1.5";"0.6";"0.4";"";"30";"10";"";"";"";"";"9.1";"";""
"Syria";"SYR";"Premier League";"18-06-2026 21:00";"NS";"Jabala";"";"";"Homs Al Fidaa";"";"";"";"";"";"";"14";"2";"50";"80";"";"41";"51";"65";"";"2.1";"2";"1.2";"1.5";"1.1";"0.4";"55";"65";"50";"95";"2.5";"";"";"";"1.5";"2.4";"";"66";"100";"50";"60";"";"";"0.5";"0.7";"0.6";"0.3";"1";"1";"0.5";"0.1";"0.7";"0.8";"";"40";"70";"";"7.7";"";"2.7";"9.1";"";""
"Syria";"SYR";"Premier League";"18-06-2026 21:00";"NS";"Horriya";"";"";"Damascus Al Ahli";"";"";"";"";"";"";"9";"10";"37";"37";"";"41";"31";"80";"";"2.6";"2";"1.2";"0.9";"1.6";"1.6";"45";"75";"45";"80";"2.5";"";"";"";"1.1";"1.1";"";"49";"49";"50";"40";"";"";"0.4";"0.8";"0.7";"0.7";"1.4";"1.3";"0.9";"0.9";"0.8";"0.1";"";"30";"30";"3.7";"";"3.3";"";"9.1";"";""
"Syria";"SYR";"Premier League";"18-06-2026 21:00";"NS";"Wahda";"";"";"Al-Ittihad Aleppo";"";"";"";"";"";"";"3";"1";"70";"73";"";"85";"82";"100";"";"3.7";"4";"2.5";"2.4";"1.4";"1.1";"80";"90";"65";"60";"2.5";"";"";"";"2.1";"2.2";"";"56";"66";"40";"40";"";"";"1.1";"0.9";"0.8";"0.4";"2.1";"1.6";"0.6";"0.7";"1.4";"1.5";"";"70";"60";"";"";"";"";"9.1";"";""
"Syria";"SYR";"Premier League";"18-06-2026 21:00";"NS";"Umayya";"";"";"Taliya";"";"";"";"";"";"";"15";"7";"23";"43";"";"31";"37";"65";"";"2.4";"2";"0.9";"1.1";"1.6";"1.2";"45";"65";"50";"70";"2.5";"";"";"";"0.7";"1.3";"";"49";"63";"50";"50";"";"";"0.3";"0.6";"0.7";"0.5";"1.4";"1";"0.9";"0.7";"0.6";"0.5";"";"20";"30";"";"6";"";"3";"9.1";"";""
"Syria";"SYR";"Premier League";"18-06-2026 21:00";"NS";"Al Shouleh";"";"";"Tishreen";"";"";"";"";"";"";"16";"6";"30";"53";"";"17";"51";"65";"";"2.3";"2";"0.5";"1.5";"1.1";"1.5";"40";"50";"25";"80";"2.5";"";"";"";"0.9";"1.6";"";"66";"52";"50";"30";"";"";"0.1";"0.8";"0.6";"0.8";"1.2";"1.2";"0.5";"0.7";"0.4";"0.7";"";"20";"40";"";"";"";"";"9.1";"";""
"Syria";"SYR";"Premier League";"18-06-2026 21:00";"NS";"Al Karama";"";"";"Al Shorta";"";"";"";"";"";"";"4";"11";"60";"17";"";"51";"14";"70";"";"2.6";"3";"1.5";"0.4";"1";"2.2";"40";"60";"40";"70";"2.5";"";"";"";"1.8";"0.5";"";"70";"28";"40";"40";"";"";"0.6";"0.1";"0.4";"0.8";"1.6";"1";"0.6";"1.4";"0.9";"0.3";"";"50";"10";"";"";"";"";"9.1";"";""
"Tanzania";"TAN";"Ligi kuu Bara";"18-06-2026 08:00";"NS";"Mbeya City";"";"";"Simba";"";"";"";"";"";"";"14";"2";"33";"67";"";"24";"48";"55";"";"1.8";"2";"0.7";"1.4";"1.2";"0.4";"40";"65";"35";"85";"2.1";"14.3";"4.8";"8";"1";"2";"8";"63";"100";"50";"60";"";"";"0.4";"0.8";"0.5";"0.4";"0.8";"1";"0.7";"0";"0.3";"0.6";"";"20";"50";"4.6";"4.9";"3.4";"3";"8";"56";"44"
"Tanzania";"TAN";"Ligi kuu Bara";"18-06-2026 10:00";"NS";"JKT Tanzania";"";"";"Tanzania Prisons";"";"";"";"";"";"";"6";"15";"60";"13";"";"37";"17";"50";"";"2";"2";"1.1";"0.5";"0.6";"1.8";"30";"69";"35";"85";"2.1";"17.4";"6.4";"8.1";"1.8";"0.4";"8";"84";"42";"40";"40";"";"";"0.4";"0.3";"0.4";"0.9";"1";"1";"0.2";"1.1";"0.7";"0.2";"";"50";"10";"4.4";"3.9";"2.7";"5.3";"8";"53";"42"
